sl_100_86400_20240313 Coordinates.csv
2024/03/13 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:26 2024,
Start: 2024/03/13 07:47:00.00, Stop: 2024/03/14 07:47:00.00,
TIME_UNITS,STARLINK-4610 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-1848 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-5874 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-1941 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-3051 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-32101 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-3557 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-31961 - X-Coordinate,STARLINK-32176 - X-Coordinate,STARLINK-2344 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-2704 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-5225 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-5304 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-4389 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-2563 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-1092 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-31248 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-2411 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-5411 - X-Coordinate,STARLINK-1883 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-32249 - X-Coordinate,STARLINK-1230 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-5535 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-1848 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-5874 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-1941 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-3051 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-32101 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-31961 - Y-Coordinate,STARLINK-32176 - Y-Coordinate,STARLINK-2344 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-2704 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-5225 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-5304 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-4389 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-2563 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-1092 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-31248 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-2411 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-5411 - Y-Coordinate,STARLINK-1883 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-32249 - Y-Coordinate,STARLINK-1230 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-5535 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-1848 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-5874 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-1941 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-3051 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-32101 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-31961 - Z-Coordinate,STARLINK-32176 - Z-Coordinate,STARLINK-2344 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-2704 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-5225 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-5304 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-4389 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-2563 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-1092 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-31248 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-2411 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-5411 - Z-Coordinate,STARLINK-1883 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-32249 - Z-Coordinate,STARLINK-1230 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-5535 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-357.4635,4865.9637,-5994.5203,-2066.3759,6685.1551,-2723.4374,3601.1960,-4810.2823,-5847.6800,4867.5756,-212.7869,4411.8238,3981.3870,2848.7620,4655.5003,4094.4690,1341.8671,-4694.9749,1210.7860,-4747.9553,2578.1923,4914.3700,1332.8106,3966.1731,-3031.7545,-1033.6164,4964.3743,-5399.3331,4282.1849,-3025.2353,255.2367,-4994.7314,5167.5998,-3729.3748,5742.9128,5880.2906,4799.4512,4458.9032,425.8088,5784.5810,5764.2028,-107.1630,-701.8667,3023.5068,-3388.9304,5963.7883,4155.7300,-3242.4967,5907.1025,2876.8956,3782.8544,-3986.6401,4300.6579,0.0000,6748.4730,-5457.5161,4893.8720,5281.1791,-4612.9183,2990.9611,6175.2378,-3062.6786,-6852.7826,-4271.1096,5475.0271,408.6472,-2310.6616,1529.7363,429.1293,4530.6876,4600.7541,-565.9261,5243.2122,6777.8212,-1181.0675,-656.1550,-4021.7783,530.5012,-3914.2505,-6130.6810,1188.7717,3112.2249,-4629.5755,-626.1009,-553.7906,2717.0757,-6389.0713,-2643.4970,-5934.7235,4465.4398,-5065.6230,-4205.3510,-2545.6212,4519.2118,0.0000,-2607.4040,5137.6266,1060.0999,849.0681,-5867.5052,93686.8426,85747.1711,76205.6068,81044.8379,75295.6365,78543.0120,83628.0303,82637.4019,-249290221.6592,-249326277.6524,-249293582.5289,-249290988.2272,81935.1938,-249301606.2142,-4738.2859,-4609.9337,-3104.1827,5734.0621,-1308.6939,-3393.0494,2137.6309,-1697.4881,-3519.0300,1421.4962,-6865.1006,5321.9190,-1160.1150,-5742.8923,-800.7058,-3744.4833,-6075.2538,4749.3777,-316.5834,2547.4776,-1104.1123,3889.7947,-6342.3140,-2385.4720,5916.6880,4394.8677,662.1710,-2546.4917,-3039.0562,-3805.0035,-6929.6709,1707.3704,-2508.1920,4602.1188,-2837.3151,3654.3350,-2210.9877,2860.8019,5210.6327,625.7233,-3610.1994,6813.9321,6140.6817,-5964.8006,2326.4755,-3125.3016,1106.4843,5185.1858,-3098.4270,5818.6303,-5075.7611,-5118.6422,3159.7909,0.0000,-466.1470,3711.6506,1651.6240,-757.1760,4054.2111,-6053.2573,-3191.6041,-4443.8098,-380.9658,5113.9673,-1338.1898,5097.3655,4576.0618,4152.0951,1356.4617,-438.7987,2168.5784,-6288.2335,3752.4906,-1478.8771,-6362.8209,5256.4395,-4678.9647,-6735.7748,3710.6250,178.9771,-6182.9511,2792.9107,4742.8023,-6825.7411,5835.3488,3099.4003,-2238.3990,3442.0771,-2885.6315,-3847.3575,-519.8184,3234.5829,-6227.7858,-1867.7935,0.0000,3262.1800,215.4070,-5002.5160,5784.0312,-3719.8165,357510.4976,343834.7579,343769.0904,348987.4290,343711.1825,346275.4065,339539.1613,345201.3323,188129157.2196,188102974.2872,188148724.5866,188145990.9224,343953.0873,188141192.6006,-5035.6129,-1755.9690,1582.7555,3271.0741,1315.1143,5288.4212,5537.5958,-4711.6583,1286.7600,-4570.9870,847.9358,308.6556,-5543.1042,2601.4884,4939.0154,4126.5978,3105.4590,1798.4002,-6837.3490,4336.6388,-6363.9624,2928.9694,2222.7322,5152.6671,2008.0669,5233.8851,4766.3163,3556.9810,-4566.1442,4624.9866,-404.2732,4479.5396,3780.5483,3465.0493,-2348.4285,591.6760,4483.3103,-4459.0502,-4565.7682,3751.9024,518.0857,-311.4010,3147.4419,-1786.5120,5334.8676,-1674.6182,5427.1035,-3246.8598,1846.6721,-2458.1460,2812.0191,-2477.2688,4246.6855,0.0000,1578.8321,1898.2047,4444.2874,-4379.0451,-3239.7367,1597.7363,-133.4905,4219.3997,-903.2951,-1925.0529,3662.5518,4505.4845,4664.9228,-5328.5190,6785.8979,5203.3996,-4556.4273,-2850.0428,-1939.8091,9.0224,2496.1272,4293.4633,-3165.9439,1599.5181,4325.4210,-3263.0700,-2935.2653,-5527.8368,2109.4589,954.9702,3556.9121,-5464.0469,864.8334,5396.5789,1720.0416,3651.3550,-4735.5195,4458.6390,-1704.8157,4797.2792,0.0000,-5538.3942,-4667.4783,4680.4440,3710.9618,116.4463,96080.5985,92765.3124,89832.8686,98847.4004,95135.2348,84583.0412,86437.1866,93115.7402,-84204392.3414,-84231969.3985,-84206354.5222,-84222630.3775,92039.0091,-84216347.3439,
3600.000,3343.5764,-1599.4068,6545.9852,-1378.0357,-4390.9264,5117.6555,-5793.0219,5990.9364,3502.9551,-5965.8192,1961.7967,-4777.1385,-2735.3539,-1487.2779,-5328.7444,-3473.1326,545.0856,3317.7167,-4111.5487,803.5543,950.0711,-4290.1787,1650.2620,-3449.7446,116.8862,-1830.3771,-3002.5942,6247.4214,-92.0789,6179.2169,-2152.6863,1427.9355,-5016.8380,-551.9627,-4235.1174,-3162.9125,-1970.9018,-6706.0739,-4201.0058,-4108.2792,-3208.9958,-2597.1793,-2651.3745,-124.7970,-347.3226,-3042.2711,-4171.1939,2050.0096,-2800.8380,-4894.5159,-234.9520,5755.0370,-6704.6182,0.0000,-6153.9164,3715.0089,-4796.9777,-3121.9674,3219.9863,158.3273,-4260.2532,4222.6110,4968.5380,1172.9445,-5377.4500,-4358.3270,-896.8422,-4815.1643,3300.3579,-2323.6350,-6319.4784,2725.3631,-5776.1404,-5013.2035,3596.6076,-3795.0526,4157.9313,-1851.5165,-323.2424,6627.5980,2152.6345,-5566.8925,1500.6854,2053.0372,-2756.9367,-6029.4174,6098.4669,-1340.5339,6416.5966,-684.7171,6590.0498,2516.6350,4390.4557,-630.8267,0.0000,-420.6896,-5402.4750,2921.9803,-3312.3959,2906.7200,281.6305,-300.5664,-12372.0490,-6871.2495,-13599.9094,-10922.1950,-4873.2358,-6817.2144,-289501492.2400,-289526816.6408,-289511813.9532,-289506387.5087,-6616.5757,-289512947.5268,5787.3396,5125.4480,975.7114,-3976.2562,3390.4046,-597.2374,1050.0944,-1851.0306,4587.5204,2501.3108,4828.2038,-3276.9919,5060.6490,6534.4757,4071.9903,5983.4531,2998.5487,-5508.9135,-3665.0010,-4140.6110,4051.4452,-226.6055,4067.3931,5615.1182,-4728.9655,-6260.8120,3237.6975,2769.5816,2381.1148,2621.0351,4754.9331,-4035.5285,4689.8731,-5028.4333,5072.8161,-4330.9562,5157.4748,-1565.7674,-3711.6362,3059.4510,5041.3570,-5017.9884,-4338.8422,4754.9837,-5654.6052,3802.2466,3146.3514,-6531.4294,3809.7500,-4773.4242,4355.6119,3708.5905,-472.5626,0.0000,1857.1962,-5431.6831,2976.3742,4466.3376,-6143.1126,5446.1701,3938.3349,14.1731,-1522.0173,-4593.2583,3851.8530,-4880.8713,-6316.8508,-1307.1138,2495.6761,4231.0314,1486.9136,3364.5005,-1541.0128,3386.3735,3729.0371,-3941.9289,946.8888,3201.6034,-4203.8434,-1863.2649,4626.8005,531.9004,-4468.7407,5739.6232,-3058.8016,-393.2577,-545.1142,-4970.9097,279.2477,5058.6519,-1785.1748,-6147.2959,4998.9601,4504.1490,0.0000,-5834.5558,3413.0361,5057.2134,-2490.1035,4120.3811,369429.0340,350877.4332,354754.3798,358081.2746,352602.3700,355598.4507,349832.6359,352190.1820,117143450.1445,117114408.7211,117163151.9022,117166383.8814,353311.5027,117156441.4386,1785.1950,4368.4269,2068.6706,-5498.0620,-4173.4425,-4527.4781,-3699.0761,2962.0810,3848.6669,2157.5429,-4557.6974,3778.4245,3836.6223,1726.4783,-1361.5678,-187.5705,-6255.4569,2544.9470,4217.3312,-5491.9413,5558.6979,-5429.8998,-5266.6555,-2160.6679,-5089.8890,-2314.2616,-5331.5172,1293.5368,6526.6380,-270.4328,-4590.9906,-5451.1246,454.0828,-4650.5777,-1694.5984,4402.8506,-4205.4760,683.2465,4076.6734,-4671.0438,3278.0345,3811.0026,-4729.1673,5018.6711,-3665.0143,4933.7001,-4559.7094,-1022.3206,-5059.9551,-1182.9852,-5388.0012,-1148.6819,-1204.3970,0.0000,2632.2050,1966.8474,-3835.1000,4215.2808,-205.3560,-4303.4981,-3833.6245,-5405.5941,4565.1432,5052.6465,1222.3663,-1935.2797,-2734.0311,4790.5575,-5582.0537,-4962.5432,2092.6381,5396.2115,-3097.6802,-3399.1623,-4621.8590,-4086.3706,5457.6848,-5883.2377,-5489.9002,-900.5943,4698.6243,4080.5760,-5119.7489,3272.6407,-5491.8802,3197.7803,3008.2376,-4647.2750,2288.7356,-4705.5519,1290.4250,-2009.3104,-1972.8761,-5135.5206,0.0000,3712.6767,2696.5034,-3754.6649,-5534.3049,4762.2823,97437.5935,94853.1314,92068.5719,99043.9330,98628.4676,88358.3669,85985.3217,92256.2841,-84142729.7531,-84171288.5700,-84139488.6739,-84155300.9192,93656.5615,-84153564.1082,
7200.000,-4433.0422,-2524.0799,-4889.8640,5074.0794,757.1046,-5968.2135,6277.4726,-5513.2703,202.0495,4550.2481,-4140.9459,4082.1681,1466.8280,-1028.5993,3503.5370,1348.7354,-3837.8858,62.4733,3070.7118,2817.5147,-2577.3167,3355.8774,-5028.7450,2058.4535,3686.5733,3303.4419,1210.9583,-4180.1731,-4223.4142,-5113.0036,997.4746,1791.8286,2344.0222,4517.5629,373.2892,-526.4110,-720.2945,5968.3062,6581.9473,1936.4543,-1281.1066,5049.1170,5698.0626,-3747.6910,2809.3135,-1214.3900,3725.5742,307.0801,-1537.8665,5304.2443,-3918.3726,-5570.7931,5870.2503,0.0000,3032.8787,8.9512,3358.2243,736.7756,-606.7250,-3842.5064,362.9475,-4878.7683,-1472.0575,3012.4217,1492.0937,5901.1296,3219.2109,6745.2962,-3290.1895,483.1893,5261.0389,-5132.1515,3150.6286,1419.1536,-5682.7948,6531.1549,-4172.2954,-125.4425,4167.0566,-4327.6283,-5384.0976,6398.6903,2651.4869,-3590.4958,5845.9796,6526.7560,-3204.9789,4019.9833,-4003.7878,-3017.0559,-5570.4261,-370.3822,-5034.3501,-2528.6691,0.0000,2314.9285,4267.7945,-5549.3169,5646.1382,757.2967,-93084.1209,-85982.4450,-100051.9165,-94089.7878,-101473.6620,-99184.1408,-93417.8785,-94767.8322,-309956519.6182,-309971336.9422,-309972955.7662,-309968961.8681,-94642.0356,-309968569.4923,-4658.4904,-4796.0800,2015.0055,1889.3492,-5208.4059,3323.4232,-2963.4417,4179.4617,-1581.2422,-4728.3736,-1115.0800,-735.5671,-6758.7173,-4670.0756,-4915.1721,-5563.8055,238.0910,4420.2933,6172.6849,5427.5269,-6268.1173,-3980.5970,-838.1511,-6258.5163,2822.7521,5718.0655,-6306.6216,-1194.0094,-2793.9928,275.5722,153.8093,5937.8957,-4739.8704,4459.2573,-5157.1757,988.0976,-6757.7823,-191.1713,1870.2089,-6068.7099,-4853.1273,1091.0459,1899.0110,-2692.5112,6013.0161,-4365.2060,-5772.3495,5123.9703,-4373.8422,1785.2235,-3288.8222,-732.5220,-2141.7401,0.0000,-3284.4982,5194.8990,-5928.2878,-6729.4068,5953.5174,-3713.6973,-4162.7528,3932.5113,4042.1675,3533.2532,-4199.8847,2702.1011,6086.2082,-846.2816,-6023.0766,-6707.1857,-3894.6194,206.4946,-2519.2644,-4868.4126,-277.6100,1806.9834,3273.8563,1860.5508,4479.2633,3016.1997,-2374.4419,-2653.7171,3823.0884,-2198.3107,29.8841,-1527.0167,3835.4929,5544.6462,3072.5387,-5517.6424,2986.7247,6723.7864,-1719.7235,-6096.4437,0.0000,6527.0284,-5403.4254,-4125.6008,-892.6415,-550.8329,357146.9043,337050.7450,343106.8112,344596.1572,339054.2992,341910.9672,337703.0786,341226.1655,38167853.0867,38138951.6131,38183693.0369,38191180.7247,340249.1818,38181672.0603,2550.5509,-4321.8266,-4493.5961,4301.6910,4510.7854,557.9120,-321.7659,540.4564,-6764.4801,1856.0315,5422.8023,-5543.6777,233.2047,-5007.7823,-3224.9495,-3891.6246,5785.6194,-5325.9498,830.4271,3233.2034,-1560.4386,4550.9301,4570.6970,-2162.0405,5157.1222,-2068.5118,2568.1291,-5431.0419,-4776.4313,-4352.1368,6861.6903,3076.9125,-4408.2779,2609.7402,4435.2372,-6860.5257,1376.5231,3492.5489,-1153.9430,2713.8244,-4625.2981,-4461.5002,3465.7918,-5162.2706,-1194.4410,-5257.9831,906.4318,4634.7297,5131.8512,4090.2916,4664.4127,4066.4845,-2758.0003,0.0000,-5323.3973,-4502.5065,318.8040,-1325.5488,3504.7294,4417.3871,5546.7076,2771.0971,-5427.4996,-5154.9994,-5042.9253,-2110.0502,-858.8202,-1319.1114,1063.8792,1622.5742,1917.2599,-4650.0515,5377.6475,4722.8932,3961.4592,808.8459,-4470.6995,6678.2952,3222.0838,4509.4542,-3695.2787,-161.9374,5162.9282,-5498.5124,3580.6679,1361.5988,-4654.8326,1063.9627,-4596.6843,2920.0474,2884.6496,-1671.0219,4443.8319,1846.2937,0.0000,336.6480,866.8457,560.6946,3883.8197,-6886.6087,98742.8032,96666.8235,94719.7587,98299.6208,101615.4644,93022.6379,86294.1537,96746.7192,-84081750.9637,-84110499.0266,-84074603.8913,-84087508.7698,95264.0202,-84090763.0154,
