sl_100_86400_20240427 Coordinates.csv
2024/04/27 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:38 2024,
Start: 2024/04/27 07:47:00.00, Stop: 2024/04/28 07:47:00.00,
TIME_UNITS,STARLINK-2033 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-5521 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-2571 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-5421 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-1785 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-1852 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-2263 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-32002 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-3880 - X-Coordinate,STARLINK-2197 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-30358 - X-Coordinate,STARLINK-5719 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-1791 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-4757 - X-Coordinate,STARLINK-31446 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-5521 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-2571 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-5421 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-1785 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-1852 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-2263 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-32002 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-3880 - Y-Coordinate,STARLINK-2197 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-30358 - Y-Coordinate,STARLINK-5719 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-1791 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-4757 - Y-Coordinate,STARLINK-31446 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-5521 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-2571 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-5421 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-1785 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-1852 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-2263 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-32002 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-3880 - Z-Coordinate,STARLINK-2197 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-30358 - Z-Coordinate,STARLINK-5719 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-1791 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-4757 - Z-Coordinate,STARLINK-31446 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3989.0454,-5003.4363,-954.3194,-2201.7517,-1719.1764,3441.8003,-563.3200,-4294.6553,1251.1853,553.2985,-3051.9391,5518.7716,-6384.7649,1934.2638,1723.2069,2517.2492,2660.7769,-6701.3286,-2118.6033,4115.8278,-1583.0888,-2046.7751,-4519.5388,-3834.1818,-5319.8374,3120.1827,5253.5219,5856.9923,1899.0265,776.3133,-6473.5609,-1930.5228,-3958.1125,-4545.4086,-6522.2829,847.6234,5838.6255,3551.2901,-2993.1559,-5174.4707,5973.0631,3648.6926,281.6964,299.3133,-4037.5005,5564.7950,5679.4112,4737.7404,-5639.0389,4584.8405,4653.0169,-5030.0544,-4828.6338,-912.8929,-813.9141,5860.4887,1437.1932,-653.1384,4837.0795,794.7767,-6468.3057,-1666.2534,-3278.2111,-5272.6374,-2551.1691,4778.3955,-5043.8150,4124.6146,-5984.2551,-4316.7034,-1840.9659,1648.7344,25.3321,5595.3006,1778.3550,-3505.8106,6043.5060,1257.5064,-2481.8418,-1953.8558,131.4236,2654.7028,-6705.4328,-546.1361,1492.6500,-205.7211,-755.8614,-4483.2927,-4767.1748,-1412.8635,-4730.2638,-6181.4654,5498.4250,4583.5873,-371.8984,-4215.8439,4941.7479,-3423.0150,3563.8890,-4410.1821,-76186.7354,-67612.1959,-74555.2721,-74505.4328,-74948.4283,-74443.5624,-66067.2216,-70078.3479,-268302182.4596,-268300889.8663,-268304806.9165,-268313142.5194,-70350.1988,-268311852.9234,-3970.4259,-4606.7516,-1678.3855,4346.0192,6655.3815,-2924.2849,-6774.2110,851.4047,-287.3144,-4069.7282,5366.8231,-2870.0601,-136.5318,6200.8029,-5895.1092,3342.8259,812.5079,1670.2714,-5675.3892,-833.0250,4036.6411,-250.3809,-2806.8772,-1809.0667,586.4990,3633.7779,-2111.7958,3694.0045,-1697.9358,-4082.2183,2447.0267,6532.4369,-1318.5492,-283.0688,1822.2464,1376.8361,-127.5030,2675.3561,4745.3121,-4425.2353,-3484.1050,4547.7577,-6187.8879,6648.9298,4489.0577,1293.2632,-1153.8238,-14.6091,-1884.6716,-3525.6949,-2560.5912,-4041.5520,1738.3281,6751.3081,6365.1180,-2206.9440,2590.5969,5800.0849,4731.1445,-4222.1128,1378.1031,-5751.1382,-2577.3337,3549.6542,4631.3422,3658.6283,4077.4439,849.6216,558.8272,2317.8239,4353.1017,6657.5887,6169.7648,1126.3513,-6686.9370,3392.7280,3435.6967,4928.9787,-3330.1320,-6165.5097,-6680.4754,-5091.9609,-1364.7309,-5197.8251,1901.8150,4115.4722,-4988.8814,1561.1722,-3251.9930,3987.1931,-3404.0188,3131.1992,3743.6063,-891.4908,-5266.3392,-486.9977,4792.1663,2878.1163,-3322.5945,3074.4362,-329868.6806,-352331.9368,-342884.8338,-335924.8638,-343786.6657,-339727.6832,-340904.1183,-338754.8216,128667695.4233,128605943.8280,128663162.8362,128662983.5761,-338966.9923,128652685.7524,-4045.6946,-539.7769,-6674.1012,-4882.5468,456.7270,5232.7229,-634.2328,5349.1976,6814.4844,5478.5727,-3150.3247,3064.9034,-2751.1827,-2442.2554,-2975.5451,-5536.6170,-6378.6532,-588.5687,-3387.7716,-5515.4799,-5400.3637,6622.1125,4442.7382,5460.3376,4387.7961,-4745.8377,3965.6028,-451.9015,-6475.2272,5524.0355,-70.2059,-405.5690,5526.1291,-5235.6016,-841.5122,6746.6164,-3750.3378,-5321.4212,3869.4111,1402.7335,-488.1721,-3767.4546,2860.5496,1878.4369,-3405.2386,-3946.6860,-3818.3046,-5069.9203,-3582.8821,-3823.3321,4425.1494,2443.9252,-4673.9315,1300.6090,2584.1501,2992.9522,-6295.5801,3531.0883,-1547.1388,5417.3970,-2103.4522,3145.2121,5524.8597,-2789.3055,4456.1040,3427.6883,-2419.3285,5493.6120,-3473.5972,4919.7530,4954.1550,954.9581,3168.2299,3941.6651,381.9695,-4914.6640,173.6500,-4723.6234,-5539.1158,2498.8381,1863.2471,-3775.2124,1039.9505,4375.2755,6508.1918,-5479.9041,-4598.5718,-5078.2832,3628.1550,5467.9386,-3737.5360,475.8581,-1508.8176,5094.4851,-4518.7918,-5489.4253,-856.3861,-5293.9512,4923.3488,-4057.7188,-177149.2393,-179151.2139,-180401.7241,-171512.7942,-175021.5175,-185607.8955,-183944.0962,-180031.5583,-11302953.8170,-11320624.0520,-11324698.5190,-11311633.0697,-178234.4785,-11312882.1844,
3600.000,-3262.3275,5724.8150,-2983.5210,-2324.2821,603.8242,491.7756,2305.8576,2099.5884,-4126.2992,3763.1723,-532.9287,-1972.0706,3160.6356,-3987.8589,988.3376,-5785.9389,-5860.2410,5201.2960,4653.2933,-3709.0421,-2738.0855,4416.5357,6650.0476,4761.6081,6251.8069,-4498.0036,-1501.1593,-5655.4241,-1006.1915,3365.7422,4433.7541,-974.6597,5383.1613,3052.2429,3765.6714,1239.1069,-6283.1911,-6398.1390,416.9465,5639.3021,-3616.7680,-6117.2186,1622.4095,-2284.1013,177.8987,-3551.5704,-5632.5490,-2667.5641,4699.1553,-594.6724,-694.7029,6013.4182,2700.2418,-1793.4909,-732.2234,-2507.1557,-4956.9756,-1372.5008,-5226.7995,2577.0010,5786.1081,3743.9585,5861.9973,1816.4306,1128.8829,-4204.6229,4028.9647,-5374.0960,3557.1578,5815.5704,-2826.7140,-2938.7397,-3147.1328,-4409.5189,54.8927,-745.5845,-4597.9012,-4895.4246,5630.6398,4031.8879,1340.8134,1708.1322,6124.3206,4652.6402,-4763.9224,-4059.3192,4819.5255,1305.5674,6767.1893,-2812.1395,4099.0276,4590.8621,-6241.5275,-5246.8405,-2155.4718,3893.9706,-5290.4779,2107.9428,-2671.1625,3507.0024,9095.4379,20748.3517,11119.6922,12896.9128,11903.3540,11727.3580,20054.0450,16367.5121,-292448141.0350,-292435367.6895,-292455037.8527,-292462814.6688,16414.2092,-292457584.0601,6113.1141,1754.0035,-2096.8133,-3932.0006,-4607.6250,4840.7700,5162.9939,-4597.6237,-3682.8963,4489.2882,-4223.8240,3826.4073,-961.0019,-3315.2367,6685.6841,-1148.0890,1263.5525,-2899.8099,5146.3655,4718.1966,-4345.1357,4154.9864,233.0044,-2358.5063,-2915.9718,1463.5997,3871.8198,-1743.4891,5622.8233,4470.4973,-3430.3438,-5856.5373,-2364.3793,-3760.6965,-3940.8955,-5645.2929,2887.5858,-625.3072,-6794.3167,2958.0436,4064.2094,-3221.9077,6377.9855,-4112.4131,-4198.5972,2182.9078,3994.3259,3803.5774,-1942.2210,4119.8874,4189.7200,2755.1350,-5135.8776,-5255.0475,-6652.3749,3540.2630,-3651.8386,-6607.9956,-1589.6083,5717.6644,-3496.0684,1574.5019,-425.1916,-4783.1823,-6789.9973,170.5573,-5280.5447,2783.9074,-3619.6654,-3778.8733,-3747.3651,-4274.5227,-3993.8325,2706.7529,5859.3317,-4446.5463,-2190.9999,-3432.1621,626.1247,3249.8219,6365.2167,4831.0904,-298.2026,3037.7581,1063.2374,-4392.4493,4242.0373,-4423.3122,853.6198,-4535.8335,-598.4453,-291.7671,-1134.3332,4063.0377,6584.0129,-3697.5953,-3016.6236,-6107.4351,6184.8626,-5708.7801,-340604.8948,-356618.5854,-348149.1901,-342134.5054,-350788.9570,-346852.9035,-346670.3403,-345956.3008,54776025.6720,54719907.8148,54776439.3282,54765060.9764,-345418.9003,54761978.7419,76.1178,-3279.9374,5901.0821,5171.5233,-5098.0661,-4925.8765,-3832.4434,-4732.6296,-4205.1397,-3564.5798,5454.9399,-5448.0067,6106.3861,4596.6440,-948.8189,3641.2934,3509.9581,-3554.4436,-4.8158,3453.5312,4630.8597,-3391.5465,-1970.6901,-4439.5738,-625.6147,4791.2778,-5538.8366,-3633.2165,3950.4496,-4076.8959,4046.4802,-3370.4213,-3676.7776,4954.8908,4091.3834,-3860.6946,545.1553,2583.7022,-411.3684,2777.5328,4284.4335,577.2362,1803.8577,-5079.1457,5497.5365,5538.1702,656.6897,5138.9340,4709.1503,5528.7329,-5469.2612,1952.8228,3792.3281,-4166.8268,1747.3678,-5429.2759,3214.9593,1006.9078,4266.6663,-2932.9560,-1569.5462,-5417.4800,-3675.3987,4674.9024,-713.6956,-5512.6272,-1955.3576,-3379.9629,4720.1279,-504.0669,-5000.0907,-4597.5795,-4730.7829,-4635.6837,3688.1807,5240.9897,-4737.9098,3509.1397,3964.0068,-4623.0381,2401.5323,4562.8294,3201.0821,-3964.1355,-4960.9089,3337.4118,2303.5528,5184.0297,-2.7763,-4412.0864,5531.7053,-5207.9268,-2512.3261,-1957.3506,-497.9595,4379.1756,-3327.6537,2490.4661,-1652.8830,-674.7518,-178166.6912,-179666.9019,-180150.8943,-173390.6394,-173597.4207,-183833.2614,-186394.9802,-176977.6150,-11234111.3417,-11255618.2759,-11251829.8973,-11239990.9073,-178653.3344,-11245552.2158,
7200.000,1168.3263,-4339.8707,3292.4514,5679.0026,2430.4690,-3369.7821,-4024.8820,-310.7142,3057.2749,-5732.8267,4521.0281,-2140.9745,750.0049,5657.9157,-3451.8953,6906.5702,6634.0402,-1429.3385,-5420.0917,2737.3529,5468.3582,-2857.8070,-6430.7743,-4805.3460,-4548.5692,4506.8139,-2216.3823,3824.6534,987.6032,-5620.3063,-329.1857,4216.7790,-5361.9374,-1739.9359,698.7448,-3817.2296,4447.8495,6655.0337,2277.5597,-4415.8937,-564.1381,6223.1424,-3259.0711,4648.6478,3977.0639,1491.7305,3595.3602,920.3851,-3180.2354,-3421.7767,-2883.1447,-4623.7289,-512.7230,4686.5278,2509.8297,-1456.8806,5500.8837,3003.1507,4732.1794,-4208.6509,-2829.8423,-5224.7222,-6512.0989,2119.8150,601.1680,3435.6334,-873.9975,5103.6689,-718.0177,-4471.6630,6066.9149,4315.3506,5890.4351,2712.2159,-2866.7034,4106.8423,2006.3703,6754.0705,-6806.0674,-5678.1155,-2986.5792,-5356.5151,-3196.6116,-6786.7907,6607.5963,5822.1789,-6283.0942,1212.3428,-5416.5941,5361.8976,-3333.9748,528.5493,4281.7808,4028.4365,3042.2794,-3233.2035,4186.5527,-654.0066,1095.0215,-124.8358,95745.4422,106803.1788,95991.4900,99329.5382,97872.2574,97584.7594,104556.7281,101658.4717,-296630553.6018,-296608628.3913,-296643551.6282,-296640638.9070,101945.3441,-296640302.9580,-5590.3657,2504.7909,5874.5457,3287.7041,886.9658,-5843.5874,-898.4303,6815.5066,6169.4866,-3655.1311,2793.1521,-4764.4918,3500.6603,-372.1790,-4170.9789,-462.4774,-1586.9657,3932.6783,-2704.7130,-6324.7332,4118.6678,-6049.3633,1973.9934,4939.6496,3839.5122,-4962.1487,-5440.4729,-1696.0407,-6833.0756,-4039.0680,4147.5671,2735.2047,4375.4714,6491.1948,5268.1242,5654.4167,-4413.9233,-906.9295,5475.4845,294.3174,-4181.4161,852.1046,-3082.0581,401.0913,3756.4126,-5580.7773,-5181.5310,-6534.3365,5376.2325,-4606.9275,-5470.4827,294.2386,6888.2988,2390.8906,4054.6628,-4945.5100,3899.9193,3795.5665,-2457.2803,-5319.0900,4662.7614,2873.8482,2334.0682,5427.8299,5944.3184,-4271.6666,4594.9357,-4618.5412,6142.3954,3213.3959,2814.4142,215.7811,1223.3633,-5854.1301,-3035.0499,5055.2398,-1277.4856,1570.1949,1238.1668,442.7601,-3416.5497,-3681.3707,2764.2216,-420.6088,-2098.4579,3424.7425,-2034.8898,6453.0201,1990.7489,4336.0153,4636.1468,-898.9991,-2595.9906,-5076.4906,-3466.0741,6099.4942,-607.5986,6649.6725,-6318.8307,4717.1492,-329742.8388,-338879.2741,-331496.8120,-326534.0532,-335646.1243,-332064.2830,-331024.6913,-329314.8344,-22842568.5648,-22890337.6429,-22841048.7341,-22861488.0186,-330048.0986,-22855728.6108,3912.8446,4621.1795,-1694.7562,-2084.2181,6377.7346,1540.4234,5431.1387,1159.3151,-911.7084,-885.1673,-4448.6405,4559.5783,-5966.3895,-4002.3896,4140.7838,417.0806,1346.4312,5515.8049,3371.4663,692.2145,-1019.5966,-1862.9666,-1708.3597,645.3891,-3550.0818,-691.0666,3647.3704,5526.7851,819.6280,77.2261,-5534.4382,4606.9942,-426.2508,-1714.2117,-4282.6261,-1315.6473,2965.4647,1697.7769,-3377.0248,-5367.0137,-5503.9459,2936.5534,-5150.9394,5099.3846,-4255.2029,-3850.0223,2877.7689,-2135.8801,-3025.8109,-3886.5550,3099.0498,-5123.5941,-648.7180,4512.3040,-5020.9398,4644.8712,1686.8142,-4818.2347,-4446.2092,-1392.9509,4277.3602,3193.0138,-436.7287,-3772.3204,-3500.1403,4233.0958,5090.7203,-817.1585,-3151.7937,-4248.7258,1500.7338,5404.7365,3451.4750,2554.0107,-5535.7075,-2343.0942,6521.3659,-204.7361,51.0368,3950.8907,-5253.8014,-2224.3106,-5487.4814,559.7954,512.7896,1144.3932,1701.0176,-2262.4881,-3642.6158,601.0638,-3911.8373,6857.0626,4621.0574,-2429.3248,5185.5903,-653.1636,5486.8015,1813.5243,-2648.5265,4793.9298,-179209.0149,-180128.8210,-179482.8998,-176187.8761,-172654.6325,-181139.5153,-188063.9806,-180705.8156,-11166018.7206,-11190572.8142,-11178154.1060,-11173682.1932,-179056.3680,-11178231.1656,
