sl_100_5400_20240423 Coordinates.csv
2024/04/23 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:01 2024,
Start: 2024/04/23 07:47:00.00, Stop: 2024/04/23 09:17:00.00,
TIME_UNITS,STARLINK-4607 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-4683 - X-Coordinate,STARLINK-30350 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-1302 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-3103 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-32259 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-4024 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-3652 - X-Coordinate,STARLINK-3981 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-31557 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-11206 [DTC] - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-31333 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-4071 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-6170 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-5855 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-32340 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-1788 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-4683 - Y-Coordinate,STARLINK-30350 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-1302 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-3103 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-32259 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-4024 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-3652 - Y-Coordinate,STARLINK-3981 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-31557 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-11206 [DTC] - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-31333 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-4071 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-6170 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-5855 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-32340 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-4683 - Z-Coordinate,STARLINK-30350 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-1302 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-3103 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-32259 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-4024 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-3652 - Z-Coordinate,STARLINK-3981 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-31557 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-11206 [DTC] - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-31333 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-4071 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-6170 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-5855 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-32340 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1555.5087,-4665.1358,-5896.2177,4994.7746,3735.0273,-5133.7094,4402.7461,3221.5343,4199.9847,4100.9883,1393.8651,5331.2950,-4688.2019,2335.4587,5963.5887,-3080.2516,1214.0431,-6221.2066,-2652.8194,4101.1086,-2206.6270,3761.2187,-393.7306,-4375.6185,-3637.6464,6104.1280,-5689.7594,3816.3863,3128.9039,5066.7101,-5923.9080,-3163.5086,-964.2603,0.0000,-5043.2259,6815.8684,4560.4820,508.1178,2959.1852,-357.6740,-489.0981,-4856.8195,4218.1441,-4989.1573,-3749.2891,6197.2595,-3249.7159,3110.1272,-4601.7485,2902.7817,-5858.5471,5540.5128,-5323.0746,-2822.4710,3007.5101,-4706.7665,4329.9724,5142.7868,-2054.0598,5327.8406,-753.6424,5722.1878,5517.5112,-6361.8068,-3781.1209,-6467.2487,4162.9190,5829.5359,677.6916,-6483.4498,3490.6036,240.5845,6423.1567,-4279.5476,4919.8710,-3340.9425,5216.3728,6716.8314,2385.9938,2126.3376,4457.6222,-3180.2278,6531.3359,-6142.0307,0.0000,-4106.4313,-1036.4024,6734.9067,-4139.9220,-4624.1828,-2479.9046,4433.0452,-3694.8275,-2516.1086,916.4959,-760.2774,5790.8497,6191.6355,5003.5477,-5012.5966,230131.0658,234539.2053,219673.0501,220182.1826,219202.3235,219985.4617,228258.3878,223728.9694,-267503100.3639,-267512500.4375,-267514782.6372,-267518806.5790,224118.2709,-267519139.4044,-4165.9040,3077.3020,192.8904,4481.5822,-5060.5724,4657.2710,5254.2426,-2643.7939,-600.1340,-3354.8477,-4910.5940,4063.9647,-2257.4104,-6052.3165,-2716.4022,5667.3457,6368.5399,-2976.2668,-4204.9217,-5055.5673,6259.6642,3531.0335,6807.5207,1599.5644,2551.1004,3249.3491,-3697.3446,1658.2427,-5510.5930,2194.5053,3466.5524,5639.4058,-4958.5669,0.0000,-2293.1436,1240.0872,-3013.9764,5114.2940,5113.6595,-6717.6402,6900.9510,3610.2943,-3741.1280,4398.1779,-5661.1597,-2574.6898,5553.8817,4559.0823,4930.2139,3492.6834,-3726.7206,-2395.3911,4208.8590,-5990.6880,5863.8246,426.1207,2150.8817,-12.6099,5273.7183,2934.1454,4928.0010,3818.9831,3077.9180,-501.0724,3353.3928,-2290.1316,326.8612,-3762.7886,4978.3612,-2028.9869,-2973.4302,5077.1071,-2579.4189,-2827.5664,-520.3720,6066.9322,-3405.5917,-699.8357,-5954.2953,3709.6981,-1633.5648,4495.6430,2290.7472,3016.5755,0.0000,815.0588,-5190.5010,-788.1095,-1684.1117,-1806.2781,-3750.8843,-5168.8420,3438.9441,-3232.8002,-4788.9917,-4278.3193,-3294.8496,3044.5489,-1665.1872,-987.6262,-309334.8263,-341053.9419,-327739.7793,-320781.8505,-328589.6336,-324573.5097,-326329.0932,-322865.6251,134667658.0400,134618673.7011,134678408.6118,134656143.6846,-324097.9620,134664696.9818,5290.1210,3909.7246,3624.7324,-632.7585,-2926.6786,273.9283,-1100.0383,5513.1512,5457.7067,-4174.8696,-4704.2368,1757.5267,-4600.7319,-2468.0629,-2066.6305,2521.3556,-2418.8441,734.2499,-4825.4533,-2372.3236,-1396.7424,4629.6804,711.5925,-5138.5042,5196.1267,-593.0442,-1471.7101,-5534.2843,-2830.8069,4192.3172,1094.0237,2176.6935,-4588.7563,0.0000,4005.8386,369.1163,4277.5049,-4666.3149,-3608.1313,-1698.1207,197.3645,3346.0001,-4034.7362,-1971.0688,-1341.7889,-1774.1170,-2001.9619,-4019.4845,1540.3426,5222.0075,58.6915,3444.7283,1360.1022,-2079.0526,1729.9541,-4951.6459,-4738.7046,-4353.8423,-3823.7751,-3308.7798,-4802.6732,-964.6596,-2876.9397,-2727.8675,4642.6260,-1127.9677,-5576.4193,-101.1514,-4629.4628,-1397.8145,-5083.5236,-4728.3367,34.1513,-4677.3181,4742.5474,392.4842,-3034.9319,-1606.4402,-2634.8241,-5446.3157,-5044.3172,4191.6532,-530.7322,-1129.0577,0.0000,-5525.0224,-4236.8755,-1477.5387,-5298.5978,4680.9889,-5264.7692,-1234.7748,4644.8444,-5463.7115,-4926.5540,5390.7129,-1969.9155,721.9266,4492.6006,-4685.7660,-72197.1891,-76413.8400,-78844.3507,-69945.7089,-73470.4760,-84055.0648,-82375.1226,-75460.9391,-17802424.7170,-17828183.8410,-17811330.9220,-17815562.2029,-76674.9599,-17814727.6389,
300.000,-145.3082,-4336.0246,-4734.8689,5420.5697,2554.1700,-3930.3758,5293.8721,1571.4848,4105.8398,3580.1953,-746.1804,6175.7914,-5096.1255,532.5013,4615.8596,-1469.7725,2525.2334,-6422.7679,-3590.7417,2515.6760,-739.2011,5221.7212,821.5195,-2832.6042,-2881.1486,6400.5910,-5991.9761,4379.6109,1261.1584,6093.7775,-5595.4421,-1839.7069,-2959.6425,0.0000,-4636.4087,6834.4036,5730.5899,2555.7161,4467.8534,-1894.4084,722.9393,-3137.9141,3668.6769,-3533.6192,-4766.2373,4959.0907,-1473.9164,4240.0544,-3195.9015,4699.7327,-5320.5047,4409.6464,-4579.5968,-3937.3570,4412.7645,-5123.5025,4157.8188,3974.9115,-440.9991,5069.0277,866.6990,4915.7540,5592.9258,-5661.1034,-2066.6663,-6665.0363,4221.2289,4722.5519,2458.0263,-6196.4152,2663.4557,2350.0394,5669.0355,-5424.7763,5366.1133,-1827.6682,4835.0172,5896.7389,1930.4455,4042.5710,4357.1185,-1215.3190,6482.0471,-5042.3442,0.0000,-3681.0402,-2733.7472,5920.6294,-4145.0034,-4232.2505,-3662.7214,3498.1541,-1954.8168,-4111.9221,-1072.1804,-2824.2344,6247.9273,6412.3787,3398.2459,-4262.6376,236561.6673,241645.5238,226378.3170,227035.1395,225985.3351,226713.4740,235036.3342,230520.5387,-270377789.8123,-270386242.2523,-270389997.6942,-270392902.2443,230920.8342,-270393845.6133,-5262.1328,4671.6566,1628.8932,3206.7551,-6253.7943,5576.8243,4432.6174,-4059.2499,-2695.1080,-4991.4626,-5125.9116,3149.0699,-147.8852,-5888.7719,-3853.8696,5473.9319,6405.0917,-1405.9127,-2343.0807,-5176.0876,6737.7234,2044.1727,6717.1840,3077.1247,4424.7868,1709.8419,-2061.3598,-433.6747,-5600.9842,540.1648,3996.2068,6534.8484,-4097.3950,0.0000,-384.9568,-271.2850,-3163.3809,4450.8637,4870.7908,-6670.3030,6695.5487,4105.2048,-5278.2369,4811.4909,-4994.2787,-3747.2747,5706.9547,2785.9777,5244.9452,2620.0475,-3907.7196,-1423.5072,5172.3420,-4642.1713,5189.6665,2306.2661,40.2210,-1700.3438,6242.6572,1177.2675,5816.0735,3804.7893,1202.3472,1214.1812,4678.8878,-1698.8627,-1813.1315,-4821.6651,5382.0833,-642.7984,-4763.7108,4689.7136,-3564.1408,-1069.1875,-2321.6878,6417.2294,-4766.9953,-2168.4049,-6633.0748,2893.4553,-3560.3643,4479.4692,996.4075,3841.0111,0.0000,2904.4748,-5501.3495,-2240.7934,475.9739,248.3840,-1947.2468,-5940.9480,4731.0327,-1762.3906,-4107.9014,-4229.1051,-3023.6826,1478.3032,-2896.7182,928.0033,-304261.2785,-335990.8197,-322786.8325,-315918.9645,-323794.5460,-319760.8279,-321410.7766,-318425.0251,128794442.1951,128745758.8527,128805253.6399,128782940.3018,-319245.9731,128791556.9361,4480.2430,2434.3835,4779.8235,-2392.3483,-1572.7175,-1262.6950,708.7890,5368.8345,4866.6214,-2785.4963,-4620.8825,-30.5445,-4716.6284,-3636.7479,-3326.7326,3976.4513,-676.3705,2201.0935,-5442.2489,-3859.5378,151.8846,4076.8814,-1110.3723,-5532.8327,4345.5945,-2073.6590,-2841.7727,-5344.9481,-3901.0276,3265.0515,-1032.1281,697.6951,-4584.9061,0.0000,5007.5058,-1170.2857,2318.1044,-4673.6784,-2054.4170,-184.4546,-1603.7236,4592.9380,-2595.0584,-3535.0481,469.0329,-3092.3104,-3277.1969,-4568.7588,3178.4466,4355.0600,-2157.7034,5176.1666,-449.6306,-3337.3087,206.6306,-3908.6427,-5342.5081,-5168.5355,-2734.0349,-4568.2260,-3650.9618,-3104.0616,-3933.7440,-3827.6623,4575.7578,997.5782,-5236.3265,-1619.5886,-3414.1062,-3051.4125,-4132.0053,-4546.5275,-1759.0869,-4196.2542,3579.2244,1890.7407,-1377.6496,-2954.3482,-573.2974,-4818.8946,-4038.9790,5131.6785,-2279.7043,-2817.4505,0.0000,-5104.9671,-2866.9330,-2846.6858,-5535.1709,5345.2461,-5543.1331,578.7131,4566.4498,-5158.8501,-5479.0788,4701.1346,254.8339,2189.9125,5295.1724,-5387.5880,-72312.7735,-76554.5108,-78937.3049,-70165.2790,-73425.0064,-84031.3558,-82704.5694,-75290.6841,-17796754.6828,-17822694.3890,-17805129.2509,-17810464.7799,-76802.6082,-17809053.7522,
600.000,-1793.3088,-3582.3907,-3129.5007,5281.2665,1141.0025,-2338.6300,5669.4313,-192.5097,3658.4694,2706.1226,-2807.7678,6410.0243,-5058.9470,-1345.8560,2806.8342,316.9611,3578.3289,-6013.7995,-4233.6589,657.6014,806.9055,6196.6748,1965.5017,-1049.0236,-1878.3565,6090.5456,-5737.0192,4567.0989,-747.1907,6546.9137,-4691.4908,-335.3688,-4671.8238,0.0000,-3801.9198,6193.7878,6292.8714,4370.7120,5519.9168,-3246.0994,1881.2952,-1097.1957,2784.8530,-1712.0641,-5313.3580,3240.2251,478.4316,4982.6782,-1451.0072,6038.5611,-4221.6873,2769.8028,-3377.8583,-4704.5223,5365.0673,-5051.6806,3605.6379,2419.3910,1192.2593,4350.6758,2367.7265,3600.8844,5162.1365,-4434.5407,-174.8244,-6189.0818,3928.0735,3151.4583,3959.3056,-5314.8630,1610.5349,4236.9986,4345.3956,-6074.8945,5296.1727,-122.2082,3987.4679,4513.0135,1284.2839,5569.1777,3869.1576,888.3862,5805.9961,-3436.1097,0.0000,-2950.5062,-4118.9918,4538.8218,-3804.3231,-3459.8118,-4538.4375,2209.7996,-47.7642,-5319.0421,-2984.6761,-4597.8635,6025.0916,6024.2137,1480.7021,-3143.4891,242879.9278,248641.9628,232980.5857,233783.6068,232668.5316,233339.3774,241704.0255,237258.1001,-273123555.9195,-273131071.3953,-273136294.5459,-273138081.9736,237618.3592,-273139632.2020,-5868.5089,5768.8632,2951.9348,1566.1954,-6839.5653,5965.8466,3168.8269,-5115.3754,-4513.8452,-6082.7543,-4891.4658,1922.6893,1969.1150,-5182.8086,-4640.1771,4771.4887,5807.6816,318.4017,-267.0882,-4821.6218,6513.5133,393.6537,5940.3537,4301.9051,5847.9037,-11.0829,-208.4201,-2462.9958,-5183.6937,-1139.1225,4131.4575,6763.5658,-2861.8000,0.0000,1592.9811,-1767.5230,-2940.2422,3401.6407,4163.5637,-5977.7001,5826.8666,4243.2771,-6285.4857,4786.6302,-3827.2899,-4588.0936,5281.3549,744.5073,5067.2883,1536.7821,-3639.6480,-362.2915,5625.8312,-2843.6175,3986.0452,3924.4332,-2090.8822,-3251.5636,6588.7198,-726.3653,6151.8156,3342.6011,-808.1387,2843.1650,5571.7900,-922.1570,-3768.7639,-5428.1369,5260.2225,837.1803,-6070.0285,3894.1659,-4213.8251,762.9343,-3859.8130,6156.2844,-5647.2482,-3455.8014,-6630.1232,1844.5230,-5121.0132,4074.7570,-419.3002,4317.1654,0.0000,4711.0956,-5254.4951,-3504.2865,2592.9408,2300.9333,18.4549,-6125.8207,5584.9924,-157.9260,-3076.7012,-3813.9202,-2427.5349,-248.5948,-3897.5588,2786.1994,-299055.6903,-330778.8435,-317690.3075,-310912.0218,-318854.8996,-314808.4618,-316349.6920,-313905.8470,122859899.9772,122811538.4265,122870739.2394,122848481.1697,-314251.2411,122857089.6264,3187.5792,685.7753,5422.2046,-3872.5227,-50.5896,-2664.4385,2441.9372,4646.4576,3751.7306,-1072.6727,-4045.7745,-1815.3708,-4331.4810,-4418.0322,-4221.5715,5004.8281,1138.9794,3432.3666,-5477.2769,-4933.5637,1683.0363,3088.3672,-2809.5237,-5337.6640,3011.4639,-3333.1592,-3909.3063,-4583.0374,-4555.7067,1988.7694,-3048.7441,-859.6418,-4067.7849,0.0000,5451.6321,-2584.7106,111.7674,-4183.7142,-279.7218,1348.9167,-3232.3700,5345.1850,-877.5928,-4721.8240,2229.3011,-4081.0436,-4170.8640,-4607.2664,4474.0225,3020.7058,-4144.3818,6358.5937,-2211.0258,-4239.9987,-1340.0052,-2431.5987,-5334.6012,-5383.0043,-1338.3420,-5337.9841,-2106.9936,-4913.6265,-4571.8075,-4519.6198,4005.2021,3017.0360,-4345.2417,-2965.2039,-1817.2407,-4379.1414,-2721.9565,-3880.8747,-3363.2501,-3268.3475,2020.1630,3186.7459,427.4287,-3987.5065,1549.6006,-3674.8672,-2600.7584,5520.7953,-3785.7489,-4204.8793,0.0000,-4139.7066,-1169.0384,-3912.3138,-5180.9305,5411.3498,-5227.7890,2329.8085,3984.6880,-4278.0254,-5446.7108,3507.9040,2452.4045,3423.7133,5531.1886,-5514.4315,-72428.7463,-76695.1530,-79026.1523,-70389.7842,-73383.0074,-84002.1836,-83027.8345,-75240.5579,-17791090.2569,-17817204.5199,-17798932.3319,-17805359.4119,-76930.2141,-17803379.9126,
