sl_100_86400_20240702 Coordinates.csv
2024/07/02 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:53 2024,
Start: 2024/07/02 07:47:00.00, Stop: 2024/07/03 07:47:00.00,
TIME_UNITS,STARLINK-30595 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-30769 - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-1633 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-31204 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-2057 - X-Coordinate,STARLINK-1548 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-11153 [DTC] - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-5306 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-1850 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-31032 - X-Coordinate,STARLINK-1863 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-4264 - X-Coordinate,STARLINK-2229 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-31941 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-5828 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-30769 - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-1633 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-31204 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-2057 - Y-Coordinate,STARLINK-1548 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-11153 [DTC] - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-5306 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-1850 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-31032 - Y-Coordinate,STARLINK-1863 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-4264 - Y-Coordinate,STARLINK-2229 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-31941 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-30769 - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-1633 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-31204 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-2057 - Z-Coordinate,STARLINK-1548 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-11153 [DTC] - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-5306 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-1850 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-31032 - Z-Coordinate,STARLINK-1863 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-4264 - Z-Coordinate,STARLINK-2229 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-31941 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4215.6465,-6638.8428,5320.4603,276.2026,2678.1067,-6857.3835,-1908.9866,345.1926,5495.7486,2626.3398,4043.1355,1910.4961,-440.8325,723.7722,-3333.6214,6742.4790,-1616.4148,-5155.0490,-6079.0919,5480.1996,-183.9518,5290.9840,5550.3968,1808.6215,1039.1398,-2278.8088,-1371.2543,-5742.7021,-2518.6564,4884.5379,-1301.9293,1118.4681,-4029.5998,-6684.1203,5858.5590,2074.7452,-576.5737,6298.5487,4655.7913,3557.2975,-4942.5535,4248.9076,-4608.8775,6791.3078,6079.8323,6592.8825,6879.5714,4605.3804,-5809.1817,-3162.7122,-3082.7348,6072.7294,-460.9808,6612.3971,-1257.8859,713.9068,769.3338,5381.8539,-225.4193,1311.4131,-4486.9152,-2062.4389,2970.4433,-6014.3541,-2226.6038,-5943.0010,-1069.1231,-3596.6138,-5.7434,-6840.6067,283.6592,4598.5752,700.3056,-3959.3989,-75.8316,-2870.5124,2327.7730,-4416.7859,4863.1199,4307.0175,2746.3389,3388.4288,-1782.5638,1804.8956,-5367.7633,-523.7285,-5669.8393,2018.9196,-122.6156,285.6846,2785.5798,4069.2168,-4300.4160,5879.8181,-5216.8542,-2274.4718,2176.6959,6681.2365,6698.0292,-223.0860,-341776.6883,-321358.0926,-334396.9603,-340306.5572,-333310.0438,-336716.4154,-332176.6431,-335658.6287,-247311865.5623,-247295230.0648,-247325980.8772,-247325322.3822,-335699.4728,-247332175.3151,-2.2968,-97.5746,-3954.1163,5850.5842,-3577.4596,811.3849,-5367.5687,-6616.4998,-4041.4376,-3223.9584,3514.0983,-3772.7871,5265.1667,-5110.4757,-5282.2908,1032.0367,-4269.2420,-4627.9060,-237.0282,936.7717,-4514.9887,1876.4525,-938.1361,-6524.2520,5003.0693,5916.4234,-5487.1619,-1167.9599,3488.3891,1952.7978,6595.6125,5094.3822,-866.1550,-938.9174,1877.1038,1554.0338,3292.0870,-2094.6709,4732.5005,2138.2379,-1823.9327,-4266.7979,4115.8985,234.2931,1998.3039,-2210.3624,888.6771,2884.7097,-3782.9582,-6178.8600,-5816.0020,3299.0456,-4693.1298,-2150.2835,4194.0747,6765.9323,6368.5672,-2762.4510,-4224.1657,-5137.6133,3402.1603,3747.3936,-2914.8740,-1468.4102,-6562.1189,314.4278,5108.4872,-4805.0456,6918.1463,-271.0047,6678.2596,2297.2845,6375.1895,-1309.8639,6488.7935,-4421.8379,-6368.6410,647.0484,-2206.5265,4681.3217,-6242.5273,5884.9873,4477.9972,4932.3789,-3222.3337,6913.3943,2454.8278,6490.2707,-5780.8314,-4403.6469,-482.1410,4527.8218,1232.1097,794.3986,-1187.7639,-2427.7958,4514.4444,1739.5253,1103.4703,-5225.3464,83791.8230,84106.8473,81425.6463,84626.2054,80805.7525,82934.0468,90098.3945,86687.3861,30971498.3061,30963002.8888,30961306.1414,30968775.5773,87048.6424,30973058.3505,5396.2218,-1176.9960,-2056.7389,3697.3613,5288.6603,-438.4053,-3759.2998,1991.2022,74.4284,5520.2045,4308.7843,-5481.3420,-4515.0646,-4615.7362,-3010.3570,1171.1857,5190.2255,369.9377,3293.7256,-4125.5997,5241.7604,-4085.2178,3966.8340,-1212.3526,4519.0364,-2263.1162,3990.4514,3714.1437,5411.1824,4488.2231,-533.1657,4566.6910,5457.1201,1590.9309,-2754.6817,6439.8932,-6103.9284,-1993.2366,-1210.9347,5526.6739,4476.6761,3291.2170,2987.1561,631.5620,-2640.1717,-40.1494,81.8502,4290.6424,383.6546,429.1963,-2197.6260,-393.5937,-5079.1217,137.3212,-5384.1748,-513.7807,-2647.7358,-3224.4954,-5481.1533,-4298.4260,3838.3630,-5468.7199,-5533.6899,3119.9705,93.9327,3392.6089,4537.8008,-3476.1858,127.6625,995.2896,-1798.9626,-4651.2325,2634.6527,5521.9938,2103.3280,4168.8194,-822.9628,-5300.2624,4204.4615,2759.0920,-181.7428,1390.3667,-4969.7043,4344.0824,2946.0378,-253.6437,3161.8485,564.1831,-3829.4931,5249.6536,-6349.4628,3316.9616,5004.5158,-3374.8674,-4390.9606,6084.5208,4772.5582,-504.4070,-1353.6991,4546.7359,143578.0350,142742.4996,141502.7827,150194.0125,146983.1490,136354.0360,137739.4212,145334.6009,71429205.0019,71403312.3672,71442755.6035,71429374.5779,143603.8427,71427636.3165,
3600.000,-3082.2589,5279.2946,-3801.3810,-2150.4398,-704.1499,4912.3663,4812.8113,1913.1897,-2520.6054,264.4683,-5380.7639,1178.8684,-3474.5683,1513.8804,3968.6351,-6165.5817,4975.0326,5250.0473,3361.0554,-6851.8741,4106.6555,-4761.2101,-6123.5464,92.1760,-4921.7999,-1610.6231,3636.5786,3601.4183,-1544.9947,-3674.7786,-1151.0022,-4663.2502,5119.6578,6503.6797,-3474.1321,-3548.8886,-3422.1338,-5531.9406,-4414.3778,-5783.5430,6880.9965,-2476.8477,2938.2857,-5552.3494,-4265.0596,-4821.2539,-5917.3098,-4021.5885,2596.5973,2715.2030,4510.5369,-5684.7547,4074.3873,-4958.3043,-1783.6124,-3206.8749,-3385.0085,-1337.3949,4025.2902,2186.4276,-110.6911,-798.7791,-347.2369,6881.0291,3267.0296,2693.1939,-977.4751,4084.3936,-1674.4333,5970.5317,-1797.3677,-6813.4215,-2976.8567,4945.1368,-2515.3298,4289.6368,-132.6992,4984.3140,-1225.3035,-6097.4240,396.0271,-3958.1229,-359.5741,-5227.2144,4279.9059,-1817.5732,2227.3596,-4059.5317,2054.2774,3164.7597,2384.3291,-5018.9812,4230.5669,-6464.0739,3307.1090,-2046.2599,-5050.8067,-5877.0623,-6228.9010,3688.9127,-347461.4877,-333277.1110,-346698.9898,-350991.2346,-343558.0267,-347084.1206,-343817.3473,-346801.0650,-246857731.9097,-246842032.8181,-246864771.4627,-246868917.5554,-346455.8607,-246878098.5911,4433.8597,-2008.7580,5575.5087,-6580.3077,6416.8738,-2298.4628,1784.7290,4242.3885,5160.2011,5947.8099,643.2376,6030.4552,-4298.6837,6683.9658,1675.7378,578.6967,4281.9948,2656.5954,-2525.8635,946.8200,2652.2671,2138.5283,3156.2656,6054.7804,-4293.6754,-3796.4781,2047.7920,-2129.3703,-4952.5583,2177.1529,-5209.0859,-3138.5167,-3225.8648,-1247.6845,2089.0814,2722.2585,-899.4384,3449.7354,-990.3982,1188.5772,76.5855,6395.7039,-6160.9763,2354.9198,1059.4488,1953.5944,1448.8705,1283.1596,3876.4662,4773.3042,2688.7963,-1267.6849,2278.6702,1915.2054,-6081.8269,-4559.7035,-3870.3719,3904.9487,4644.4612,6332.9138,-4134.3901,-6118.8200,5915.3297,-816.4250,4702.1618,-3115.9699,-6800.8523,975.8636,-5307.8264,-1287.8406,-6169.0349,-660.7439,-6193.5342,-2689.7803,-6048.6423,-646.8680,5746.8418,-4094.4490,5285.9110,-3211.7392,5687.8301,-3028.2798,-6710.8581,-1790.4344,-334.6338,-5675.9250,416.6375,-3788.1083,6615.3623,5666.9208,-1399.9965,-770.4183,-5097.5999,2143.4483,-2629.3831,-931.8157,-4557.7250,108.5400,526.6026,5421.6884,-3159.0338,268.3861,-5443.4085,-1208.3279,-5835.8461,-4354.0507,3258.2483,854.1252,-34140802.2245,-34140966.6222,-34151565.2104,-34138282.3735,541.8662,-34140430.1697,-4229.5742,-3684.1803,-1618.7426,361.9250,-2531.5268,4289.4570,4481.9939,-5125.1648,-3690.1158,-3531.0982,-4247.1910,3172.2647,4194.7138,948.6790,5423.2125,3088.8676,-2197.0637,3670.5341,-5502.0713,149.0734,-4913.3611,4561.7605,139.3705,-3255.2717,-2003.2673,5308.7055,-5532.4776,-5544.0145,-4585.4742,-5449.8560,-4128.0658,-4076.3035,-3213.9440,2057.7122,5373.1671,-5328.9780,5974.9182,-2347.0259,4997.4711,-3613.9810,-742.1438,343.0143,749.3147,3184.5190,5338.5307,4600.4058,3309.7125,-5497.2039,-5150.9825,4252.6456,4522.9001,-3742.1908,5108.8022,4470.5791,2806.2479,3922.4612,4646.4861,5460.7422,3170.5754,1276.5152,-5426.4477,3163.2588,3565.2150,340.4946,3898.3785,-5483.4118,-856.9146,5508.2605,-4114.3750,3245.6853,-2571.5356,1058.5943,947.8378,-4043.4714,1903.8645,-5145.6388,-3690.2920,2511.1288,-4118.1321,797.9164,3733.7442,-4822.4255,1634.4266,-4010.6642,-5434.4705,3541.0263,-6569.6639,-3969.5792,-219.1769,-2246.3987,6362.6026,-4733.3204,-1144.0053,-410.5035,5469.4641,-6573.9485,-1313.7545,-3657.8446,-2972.0160,-2271.2998,144092.2453,143722.3257,143339.5430,149774.5896,149871.9962,139694.7940,136856.2930,142941.5029,71457258.6363,71432917.9757,71471579.8447,71454225.6978,144698.3856,71458820.8263,
7200.000,1713.5793,-699.7941,610.0041,3229.5624,-846.2236,-1048.2611,-6303.1336,-4643.4240,-2046.5180,-2114.7219,5411.7892,-2929.3972,6180.8505,-2788.8425,-4552.0013,3152.3158,-5849.2842,-4040.8458,-267.8627,5210.8407,-6664.1579,3639.7049,3791.6666,-2845.4966,6215.3618,5595.3740,-5708.6487,-1304.8019,4213.5939,2447.1258,4156.1163,6774.2450,-4391.6283,-3958.2031,328.2846,4878.8562,6514.4242,2189.9661,2980.2752,6134.1238,-5792.3230,-511.1040,237.2803,1769.2851,1854.2586,539.4160,3056.2010,3338.7562,1007.1336,-2353.8581,-5416.4119,3539.4562,-6618.1987,733.4126,3365.2542,5204.3874,5730.1936,-3040.1309,-5612.9363,-4268.5649,4374.3934,2488.7274,-1416.2298,-5156.3576,-4096.1331,866.1785,2365.1784,-4498.3849,3797.2013,-2654.8021,3276.3931,6096.0319,4395.9256,-4845.6945,4429.0181,-4544.3894,-3152.7155,-4036.8481,-2177.5002,5733.3474,-4155.7071,4260.1309,1837.3259,6664.6103,-2821.9868,4344.5630,3243.3831,5179.8209,-3145.3437,-4544.4267,-6404.4022,5266.6581,-1627.8240,3830.9542,-1469.8491,3210.1908,5526.4440,2986.3038,3263.5383,-5462.6512,-333750.9574,-323949.1177,-336967.2092,-339598.9744,-332036.7793,-335275.1517,-333317.7541,-334539.3640,-229557099.7870,-229544286.6562,-229557592.6259,-229572598.4629,-335305.2126,-229576994.5328,-6636.6833,4056.0708,-5403.2743,4447.9436,-6644.2518,4073.3439,1844.1251,-805.3965,-4678.6176,-6552.5081,-4039.5242,-6173.8674,2841.5728,-5412.8872,2537.0850,-2857.2064,-2982.7693,1085.4919,5419.1771,-2344.6782,-1050.9642,-5435.1637,-3958.8301,-3026.3409,1987.4421,639.3990,1365.5920,5466.4451,5413.9888,-5723.5855,1024.9167,986.7134,5076.9755,3515.3267,-5846.8530,-4830.4889,-29.4902,-3972.6913,-4024.6574,-3149.8240,1502.6467,-5726.3799,5588.9004,-4687.4515,-4679.6640,-2319.8025,-4056.2813,-5068.0554,-61.2438,-639.4207,1279.8019,-2153.2276,-275.7847,-2277.9017,5891.0449,367.7392,606.7382,-4782.9330,-3898.7307,-4587.7874,4340.7567,6398.3182,-6748.3173,2913.1691,-728.4677,5706.1518,5561.8327,3151.2272,1701.0641,3269.9804,2960.2431,-919.3035,3604.4340,4948.6664,2588.8784,4713.6920,-2627.0974,5331.9946,-6389.9676,344.7335,-3016.7256,-1257.9192,6100.2607,-1305.8470,4381.5504,2652.3223,-670.8649,-725.8869,-4605.3553,-4589.1438,70.0782,-3084.5881,5324.1173,-4104.2058,5976.5041,5273.5748,2936.5466,-2879.4887,-2770.1262,-4045.0003,-83888.8109,-84237.0794,-91728.1792,-86634.6384,-91905.8957,-90569.2077,-83940.4873,-85845.5876,-96904398.5426,-96897292.1343,-96912222.1829,-96897880.2095,-85820.2938,-96905101.5103,62.5941,5328.0220,4298.8770,-4227.2949,-1787.1989,-5499.3461,-1852.7524,5057.0868,4512.4412,-678.5999,1313.8875,1086.0674,-1414.3445,3281.6749,-4578.9810,-5465.4174,-2186.6333,-5539.5678,4287.3930,3895.3024,1560.6569,-2324.2975,-4184.7419,5459.9485,-2022.1814,-3691.6315,3667.1307,4065.2731,895.5636,3013.4113,5199.4332,1126.3238,-1353.5829,-4489.4182,-3342.0344,1101.4970,-2433.8615,5227.2343,-4528.8571,-568.6082,-3478.7780,-3763.4365,-3991.6869,-4642.0432,-4756.1543,-6537.6062,-4732.8204,3331.0060,6860.5337,-6517.5292,-4148.7517,5534.0621,-2037.9171,-6534.2313,1434.3295,-4401.7400,-3870.2573,-3859.5980,1085.7387,2685.0052,2910.1808,1009.2531,592.5288,-3620.4232,-5548.3921,3687.1301,-3379.5250,-4238.5233,5518.3479,-5494.6970,5318.4369,3155.9877,-3983.2738,69.9430,-4507.8940,1528.3074,5448.1734,1795.8196,807.2613,-3898.1204,-4497.3803,5312.0359,2693.3164,649.0577,4545.6555,-4720.4750,6093.7461,4367.5539,4108.4074,-2333.2121,-2684.1205,3286.6812,-3768.5244,3864.9629,-3168.8865,3172.7142,-2973.0916,5530.6357,5427.9414,-1392.8107,145697.3655,144715.4257,145526.2544,148399.7751,152248.5279,143930.3554,136718.2472,147383.1989,71485381.9878,71462656.5553,71499659.5492,71480987.0235,145778.7132,71489973.8822,
