sl_100_86400_20240106 Coordinates.csv
2024/01/06 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:37 2024,
Start: 2024/01/06 07:47:00.00, Stop: 2024/01/07 07:47:00.00,
TIME_UNITS,STARLINK-30434 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-31038 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-2210 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-2703 - X-Coordinate,STARLINK-3128 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-32002 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-1571 - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-1577 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-3729 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-30469 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-6169 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-32207 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-1651 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-2595 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-30297 - X-Coordinate,STARLINK-3506 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-2210 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-2703 - Y-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-32002 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-1571 - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-1577 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-3729 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-30469 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-6169 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-32207 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-1651 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-2595 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-30297 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-2210 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-2703 - Z-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-32002 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-1571 - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-1577 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-3729 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-30469 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-6169 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-32207 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-1651 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-2595 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-30297 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5712.5600,5144.4016,862.3382,5807.9315,607.7720,4143.0695,5559.8507,-5366.8629,-2119.1525,-4969.0090,4867.6236,-4648.1733,1332.9005,3173.4262,-1968.2051,-5006.5373,-3732.6906,5009.0884,-4115.6770,-2244.4666,-6579.9117,-2052.7154,4106.8413,3883.6476,3310.2460,470.5281,1459.4482,5855.7683,3196.0538,990.2833,-1473.8384,6514.1833,6404.4813,-4832.1401,-1071.4471,-4315.0030,1179.9572,-3568.0429,-3325.4811,-5550.1248,-1208.7576,-740.2869,-3474.9966,-1516.6518,-5773.9270,-6201.6620,6411.8673,-4174.5324,5120.4560,-2140.3082,5305.9371,4126.4398,6002.5390,-4257.3138,5154.4144,5404.9281,-6590.0316,-991.2613,2475.9993,807.5938,4494.3254,-1363.4146,1723.6123,-6542.8536,6135.1449,-625.7821,-3634.5113,-1276.4963,-4801.0179,-5402.7295,-4648.9334,6573.1003,-1032.7720,-3276.1023,5000.5595,-4667.1799,-4496.8276,-3234.4060,-4108.4014,-2555.0297,-1936.6553,-4310.5537,5363.2603,-5616.2736,4888.3479,3328.1528,-913.8124,1962.0461,1781.1772,5110.9058,5335.3776,4335.7377,-4223.1490,2281.0386,3624.9613,6554.4896,3224.9800,-6519.6146,832.7402,989.3707,-357417.8041,-386133.5339,-377236.1064,-370165.8425,-377246.8786,-373533.5189,-377684.8665,-372625.1325,-214679934.8370,-214693324.1682,-214706437.8326,-214689258.2511,-374299.0299,-214700320.7655,1875.6467,4475.4027,6509.1903,-628.1088,-5801.6003,-3024.7423,1330.2525,-102.5240,4136.4184,-3733.9825,140.7682,3665.0275,-3924.3770,-2718.1132,-6564.5098,2174.5796,-5721.8313,4486.5166,-2336.6572,3666.9847,1683.8618,-4653.9030,-2799.6326,-4605.2803,5762.4191,4283.8572,-4887.8843,3704.5863,6135.9667,-6703.9428,-4532.9478,-1261.7662,731.7288,-3934.2567,-1741.5379,289.5639,4636.4748,-2587.6859,-4337.6448,644.6164,-6261.6604,-6819.8038,2492.8538,-6333.7914,-1945.2627,2935.1437,-2322.9229,91.5635,-436.3502,-5513.3556,-4154.1843,-512.7929,2866.5547,4622.8428,-576.5135,-4143.0130,1565.1563,-5513.3034,5264.8781,-6826.2834,2425.7922,6580.8858,6633.4766,321.0537,383.1898,-4104.8469,4222.0349,6822.5368,-326.9967,4021.1996,-5052.7419,-1619.3913,-6838.9122,5824.7518,3198.1429,2369.3060,-4675.1468,-3942.0417,-220.7246,3916.5666,-4673.9074,-3415.1893,3497.1616,4030.1783,-3115.4368,-2932.9753,-6871.5452,-5253.6170,-2555.4106,-1647.8732,-2890.6996,-4141.4954,-927.9405,-4442.5590,5916.5227,-1306.5003,-5939.0676,-373.9320,6278.1007,4548.6938,-38454.5319,-44392.9603,-29013.3660,-30999.5102,-27994.3908,-29956.0020,-37268.2737,-34501.1885,249166085.9196,249168654.9438,249163288.2061,249160314.4661,-33915.4748,249166376.4882,-3469.5715,-281.6973,1820.9320,3702.0951,3533.2398,4548.9289,3927.7310,4391.2098,-5008.5675,-2835.6481,-4944.6324,-3449.4298,5539.0901,-5532.2564,175.1673,4273.4025,-468.4224,-1656.8768,5066.6458,5410.6343,1402.8931,4699.4244,4806.4572,-3402.8284,-1947.0026,-5297.4600,-4711.9695,-230.9109,379.5318,-1493.0606,5019.5394,2023.2017,-2583.9520,3041.4744,6628.8042,5394.4839,4989.6556,5323.2182,-4280.4588,-3960.1978,-2686.0779,973.7374,5350.7048,-2380.3973,-3178.2767,-1047.6121,-1342.4266,-5539.4859,-4670.1896,-3599.5332,-1643.1187,-5313.7098,-1929.3075,2929.7505,4611.4404,407.2501,1111.1682,-4068.9322,-3766.3668,-967.0012,-4676.5617,-1241.7328,936.7637,-2243.3418,-3224.6145,5525.4579,4055.4706,-125.6853,-4995.4575,-998.6536,-1048.9923,-1448.5951,-635.5098,-1873.2146,-3586.1558,4542.1436,2405.0281,-4707.9226,-5474.8417,5112.3639,4709.6343,-4243.3468,-2657.5031,584.5912,-3830.0501,-5319.5328,299.9456,4073.8309,6212.8198,-4389.1333,-3336.5382,-3050.7445,-5460.4404,-4653.8213,-144.1021,1849.1446,1647.2449,-2123.2636,2580.0535,5116.0691,-106372.8042,-108795.5817,-112476.3735,-103291.6188,-107303.9608,-117799.5054,-115662.2878,-110675.2283,-146661613.2110,-146682086.4955,-146681661.4931,-146663395.9848,-110224.2660,-146660305.5186,
3600.000,5303.2190,-4926.5039,-3608.7754,-2679.8321,2389.9439,-3578.5438,-4502.8867,3958.6402,-2719.3920,4959.4447,-2745.3823,332.6890,2524.5229,-236.5349,3248.6629,2013.3133,4443.1644,-4601.2949,4218.7096,-370.7573,5598.4610,4265.2456,-71.6000,30.2358,-4468.2522,-4768.2949,2462.9126,-5558.3509,-3914.3010,1231.1202,4578.5951,-3987.0969,-6691.4006,6550.0839,-2906.2777,4984.7556,-4309.7768,6401.8100,6140.4051,2083.5999,2825.4135,2332.7226,1925.7639,3011.4074,6828.2450,3608.8411,-5302.1313,3842.6950,-4910.5407,4123.7901,-3985.2089,-2110.9183,-6347.1505,547.4349,-5029.5303,-2665.4887,5120.3075,3194.9810,-3881.8234,1170.8314,-3922.4575,-616.0719,-2992.3011,6320.3450,-6614.6700,4591.7593,2670.3394,-1118.6632,2887.3372,3239.8095,5698.9568,-5565.1759,3055.7989,1806.8392,-6597.1490,3420.6085,4316.8558,6093.1815,4360.9284,784.1948,4264.7666,-96.0892,-6347.6044,2986.1323,-6688.5430,540.1114,2977.5567,2072.9102,-1474.6612,-1577.2329,-4999.9458,-2770.2644,5761.2807,1801.0064,-4807.8535,-5918.0700,-1780.1022,6285.3396,-3045.1454,-4358.6967,-336338.2867,-363330.0086,-354724.1329,-349058.5751,-356772.4139,-352835.7953,-355730.0979,-354979.6224,-271860928.5013,-271871109.8784,-271881918.9354,-271869842.4082,-353226.6792,-271881257.1352,-4472.2698,-1641.8515,-3653.1304,3172.4850,6388.6505,5817.3371,2540.9927,-3708.6478,-3955.0592,-565.0473,3601.9094,-4090.7374,5167.2928,5615.6947,4247.3859,-4942.4732,3474.9433,-1450.5810,-1942.6847,-6271.3588,-2946.4918,990.9236,4439.0615,4171.3461,-4707.6260,-2188.5322,5373.5237,-1635.0105,-3841.6725,6473.4442,4866.5393,3507.0489,785.1476,2243.4213,-1979.9112,-3874.2463,-1570.5564,460.8812,2834.2128,-3584.9254,6088.3527,4633.7543,-6053.8584,5937.5785,-574.3538,-4349.3528,3464.6374,-4163.9882,4081.0114,5528.7155,5021.7038,5151.5937,-1341.2183,-5073.7333,4085.1446,5298.3445,-3673.7098,6139.1899,-1500.9996,5093.0608,1875.6146,-5929.0908,-4207.8521,-1864.3382,2081.9697,3724.7763,-6355.4948,-6012.0449,-3555.4576,-4775.3072,3042.4606,2943.8006,4959.5369,-6250.1176,-2064.5570,-5600.2395,1216.4452,1509.3538,-4088.4482,-6577.7441,998.5128,1251.6914,-2241.4941,-5004.4304,1284.4639,4948.5032,5141.6906,4798.9017,6081.2591,3932.3748,4701.7128,5792.3911,-2320.7742,5933.0653,-3603.4859,2678.0684,6218.4059,-2117.8033,-2964.8933,-1777.0840,-125725.8819,-140074.6917,-120867.3366,-124354.8289,-120505.7372,-121754.0109,-129633.4659,-126479.0497,185064805.9937,185067926.8862,185057743.7831,185064468.5978,-126572.4482,185063908.6037,115.5148,4416.1101,-4487.6102,-5543.5888,137.0877,-661.7043,-4639.2662,-4339.7968,4848.0910,4649.1225,5242.8682,5471.2166,-3866.0391,4042.2665,-4298.0402,-4441.5705,-3891.4891,4954.5579,-5163.1771,-2904.4866,2831.9119,-5379.5612,-5316.0167,5503.8183,-2419.3429,4356.9112,3625.9308,-3815.9788,-4243.7346,-2176.9712,-1839.7578,-4475.1701,-1689.1225,441.9637,-5995.7199,-2844.1483,-5187.6078,-2589.4705,1540.7960,5436.3428,-1685.4121,-4602.3298,-2585.2977,-1943.3032,-519.2750,4016.0305,-2871.9287,3985.1231,2707.5909,-585.9906,-2654.6240,3797.8065,-2432.0064,-4707.4078,-2513.1767,3359.5568,2706.4350,62.8008,5527.4596,4555.2391,5373.5875,-3348.8584,-4612.9921,-2132.3095,-232.0736,-3602.1971,13.5336,-3292.5368,5192.8029,-3618.6571,-2556.3102,-2885.4015,3769.6588,-2423.3328,-545.5757,-2258.1876,-5279.0546,2939.5587,3326.1921,-2060.9147,-5362.4595,6823.7571,-1657.8546,-3772.0774,-1362.6179,4799.7070,-3591.2001,-4568.3720,-3042.5400,5475.1453,-915.9090,-2009.7327,3134.9178,2840.6298,3462.8154,2420.4578,2538.5362,-1782.2814,-5367.3022,-5084.5618,-107977.1672,-110166.3775,-113236.5514,-105954.2464,-106678.4535,-116992.7306,-119085.6935,-111393.5321,-146650977.0869,-146670356.6794,-146672968.5936,-146651149.7525,-111522.3721,-146652799.6971,
7200.000,-2946.6081,3264.4818,5676.9597,-615.2998,-4269.7155,1383.2760,2908.8970,-2144.8054,5909.8700,-3835.8303,922.2305,4060.1382,-4657.1478,-1725.8104,-4233.8043,893.2414,-4007.4342,3590.0069,-4061.3350,2039.8521,-2119.4361,-5962.4883,-3270.6206,-4212.3060,4300.2005,6814.8045,-5071.4259,3701.9129,4188.2101,-3512.6531,-5415.6188,424.7211,4217.7336,-5869.3090,3306.6962,-4177.9191,6506.4668,-6591.4545,-6573.5633,1308.8919,-3660.6061,-4240.7317,-202.2274,-3758.5765,-4858.6764,346.1039,1827.7740,-3065.2936,3527.5305,-4414.5740,547.5242,56.5818,4258.7255,3409.4905,3614.8029,-1807.6762,-1247.2308,-3945.6274,5199.2194,-3875.3988,3275.4309,3275.1896,4315.0668,-3299.4645,4608.2887,-6323.9134,-435.0862,3836.6816,-1230.9986,1296.1884,-5151.3787,1999.7256,-4915.4192,1012.3768,5414.7535,-1433.4239,-3791.8222,-6870.7868,-3350.9873,734.0874,-6008.6708,2622.1238,4838.9465,1003.1156,3813.8919,-3260.4684,-4808.3634,-5397.0833,1464.7791,-1663.9626,2315.9493,-1172.6822,-5645.0026,-4419.6740,5076.2510,2664.8849,-1031.7078,-3224.6971,5216.7512,6638.6481,-294546.5409,-317081.1793,-309715.9041,-305475.8143,-313596.6815,-309929.0024,-311475.3136,-307870.0131,-310491510.8225,-310499230.1030,-310505666.7940,-310505969.3896,-309645.4788,-310511267.3222,5348.1238,-2860.0039,-501.9354,-5653.4319,-3811.6634,-5607.5640,-5750.7349,6381.0502,3232.2221,4773.5119,-6438.5799,4174.4095,-5124.5054,-6708.3388,234.0820,6602.3805,1006.6644,-2797.6321,5192.6284,6455.8386,3823.1908,2174.0844,-5553.9676,-3555.5998,1269.0965,308.7374,-4721.6838,-1909.6405,-318.4018,-3911.6108,-3539.0844,-5475.7620,-2448.4752,420.2030,5826.8284,5316.1654,-960.5440,1131.1647,-684.7729,5997.6241,-3096.5448,-817.4618,6552.6946,-2864.4775,2958.1940,5190.8447,-3987.3545,6216.4479,-5913.0753,-3023.8438,-4397.1256,-6671.2976,-1395.1244,4813.3518,-5833.7646,-4694.5279,4886.5364,-4076.3253,-2354.6549,-1868.1968,-5436.2811,2462.1968,84.4826,3208.5669,-3794.5187,-2753.1526,5532.7985,3319.2467,6435.2326,3882.3191,458.1356,-3818.0656,-1460.1003,4418.0711,-81.1313,6642.0417,3120.1737,742.0558,5846.0105,6519.3882,2155.7854,3443.7941,-386.4326,5017.3978,942.1143,-5958.0232,-1658.0847,-3696.5850,-6532.7534,-5886.7681,-4643.5727,-4011.6089,3955.3314,-5078.4014,-291.5899,-3656.9328,-4408.1839,4121.8857,-1162.9611,-480.2823,-205022.3350,-226943.2688,-204724.5600,-209495.9653,-205101.7722,-205954.9638,-213053.2144,-210414.3103,108347606.0463,108352822.1874,108339536.7685,108351036.4236,-210824.5794,108345686.3446,3284.3339,-5268.9539,3729.6870,3937.3164,-3722.0704,-3712.4363,2570.4189,1685.2535,-1122.3001,-3023.5346,-2412.5197,-3606.6782,-202.8252,-111.2559,5378.1321,1929.6793,5451.4778,-5222.3972,2165.7996,-1437.8159,-5391.1344,2781.9274,2516.2129,-4180.9018,5264.7344,-192.7066,-390.7515,5532.6305,5501.7171,4516.1633,-2491.3950,4231.3032,4930.6120,-3683.2597,1828.5291,-1493.6101,2147.6928,-1784.6052,2101.7125,-3032.1723,4975.6969,5409.9996,-2019.5513,5061.6488,3843.2093,-4598.9733,5380.2127,-44.4707,854.6277,4378.1731,5323.7730,973.4756,5268.0604,3642.9558,-1089.0375,-4610.6173,-4662.8071,3952.1068,-3930.4123,-5450.4449,-2763.9297,5458.9391,5397.9256,5159.6458,3525.3612,-584.0124,-4097.3113,4727.3974,-2267.1993,5430.6898,4623.6496,5405.1367,-4689.9986,5243.6074,4317.0385,-1407.2503,4868.7635,581.8883,1189.0826,-2259.9756,2662.4541,-5435.7193,4935.3808,4675.0461,5718.1363,-1337.6762,4709.1055,2301.5169,-1901.3566,-3263.5475,4569.8892,5260.0617,953.7080,1088.3891,-4729.5679,-5263.1406,-5288.7257,4433.5563,4263.6056,1905.6666,-109615.5794,-111545.4030,-113527.6521,-109530.6134,-106537.6863,-115284.1305,-121721.4272,-112663.2191,-146640413.9308,-146657491.1111,-146663041.4413,-146639598.3576,-112810.7969,-146645248.8075,
