sl_100_86400_20240610 Coordinates.csv
2024/06/10 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:57 2024,
Start: 2024/06/10 07:47:00.00, Stop: 2024/06/11 07:47:00.00,
TIME_UNITS,STARLINK-3540 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-11127 [DTC] - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-1893 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-6196 - X-Coordinate,STARLINK-5464 - X-Coordinate,STARLINK-31155 - X-Coordinate,STARLINK-4031 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-31543 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-30237 - X-Coordinate,STARLINK-2550 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-32125 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-3251 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-11198 [DTC] - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-4449 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-11172 [DTC] - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-31745 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-31804 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-3984 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-30069 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-31169 - X-Coordinate,STARLINK-31197 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-31179 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-2593 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-2743 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-5681 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3540 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-11127 [DTC] - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-1893 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-6196 - Y-Coordinate,STARLINK-5464 - Y-Coordinate,STARLINK-31155 - Y-Coordinate,STARLINK-4031 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-31543 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-30237 - Y-Coordinate,STARLINK-2550 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-32125 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-3251 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-11198 [DTC] - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-4449 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-11172 [DTC] - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-31745 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-31804 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-3984 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-30069 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-31169 - Y-Coordinate,STARLINK-31197 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-31179 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-2593 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-2743 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3540 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-11127 [DTC] - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-1893 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-6196 - Z-Coordinate,STARLINK-5464 - Z-Coordinate,STARLINK-31155 - Z-Coordinate,STARLINK-4031 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-31543 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-30237 - Z-Coordinate,STARLINK-2550 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-32125 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-3251 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-11198 [DTC] - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-4449 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-11172 [DTC] - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-31745 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-31804 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-3984 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-30069 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-31169 - Z-Coordinate,STARLINK-31197 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-31179 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-2593 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-2743 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3704.9402,6826.3969,-4236.3154,-1581.3392,-6204.2484,1960.0137,2493.6720,1503.4083,-6145.6750,-2749.8233,6567.2372,-4645.2827,-4107.7383,5070.4243,5134.6855,-4218.9636,3903.7056,-3240.0242,3650.5753,3268.4227,-5623.8301,6699.6778,-1319.1909,-5825.3003,2576.6582,-3882.4294,-2469.6351,-3057.2703,-5460.7441,-3893.0191,1931.9391,229.0277,4498.3099,4436.4541,-1623.6540,3389.2885,-4918.8678,5884.8167,2242.2583,190.3220,5644.4185,980.6526,168.8180,-3050.1943,4144.7361,-2779.5803,-5195.0233,1735.3031,-2893.7030,1600.6192,-2898.7726,1134.7250,3003.4244,3199.0393,6681.0857,-4102.8756,3596.9101,1100.7958,-5091.4518,-6729.2613,1829.3965,145.4759,0.0000,5065.9686,-496.3504,-5313.1620,2203.4205,-5041.7503,-686.5123,5964.8154,-2100.0053,-3750.4899,836.7747,193.6098,-843.9665,-4582.5099,-3874.0503,3138.3081,5853.6105,-3104.2682,4771.2388,2259.3448,-4876.1138,-4035.6929,-767.1602,-2528.9401,-3322.3705,3312.7553,-4117.7339,5628.7397,-6127.1489,-5627.6722,2239.5492,5405.4393,-5888.3767,-5929.8665,6180.5211,4420.7193,2538.1292,2276.5331,143033.3252,160416.6201,147819.5274,143365.9827,148451.2767,146059.8771,152937.1743,148659.5479,-260863649.7476,-260858722.1882,-260842624.3368,-260840964.3457,148521.1369,-260848708.1570,1850.8087,1046.8830,3787.7355,5328.4037,-1708.0146,-3607.3918,-6413.8931,6734.2195,-2954.9733,1619.8048,937.3169,-2057.3131,768.8806,1254.5424,2593.4143,-4780.5170,-5398.9130,4075.3098,4050.0969,6031.9616,2328.5043,684.1322,-4036.5361,-3771.7510,3697.5209,-5625.8713,-4431.6866,5222.1944,-569.9084,3788.0352,4002.1776,-6522.9619,5144.0361,-5299.2467,-6724.6643,3785.5863,-1374.3194,-3415.9757,-5104.0696,6874.2959,-2649.4378,6443.2880,-6306.6145,5824.9042,2983.9751,-5882.0959,4050.9196,-6573.2341,-4355.7429,4686.4301,2387.5812,4877.7145,5264.2320,2529.9959,-933.9328,-5534.3387,-4925.3454,4889.0710,-160.7260,-1488.6342,-6069.2556,-5835.2485,0.0000,-4744.6547,-5334.0137,1292.9743,-6475.7264,1172.3838,5248.6480,714.8672,3897.8120,2003.4439,1500.5319,-4200.9546,-6756.2914,-4853.6211,1689.6781,-3917.9693,-745.5665,-5783.0901,1480.0311,-3763.4730,59.3346,1653.7746,4494.8626,-5133.8329,5486.5729,3881.5615,1277.5793,-4080.0274,-2244.5593,2058.3314,5439.1508,-1809.9301,1620.1470,-1097.1520,-3099.5241,1563.6216,-5196.7618,4936.0567,343852.5124,322091.4775,324342.9787,329488.8845,323389.1640,326641.6909,331593.7514,330386.4457,61242057.8487,61231638.1559,61230178.2488,61230630.8017,330064.3854,61228404.5888,5532.2504,426.7253,-3990.2741,-3849.4376,2552.9615,5463.2925,-949.1987,716.5754,179.8541,6165.8752,1958.1567,-4729.9529,-5524.5194,4553.6614,3869.1930,2715.4847,1463.9326,4576.7326,-4322.7243,1021.6469,-3319.5716,1100.9384,-5478.5974,263.5754,5257.3416,127.4811,4722.8505,3386.5004,-4052.2220,4295.9565,5304.5904,-2147.6821,1084.2167,584.7184,132.1475,-4728.7152,-4700.2806,1298.1997,-4106.3811,-929.5105,3063.7842,2372.4209,2407.9299,-2280.4267,-4699.5737,2045.0966,2167.4008,-606.3596,4483.9009,4558.6659,-5848.9573,-4593.9881,3367.3348,5384.1650,-1041.4125,-723.4609,-3125.1221,4622.1566,4701.4040,785.3258,-2790.1607,-3755.8298,0.0000,-10.5078,4216.1078,4261.1312,-188.8865,4580.6549,-4489.0402,-3476.3626,5347.9577,5448.4690,6720.3104,-5522.1639,1233.9302,-1429.3648,5485.1028,4677.3826,-3517.5447,2237.3210,-4652.7736,5337.7946,4917.2670,5401.8369,-5258.6380,-3928.7903,-2649.9131,-4704.9266,5420.5076,159.0712,-2306.2035,-3466.5359,3668.8344,-3928.2424,-3060.1501,3381.8122,-672.4418,5104.8563,-3804.2131,-4317.2438,158916.8805,153818.2341,152571.5420,161327.5689,158020.8762,147403.2645,148880.0521,152901.2622,50731027.6803,50710045.4946,50707499.0492,50718710.6025,154693.4108,50728249.5631,
3600.000,1930.4696,-5809.6986,448.0158,-611.4352,6698.9424,1804.2332,-778.1178,-3390.8211,5842.6985,4026.4583,-6465.5520,5799.5798,2802.7214,-4852.9938,-6885.2789,4222.2919,-1337.8526,692.2967,-2418.7901,-4558.5014,5478.3713,-5892.7630,4994.3102,2664.1858,-5860.3243,4448.6127,5630.4879,1076.1684,6172.9677,-277.1093,-4909.9174,2243.7222,-4524.4927,-1647.5107,2848.0937,-5961.0606,5280.4777,-3053.1445,-750.1915,-2513.6737,-6015.2609,-3174.3136,1888.3637,891.6416,-6307.8722,4552.4346,1866.2073,1341.7721,5572.6486,-4831.3520,6566.8069,-5320.0012,-4749.5630,-6101.6362,-4154.5465,4390.2798,687.9919,-5133.3463,4559.4547,5629.9187,1241.6279,3333.3662,0.0000,-2616.9224,4091.3374,5099.6832,214.0987,5716.7377,-2615.8665,-4235.1463,-1926.7472,900.9706,1283.2043,3933.1713,2469.1040,4431.3659,2886.0894,426.1003,-5814.6874,4541.2911,-5572.5422,146.6315,2583.3550,-418.9823,-2264.7015,4827.3279,-284.0005,-6127.8041,1846.3471,-3918.8382,4461.6172,2028.7991,-4589.5139,-5649.8344,5583.4329,6850.7526,-4476.8918,-6581.9232,1325.7297,-5381.4050,51016.1543,72987.0557,58973.2988,56411.8860,61616.6930,58856.1052,64732.7409,61573.9135,-267787120.3270,-267785512.3298,-267770092.4309,-267769340.6271,61258.5605,-267772009.1967,-5495.0244,696.2674,-5162.2310,-6670.6150,229.8453,5704.0294,6103.2176,-5344.1594,-82.7746,-4865.7348,605.3322,-1670.1471,-4753.8526,2805.7539,-337.5061,1225.4441,6191.5816,-6484.7916,-66.5961,-3351.9571,-4147.8200,1946.6704,1941.4599,3933.1982,-2788.1019,3135.9233,2159.8247,-6853.1191,-2808.9994,-4202.3761,-869.3179,6256.2488,-2327.2530,5588.5843,4946.7950,-838.7491,-2587.9528,3980.6368,6877.2152,-5106.9756,2945.0241,-6038.1140,5966.6885,-3551.2625,51.6436,2304.9143,-4923.1774,5421.3371,4000.6247,-4693.0995,-1653.5300,-3564.7223,-1798.0961,911.1390,3430.1490,2987.7713,4962.4337,-3727.5301,-3755.9233,-1171.5860,4164.9204,3879.4834,0.0000,5466.5725,5345.4478,-4448.6533,5302.2649,-3790.2997,-6084.3535,2798.7414,-1786.2628,-5212.2351,-5713.1417,3775.5734,4366.5666,1400.7853,-5361.7104,6103.4523,3654.1578,2622.5631,2762.2318,6399.8988,-3718.6043,-2636.1720,-1163.0899,1825.3943,-5133.2598,-1423.3190,-4862.9711,3284.3943,-725.7449,-3641.3207,-2238.1328,3989.5164,-3586.3851,-510.2498,254.1079,776.8997,3922.2709,-4064.9001,369352.4811,352165.3745,351781.1031,357333.8481,350310.4385,353006.3965,358866.1517,356882.1121,-8411462.1131,-8421779.1511,-8417416.7778,-8416384.2203,357306.9326,-8423967.7706,-3742.7832,3686.8499,4608.4787,-891.1974,1742.7857,-3328.7204,-3226.5690,2830.5498,3511.9448,-2915.8864,2383.4194,3414.7325,4168.5568,-4089.1295,-776.5488,-5366.5137,2524.8468,-2370.1499,6505.5592,-4020.8804,-895.9777,2829.5569,4379.4356,-5073.6120,-2447.8944,4126.9412,-3434.7188,-24.3987,733.8363,-5511.0825,-4817.0662,-1742.3621,-4695.2311,-3771.5532,3903.2203,3441.4174,3673.3008,-4783.8869,116.8940,3956.5729,1851.5235,1251.5222,2538.9898,5902.1136,2879.5390,-4544.4400,-4524.1695,3954.5031,-672.4077,-223.6365,1534.2618,2183.1628,-4731.6982,-2782.2604,4181.4081,4438.0441,4663.4710,-2513.6682,-3643.0625,-3888.3705,5379.2097,4678.4684,0.0000,3371.9401,-1112.4747,-1529.4480,4311.0038,-922.7003,2060.8707,4719.6073,-6442.8848,-4468.2887,-3745.4238,4278.8336,-4773.2460,4988.4073,-3324.7837,-3122.5331,-44.6259,-4547.1488,2800.4075,-2635.6248,-5255.7882,-6426.0343,6459.3213,4628.8107,4648.4514,2918.4581,-4593.1262,-4722.2975,5228.4216,5512.9571,-4701.3410,-146.3636,-1612.6319,826.4203,5292.6841,-2068.0399,5533.4590,1626.5702,158207.3513,152813.2997,152393.7894,158935.6788,158935.9821,148736.3902,145989.2604,155484.1363,50780827.8866,50762080.9912,50756010.1700,50764362.7623,153798.0209,50775114.4953,
7200.000,-405.1923,2642.5337,3047.0926,2698.4517,-4411.5026,-3848.1616,-2059.4433,4749.5916,-3282.3837,-4141.6373,3641.9529,-5496.5166,-1553.9374,3830.1703,6066.9233,-4005.4932,-2464.8665,1557.8394,2200.9251,5153.0376,-2849.3559,2341.9336,-6894.1000,949.8625,6531.1044,-3932.3992,-6937.4721,1325.1297,-3942.9978,4114.6414,6624.5872,-4171.5326,3887.9940,-2227.8759,-4028.5054,6740.7686,-4551.8869,-1251.1690,-1008.9968,4850.3151,3128.6332,4507.5060,-3654.8136,3026.2241,6472.6286,-5333.2168,2202.2297,-4713.1178,-5553.2754,4883.6527,-5866.7561,6405.3942,5830.0997,5676.0522,-68.0162,-4078.5265,-4761.8754,6509.3749,-3224.6757,-2982.0555,-4808.7917,-6159.6622,0.0000,-1217.8037,-5468.2317,-3278.6391,-3678.7127,-4023.4807,4528.0482,1988.8561,5768.2986,1181.2316,-3821.3827,-6216.2802,-4379.9005,-3436.2053,-1636.9719,-3144.0082,3190.3411,-5415.7586,4287.4272,-1754.9313,-588.6925,3928.6900,5612.2532,-6283.4230,4139.1165,6859.9541,-56.9398,-301.2698,-2068.6042,1867.1935,6200.0319,3386.5344,-2073.1685,-4743.3837,-693.3704,6179.8434,-5171.0190,6300.2741,-44390.5193,-19553.9627,-33802.2628,-34503.6488,-29385.9424,-31949.3276,-27649.2057,-30838.9199,-256434158.1962,-256435210.6339,-256423481.6365,-256423937.3209,-30202.8102,-256419408.5541,6895.2329,-3203.3858,5719.4942,3837.5787,1888.8484,-5523.2017,-3738.9109,1899.1692,3855.3588,5193.7188,-2621.3029,4232.0769,6741.8860,-5667.8022,-1871.4415,3055.6463,-4366.5496,6640.4711,-4343.2342,-653.0179,4386.9909,-4411.8236,-292.9215,-173.7069,1387.5040,1488.2298,101.0342,5921.2625,4603.0135,4443.0180,-1489.6981,-3193.8119,-1967.6551,-4607.2588,-996.5088,-1635.7727,5215.1803,-4240.1545,-5609.4089,1814.3382,-2381.5920,3273.5896,-1883.5549,1078.7906,-2403.2518,2209.4215,5097.0545,-2263.8324,-1935.2386,1684.3406,-756.1277,985.2924,-1894.4672,-2978.9317,-5375.8823,1253.8966,-3989.9709,1401.8407,6131.9008,4197.0448,-1724.2101,-1529.9768,0.0000,-4932.1468,-2930.4410,5729.9960,-2167.9041,4535.8765,5006.9651,-5859.1190,847.5233,6781.8968,5613.5015,-3041.8861,-456.8908,3352.1511,6680.9826,-6075.9937,-4924.9635,1352.7075,-5184.1043,-6465.7242,6476.4055,4375.3272,-1037.4649,1445.7103,4009.4830,-829.1578,6863.6433,-2358.0204,4403.0452,5207.8995,-1125.7828,-4417.7713,4075.6579,2172.3275,891.8489,-2237.5301,-2523.7110,2078.9768,370482.5455,358996.5247,356875.2132,362650.4187,354981.0793,357405.3704,362875.5595,362169.1363,-77472368.0331,-77484275.6628,-77475221.4961,-77475431.0333,361842.7835,-77483826.3279,-400.2015,-5542.0330,-2488.6482,4851.7244,-5001.2466,-1234.1414,5467.4380,-4690.9523,-4575.2035,-2066.3071,-5273.4615,-65.7953,-264.5855,1142.5328,-2802.6004,4752.3497,-4630.3278,-1279.2521,-4970.0859,4590.8616,4534.6187,-4653.0567,-627.0785,6865.7242,-1872.0815,-5396.3724,65.4122,-3370.7560,3122.3758,3361.1254,1364.4937,4416.9254,5364.0969,4674.6799,-5543.5169,-102.9045,-454.8329,5323.2202,3914.9254,-4621.1422,-5739.9594,-4140.7853,-5366.2027,-6176.1913,655.6491,3636.4261,4152.3036,-4409.3517,-3603.6120,-4332.0307,3628.4247,1955.9371,3242.2839,-2165.9313,-4207.6227,-5462.7177,-2886.4369,-1495.9989,381.1171,4642.0039,-4679.8542,-2805.8290,0.0000,-4733.1430,-2843.0343,-2140.7123,-5353.5878,-3339.1268,1588.6599,-3140.1923,3778.0695,687.6916,-1454.7552,-493.6216,5327.4260,-4858.2737,-873.8182,-604.1796,3558.4234,4111.6827,1135.9118,-1733.9416,2390.8397,3699.2595,-3980.5937,-2567.0686,-3866.7890,604.5870,970.9726,6523.3482,-4926.8802,-4163.8471,2895.5559,4099.5105,5059.3933,-4550.8849,-6859.2856,-2233.1641,-3850.6808,2021.0460,157421.1438,151825.5672,152579.2760,155591.6668,159339.8753,150963.3982,143846.8869,151216.8914,50830230.3887,50815134.8375,50805758.9717,50812448.6920,152889.5396,50821951.7349,
