sl_100_86400_20240411 Coordinates.csv
2024/04/11 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:38 2024,
Start: 2024/04/11 07:47:00.00, Stop: 2024/04/12 07:47:00.00,
TIME_UNITS,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-3875 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-32371 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-1908 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-11172 [DTC] - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-6054 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-30161 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-31206 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-5200 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-2027 - X-Coordinate,STARLINK-1957 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-2159 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-32241 - X-Coordinate,STARLINK-3916 - X-Coordinate,STARLINK-5312 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-1852 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-31305 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-3875 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-32371 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-1908 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-11172 [DTC] - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-6054 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-30161 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-5200 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-1957 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-2159 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-32241 - Y-Coordinate,STARLINK-3916 - Y-Coordinate,STARLINK-5312 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-1852 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-3875 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-32371 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-1908 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-11172 [DTC] - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-6054 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-30161 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-5200 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-1957 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-2159 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-32241 - Z-Coordinate,STARLINK-3916 - Z-Coordinate,STARLINK-5312 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-1852 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3930.8890,6665.1021,4017.2423,-1484.9960,-4382.4034,3118.8813,3747.9435,2038.8136,3497.8508,-1663.1284,-292.6482,-532.7380,-4521.4798,-6089.9816,1375.7732,4724.8813,6233.7184,4809.3227,-1694.5584,1063.6987,4642.7071,-2259.1476,4041.7547,1212.8949,2151.1217,-905.0977,-2773.8345,53.6425,1020.2004,3251.5525,3438.5802,-4112.4397,3877.4329,-5556.5172,-3958.1208,2350.5985,-1541.2745,5390.1542,-4199.7803,-3683.9779,-309.0998,3584.7857,-3715.8855,2238.9943,5916.1537,6179.5226,2492.4422,1919.1863,-6225.7792,4243.9159,-5867.9705,6136.2307,-4860.9951,3523.0802,-2802.8571,-2029.0449,-3919.7755,-4827.2414,1248.8336,-5267.3893,4008.4542,847.7961,1337.7831,-969.4996,-5110.4897,5001.1253,-3113.4058,-1670.0953,-5175.2413,342.8965,-2347.4982,-1056.0636,3828.0448,1877.2884,1534.0530,-6455.8826,-4774.9708,2112.5098,-2312.5496,1067.1580,3467.4391,4210.9080,-5488.8516,2906.8586,-540.1816,644.7396,-2839.2047,2874.0786,-4885.1401,-6761.9113,4665.9747,5480.0376,4192.3564,-6158.6984,-5141.6086,460.0829,2279.2160,-3705.2186,4819.5316,6484.0571,46271.1342,43158.6015,36445.5170,38330.7110,35770.4429,37376.8634,45094.7815,41252.3369,-263862904.7055,-263861700.0744,-263870996.4031,-263860423.5673,41502.9344,-263857092.2415,-4834.2258,739.2121,-2039.4227,3891.3511,2376.9494,3705.9066,4247.5321,-6225.3020,4820.1040,-5398.8532,5100.8156,757.0798,1204.6322,2467.4679,-6705.1337,-4937.9689,-2960.3652,1610.9335,-6340.7905,4885.3251,4627.6064,6558.6817,-777.6173,-5608.5160,3443.4432,-6875.6734,-5425.6602,4176.5826,-5216.0035,-5120.4174,-5570.6920,585.9417,-2492.7002,3077.0586,-3376.9066,967.5512,3851.8548,-3600.8603,-1574.6363,5673.9312,5491.0930,-4710.4930,-3715.4113,-3787.0989,2512.3897,698.1983,4359.1263,3670.4372,1658.1719,-4156.1616,-3618.4220,-3236.6798,1740.0180,2961.0242,-6253.2386,4557.5498,-1445.1534,2698.0449,-4212.5215,-2408.0556,1159.1459,6438.7079,-3970.7828,-6162.4466,1326.9174,1073.0421,4606.3406,-5106.7313,-3987.4636,-4129.9698,-5467.6201,6698.8501,-5631.3214,-6038.6254,-1783.8936,2126.8368,1731.2480,-3569.8731,1261.1040,6337.4687,5330.3662,2.0297,-2216.7622,5606.2333,4501.9671,-4258.4237,3464.1147,5573.3959,-1973.4828,-1479.5764,4989.0209,2432.8590,-2157.7487,-2905.2848,-1136.9009,5262.2873,3788.4457,-5491.1972,4810.7856,-2110.0591,355754.4202,321476.5655,335406.6869,342165.8612,334745.3624,338524.6563,335078.6739,338510.7237,152012299.8265,151998227.3694,152015070.5622,152024895.9525,338125.8812,152031448.6858,2568.7561,-1724.1319,-5257.3104,5295.0725,-4815.8839,4706.1650,3874.9712,2280.3726,3480.1646,4019.5647,-4700.3731,6873.5746,5104.2115,2161.0689,-575.6378,-682.6267,-720.8466,4724.6799,2237.9013,4637.8966,1894.7264,262.4648,5472.7238,3860.2760,5414.2763,-328.1932,-3352.4137,-5540.9256,-4281.3734,3390.0034,2329.2026,5527.2379,5164.2634,-2800.1617,4585.6031,6462.3302,-5545.0119,2125.7390,5259.8667,1527.7289,4220.7520,-3657.3264,4341.1770,5341.4759,2368.0337,2806.3481,-4626.7501,5535.7475,2513.1467,-3158.9931,-847.6821,348.3717,-4639.9356,5158.1167,1010.1510,4647.0545,-5532.2371,4184.8800,-5351.4781,3796.9755,5514.4021,-2103.8170,-5526.9058,-3002.6032,4482.1944,-4685.7123,-3815.1129,-4421.1008,2274.5405,5533.8909,3584.6861,719.3503,1219.8431,2846.1672,-6536.4486,537.0650,-4731.6712,-5542.7048,-6440.3665,2560.1825,-2786.8361,-5495.3126,-3603.6270,2567.1880,-5252.0455,-5196.0686,-5279.6963,2794.7215,4506.3456,-646.1341,1151.5051,3461.0406,-4979.6143,-1242.8032,-4548.9646,4484.8281,-5372.5111,-1660.4811,447.4298,-323.0896,147980.8088,143125.7899,141528.8809,150462.7902,146882.3808,136307.3570,138038.5563,145412.5353,-37619346.1955,-37642507.4678,-37606770.9528,-37612946.8387,143710.0709,-37615233.1647,
3600.000,5373.0555,-4537.8838,-3556.7203,-3566.1187,4259.1320,-6238.9519,-5169.4660,99.5834,-5384.1853,4533.8928,-3647.9496,3806.3572,1617.2002,2913.6504,1245.1030,-1583.7088,-3773.5344,-5767.8250,3819.5576,-5148.8557,-6029.4525,384.5536,-2801.8936,484.5358,-5915.0277,2940.5208,2310.2402,-4113.1454,3518.7218,-247.9221,-3310.4578,3776.0674,-3234.0081,4541.8068,6448.4565,-5495.6765,-2257.4698,-1562.5657,4031.0292,508.7048,-3482.4165,-3989.0309,6549.1491,189.1271,-6423.9407,-6418.7955,-6000.3837,-5495.0466,3059.4783,646.3764,3264.3489,-5181.7188,3812.7931,-4588.4996,3813.1622,-2090.1597,5455.5438,4789.8324,3100.5622,6844.0249,-4647.4056,-3638.5553,2275.9425,3009.3862,1752.0550,-3302.1260,1374.0253,2511.0381,4488.7194,3669.0958,2848.5563,-1670.5881,-1040.3763,1626.1440,-5979.0623,4313.7084,3199.0258,1389.9786,-1082.7908,-2919.7209,-4753.6525,-3429.6221,6862.8818,-4691.6131,-2493.5019,3189.8710,994.5781,-5174.3962,6520.3057,4777.6290,-5206.4178,-4024.9535,-3844.5059,6097.3267,6865.0157,-3862.8246,-4976.0818,4116.5566,-5617.7557,-4245.2398,-44804.9015,-39369.6866,-49828.6112,-46511.5087,-49823.7665,-48912.4298,-40849.6844,-43724.6580,-294219976.6991,-294211810.4711,-294224039.6979,-294211703.1427,-44020.5939,-294215172.1546,3262.4763,1526.1357,5452.8377,-4239.5699,-5290.6091,-2537.4695,-90.9730,6802.7768,-4228.1507,2549.4246,-4605.5695,3205.4119,-4416.2316,-3536.9825,5983.6851,5390.9994,4369.7949,2098.2024,3591.9279,-3176.3128,-2393.2843,-5827.6199,5008.8520,6899.0048,-701.0478,5160.4285,1745.7692,-3888.1362,4166.0880,2835.3206,5529.1901,-4551.4693,5727.8367,-5192.5376,911.0388,1532.4857,-5324.0149,4068.4055,-2794.4601,-5446.1483,-3997.8392,5559.7407,1282.8070,6382.0139,-816.3348,2029.2898,-2080.9768,-1709.1853,-3212.2444,3983.3195,4423.3108,509.5381,-5191.4398,1294.5797,4808.9492,-5850.0112,-2221.6731,-5008.7966,3975.1161,1055.7322,2976.9511,-3546.1101,5494.0056,3030.8686,-3902.7752,2846.7883,-6523.7421,6477.1241,653.9107,4536.4312,6217.0103,-5819.5512,4914.9201,4848.7307,1732.9126,-4137.4915,-5234.4074,5640.1889,-4274.3683,-3323.7477,-1902.0391,4182.0563,795.0382,-1748.6907,-6011.3209,5679.5545,-6409.2755,-4403.8668,-1021.4845,601.8646,-3366.8158,1191.5455,5483.7751,1184.8873,1088.2463,-5373.6387,-581.2554,1940.5732,-1982.3866,4110.3029,355585.3125,322631.2010,336281.6791,341671.6233,333627.3146,337488.2184,335360.1706,337608.5871,78480947.5677,78468887.1668,78477638.5389,78491605.4026,337568.4547,78499564.6325,2430.9195,4989.3663,2341.9053,-3849.4927,1367.7028,-584.7396,-4524.7420,1351.1565,827.6275,-4596.4679,3685.2991,-4849.0303,-5095.0637,-5190.6738,-3140.1321,3938.8742,3836.6442,-3239.8202,-4547.6313,-3164.1552,2114.0390,3741.7898,-3751.6787,197.9709,-3230.1322,3583.9687,6311.4682,4000.4625,4092.8185,-6347.3024,2607.0711,-3599.5604,-2178.7159,-770.5334,-2402.8144,-3986.6141,3796.3788,-5256.0061,-4885.3332,-4272.4081,-4478.6881,-1231.2406,-1422.9765,-2692.8494,2230.4451,1122.3417,2497.4193,-3848.9396,-5314.5725,5371.5646,-4247.4475,4588.9182,2573.4280,-5019.2484,3202.7749,-2827.0161,3642.0252,-352.3338,4732.8922,235.2180,-4182.5896,4549.0768,3555.7910,5435.3647,-5458.1510,5382.7012,-997.3035,-263.2445,-5232.1414,-3726.7475,1261.0162,3132.6313,-4763.8401,-4694.0736,3070.6166,3273.8301,3234.8666,3752.6275,5364.4066,-5327.8687,4675.7802,4308.2755,-535.1807,-4633.9810,2392.0701,1745.7224,2409.6937,993.3891,-2144.5985,5007.4411,3081.5447,-5515.5222,1455.6620,-3061.1650,-88.1617,-2075.9992,4815.6721,5080.6501,3322.1236,-3421.8775,148918.5005,144131.8678,143326.6701,150163.4915,149883.3743,139634.4893,137139.7008,143052.3627,-37553046.9615,-37574638.2277,-37541336.4360,-37550601.6933,144856.4485,-37546140.3110,
7200.000,-3990.6060,1247.0445,2227.1505,5911.2544,-2671.4202,5416.3924,5428.5285,-2562.1471,4929.0162,-6494.8229,6063.9234,-3186.3635,734.1089,1344.8903,-4085.9236,-2719.1298,-167.6108,5228.3256,-5582.2348,6746.1426,4866.4882,2609.7818,1315.8555,-2050.7944,6421.0572,-4802.1352,-2881.5218,6181.8663,-6396.9587,-3979.6692,803.7537,-2830.0633,1809.3404,-1715.1576,-6702.7634,6579.2629,4341.3069,-3240.7174,-3545.0014,3359.8826,6291.9681,2088.8013,-6157.1817,-1795.2991,3913.0355,3466.3080,6642.7402,6916.7302,983.0821,-5293.8302,426.4620,337.9014,-2005.8615,5033.0104,-4122.7175,4672.1349,-5488.6569,-2796.2455,-5888.5882,-5490.1679,4407.1344,5776.9689,-4199.7563,-5203.6408,1306.4204,1739.5562,1563.8992,-2160.0742,-3289.7423,-5649.2113,-2345.3412,4429.5528,-2984.1475,-5094.1105,6567.6036,105.9537,-1274.0418,-3420.1309,2524.0406,4968.6025,5461.0293,2463.2717,-5291.9612,5398.2359,3887.1073,-4509.3199,539.6994,5395.7079,-5979.3501,-1244.7312,4271.2930,2324.7527,1972.8825,-3848.4307,-5155.3325,5521.4832,6563.4868,-3963.0861,4442.4861,-161.7784,-132748.7490,-119828.2980,-132770.9591,-128215.9330,-132089.8336,-131407.6381,-124386.4424,-126790.9022,-304495935.0697,-304482070.0829,-304493547.8932,-304484285.6849,-126647.7200,-304491736.8476,988.3508,-4411.0364,-6235.5999,3110.0985,5697.4573,-41.7063,-3674.4608,-4906.3499,1491.9804,395.1506,3339.2887,-6171.4305,6601.3904,4600.6666,-2917.9644,-4430.8957,-5139.8551,-4556.5509,77.3861,776.0841,-1470.6152,3267.0895,-6698.9417,-5142.3676,-1434.9648,-1703.7591,2836.2153,3142.3661,-2218.8539,-1008.8744,-3290.7701,6291.2578,-6332.2016,5498.6304,1323.5212,-2095.8676,5382.3771,-4025.3746,5760.4772,4133.8734,2094.8171,-3884.8911,1408.4638,-6491.0037,-1979.6050,-4091.5484,-508.9424,116.4115,4881.6033,-3043.0923,-1172.1789,941.1438,6561.0048,-4414.9889,-1021.3052,4844.7098,4203.2374,5155.6475,-3431.8305,843.7421,-5333.8863,-479.8122,-5486.7923,663.9407,6052.4932,-6078.7296,4319.4711,-4581.6756,3559.7775,-3978.8651,-3677.3111,2324.8025,-3235.7460,-2888.3832,594.9302,5015.4715,6817.1679,-6004.0436,6365.8943,-523.6665,-2014.8147,-6449.2305,1107.5419,-2671.0203,5422.6748,-3869.3421,6620.8033,1088.6639,3178.1741,2104.7674,-257.9708,-5002.9649,-5796.6133,1821.7157,-487.4456,3879.9908,-1750.1170,2889.9141,-2349.7164,-5033.3844,332315.5536,303100.6011,315865.7933,319832.4540,311455.4750,315006.6605,314087.1469,315379.9405,-399745.0275,-408257.6389,-406906.1870,-383985.4921,315740.7663,-382021.0931,-5348.0995,-5190.5694,2002.4723,-935.6142,2890.6162,-4048.6166,2043.3914,-4189.1747,-4580.1793,2403.5983,-478.5153,-51.3527,1975.6480,4983.1434,4678.6035,-4491.9015,-4660.9619,-208.6339,4110.1687,-688.3964,-4559.0050,-5545.7056,-634.3758,-4156.9673,-1614.5482,-4718.7741,-5664.1013,-74.9824,-843.4225,5597.9517,-6076.8231,-579.1249,-2160.7114,3861.5947,-1232.4859,-822.2938,277.7595,4448.9892,1458.0992,4436.3692,2034.6871,5366.0834,-2582.9699,-1628.5344,-5269.2253,-4227.1129,1484.5899,-244.2935,4796.2008,-2824.9683,6823.8599,-6877.9753,1019.3980,1744.7226,-5476.3015,-1127.1993,445.6886,-3715.5531,-1201.7469,-4148.5864,246.3175,-3605.3777,546.3645,-4517.1335,3109.5852,-2848.0495,4923.7095,4754.9395,4931.8663,-412.0493,-5419.5487,-4642.3979,5330.4654,3714.4445,2167.2718,-4622.2427,186.5968,346.3180,-1227.6261,4782.0610,-3783.1543,-467.3451,4323.0702,3191.4850,1884.7655,3185.4366,1931.8875,-4112.6008,-1522.1400,-6514.5757,-5452.5615,4182.1266,3072.2920,5447.7674,4632.0063,-1605.4814,-1492.4248,-4753.8087,-4621.9748,4599.8440,149800.3247,145135.1392,145519.4713,148915.6094,152372.5378,143848.4271,136993.6083,147704.4789,-37486300.4707,-37506555.2325,-37476094.5735,-37486008.3682,145987.8612,-37477047.4901,
