sl_100_86400_20240228 Coordinates.csv
2024/02/28 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:53 2024,
Start: 2024/02/28 07:47:00.00, Stop: 2024/02/29 07:47:00.00,
TIME_UNITS,STARLINK-2524 - X-Coordinate,STARLINK-31529 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-1174 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-32223 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-1906 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-4292 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-1838 - X-Coordinate,STARLINK-5909 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-30366 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-3783 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2524 - Y-Coordinate,STARLINK-31529 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-1174 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-1906 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-4292 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-1838 - Y-Coordinate,STARLINK-5909 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-30366 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2524 - Z-Coordinate,STARLINK-31529 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-1174 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-1906 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-4292 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-1838 - Z-Coordinate,STARLINK-5909 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-30366 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4271.1788,-5079.1396,1678.9444,695.1633,6820.7872,-3581.1435,-4271.1255,-3524.7386,-3879.9708,-5250.8154,4832.1354,-14.5659,-4690.4551,-623.1723,-1707.2956,-6448.5073,5180.9465,-6701.2632,-4795.3435,2632.2476,-4211.7980,4827.0172,-888.6918,-4673.1943,5943.3031,1368.1700,-195.4526,83.6369,-3411.2050,2923.4928,-2402.8173,-4278.4905,1135.4967,4534.7565,-608.7855,3986.9303,-3249.9534,-1130.4442,5660.7949,1140.4198,1826.5804,4139.2289,-5844.4426,-5540.4724,5839.0936,1328.9330,-2006.1673,4751.1612,5161.4478,-4996.8309,-6059.4199,-1495.2003,-1145.1679,-2749.4531,-2692.4879,-5890.3340,965.8431,2253.7552,710.7535,3203.6376,-5695.8440,-2082.6147,5611.6046,4428.2818,-5917.6853,-5385.7390,-4065.5652,1824.7113,2424.3530,-1233.9433,-5258.6816,4157.4324,1220.1338,-3399.7932,3827.4844,-2958.5640,-4475.1794,-6372.9728,-1165.6353,-1962.1508,6068.3831,-2661.3568,1297.1399,3564.0636,696.9220,-5396.5335,-705.6271,-1452.5264,-4646.3720,-5094.4329,3891.9485,848.9686,5037.1189,-305.7052,1736.5866,-4837.9391,-3852.1213,-118.4323,5157.9943,-398.2301,-92214.7919,-106113.4976,-104050.2125,-98115.8089,-104925.7526,-101153.7726,-97827.5651,-97255.4375,-241126581.3090,-241130156.7070,-241132989.6789,-241111009.0058,-98422.4413,-241108548.0549,-1003.3412,4108.4105,-4206.2657,-5979.6322,-786.1431,-3614.5554,-2712.5268,-2174.6418,-5649.5027,-368.7588,-1659.5870,4125.1389,-3382.0022,-5532.9403,-3968.2222,2039.4497,3742.7348,1704.7483,-1949.4586,-1000.1603,-5381.6309,-2532.1176,4745.3184,-2252.5274,1853.2088,-6600.2018,4236.8732,-6582.0628,3835.7222,3749.0254,-3402.7893,4300.7217,4392.2325,-3304.0812,-4608.6555,-1093.2738,5805.1513,-5653.7713,1373.4557,6117.1810,4535.4942,-558.3474,-2168.8511,3873.1771,1108.6047,-5136.0614,5459.2681,4812.0409,1331.3472,3533.0621,592.9068,-3944.6353,-5744.3469,4312.5563,5762.6103,2917.9470,-6693.5644,-3594.2064,-5738.5222,-2622.6522,708.3910,5397.8963,-3282.4371,552.4947,3214.7243,3677.4174,-5520.9709,-6064.9564,-5924.2980,4219.7184,2671.3580,-885.5788,-5164.7270,-4854.3015,4631.9422,-4345.3236,-5130.6986,-241.1370,6799.8366,5434.3500,-2386.7506,5033.4289,-4888.7254,4043.0163,-4107.5158,2494.7840,5041.5097,-4172.0598,2152.7333,-1408.7161,-3293.0149,5470.4240,2417.7678,5070.3223,-6132.8996,-4971.3098,1851.2090,4408.3630,860.4498,-6849.9542,-390248.8387,-405282.7772,-386007.2778,-381987.8034,-385753.6219,-384027.3907,-391777.8418,-386349.6583,202362635.5330,202346775.5475,202357012.9937,202355659.8954,-387079.9234,202363193.8943,-5369.2180,1200.3407,-5237.8788,-3416.0262,-215.9456,4706.7305,4654.8541,-5532.2566,-1097.9748,4511.6677,4514.6986,5450.1304,-3804.8684,-3984.1904,5398.3501,1466.1486,-2723.3417,-751.2260,4606.6104,-6362.2953,-562.5556,4254.0581,-4998.5478,-4623.0630,-3060.4656,1561.7466,-5484.0032,-2175.1716,-4679.8835,5028.9698,5530.5392,-3361.3946,-5226.1268,-4080.6194,-5131.7291,5425.1382,1580.2106,-3645.9802,3611.5944,2788.7706,4887.0634,-5540.0434,-3055.9612,1553.4271,3514.5277,4460.7733,-3793.0847,-1537.8627,-4446.2993,-3235.8046,3301.6876,-5504.8299,3677.7717,4508.7741,-2782.4166,1926.4975,1182.2250,-5472.6976,3821.5431,5533.0139,-3908.6797,-3836.5534,2436.2980,-5211.6100,244.4741,2357.7870,-998.3622,2865.3654,2702.8329,5335.4399,-3457.1608,-5465.6766,-4477.4111,3598.6667,-3461.9630,-4530.0199,-527.8262,-2727.7842,776.7689,3435.3476,2358.5578,-3951.7933,-4596.9915,-4373.0686,5513.9122,-3545.7967,-4719.5657,5222.1878,4648.6851,-4499.4594,-4742.4023,-4161.8440,-4122.0740,4590.5828,2688.0304,-103.2301,-5446.2707,-5363.2537,4550.0965,919.9972,-56503.5352,-58276.6837,-60668.7474,-51619.0671,-55391.8580,-65934.0795,-64021.6138,-59658.8844,-104140496.6414,-104160606.5866,-104131686.5549,-104137541.9501,-58453.6402,-104130911.7287,
3600.000,-4408.9317,748.7175,876.0443,2313.4205,-5129.8638,6188.7034,5793.1048,5683.6976,4863.3157,5879.4180,-2104.1341,-4455.9365,6511.4351,2983.1993,5321.5185,3690.9541,-1112.2109,5427.0517,6359.6998,-3957.6923,4749.5302,-4818.7149,833.5698,4638.2558,-6819.6704,1057.9781,-3973.6686,2084.6925,729.2904,-5972.9956,5756.6498,3462.9225,-4533.2129,-4161.0199,3780.4850,-3207.0923,1347.1885,4271.3964,-6710.7903,-3821.7815,-4395.9783,-3728.4142,6926.2614,3905.5101,-3450.6218,1787.5969,-408.6978,-5413.2424,-4733.3362,4404.2904,6465.9532,5233.9424,3394.1800,-528.3540,-896.8228,2389.8621,2018.2375,1776.5581,2988.6044,-605.5939,3318.5344,-337.1586,-6274.2386,-5919.6292,2758.7711,2047.9439,4972.1465,-465.3052,-2401.8012,-3112.0811,1345.3089,-2333.4688,2830.1929,5834.1979,-6106.2489,4269.7506,5244.5407,3821.3131,-1073.7250,-151.0735,-3061.5206,-1270.8037,3208.7907,-6320.6724,3500.6159,1658.3423,-3055.2775,4956.2299,4772.1505,6373.8049,-1087.1624,-3087.7179,-4973.1607,-2279.1176,-258.7219,4918.5633,1080.0322,-3930.5060,-4622.4355,2099.6020,11488.9298,-1156.7425,-3008.6966,3147.8232,-4671.9602,-1346.6345,3155.5711,1297.0365,-285298684.4071,-285296740.0695,-285303142.2528,-285276812.8082,2282.7578,-285281614.7148,4582.1009,-4190.4178,6468.8440,3477.7655,3062.5184,929.4997,-1217.5986,-1318.8090,2840.9787,-2986.1519,5339.9525,-3495.8228,2314.4062,6146.8647,3390.2889,-3230.4058,-2487.9715,-1604.9786,-1245.8258,4541.1699,3162.8728,4954.0669,432.0634,5158.1755,-393.9766,4738.3539,-3613.0519,4122.7927,-6324.3284,-2987.5023,1330.7572,-5947.2139,-4711.2039,5543.1183,5432.5311,5249.9221,-5990.7884,5317.9575,1413.2553,-5528.1564,-980.4860,4505.4867,-13.6720,-5335.1091,2295.0782,6394.4096,-6899.4362,-3344.7096,2734.7086,-5232.8641,-2335.0960,3035.8534,2390.3495,-6519.3790,-5039.9860,-3813.1398,5046.5413,5016.1726,4180.4799,5763.2944,-3942.2910,-6895.1404,998.7478,2773.0842,-4089.6771,-4794.8808,2665.1940,6819.5938,6124.0749,-3954.3919,-4860.7825,4759.0773,4711.4981,3739.7287,-3280.4833,339.0841,1906.1264,-2191.1472,-6272.7946,-6552.1549,4219.5796,-3964.9480,4918.9877,-2252.0246,4299.4121,-3813.7393,-5432.8487,1021.0819,-4906.0288,-1762.7924,5896.1319,-6189.9284,1642.0325,-6426.6140,6722.1083,2780.9775,-5139.4459,-3091.4424,3159.2087,4737.1581,-398882.1191,-418177.0329,-396399.3490,-394381.6475,-398116.9220,-395824.7502,-402874.5670,-400219.3116,133019456.4076,133001165.7731,133006387.8048,133014253.7230,-399068.6155,133019744.7964,2743.5336,-5105.6977,2287.6352,5507.4196,-3396.9955,-3002.5176,-3519.8771,3686.2449,4043.5971,-2168.4183,-3695.5269,-3848.3908,-316.6129,-359.3446,-2853.4217,-4887.4969,6379.1357,-4042.6917,-2478.8984,3465.9050,-3804.1642,-385.3173,6872.7268,-374.9791,-1188.3719,-4935.4565,4368.0796,5158.1669,2758.9549,-1852.3935,-3631.6210,-831.3812,2246.7797,148.8570,2010.4715,-2972.0252,3007.8822,-2.5128,-100.7633,1156.3994,-5257.9579,3715.2683,-450.9134,2090.6013,-5522.7188,-2019.4645,625.6929,-2756.1004,4260.6396,-1046.4222,880.0504,3370.8507,-5540.9756,-1946.9855,4673.5281,-5171.4317,-4203.9735,4414.8460,-4666.2453,-3785.5595,4638.1829,694.5447,2794.2450,2059.4774,-4593.9648,-4584.3934,4009.4723,1288.4857,2244.9813,-4756.7943,4599.7122,4439.9233,4225.4587,-344.1075,82.1722,5445.0201,3923.5816,5346.6360,2763.5996,1510.6305,-4584.8432,5527.8344,3483.1023,1751.4070,-4144.8785,5521.5727,3037.1328,-4619.7824,-1053.7209,2087.9876,3520.2845,211.3850,4541.1992,-703.6324,1629.3596,4019.2946,4496.8305,4802.3431,-4105.3981,-4595.3548,-57295.6017,-60009.6761,-61644.8240,-54606.1342,-55083.4422,-65364.7464,-67679.7714,-59133.2392,-104086822.2233,-104105990.5962,-104080244.9950,-104085419.8180,-60030.9454,-104075600.6812,
7200.000,3418.1409,4665.5173,-2384.1460,-5461.5174,1276.4876,-6772.5407,-5556.0600,-6022.7455,-5073.2572,-4707.2836,-721.1676,6438.8623,-5478.2054,-3864.0692,-6411.7661,499.1991,-2012.4410,-1413.7643,-5888.6832,4362.9846,-3945.3682,2753.0650,2161.4591,-1528.9495,4853.6762,-4198.6636,6326.4152,-4718.9386,1537.1506,6304.2365,-6908.0812,-983.8482,5550.9870,2070.7722,-4862.3499,1630.2061,2092.3762,-5266.5452,4711.0487,4927.7627,6207.5979,2843.6018,-5428.5945,-490.2338,838.6703,-3836.6603,2482.8914,4389.7092,3640.8948,-1666.7592,-4013.4817,-6632.0433,-5563.0827,3068.3128,4599.6044,2282.0705,-5031.6591,-4302.9859,-6022.9065,-1218.8613,-698.5874,2425.9792,2435.8261,4833.1837,2503.1314,1979.5103,-5000.3692,-1480.4122,474.4364,5921.0407,2610.3029,816.3539,-5750.8740,-6058.1134,6033.0073,-5307.2289,-4491.6879,-596.1674,3610.7115,2711.7554,-760.1460,5107.8366,-5855.2199,6666.6754,-5790.5679,2321.9499,5271.9637,-6663.5914,-3038.4223,-5581.0967,-1298.5732,3892.4958,4233.6300,3513.7798,-1840.9001,-3994.3057,945.7321,6524.6128,3387.5534,-4190.0391,112738.9836,103463.3875,98028.8617,104224.4760,95748.3784,98649.6456,103268.8216,103360.4312,-310006549.2188,-309999125.3859,-310006149.5744,-309981416.1152,102672.0467,-309990116.3184,-5830.1528,2803.6541,-6160.7337,-675.4204,-4876.1687,1419.6595,4064.5468,3347.4890,1200.1933,4877.7102,-6786.1681,2250.7983,-156.7661,-3507.5611,-2147.2269,4457.1028,-2025.8014,2081.4541,3478.6073,-5231.5293,1187.9268,-5127.7880,-4572.1559,-4444.5480,-1557.2305,-1687.9326,2763.4272,-683.8099,6722.0631,1450.9962,272.5270,5179.1274,3541.3853,-5379.3969,-4333.0647,-6409.5025,3582.0931,-2346.7029,-3555.2099,2062.9447,-1950.9741,-6316.5893,2276.4638,5263.4519,-5607.5105,-5540.9382,5794.0492,-55.0227,-5704.3622,4835.8645,3352.2265,-1855.8038,1125.8208,5728.3908,3567.3916,4391.7722,-1787.9095,-5384.3709,-2140.2127,-6800.7242,6393.7036,5841.6658,975.8008,-4160.0052,3850.9212,5272.0828,1439.9452,-4889.2121,-3617.4575,3368.4585,5853.9077,-6840.0233,-3600.0791,-1277.0956,723.3254,3209.8665,2646.3360,5005.7961,3649.5134,3395.9021,-5580.7642,2807.3291,-3510.3240,90.7305,-3780.3686,5077.6595,4485.2068,1408.0604,5325.8623,3810.2411,-6829.3866,4234.5128,-5015.3960,4573.3978,-4463.4889,1174.7235,6812.4374,1914.3258,-5937.9071,-978.1964,-380708.3898,-404219.5080,-381322.0295,-381203.0396,-384861.5260,-382598.3261,-388075.8850,-383759.4940,54604788.0014,54585889.3376,54585605.0436,54605344.7919,-385301.1444,54604377.4965,1528.0588,3800.0039,2057.7323,-4201.1237,4657.9295,-524.6311,5.7437,485.1541,-4585.8780,-1496.4316,94.2326,-549.3514,4214.2799,4416.5674,-1481.8114,5261.4427,-6336.1084,6473.7492,-1164.5533,1401.6783,5469.1857,-3748.4750,-4769.3695,5100.1234,4691.4691,5225.4916,-612.6953,-5036.5898,784.5187,-2483.1792,-493.3365,4492.4374,2113.5521,3846.3059,2334.4261,-1705.7245,-5444.8764,3631.6563,-3499.7921,-4247.6118,2341.9148,327.8410,3664.6553,-4500.2911,3907.9277,-1657.7860,2892.7439,5356.4203,-1530.6005,4650.7798,-4553.0332,784.8939,3948.9388,-2091.1534,-3783.9389,4726.8786,4309.1866,-644.0454,2687.0762,-342.9904,-2613.1828,2841.8115,-6437.6707,2513.8636,4919.4918,4042.9721,-4578.8868,-4725.6583,-5920.2587,1208.8181,-2368.6084,-683.6505,-1460.5154,-3140.1902,3324.6528,-3111.7583,-4412.2326,-4768.1786,-4680.7314,-5141.2380,4041.3838,-3752.5547,188.5002,1903.2438,173.1479,-4094.6360,450.5875,694.6585,-3217.8713,1558.1702,-290.2131,3843.3534,-2257.9993,-3707.1370,-4963.9807,-5555.1452,-776.3299,-1401.4834,1180.5131,5413.7673,-58284.4775,-61737.9672,-62183.5100,-58517.4538,-55266.1709,-63893.0207,-70560.7906,-62300.3360,-104032394.8895,-104051056.6824,-104028627.4595,-104030309.6339,-61603.3755,-104020263.4493,
