sl_100_5400_20240201 Coordinates.csv
2024/02/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:33:57 2024,
Start: 2024/02/01 07:47:00.00, Stop: 2024/02/01 09:17:00.00,
TIME_UNITS,STARLINK-3926 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-6259 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-30955 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-2187 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-3819 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-3054 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-5315 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-1931 - X-Coordinate,STARLINK-2344 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-5830 - X-Coordinate,STARLINK-6218 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-4449 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-31884 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-6279 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-32347 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-30890 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-32223 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-5151 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-6259 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-30955 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-2187 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-3819 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-3054 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-5315 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-1931 - Y-Coordinate,STARLINK-2344 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-5830 - Y-Coordinate,STARLINK-6218 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-4449 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-6279 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-32347 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-30890 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-6259 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-30955 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-2187 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-3819 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-3054 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-5315 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-1931 - Z-Coordinate,STARLINK-2344 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-5830 - Z-Coordinate,STARLINK-6218 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-4449 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-6279 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-32347 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-30890 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3202.9100,5049.3548,-259.4955,-2980.6164,-4680.4208,-6227.2906,4823.2189,2989.9689,5059.9952,629.9234,1491.6560,-4677.3018,-4360.7844,-1847.5335,1411.0943,2205.0859,1533.4893,-722.9966,4214.2450,-189.1247,-4612.1459,-1079.6979,5084.4980,-2716.9556,2031.9382,4069.3693,2166.2524,-1820.0243,1961.0124,5532.5851,-6485.0667,3640.1581,-1776.1701,1299.9818,3749.0720,3787.3250,-1067.3165,-6208.7746,-2090.2685,-6462.5751,-4034.0452,-2324.8247,-3610.6565,3700.4033,4543.3298,895.9837,-5410.8979,-5371.1929,2948.7302,6042.2997,518.2872,5922.2939,3086.2983,-3592.6571,2881.6479,-3695.5411,3381.7241,-1148.9703,-108.3169,2185.3861,5216.5960,2008.3024,3457.2747,-1371.7195,2425.7567,-744.0479,968.8882,4121.0247,-5986.3856,-6365.9708,-5745.6942,6689.2802,-3598.8788,-5169.6637,5426.8248,5780.8718,2598.7552,-2936.2566,4406.7319,6617.9629,2589.8148,-4346.2935,863.9609,5785.6485,0.0000,-1972.7273,4143.0968,3831.5850,-3585.3142,674.5923,-2654.5483,-4552.0328,5843.4327,3994.1705,-3917.4883,-5661.1973,4663.7810,-2953.3698,4513.8194,-4841.0478,-267771.2114,-287847.0629,-278669.8414,-271495.5583,-279225.2946,-275053.6204,-275593.1786,-272506.7606,-226532531.9597,-226571250.9623,-226523342.5935,-226536603.4585,-274005.3513,-226528735.6535,-4820.5223,507.1932,5011.0496,-6023.4130,3905.6118,730.2364,-4843.3779,-5895.6386,-700.8771,4686.7314,5470.4895,875.7948,5114.7464,-4734.7396,-3448.7919,4481.9355,-4763.6094,-5970.8014,-2055.2698,-5030.6303,-4322.8376,-4218.4695,1355.7864,-4428.2203,-4906.7888,1106.9180,-3484.5661,6600.1487,4068.2848,591.0599,-1204.1202,1959.6684,-6199.6296,4164.8355,5784.5846,5546.6834,-479.6291,-3034.7372,-5720.8326,1292.8142,3264.0409,-4520.4042,-2067.2592,2572.1181,4277.5713,-2219.7563,-2802.0303,-3597.0716,4222.4357,-3014.4183,4395.2402,3559.9474,-2692.1785,3827.2659,-4709.7125,3219.1311,2466.5955,-6367.2354,-5438.1270,-2484.3326,-2287.9139,4675.6465,-2682.5899,-315.4135,-6325.2550,5836.7076,4028.0609,-1518.1616,-2574.1994,2036.2905,3873.1224,-905.4346,-2277.1525,-74.4011,-3621.0728,-3672.6006,-3236.4126,3669.4465,2536.2171,1127.4760,5177.5247,5252.6017,-5357.6941,1891.0788,0.0000,-4865.8914,1327.8102,1664.7409,3600.7730,5038.8280,-3217.6138,1915.0878,3246.1487,-3152.7165,3134.4353,3183.8299,3949.1763,-3436.6855,2113.3572,-3714.1344,-278996.4957,-299774.7976,-281941.0812,-280838.4302,-281173.6698,-281327.7011,-289731.8569,-284859.9006,226040238.3703,226044804.4534,226060170.4502,226055893.2930,-285254.3628,226057060.7078,3785.1554,4724.2857,4770.1152,1787.3217,3122.5298,-2931.2677,-1204.6099,-2068.2518,4687.7612,-5060.0466,3990.9055,-4941.0757,1768.3443,-4727.4581,-5859.5373,4782.2242,-4673.1452,-3460.9337,5121.6340,-4680.6397,2804.0665,5242.5329,4197.5146,-4593.1270,-4456.2897,5364.6872,5452.4493,1065.5743,5111.4896,3999.1611,2089.1642,-5592.4552,-2585.7029,5239.8611,-379.0071,1733.1812,6839.1905,609.1912,-3119.2247,2149.9843,4596.0103,-4702.8913,-5537.8494,5242.3749,-2818.0602,6521.2662,-3285.5720,-2507.6047,-4644.1339,-1523.3434,5345.0559,361.5753,-5623.2294,4529.8827,4199.4238,4924.4727,-5557.7658,-2476.4748,-4291.1812,-6119.9546,3939.1433,-4720.8072,5395.6209,6791.8502,-1434.0682,-3700.6830,5532.3551,5337.5996,-2386.6729,1358.7715,-348.0009,-1579.6240,5213.7211,-4335.6677,-2381.1267,981.9044,-5547.2254,-5089.6366,-4728.1609,1620.6681,-3799.5277,-1361.1940,4301.5564,3321.5051,0.0000,-4539.6058,5391.3298,5111.9324,-4731.2783,-4729.2908,5511.8059,4838.1364,-1866.1136,-4721.5232,-4778.7430,-2159.8932,3272.8642,-5240.0776,4790.9112,3271.5578,-66496.7202,-66524.2684,-69298.3557,-60178.7423,-64073.3175,-74592.5813,-72565.7694,-66125.9847,-133502191.7052,-133530853.7199,-133498670.9667,-133513361.3952,-67063.6803,-133513145.1334,
300.000,2306.2433,5087.8135,1437.2212,-3184.2906,-4150.7654,-5061.1391,3702.9962,1470.6259,4369.4464,2533.7052,3098.6906,-3321.7973,-3496.8621,-3768.2990,-475.1705,3310.3203,92.3870,-2022.5608,3881.8875,-2312.7504,-5790.5853,-3126.1681,6115.4035,-4471.8591,62.7676,4846.5010,303.3239,-477.6035,3326.5918,4547.4296,-5879.8533,5314.9179,-3383.7614,3335.7635,4618.2707,4683.1629,975.0903,-6685.6019,-3044.5070,-6280.3246,-2299.9638,-4129.0861,-4410.5845,5199.6085,4742.9271,-1046.0197,-6471.8408,-6340.4400,4694.2690,5543.2969,95.4428,6325.9591,3274.6922,-1674.2310,808.9153,-2984.4858,4460.8790,-2761.3047,-1695.7001,1862.3304,4763.7202,3906.8012,1437.1871,666.3165,1022.0717,-999.1738,3005.2022,3789.8232,-5897.5485,-5861.1133,-4571.0057,6590.4701,-4064.3570,-4029.8850,4940.9397,4626.2205,835.6344,-1836.4863,5334.5338,6213.1256,4155.8141,-2965.0866,-597.1636,6613.5829,0.0000,-3652.6075,5066.2010,4975.2997,-1955.6627,2757.4534,-4321.9301,-2861.9168,5982.8793,2426.7740,-3327.6414,-5226.4917,4762.4289,-4734.7411,5826.1043,-4848.1948,-262006.8752,-281439.7544,-272459.0006,-265339.8517,-273153.6640,-268966.2794,-269394.5306,-266700.8418,-231411711.5248,-231450005.5751,-231403012.7353,-231415730.1360,-267869.7347,-231407867.2046,-6112.7521,-1626.5634,5732.4083,-4942.9045,5249.3842,1965.7399,-5859.2903,-5721.3646,-2742.0111,5008.2392,4166.0545,2512.8676,6009.4277,-3817.2056,-2473.8128,2718.3300,-5897.6688,-4717.1081,-3978.7005,-4652.2099,-3618.9984,-4106.5770,-33.6347,-4106.2344,-4494.2161,-844.9544,-4573.9802,6333.8561,2384.8552,-1086.1882,209.5028,1538.1444,-5953.3496,3953.1932,4924.6089,4099.2160,-1490.7009,-1605.2697,-4242.0033,2860.1259,4540.1516,-4316.2668,-55.3696,1242.3007,2592.7945,-3181.8002,-1800.9911,-2691.0565,3785.9088,-4132.8389,5892.0634,2407.9587,-4419.9111,4790.7149,-5058.7968,4963.9830,602.7665,-6266.1482,-4258.2461,-4395.3961,-4117.4663,3725.4928,-2574.7265,-1344.6642,-6115.0843,4300.6292,3294.6201,-3533.5230,-778.5222,3486.4086,4882.2403,-2133.3680,-121.6728,1623.9775,-4835.3619,-4379.9728,-4467.6202,5268.0670,621.7931,-516.3140,5041.0489,5518.2013,-6240.1364,349.5173,0.0000,-3532.8689,-517.3382,-98.9362,4974.6371,4598.6716,-1892.0309,3148.2645,1533.0101,-4621.0723,4879.6571,4399.8590,2179.8729,-2539.2365,810.4426,-1942.9708,-284627.0665,-305755.8949,-287545.5197,-286612.1730,-286885.6991,-286980.9716,-295426.6131,-290568.2965,221041716.5285,221045485.8282,221062000.4143,221056806.8667,-290978.8808,221058606.5702,2274.1701,4420.9138,3610.2197,3709.2468,1472.6489,-4294.2581,333.7310,-3619.3088,4632.3781,-4056.7461,4594.2694,-5451.1340,-16.8660,-4405.5694,-6470.8899,5427.0574,-3475.5375,-4671.5852,4164.1131,-4501.4543,1108.2344,4453.3134,2818.3431,-3349.2037,-5279.2303,4730.7404,5055.8332,2761.7263,5455.5247,5006.6998,3635.6998,-4213.0254,-1171.8431,4445.0398,1431.1189,3058.5999,6705.9466,-935.0501,-4424.5138,677.1895,4705.7490,-3502.3276,-5340.7228,4385.5188,-4204.2941,6086.8085,-1666.3641,-780.4603,-3422.2670,281.1618,3669.8481,-1446.0440,-4258.2187,4723.8267,4675.8278,3840.3752,-5305.2152,-1044.6692,-5196.2410,-5060.9548,2887.5873,-4363.3456,6288.7372,6771.3646,-3087.6068,-5370.1274,5281.1021,4576.7787,-3575.3432,-186.5162,-1849.7805,217.3560,5365.1284,-5162.8846,-641.9728,2692.2463,-5228.8967,-4106.0365,-4400.2618,2966.6814,-2291.4499,-3019.0219,2947.9331,2059.5168,0.0000,-4728.2242,4698.7167,4346.8256,-4430.9210,-4411.4386,5052.8651,5447.5825,-3167.3588,-4576.3498,-3621.3029,-386.3486,4537.9394,-4372.7086,3636.0804,4541.0431,-66678.1049,-66664.4626,-69400.5931,-60393.0261,-64023.3680,-74574.1971,-72901.5933,-65882.6729,-133499481.7634,-133528193.3957,-133495613.4520,-133511143.9165,-67191.5780,-133510313.5808,
600.000,1206.0154,4676.4571,2961.0678,-3111.2559,-3210.8455,-3406.3155,2222.0608,-224.6824,3299.3263,4163.5279,4442.3944,-1670.2389,-2290.3688,-5337.9682,-2357.9893,4144.5599,-1322.0826,-3172.9175,3215.2420,-4210.4310,-6387.5532,-4837.0076,6497.4781,-5774.0521,-1939.6613,5167.9759,-1554.9472,940.8180,4400.4889,3134.6283,-4708.0311,6451.4432,-4656.8187,5017.0525,5038.2146,5154.0582,2953.5223,-6519.2678,-3737.2770,-5492.7475,-368.8864,-5510.6295,-4829.4980,6202.7020,4500.3672,-2841.4194,-6888.4260,-6680.2476,5967.8850,4491.3657,-388.9229,6109.5067,3184.4927,388.7748,-1343.9209,-2024.5650,5154.3699,-4096.7724,-3163.1483,1417.8216,3874.5170,5440.7954,-742.7743,2673.9823,-512.6125,-1072.0404,4758.1689,3133.6598,-5265.1854,-4757.7325,-2945.7286,5839.0498,-4154.2358,-2498.7007,3974.4006,2998.4188,-970.9883,-600.1661,5783.3623,5211.3944,5294.6348,-1272.0036,-1969.2487,6806.9908,0.0000,-5011.5226,5530.0069,5583.8488,-169.7020,4577.0812,-5588.2739,-914.2363,5567.5908,658.1079,-2449.4437,-4256.9013,4437.8813,-6056.1728,6572.9719,-4420.6904,-256127.8975,-274907.5520,-266127.2910,-259063.0701,-266959.6834,-262762.1685,-263076.8255,-260861.9623,-236180621.4492,-236218474.5415,-236172430.4035,-236184509.7021,-261614.5720,-236176732.0306,-6794.6434,-3595.9570,5913.5378,-3344.7217,6047.2208,3053.4814,-6310.5370,-5008.5714,-4530.8728,4873.7449,2484.2890,3941.0631,6315.5914,-2572.5044,-1320.8819,706.7919,-6443.8821,-3018.2293,-5504.0059,-3855.6037,-2566.5675,-3618.7927,-1388.2339,-3415.1566,-3692.3781,-2678.8906,-5236.7136,5452.9702,489.5522,-2696.5908,1639.6113,1016.4289,-5140.8167,3382.5131,3561.9398,2246.4776,-2256.5780,-12.2618,-2331.4740,4144.5809,5414.6826,-3721.7613,1935.7058,-165.5938,621.5731,-3890.9668,-639.8418,-1527.3446,3013.5693,-4843.0989,6745.9040,1002.6824,-5681.1450,5333.2684,-4964.5397,6222.1594,-1285.4494,-5561.3278,-2693.0846,-5862.0805,-5537.7760,2456.5929,-2287.8555,-2143.4229,-5317.6440,2305.3688,2291.8275,-5192.5216,1115.3846,4582.5793,5434.9053,-3152.7130,2035.7228,3194.2854,-5569.2890,-4679.4061,-5302.4749,6357.2473,-1328.1658,-2135.3536,4425.6962,5270.0396,-6519.9277,-1206.8087,0.0000,-1892.9796,-2277.1692,-1812.2714,5897.7171,3758.2224,-428.3745,4124.5303,-348.5019,-5674.0703,6137.7115,5159.8925,174.0997,-1439.6361,-534.1167,44.5547,-290143.2830,-311599.2634,-293019.5435,-292254.0993,-292470.9829,-292505.4205,-300983.9089,-296191.5735,215937909.1495,215940895.2456,215958521.7822,215952451.4652,-296571.4099,215954869.3784,518.1628,3645.3953,2063.0358,5237.8525,-340.5508,-5196.3619,1836.4075,-4782.5655,4082.2946,-2618.4649,4706.9117,-5361.1864,-1800.3202,-3614.6613,-6396.2768,5488.1403,-1892.1081,-5384.8618,2763.9776,-3829.0937,-707.0827,3163.9018,1110.2742,-1747.2169,-5538.9281,3567.5584,4093.7350,4161.5052,5188.6135,5460.4166,4790.7066,-2387.5733,366.7293,3151.6601,3085.8755,4057.0565,5860.5276,-2379.4191,-5238.6611,-868.1174,4312.6470,-1925.8693,-4572.2102,3056.4487,-5124.5110,5007.6865,132.1235,1030.2753,-1834.6082,2055.3533,1603.8362,-3098.0894,-2442.8090,4413.3457,4653.5246,2348.6540,-4492.4749,499.2950,-5545.7656,-3467.3236,1526.2967,-3541.3514,6515.5290,6030.9740,-4409.9194,-6471.3429,4461.2424,3323.0138,-4382.9358,-1710.8655,-3154.0569,1991.0000,4891.9470,-5393.0195,1165.6082,4112.4084,-4351.3974,-2682.5393,-3604.2798,3991.3835,-537.1287,-4356.7846,1278.1344,577.2975,0.0000,-4413.6479,3503.4852,3044.2754,-3659.2148,-3624.4056,4049.9595,5470.6854,-4130.9628,-3944.1689,-2075.8710,1430.1874,5317.6958,-3037.0313,2089.5184,5323.0081,-66859.7998,-66804.6471,-69498.5862,-60612.2142,-63976.8341,-74550.4073,-73231.1527,-65737.3842,-133496776.4495,-133525532.1632,-133492569.8974,-133508920.2122,-67319.4373,-133507481.7581,
