sl_100_5400_20240903 Coordinates.csv
2024/09/03 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:06 2024,
Start: 2024/09/03 07:47:00.00, Stop: 2024/09/03 09:17:00.00,
TIME_UNITS,STARLINK-4258 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-4680 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-11274 [DTC] - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-6236 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-31790 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-1910 - X-Coordinate,STARLINK-31704 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-11260 [DTC] - X-Coordinate,STARLINK-31823 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-11105 [DTC] - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-31643 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-31158 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-2567 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-1090 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-3521 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-3543 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-4680 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-11274 [DTC] - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-6236 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-31790 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-1910 - Y-Coordinate,STARLINK-31704 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-11260 [DTC] - Y-Coordinate,STARLINK-31823 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-11105 [DTC] - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-31643 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-31158 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-2567 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-1090 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-3521 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-4680 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-11274 [DTC] - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-6236 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-31790 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-1910 - Z-Coordinate,STARLINK-31704 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-11260 [DTC] - Z-Coordinate,STARLINK-31823 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-11105 [DTC] - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-31643 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-31158 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-2567 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-1090 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-3521 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5987.3043,2505.9216,-4063.8124,2152.6805,-3005.3513,-3081.2061,-2949.5729,-89.7391,-4862.3106,3418.6981,-6576.5123,3340.6384,1462.3941,-5868.0819,6230.4680,3033.9148,-3920.6586,6061.5846,-5039.8370,-5404.5434,-1307.9178,-5409.6418,1323.7904,6040.9617,-1908.8932,5334.8143,-3058.7131,791.5218,6608.8077,5466.4672,6852.4988,2798.1900,1121.1282,5225.2983,-3715.2718,-4681.8583,-4082.1010,1325.1942,-2172.7409,-3898.4797,1037.7676,4770.7506,3128.7016,-4577.2777,-3309.7567,-608.7769,-2498.2716,-3852.0725,3938.3034,-6468.8112,-4636.0644,1671.5943,-1581.8969,-5258.0064,-3523.5054,4749.8498,-4944.2223,4574.6796,5227.7760,-4234.6933,3325.9346,-6318.1217,-2325.8751,-5960.8451,-4901.3298,-6174.1423,5488.1409,2118.8069,21.7567,305.7549,-5254.8063,-19.1314,-6638.4616,5678.9562,-5678.3670,-3868.3285,1886.0707,3894.2262,-1903.8102,-3484.2618,5078.3317,-2868.9706,-979.1672,-5799.0333,6257.6295,1608.8838,3568.5748,4938.1103,-5272.4625,-551.7359,5087.3246,-2120.5296,-790.1954,-6269.4990,4026.2483,-5821.2927,-5387.6963,3840.7253,-5712.8324,-4809.9098,-175768.0476,-159256.8629,-155128.6780,-160695.5546,-153949.4166,-157348.0156,-161653.6255,-161006.7216,-191261594.3711,-191234143.2000,-191244932.4626,-191261184.2336,-160597.7339,-191260522.8798,-3029.3752,5511.2141,2937.3586,-5382.4911,2990.9475,-4265.5048,-6190.6467,4418.7236,-2035.3526,5392.6782,2150.0424,3278.7638,-2838.6169,-998.0967,-2271.2319,3114.6773,2331.2202,2940.1578,1109.3125,-4262.1943,6344.9205,-3994.7988,-4561.6167,-693.5132,-6653.1655,-2891.2570,5501.0721,5411.5951,-583.5350,2199.8907,-682.7828,3397.4951,6776.6967,-4415.8786,5246.6103,4951.0174,4559.8601,4070.4847,4819.0050,-2585.5353,-4831.3935,2293.8617,-5612.0395,3097.5466,-2863.7963,5842.4715,-3173.1421,4403.5422,-3169.2636,-2118.7917,291.3571,5717.0554,4942.7781,4234.5455,-5676.4606,-4673.0412,-2498.5978,1709.8516,-4326.7577,1849.6136,2679.4433,-40.9881,-6283.0796,-2548.6865,4598.4544,2374.0519,-3203.5827,4683.3689,5071.2125,5721.2097,2947.1644,4193.3700,621.2486,-3954.7092,925.1957,-2228.2808,-6474.3643,-5464.9737,-6002.3041,3930.9523,-4292.2650,4300.9987,-4828.7180,986.3775,2558.9996,6732.1271,-3969.2173,1639.0212,-2650.8244,5010.9762,-804.1817,4528.9650,6702.1453,721.4504,-3728.0627,-3717.8980,3580.6392,3480.5648,1102.5831,-2486.2312,360007.8440,384833.8883,364627.9006,361298.6026,365707.8252,363724.3967,371052.5186,366652.0408,-36076984.5928,-36022228.7960,-36046934.9571,-36049592.6941,366556.7255,-36058256.3238,-1687.7653,-3392.5637,4770.2707,3766.0830,-5427.2323,-4526.6836,-975.7443,-5208.5382,-4515.5997,2653.4775,477.3165,4996.9634,6167.7726,-3551.8029,-2045.3278,-5246.8887,5202.1711,1564.9642,4599.6469,-777.2584,2439.0641,1696.1414,5032.0706,2818.5436,-460.4273,3351.1567,2906.4784,-4242.9511,-1601.1375,-3666.3837,-850.9519,-5345.9640,813.9328,1019.2788,2208.2533,1185.9926,3235.6059,-5453.8970,-4324.6525,5099.7886,-4739.6803,4472.7879,-2310.7169,-4078.8672,-5374.1686,-3721.9700,-5301.9498,3498.6642,-4653.0751,1227.1643,5117.5235,3145.0261,4593.2742,-1524.4779,1374.4862,-1934.9766,-4194.4881,-4774.0461,-1445.9619,5148.3903,5431.9932,2812.4948,-1737.9210,2254.2496,1638.8457,-1680.1704,-2742.2790,-4550.8339,4697.0993,-3748.3328,3393.6427,-5508.6602,-1448.0432,-281.7153,-3473.7875,-5302.1316,-1558.9172,1674.1364,2904.3298,-4537.6706,-1718.2009,4440.5881,-4863.2419,-3684.4674,-1141.8454,-295.2341,-4420.3219,4577.6900,-3493.6869,4547.3905,4463.2002,-4646.5919,-1198.3128,-2866.9999,-4066.1446,-648.9494,2466.6388,-4589.1926,3701.2235,4298.7878,61893.4668,58666.1044,55427.6387,63911.2229,60989.0834,50324.9005,51443.3253,55704.4266,84140842.2305,84157255.9409,84132106.5607,84139244.3813,57452.0251,84148934.4746,
300.000,-6628.6725,3744.7595,-3561.1595,342.4658,-1696.7619,-4818.5889,-4001.9652,1932.8165,-5077.9651,4025.3751,-5691.8307,5049.1807,616.4115,-6630.4675,5794.4549,3934.4561,-2153.2265,5942.8226,-5316.7628,-6038.2550,166.4009,-5781.9986,-286.3882,6274.4196,-3226.8920,4784.6440,-1735.7783,2427.8351,6483.4366,5335.9550,6555.7360,3875.2342,2225.1735,3977.3695,-2489.8866,-3348.6165,-3371.6575,3366.7584,-433.5659,-5390.1080,-935.0928,5808.3553,2129.1435,-2818.3574,-4107.0120,61.4698,-4232.9420,-1900.4349,2299.9367,-6228.0124,-5062.1894,3140.7821,568.4554,-3918.3491,-4500.3738,3133.5999,-5624.9595,5776.5148,3760.0533,-2608.6601,4156.6536,-6707.1530,-3233.8158,-5870.3525,-4123.4278,-5642.7284,5137.6196,3907.0523,1726.6054,1752.0756,-5015.5586,2096.8200,-5843.3920,4769.9129,-4319.2282,-4171.3772,489.2581,2434.2260,-3248.0881,-2051.0012,3536.4000,-1239.2265,-2827.3077,-5820.4819,6131.4812,2681.4830,2798.0124,5684.4266,-4935.0612,1302.9439,4156.5589,-119.0036,512.1956,-5121.7149,3431.1922,-6229.5548,-3884.8535,5436.2293,-4322.5042,-6106.4252,-183400.1536,-167337.5568,-162914.2797,-168488.5544,-161655.6039,-165024.7962,-169435.4821,-168964.6720,-190425765.3573,-190399050.4461,-190409650.4007,-190425973.5931,-168352.3227,-190424723.4837,-1973.4016,3985.3168,4712.1298,-4886.1795,4624.0777,-3193.7813,-5588.4041,3616.5181,95.5220,3860.7447,3435.0646,2353.8412,-4614.4154,314.5200,-3774.8494,1123.6047,3560.8182,1499.8795,2878.7884,-3227.7606,5705.8384,-2338.6446,-5625.7640,-2087.2404,-5823.5822,-4558.9860,6532.8441,5814.5760,-2125.9915,191.9853,-2159.2771,1517.9536,6032.6525,-4955.9208,6284.8744,5323.7306,5830.0899,3633.8249,5839.5936,-1324.3411,-4132.6885,549.7762,-6462.4836,4245.2475,-847.3697,6715.3105,-1884.5341,4923.0884,-4582.0919,-749.1604,2203.2117,5772.0348,5056.4063,4748.6268,-4313.1584,-5287.0011,-3421.2925,274.4076,-5105.6542,3249.0435,665.5005,1276.5445,-5125.6431,-754.4877,5555.0363,3832.8693,-4517.4391,4582.1927,5709.6857,4502.4500,4412.5218,4288.7872,2106.4230,-4783.3380,2212.8475,-89.0750,-6122.0410,-5571.3122,-4679.4761,5389.5290,-5037.9821,5562.8376,-5090.2901,2806.9314,1177.0969,6047.4453,-5524.9568,-286.4007,-847.8069,4073.8112,-2764.0464,5300.5160,6197.0126,1957.1439,-5282.4893,-2198.3652,4163.7050,2685.9512,2349.2525,-1379.1573,356114.6973,381443.0308,361025.4220,357860.6834,362260.1546,360232.5323,367516.6275,362734.6619,-40243931.5824,-40188447.9744,-40213497.2419,-40216621.3633,363087.7264,-40225116.9693,110.1559,-4273.9771,3611.4135,4875.6792,-4812.5480,-3841.2759,836.1300,-5463.0300,-4731.3078,4082.9276,1968.5427,3984.0276,5156.6968,-1990.7873,-561.7652,-5447.0567,5527.0825,3199.4520,3356.1567,1034.2088,3911.9793,3028.1753,4022.4786,1107.9740,-1953.3710,2097.0488,1549.1343,-2862.6210,-69.5275,-4434.4264,694.0073,-5534.2459,2542.7822,2725.7347,730.8712,2872.5342,1613.1088,-4850.0302,-3514.4019,4136.4498,-5378.9639,3742.0697,-549.0725,-4607.2515,-5518.0919,-1801.3208,-4790.4694,4312.4436,-4573.9566,2908.4870,4161.0106,1491.4906,4704.9571,-3164.9807,2764.1866,-3222.9480,-2217.8778,-3631.6341,-2820.4367,5522.0318,5479.9602,1118.0186,-3345.7654,3471.5079,-160.7251,-153.7450,-1037.8639,-3295.2440,3497.2114,-4851.8087,1795.7378,-5013.7857,-2826.5665,1518.5615,-4651.4865,-5534.5217,-3194.3817,3291.8674,3951.2417,-3863.4499,-3048.2135,3739.2186,-3742.8848,-2531.8218,-2837.2302,-2063.8759,-3108.0409,3955.3186,-4686.7042,5270.3423,4639.2490,-4300.1096,-2886.5706,-4242.0250,-2635.9448,-2124.5249,3933.6684,-3338.3751,4831.4340,2939.2193,61767.7204,58522.8664,55342.8710,63677.0474,61020.8221,50351.1948,51117.9421,55676.6076,84140080.9320,84156101.6210,84130944.9473,84138088.7428,57318.6409,84147974.3091,
600.000,-6610.5887,4662.5364,-2746.0578,-1535.8144,-266.4779,-6098.9484,-4665.6620,3783.3786,-4850.0299,4276.6974,-4251.4632,6246.6988,-226.6044,-6743.2947,4801.2250,4485.0948,-203.5625,5254.5369,-5095.3138,-6079.8698,1662.8439,-5617.9647,-1831.0636,5826.1006,-4251.3441,3789.0672,-259.6980,3799.2877,5697.5194,4729.8879,5623.0332,4625.2006,3136.5753,2316.8110,-1015.0405,-1661.9633,-2344.3028,5076.9922,1321.5776,-6364.1676,-2843.8318,6305.6940,914.9161,-794.1134,-4558.3951,701.8810,-5522.6814,250.7367,463.5504,-5382.3765,-5024.8717,4257.3212,2663.1874,-2173.3865,-5044.2175,1201.7050,-5678.5861,6399.2394,1917.7381,-759.8005,4631.7817,-6432.9721,-3858.6727,-5217.5809,-2934.2212,-4536.9931,4284.9907,5281.6423,3230.5317,3068.4851,-4293.6810,3993.3902,-4458.3115,3377.8099,-2510.1041,-4125.8907,-988.1429,706.6505,-4315.1344,-453.6096,1630.3641,485.6637,-4372.5968,-5298.6435,5395.9911,3511.7760,1785.8248,5909.9874,-4138.6365,3059.9166,2841.8755,1872.9256,1794.1201,-3481.1242,2510.4807,-6048.8320,-1984.9533,6491.2856,-2516.8814,-6800.0743,-190944.7549,-175346.2076,-170626.9285,-176207.9707,-169291.1576,-172626.8116,-177138.9100,-176781.8099,-189499164.7665,-189473206.3464,-189483609.3862,-189499985.4196,-176032.0129,-189498156.2423,-719.7190,2085.0855,6013.2331,-3947.6354,5816.8135,-1850.1918,-4427.0699,2498.6486,2216.5725,1934.1624,4405.8062,1233.4247,-5941.0883,1574.4629,-4909.1025,-961.0697,4492.2079,-118.6974,4338.9324,-1863.5553,4522.7192,-438.6180,-6158.9664,-3240.3443,-4427.5180,-5775.9948,6931.6837,5662.2988,-3451.1867,-1852.3706,-3433.3720,-482.9757,4686.4289,-5028.7523,6673.7652,5192.2770,6516.3480,2893.9301,6287.9862,24.0858,-3064.5694,-1219.1246,-6641.3392,5012.9864,1231.5709,6908.9227,-437.4261,4982.6948,-5571.6727,724.4885,3870.7562,5215.3120,4726.0364,4823.4705,-2501.5347,-5418.6096,-3998.5735,-1151.5425,-5416.0445,4378.0862,-1391.0601,2454.9548,-3454.8800,1138.6189,5960.4452,4899.8218,-5374.3190,4048.8859,5807.2220,2848.6533,5426.5861,4015.4128,3404.7154,-5151.6258,3312.5982,2053.9291,-5179.3574,-5150.7470,-2912.5989,6344.2536,-5308.8297,6276.8362,-4883.1105,4340.9902,-352.9184,4760.5496,-6531.7664,-2160.1193,1072.9219,2755.8955,-4464.4773,5570.4765,5067.4823,3046.1476,-6282.5748,-450.6894,4377.0126,1662.7121,3412.7108,-168.0182,352060.3587,377881.2334,357260.3865,354258.5906,358650.8154,356580.8654,363813.3542,358672.7271,-44391572.2190,-44335376.9136,-44360774.0151,-44364380.6230,359454.6300,-44372672.1429,1896.1668,-4700.2113,2064.7597,5459.8353,-3673.5986,-2746.6026,2558.0914,-5108.4885,-4443.5132,5072.1440,3249.0434,2529.5496,3598.6451,-216.4157,981.8068,-5035.1746,5258.7518,4488.9112,1750.9658,2734.4883,4964.4338,4036.2882,2580.9120,-733.7227,-3237.7049,618.5015,26.0236,-1174.4445,1469.8689,-4730.2964,2164.7414,-5130.0537,3997.3286,4138.1949,-829.4782,4249.2498,-182.6986,-3728.2648,-2311.1242,2729.0354,-5422.8087,2610.9879,1274.1264,-4629.9415,-5072.8135,310.4895,-3703.9372,4641.3886,-3993.0009,4276.1337,2756.0830,-335.9092,4313.5774,-4465.4234,3843.1305,-4167.1813,-5.3819,-2083.0695,-3894.0229,5302.7813,4937.6208,-696.9621,-4594.2232,4305.9193,-1943.0153,1389.9243,778.3129,-1676.6680,1920.3897,-5417.7152,4.2647,-3981.4143,-3888.1163,3155.5707,-5284.7583,-5176.0478,-4486.6655,4554.6136,4575.7286,-2777.6779,-4042.9751,2617.4077,-2220.5119,-1109.0745,-4219.0745,-3611.3053,-1462.7788,2909.8231,-5362.9026,5394.4059,4293.8455,-3472.5390,-4255.5145,-5163.6675,-910.6437,-3373.3094,4978.1045,-1728.8322,5437.3834,1262.8684,61641.5550,58379.5122,55261.8339,63437.8113,61048.9467,50382.9688,50798.5292,55774.6497,84139323.0621,84154946.8278,84129787.1335,84136949.9213,57185.2255,84147014.0030,
