sl_20_86400_20240316 Coordinates.csv
2024/03/16 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:46 2024,
Start: 2024/03/16 07:47:00.00, Stop: 2024/03/17 07:47:00.00,
TIME_UNITS,STARLINK-31208 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-5797 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-1316 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-1171 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-31116 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-5797 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-1316 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-1171 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-5797 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-1316 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-1171 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5067.3953,732.0493,3693.3533,-6037.3569,-2916.5068,-1938.8303,867.2394,299.7828,-4207.5373,5415.6643,1558.1549,6326.0873,-5064.5545,2284.1588,-4759.4489,-3675.2910,-2128.5068,-319.1391,-1397.9692,3902.3170,286232.2537,272372.3287,266725.3182,271298.6714,265822.6466,268927.4979,274357.7462,273177.5344,-251010230.6625,-251019273.3993,-251013295.0422,-251016285.3938,272441.2819,-251026557.2999,2094.8001,2743.6723,3332.0853,3228.7723,-5392.6974,6111.0533,3970.6550,4413.3363,175.2270,-2365.6307,5246.5623,-1710.1883,377.6576,-4851.9621,-2540.2308,-3375.7717,5806.6017,-4182.0907,6693.6255,-1874.0753,212183.5285,184521.2950,204098.8653,209541.8599,203974.1804,206699.3906,200236.2528,205948.0507,184828416.9979,184842184.8366,184838567.0823,184836933.6431,204555.7958,184831227.3668,-4144.8823,6327.7946,-4859.7600,534.3379,2982.2243,-2611.7073,-5381.1021,-5296.5400,-5505.1839,-3673.2296,-4255.0199,-2284.8437,-4731.6375,-4268.6244,4327.4980,4644.4573,2932.0141,-5541.2745,-1247.2337,5304.6068,179907.0315,176034.7933,173224.5718,182228.8117,178532.6723,167976.7352,169817.2789,176288.9989,-79639949.9474,-79641272.1122,-79653337.4363,-79657783.5700,175426.4006,-79651905.0010,
3600.000,-6737.7813,1601.7706,-2256.1390,3811.4406,4789.8626,444.6630,-5388.3047,-4338.7312,3394.1847,-6196.5852,-3931.9151,-5843.9789,4373.3215,2237.0621,3890.4543,6235.8529,450.6662,4195.1981,-1305.2674,-606.4012,224091.4797,217226.6425,207028.1465,212352.5240,205911.9194,208426.0716,214764.5308,212629.4767,-290305869.2366,-290317708.8232,-290313188.8021,-290316126.8960,212848.0637,-290321771.2978,801.4330,-6242.8487,802.8547,-4761.2251,1415.9832,-6681.9887,-2994.9974,-2497.0072,-4283.0262,2915.9416,-5690.8416,3150.4685,-4199.3079,4921.1061,-1622.6823,-65.3235,-6632.8938,4152.6495,-5447.8582,5153.7738,278137.1669,246401.4195,267140.1191,270728.5679,264910.0283,268033.5588,262590.6321,264670.3347,113507935.7723,113519876.1727,113522445.7283,113521896.4266,265974.3656,113511566.2612,1063.9619,-2603.4146,6516.9701,3150.0873,-4652.9912,-1750.0798,2712.1977,4732.2585,4249.3402,-1202.8919,398.3784,-2017.4222,3360.3571,4195.2999,-5493.4390,-2780.6681,1640.8123,3653.0726,4104.1070,-4482.9757,180648.0808,176494.0419,174454.0231,181413.0164,181014.4601,170745.1650,168358.9292,174811.3981,-79575602.6414,-79571950.1689,-79582917.2916,-79589117.9908,176034.7382,-79587904.0467,
7200.000,5516.7407,-3742.0143,1896.8276,379.0898,-5517.0977,1737.6023,6251.7308,6754.9735,-2412.1981,3740.4572,4498.1008,2745.7305,-2911.8792,-5536.7669,-2944.7182,-6102.7056,1993.7713,-6013.5682,4375.2045,-1819.3033,147035.2825,148398.6374,134296.7548,140169.6389,133078.8537,135217.5477,141187.1726,139688.7095,-309789493.5344,-309802929.2281,-309803290.0464,-309806826.0341,139838.4627,-309805500.5326,-3045.1026,5199.4833,-5014.2116,5014.8542,2854.8871,4445.2294,1024.7147,854.4555,6482.1194,-2379.3739,3768.8270,-3823.5037,6297.6374,-3870.3621,5354.0714,2819.6714,4160.4461,-3459.0236,2876.9698,-6589.7257,326236.8958,292584.0269,313200.1414,314975.9865,309065.8481,312027.7612,308124.7493,311784.9236,34446075.3406,34454833.1560,34460940.5104,34459570.4227,310605.6695,34450625.9683,2730.0838,-2688.4782,-4433.4503,-4684.3409,2809.2158,5003.0889,2292.1328,-1117.8974,-418.4890,5350.4419,3677.6634,5088.5675,13.8748,-1149.0459,3241.8063,-1184.1158,-5065.2250,364.3589,-4577.2835,476.2834,181314.8713,176933.2481,176090.6802,179649.9050,182983.3922,174396.3630,167654.6136,177956.5514,-79512036.0427,-79503997.4735,-79513330.8365,-79520154.7813,176626.6538,-79523887.1341,
10800.000,-1832.9497,2518.9122,-2099.9995,-4450.7611,4190.7996,-4484.4606,-3399.9536,-6021.3555,485.4057,805.9659,-4170.0528,1514.0996,326.7922,6147.9748,1703.3266,2900.0085,-4804.0672,5406.9366,-6533.0466,3149.0991,60139.2416,70201.0973,53201.6257,59355.2391,51699.3964,55507.1528,58401.4640,58432.3011,-308132773.1977,-308146044.9650,-308152370.7038,-308153997.6443,58016.8474,-308149394.7366,4702.2658,-1147.0835,6621.1958,-4294.5334,-5261.7877,-1024.1748,2353.6970,866.5286,-5844.8217,2498.4622,202.8459,4420.3567,-6040.2898,1283.1584,-6633.1654,-4482.2715,-348.4722,1220.2504,-182.8606,4715.0693,353215.0618,320136.8605,339396.1616,338286.8113,333806.9216,336268.3453,333671.9704,334884.7543,-46961948.2536,-46956741.7437,-46951030.1070,-46956343.3408,335638.8910,-46956653.1166,-4666.1582,6361.1745,-246.6650,2976.5907,1127.5960,-5174.6792,-5326.5209,-3252.9116,-3691.9114,-6443.5257,-5534.3527,-5132.5865,-3401.1604,-2740.7389,996.6772,4240.9231,4858.8731,-4190.5620,2352.6876,3842.8661,181912.5914,177353.5565,177854.5319,176706.0272,184449.0162,178736.4343,167622.6133,175607.1140,-79449221.0137,-79437304.3507,-79445437.1060,-79453675.0196,177202.1244,-79459854.2889,
14400.000,-2351.9886,1983.8610,1187.6899,6360.2863,-562.6107,6351.8989,-466.9630,2763.3325,2563.9327,-4603.6854,3691.3894,-4732.6954,3021.6343,-4378.9030,593.1919,1701.2080,6250.9505,-3472.6086,6542.2639,-4118.8340,-30847.6520,-12449.8512,-31105.3267,-26409.4518,-33248.9991,-24542.0931,-28165.9240,-27971.3988,-285450007.2765,-285461345.3515,-285472406.0669,-285466525.2849,-27458.0197,-285467599.2433,-5490.2012,-1996.5646,-4930.2227,2477.1549,5322.1643,-1735.6071,-5599.0022,-3127.6165,3285.9301,-3554.5922,-4275.8137,-4619.7669,4073.0833,2449.9779,5103.9851,5152.8833,-2529.1245,2346.7318,-1996.3067,-356.2427,357233.1557,327281.7841,344151.1905,336996.8519,337634.5396,340126.6497,337491.7930,339944.2189,-125161158.4508,-125158933.2161,-125156920.1356,-125162771.7163,339498.1424,-125155524.1101,3384.9442,-6356.8443,4748.6163,762.1472,-4236.8816,2121.4604,3711.1709,5480.2312,5525.2244,3800.7558,4004.5761,2087.2849,4723.2972,4651.8334,-4640.8502,-4146.1646,-1207.9745,5530.8728,1228.9949,-5471.2305,182445.0734,177756.1483,179427.0738,176059.7290,185404.9716,178924.3401,168226.4436,179398.5311,-79387078.7117,-79371652.8821,-79379530.0031,-79393668.8163,177761.1288,-79395805.5369,
18000.000,5038.9987,-6196.5085,1708.5103,-5552.2938,-3847.7011,-5743.9282,2954.4997,913.6579,-5628.9159,5567.5485,-2833.1715,5623.3273,-5938.9023,1641.9959,-3754.4110,-5143.8397,-4644.1945,1571.8018,-4132.4074,4686.0747,-119899.1198,-94337.6617,-113339.9631,-110762.9686,-116517.1905,-106554.3555,-112830.1039,-110829.8438,-243290218.4444,-243298219.6087,-243311570.8800,-243301581.6094,-111197.7645,-243308889.4881,4666.0550,1731.9720,1666.2082,649.0839,-3805.3048,3149.2537,5954.3735,5421.3073,-560.8101,4045.3747,6324.1102,3420.9818,-1587.9768,-5799.0785,-2154.0128,-4385.2217,3779.0154,-5708.8942,3789.1397,-3818.7737,338005.0628,313511.6559,327247.4800,316492.8925,320313.0718,323321.6794,319353.7188,321942.1578,-194815901.6679,-194815344.9837,-194818759.0168,-194814668.4680,321941.4726,-194810456.9382,204.6629,2604.5116,-6533.7179,-3997.0019,4143.0083,2226.0447,1107.8543,-4172.6458,-4005.2266,1005.1536,-55.6692,2187.5678,-3222.6669,-3264.5742,5391.6047,932.1450,-3328.1142,-3637.8756,-4113.5985,3220.6985,182915.1436,178142.3101,180536.6606,179050.8112,185820.7504,175663.9298,169466.5765,176519.5246,-79325485.6964,-79306828.5722,-79315421.7857,-79336434.6208,178303.6473,-79331740.9036,
21600.000,-5549.5202,6396.9195,-5224.5335,3016.5113,6571.1072,2431.8046,-3908.3928,-3250.0465,6796.1680,-3966.6282,747.5483,-4616.9969,6893.5735,1035.9772,6304.7793,5903.9228,382.5843,-58.8378,401.0428,-3793.9931,-201125.2885,-170268.8514,-188403.3267,-187313.5166,-192904.9369,-183612.5235,-190051.9886,-188080.2281,-184531334.4951,-184535196.4031,-184548278.6203,-184544129.2423,-187923.5754,-184550917.2978,-1718.0973,633.8996,740.1323,-4252.4799,1571.2106,-3850.7615,-2306.5570,-6079.3567,-1342.4000,-2221.9091,-5646.3016,-302.0651,-734.0983,6754.2440,-455.6316,1707.1506,-4094.0941,6933.4468,-5211.8149,5561.3908,296812.9600,279628.8370,289790.1402,277459.7918,282912.1371,286011.1078,280552.6430,283861.0058,-251173925.1021,-251173222.0063,-251182248.0809,-251166103.3428,284075.9737,-251169183.7703,-3671.9102,2628.5358,4515.7002,4460.6650,-953.3146,-5214.5597,-4987.0946,127.8985,18.1675,-5264.6124,-3950.7863,-5173.1699,-235.2022,-473.6624,-2824.5481,2957.7411,5467.5313,-416.4962,4569.5666,1281.8855,183324.8455,178513.5207,181031.3012,181936.5713,185631.5988,173219.9370,171380.4451,180574.4260,-79264281.9263,-79242653.8551,-79252727.8876,-79276723.9644,178829.6616,-79267660.4149,
25200.000,4453.7878,-2267.9945,6817.8374,-192.1541,-6023.8352,1911.3454,4036.6023,4018.6817,-5032.4961,1853.6888,2565.4213,3007.4689,-5262.2093,-3332.5156,-6420.1556,-4386.4316,4060.0336,-1579.7627,2986.8870,640.0997,-269175.3953,-235397.0840,-251656.0417,-251704.3862,-257550.6986,-249423.2333,-254838.3927,-253059.3401,-113183695.1241,-113183350.4540,-113194155.0516,-113202814.3750,-252798.4575,-113203789.9960,-2470.2056,-1613.7639,-1367.0488,6608.6174,1201.6380,4429.1188,-2947.2318,3948.4341,2638.1996,-1751.8096,3280.8348,-3681.1204,2813.3736,-4573.2135,2097.9804,2392.7285,4068.9073,-5295.1168,5815.8843,-4751.0335,236415.0210,227702.2758,234112.7216,221356.5539,227772.2235,230218.9836,223856.9814,228651.8990,-290390601.3405,-290387690.8538,-290401444.9121,-290379003.5024,228288.0472,-290386927.5656,4601.3724,-6368.8237,86.8384,-1871.0840,-2974.6109,4953.5034,4510.2712,3970.4474,3956.2973,6459.7551,5529.1951,5044.8665,3530.1148,3850.3005,-1515.0204,-4655.6221,-3729.4518,4202.2113,-2368.1786,-4902.7322,183675.5808,178871.5761,180919.3869,184319.3345,184716.7519,171662.9498,174050.2290,177567.1956,-79203281.1245,-79178989.8270,-79191057.3258,-79213935.1926,179339.1550,-79203564.0962,
28800.000,-2609.1797,-2694.3702,-4967.8803,-2256.3017,2780.0195,-4981.4557,-3100.6757,-4135.5404,1171.4193,-903.8370,-5758.9430,-1608.5313,1828.1363,5149.6400,3649.3641,1854.6903,-6079.3127,3768.7619,-4922.2329,3662.6957,-319601.7299,-285527.6505,-299159.5494,-300162.9917,-306103.3800,-299256.7344,-303133.5820,-301141.6107,-34116310.0751,-34112479.8530,-34119805.6203,-34142721.3920,-301731.6930,-34136389.4475,5892.9802,-703.5911,1353.2904,-6163.8876,-4138.6503,-4517.4518,5983.2098,329.3260,-4003.7598,5649.6894,-865.6786,6473.5273,-4749.1326,466.4309,-3251.1527,-5909.8717,-3076.3101,1855.8685,-4747.6978,2833.6486,160851.6593,160945.0495,163645.3914,151340.3178,158405.7657,159452.3889,153466.3186,157820.4888,-309791179.9005,-309784021.9151,-309801103.4670,-309780899.0430,158093.2223,-309788692.8248,-2387.6264,6352.0866,-4674.1956,-2028.7237,4645.5620,-1641.4574,-135.9044,-5515.3779,-5535.3250,-3960.2297,-3760.6187,-1915.0124,-4720.7011,-4500.4609,4891.9877,2854.9579,-690.0934,-5536.1641,-1242.8176,5043.2816,183968.1980,179218.7829,180367.4383,186189.1235,182854.4482,170859.8563,177602.6926,181468.1543,-79142282.8442,-79115729.3548,-79130080.2502,-79148562.4570,179832.1124,-79139451.9733,
