sl_100_86400_20240128 Coordinates.csv
2024/01/28 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:41 2024,
Start: 2024/01/28 07:47:00.00, Stop: 2024/01/29 07:47:00.00,
TIME_UNITS,STARLINK-3567 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-4591 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-31567 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-30208 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-1724 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-2452 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-1594 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-11172 [DTC] - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-30388 - X-Coordinate,STARLINK-32224 - X-Coordinate,STARLINK-31889 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-31197 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-4345 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-32175 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-1186 - X-Coordinate,STARLINK-2043 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-1092 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-3110 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-5973 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-31567 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-30208 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-1724 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-2452 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-1594 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-11172 [DTC] - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-30388 - Y-Coordinate,STARLINK-32224 - Y-Coordinate,STARLINK-31889 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-31197 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-4345 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-32175 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-1186 - Y-Coordinate,STARLINK-2043 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-1092 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-3110 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-31567 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-30208 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-1724 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-2452 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-1594 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-11172 [DTC] - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-30388 - Z-Coordinate,STARLINK-32224 - Z-Coordinate,STARLINK-31889 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-31197 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-4345 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-32175 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-1186 - Z-Coordinate,STARLINK-2043 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-1092 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-3110 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,125.7112,1593.0328,5086.8336,2306.1385,-4735.6364,1767.7441,-6016.6343,5489.9110,-669.3552,-3036.7253,-5121.0629,-650.7820,-4520.4272,-3301.5132,5275.5911,4110.5735,-2183.6585,4864.9788,-407.0920,-5518.9907,2288.9284,-2385.3481,4021.5614,4233.9048,3085.8678,-3281.1270,2978.8143,-1246.8442,2606.8757,-5062.6773,-4169.2530,-467.8333,-5053.7617,3909.0720,2219.4617,4838.9640,5380.0143,-4576.0369,-6529.7579,-487.3648,-5280.1848,46.1694,2965.7963,4980.0224,-1611.9074,-3070.5956,-4010.0609,3589.1842,6176.7566,-954.8324,-3625.6335,305.5131,3243.5894,0.0000,5044.9036,4485.9443,-5259.0071,-5680.1088,2220.9924,3599.6769,-1799.3674,5939.4096,5486.6537,-2994.2767,6630.0370,3920.2521,1572.4251,-119.0378,6088.7532,-3468.6487,-5291.6432,3648.4715,-1777.1103,2504.5702,-1578.6263,-3864.1052,-3239.2179,-6871.7484,-5624.9063,4472.2654,-1881.7461,-3990.9668,799.8710,-3977.2383,-2366.5456,5499.2173,4324.2474,-3734.7412,5120.8362,5191.5827,-2138.2923,4178.6816,-2973.9051,-5047.4473,5613.3904,-5541.0318,364.8397,6800.8878,5546.6720,3643.7511,-21492.8151,-44472.3377,-42010.1636,-34762.4581,-42491.4355,-38340.1814,-39466.1936,-39264.8424,-224621759.7089,-224645651.1390,-224614650.8999,-224601270.1647,-37567.7313,-224606183.2700,-4190.0269,-2724.2431,146.3900,1005.4111,2146.2565,3839.5013,2748.0036,-2630.1219,6449.8428,5829.0688,-1162.9272,-4737.6201,-1600.1237,6091.2844,1820.9817,-5480.3425,5382.7228,-2747.0537,-6809.3192,1556.0616,-6447.4592,5606.2208,2208.8519,-1472.0454,-6185.2317,6078.0988,-6247.3063,6631.5920,-381.7772,5.2972,5463.5723,-6396.6494,-1921.5600,3487.3522,3960.5278,-3397.5965,316.3230,2003.8929,2007.2456,6694.8356,-308.0911,-6233.4828,-2866.4852,-4194.8290,-4005.0993,3611.3505,-2837.6650,2751.1069,-3153.1443,6176.3069,-2995.5520,-2713.8103,-4618.6513,0.0000,-572.0216,18.5399,4513.5758,2293.8505,6405.1321,-5357.1951,-4756.1258,2671.7244,3020.7913,2976.3258,150.0075,-3258.6747,-4190.0064,-5694.3734,-3269.5444,-5049.6631,-1162.4651,-5576.4791,3027.1529,3918.0244,5527.4084,-3545.2098,-3517.1203,770.9409,-777.7166,1607.0631,-1722.8910,-954.9530,-5088.7456,4744.0508,4514.8353,-1231.1120,381.9135,-3381.6350,-447.0097,1741.2210,6034.8229,1396.2315,3213.3470,4206.0343,3782.1329,4088.2464,4353.1405,587.7220,-2391.5132,-5899.9864,-398569.6622,-408079.4310,-390562.0612,-389936.2362,-389737.6692,-390180.2991,-398524.4067,-394286.5513,229423486.3818,229427965.9648,229442936.6157,229428478.6280,-394167.1570,229435514.1063,-5512.3815,6187.1088,4710.2733,6470.3674,-4595.9965,-5482.2184,2097.1009,3144.9838,2408.2194,-2247.9931,4532.0792,5004.9105,-4890.3757,-197.6683,4081.9676,1099.6138,3566.9228,3959.8971,305.2448,3543.1468,-212.9468,3310.9906,-5201.1817,5313.3573,-459.9709,-679.3950,-525.7291,-1600.6898,6416.6890,-4738.8275,-833.8931,-2657.9801,4365.5177,-4554.2027,-5243.1582,-3604.3955,4349.0476,-4654.8458,1139.5278,-1818.6560,4350.5921,3069.2703,-5478.4288,-2416.1184,5397.7553,5033.7477,-4676.1829,-5245.3840,-243.5251,2721.6166,-5134.3398,-6397.3188,4028.8379,0.0000,4551.9585,5281.9012,327.9352,3248.4972,1461.7958,2536.2953,-4623.2343,2359.1762,2994.2549,-5489.2195,-2045.8405,4695.6814,5164.5392,3958.1327,-710.1412,2802.5013,-4365.9171,1899.7844,-5937.1649,-5136.9693,3877.5512,4507.2664,5026.8701,242.4671,-3787.2006,5019.9950,-6470.8742,-5342.3191,4637.7047,-2544.5910,-4709.9536,-4038.0839,-5429.6778,4638.7090,4648.7484,4279.1642,2620.1469,-5398.3120,-5379.1145,2221.3695,-1095.9777,698.5524,-5374.6520,1129.8255,-3379.8749,-183.1082,91335.1224,88110.9746,84426.7685,93554.2587,89644.1679,79127.0166,81169.8814,87114.9666,-136588360.6342,-136616378.8632,-136578197.9637,-136603777.9589,86662.2006,-136593845.9752,
3600.000,3738.6162,-1062.9982,-5109.9150,-5454.7645,3512.4543,-5206.2442,3011.4742,-5002.6645,-1868.2424,-330.1499,6239.6819,3627.1075,6678.7310,1115.5084,-3641.1952,-1106.1223,-552.5684,-574.8290,2286.8215,5308.2400,148.1141,-1416.2096,-6557.2057,364.4874,-793.9778,495.7627,-569.7722,-1084.7491,2568.8821,6328.6507,1572.8654,2770.3019,3761.3243,-5584.5323,-5566.3100,-4367.8080,-2908.9850,2345.6733,3976.6965,1789.3172,2564.0933,2412.0144,451.7652,-3998.8987,4989.9398,1711.1256,3995.1036,-6461.8439,-4116.7120,-1757.8170,5744.4164,4055.4317,772.2719,0.0000,-3299.7162,-2918.7764,2988.3466,5080.7246,-3985.0280,-6.2840,5367.1284,-4515.1206,-4210.3922,-547.1700,-4636.6348,-1524.7292,3170.0516,3621.3514,-5375.7939,4035.1570,6853.7818,-2227.4339,-3014.3507,-4712.0252,-966.6132,6339.2002,4568.3448,5322.7102,6387.3666,-3733.0747,5700.0090,5322.0650,3209.6417,-749.3427,-1393.7117,-6021.8267,-3539.4009,4248.7863,-3875.6185,-2165.3442,-980.6472,-4213.0211,-922.4205,1662.4254,-4832.8327,2954.5460,-4348.7086,-4850.8772,-1876.9803,-1017.2092,80223.6340,58700.1627,59581.3521,66045.1976,57436.8705,61514.7916,61761.4919,64661.1099,-276360511.0457,-276379620.9168,-276360093.6604,-276334461.1119,62956.4084,-276345105.8730,4751.8590,6205.2209,3600.8428,1552.5201,-5474.0960,-1294.0056,-4347.0572,4483.3750,-4070.0348,-5241.9811,-2079.9085,5623.6652,-860.4410,-5470.2119,2024.9690,5519.7426,-6799.6433,4113.7379,4663.6097,-3947.1855,5295.6549,-4875.6411,-36.6660,-1036.7393,5384.6594,-5777.1329,6236.7665,-4769.1329,-1433.8602,-2542.8367,-4989.9499,6293.5766,-1942.3826,209.4090,-3389.2876,5338.7015,3079.7141,-5727.4993,-3181.6968,-3099.6368,-3420.1011,3595.0867,5700.7638,5359.4361,1307.3834,-6455.4690,-2253.6940,-886.5742,4572.6383,-6472.2896,3842.3207,1321.4144,5148.9389,0.0000,4777.6269,3962.5532,-5420.6515,-4722.6002,-3775.3560,5168.3771,2309.3290,421.0900,-5045.0539,-5350.9859,2566.0701,6110.8199,3848.4676,3702.6500,585.3886,427.7207,1149.5433,6112.5663,-1829.8047,-148.9941,-6826.6574,2662.6866,-525.8994,-2201.0789,-2379.2067,2718.6840,469.9073,-3354.5707,4762.7511,-3953.2955,-5750.9727,3426.4181,3737.6386,-1301.1305,4271.6633,1109.4084,-4289.1581,2745.7408,-5006.6196,-4976.6528,-760.0540,-4388.5886,-2625.9706,1470.3818,3734.6312,5900.1754,-390468.6315,-407354.4402,-386424.4584,-387679.5552,-386935.6459,-386646.4681,-395025.0270,-390649.7228,163432915.5419,163429803.3991,163450648.1164,163443450.2672,-391276.6837,163446093.9647,3356.2108,-2953.7681,-3020.5959,-4018.7592,2401.0990,4357.4700,-4499.3537,1357.4565,-5282.0661,4536.0309,-2228.7572,-1810.3140,1219.2920,4097.4964,-5532.6746,-4061.1629,88.4077,-5457.8202,-4440.6167,1308.6577,4322.9201,-4732.1744,2236.0130,-6875.7700,4274.0670,3806.6578,-2994.4566,4902.5390,-6293.2312,1218.6835,4521.9771,-940.8470,-5526.0186,4103.3757,2349.2886,-568.7677,-5493.1106,2862.8669,-4702.1002,5950.3695,-5365.6423,-5447.4103,3768.2597,-1873.5292,-4620.4683,-1831.5355,4980.3006,2304.0367,-3212.3088,1236.6378,825.6153,5484.3816,-4591.3920,0.0000,-3597.1735,-4898.0845,3129.3715,169.8156,-4244.3257,-4631.1032,3601.6357,-5247.7412,2241.3130,4342.4068,4471.5287,-2914.2084,-4689.4782,-4624.4609,-4362.1298,-5389.1887,-316.0235,2384.3281,5916.1476,5060.4359,-793.7768,-807.5409,-5212.6021,3824.7689,235.1082,-5160.4440,3948.4901,2388.7726,-3899.8432,5336.9478,3611.8338,62.4661,4655.3926,-5230.7229,-3858.5393,-6517.2199,-5349.0249,4804.5208,4692.3622,-4542.5954,4791.3677,-4470.2055,4689.2745,-4718.1177,5501.4395,3496.9310,89930.5505,86568.5472,83516.1331,90695.6932,90077.5197,79774.5878,77588.7868,84985.6612,-136561113.5587,-136587894.3552,-136550018.1857,-136571612.5179,85187.6543,-136563641.4819,
7200.000,-5472.5247,1005.5097,3920.6267,6562.6514,-1595.4643,6872.5022,897.5993,1717.4298,4842.6149,4088.8249,-5397.4769,-4677.6812,-5460.9729,2445.2954,1942.2004,-2783.7518,3067.8239,-3480.6723,-4320.4529,-1467.8853,-3653.5361,5014.4565,6449.8158,-5286.8936,-2781.3307,3120.2697,-2650.2043,4162.1492,-6494.8272,-5064.0519,2462.5848,-4250.1926,-2490.1960,6037.6807,6320.4012,1873.1475,546.5548,220.8637,159.7460,163.7103,40.4699,-5148.5615,-2618.6757,1002.1486,-6813.1937,-126.8578,-3273.8628,6580.2457,331.1794,3971.7869,-4869.4529,-6709.0926,-4289.6154,0.0000,914.3147,1530.8192,793.7655,-2531.0206,5308.0997,-3904.4611,-6865.3151,2436.1181,658.6621,2860.0404,1587.8434,-743.8841,-6105.3511,-6318.8148,664.6890,-3846.8119,-5015.9758,-753.0630,6341.2095,6082.0410,2975.0780,-5964.3290,-5394.8523,-1569.6526,-4022.0352,2898.8966,-6894.7699,-3791.5150,-5862.2235,5500.2220,4083.2903,3969.0231,2695.2481,-4202.6795,2144.4215,-221.8667,4640.9851,3973.0479,3583.7167,2404.4190,2881.6551,1307.9510,6731.0997,1419.4657,-2138.3708,-2601.9196,176236.4266,158726.8479,157427.8447,163005.1183,153841.0341,157529.7972,158713.2219,158194.8083,-309245986.1753,-309258929.7316,-309250564.4435,-309219543.4968,159603.0380,-309231262.9237,-4147.5116,-6579.1056,-5705.0723,-2146.3195,6637.3526,-584.4875,5444.4696,-4445.2394,865.0155,3781.1586,4130.4342,-4454.9913,2464.5739,3384.3323,-5618.9465,-4404.4106,4847.7206,-5029.9959,-347.7177,4223.0769,-2216.8149,3472.0706,-1472.3610,451.3260,-3171.7946,4077.6993,-4347.6772,1749.8400,41.3620,3639.6774,3505.9057,-3790.6010,5480.3489,-3203.0461,2068.8618,-5030.9627,-6073.3885,6737.1897,4369.8888,-1951.3556,6346.9059,-460.4083,-6305.8510,-4681.3341,740.2105,6443.6474,5798.7692,-645.6547,-5062.6445,3529.1969,-3045.1238,-1141.8655,-4898.5161,0.0000,-6763.3378,-6583.0955,5021.8682,5429.8045,-90.1884,-4170.1202,214.7331,-4216.0559,3073.3422,6279.8244,-5268.3485,-6867.4081,-2978.5596,-1368.5011,950.1920,4447.5494,-470.9733,-4466.0147,1739.9269,-2718.0676,5618.9013,-815.6001,3713.5707,3839.9257,4269.3237,-5927.2745,-335.8549,4888.9489,-3619.9587,2190.3357,5598.0627,-4100.0314,-6296.5351,4995.4050,-6554.9289,-4838.9317,1938.8565,-5518.5705,5814.9439,5029.9195,-3514.3041,4044.1633,1158.6006,-4133.6709,-5050.8257,-4368.9813,-356915.7733,-380668.2593,-357426.3479,-360373.1603,-359255.1714,-358730.8488,-365857.0483,-364183.6627,86298810.9207,86290045.6421,86311765.5851,86316958.7847,-363132.7021,86312962.0528,853.8962,-2015.6828,-491.1273,-796.6435,1224.9067,-543.2349,4201.1850,-4936.7689,4856.3171,-4155.0215,-1418.0935,-2517.0898,3299.0067,-5538.7452,3532.2629,4573.6647,-3698.0687,3083.4238,5266.5426,-5054.9396,-5352.3536,3297.0651,2057.5426,4491.4901,-5500.7960,-4674.1466,4707.2859,-5267.7577,2455.8774,3012.0394,-5443.2665,3958.2562,3475.0902,-1206.1076,1942.1012,4357.4838,3286.1791,1055.2544,5361.2137,-6673.3828,2582.3007,4638.8830,580.6245,5015.5773,952.6351,-2534.4622,-1257.6915,2035.6099,4724.3590,-4283.3134,3924.8427,-1429.9853,2388.8451,0.0000,-60.9686,1559.3161,-4726.6873,-3504.1203,4455.3113,3926.1955,-118.7646,4919.5216,-6197.0760,-528.1152,-4232.8518,-638.0020,802.3269,2514.6710,6837.4044,3288.3105,4788.6894,-5254.7134,-2075.7185,-1898.2965,-2783.3070,-3423.7994,2303.6816,-5544.4992,3472.0131,2077.2511,829.3794,2643.5438,802.4365,-3123.9609,-356.6232,3919.5454,-1172.3081,2080.8793,729.0194,4982.2650,4743.5426,-1505.7724,-1183.4234,4119.7429,-5137.7477,5452.4229,-1127.4141,5354.4252,-4223.1293,-4723.5358,88466.9817,85000.5551,83046.9065,86904.9216,90008.9275,81309.8592,74776.7145,83539.4712,-136533990.0947,-136559223.9644,-136522649.5024,-136537637.7013,83706.5532,-136533396.8864,
