sl_100_86400_20240714 Coordinates.csv
2024/07/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:42 2024,
Start: 2024/07/14 07:47:00.00, Stop: 2024/07/15 07:47:00.00,
TIME_UNITS,STARLINK-30068 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-1867 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-1590 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-1572 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-5896 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-11102 [DTC] - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-1707 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-30379 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-4479 - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-30230 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-11241 [DTC] - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-6312 - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-30898 - X-Coordinate,STARLINK-30353 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-3504 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-1484 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-3506 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-1867 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-1590 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-1572 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-11102 [DTC] - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-1707 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-30379 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-4479 - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-30230 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-11241 [DTC] - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-6312 - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-30898 - Y-Coordinate,STARLINK-30353 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-3504 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-1484 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-1867 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-1590 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-1572 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-11102 [DTC] - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-1707 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-30379 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-4479 - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-30230 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-11241 [DTC] - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-6312 - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-30898 - Z-Coordinate,STARLINK-30353 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-3504 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-1484 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-295.6625,-6061.2939,6681.7514,-3455.3521,-6101.7026,-4107.1279,4969.8017,-1734.2688,1610.3944,6452.3903,-3900.8114,3987.9027,1399.9160,-4360.8651,1028.9546,-2871.8647,-4067.4216,-4443.2534,4391.2203,-5114.5569,-4219.8001,-298.5636,-4011.9327,2287.4434,708.9620,4053.4644,2445.9267,6389.3987,-687.1257,6064.7963,2993.9963,1709.8311,-520.9030,1929.9413,-2494.0483,-4420.8066,-2043.3817,-4764.2259,3820.2313,4557.1839,-3532.0629,-364.2569,-763.8416,-4373.2291,250.0218,-1589.0438,-689.1801,6462.0248,-3092.0587,-1049.2627,-3610.5922,-1373.1157,6585.6889,-4334.8350,-5627.3698,-4973.2063,-46.7157,279.4156,5929.4008,-2205.8462,-3228.4826,4410.7837,2643.6170,-2746.3329,-5166.9910,-1894.1487,-4156.2486,2191.8572,3617.5565,-5786.6975,-6040.1347,3895.1541,5061.4686,6641.9160,-5526.8533,-3169.2193,4274.8370,2560.2969,-3530.8834,3402.5189,-224.1665,5101.7611,-3448.3835,2555.6997,-1846.9650,-3248.9959,-4573.5248,-3533.2682,-2727.8133,4787.9200,4434.2285,236.8492,4182.9407,-4285.5264,-1701.6565,5605.1085,2913.8034,6211.7869,-6803.0045,1710.8534,338714.5321,374193.9903,358033.6779,351648.5362,359297.9894,355541.5318,358487.0033,354792.6963,-238159642.7271,-238102274.2724,-238159489.3248,-238140882.5395,355675.9462,-238150090.8199,6691.1116,2481.1731,951.5705,-3406.6184,3247.1273,-631.3615,4743.7084,4772.7588,5556.9029,2492.8269,1392.2358,4750.6233,-6773.5167,1029.3493,-4630.1095,-5551.4786,-2181.4208,-5091.2201,-2711.4389,-2148.0527,-3864.5719,-4775.8625,1942.5008,4676.2130,-5021.2321,-5372.3292,-6393.8486,-254.0634,2925.1180,1581.4394,5054.6533,-4019.6817,6008.3279,5150.3392,6041.5654,-4671.2547,6611.8777,-2667.0221,-3218.9962,3553.5931,-4759.5627,-6523.4788,4103.6220,2710.7595,-5865.5319,2224.7655,-5032.0610,1121.4967,-1000.5773,-4413.4566,2156.4692,6467.9476,-1516.3179,-1609.0804,-3894.1511,-4518.3295,-4212.2433,6555.4293,3254.1230,-6410.7499,-1680.4928,-709.0462,3109.6180,6271.6005,321.9748,6497.9677,3468.4850,-4747.2224,3638.2247,-3431.0388,2600.8801,5486.7040,4714.4540,-1724.8256,2358.4222,4160.3420,5282.1429,3900.0321,5279.2986,4264.7637,6156.3004,-3708.2438,-2467.3407,6324.2671,-6659.0341,4852.3593,-1029.9261,5854.0492,-3082.9417,3102.0577,5168.3594,4174.4094,-3422.8548,-167.3779,6742.6987,-520.3190,4070.3613,2821.3501,78.1962,6205.0017,169482.9554,174460.9730,163657.4293,165617.7203,163310.7208,164680.3430,172638.1848,168523.2129,16204306.4588,16190205.9528,16199163.9129,16189059.6051,168931.9344,16189982.5653,-1810.0650,2049.8574,1592.2704,-4964.4754,647.3701,-5488.8307,893.8501,-4732.0206,-3679.7631,-70.6787,5534.9053,3059.9787,451.1196,-5291.0655,-4769.5227,2356.7813,5146.4198,-1637.5271,-4536.4992,3961.8941,3882.1424,5035.8576,5283.6756,4578.0409,4724.5773,-431.7112,-532.9143,-2675.3559,6261.1557,2969.3357,3647.5084,-5364.6195,-3425.1953,4213.6732,-2350.4336,2592.5998,58.7154,4135.8747,4636.3621,-3869.6760,-3575.2174,-2283.6580,5509.8996,4503.3565,3689.2438,6381.8740,-4732.1621,-2275.4595,-6140.4172,-5228.6250,5485.7015,-2104.2793,932.2184,5138.0994,1135.5287,1645.7500,-5493.3289,2196.9807,-1625.9763,1460.8974,5912.4667,5035.4943,5341.0874,1112.2135,4599.2960,-1451.0137,4300.8762,-4567.7926,-4675.4564,-1725.2653,2242.5073,1633.9171,-209.5999,-970.6284,-3445.3408,4523.0113,-639.1414,5102.3840,2779.6631,-4293.3074,-2942.5144,2582.0411,5498.6194,1341.2187,345.8354,3599.9755,4831.2513,-243.1699,-5485.6058,-3932.6773,-1230.6565,5503.8017,4365.0457,5437.9201,92.3302,4018.4077,4735.4253,-44.0668,-1452.8472,2536.4488,-77165.8740,-80509.2820,-82552.9482,-73902.0372,-77055.6376,-87693.2009,-86359.5859,-78999.6375,79112035.5574,79092102.8778,79090419.8331,79099866.1518,-80467.3369,79101037.0252,
3600.000,-2391.5070,4771.0959,-6506.5622,4476.7198,5352.9334,4269.7986,-4790.2953,-2027.9417,-3732.9088,-5587.3074,2534.8475,-4143.4649,622.1934,1879.8402,2056.2835,3961.0665,6600.2082,4125.5946,-1067.4886,4616.6636,6209.2657,1068.9580,3565.5208,-5560.0687,3170.0277,-1191.9646,574.5386,-6473.8437,-1091.9248,-4721.4802,-4975.9260,1131.4464,-1171.9347,-3923.6591,-854.7781,6104.3159,60.5366,3796.4371,-397.7465,-5570.6585,5433.5849,1917.4101,-3440.5014,912.6658,3240.3657,-2894.0544,4441.4199,-4853.0554,4660.5969,4435.5368,799.6444,-1692.1839,-3872.5427,3860.0125,5544.2925,5599.0320,3872.7420,-2363.1785,-3889.3133,4045.3097,1752.2035,-1277.0678,-6253.2308,-204.7722,6268.1850,242.5686,-36.7153,835.8671,-6272.4287,3675.7183,2914.2532,-4819.2855,-5131.0313,-5349.2372,1877.5511,2048.1821,-5430.3378,-4702.4857,1675.9242,-5296.1955,-2582.6374,-1000.6898,2005.5308,-2371.8728,3037.5581,1026.0670,2795.8822,890.5946,5924.5885,-4062.6114,-5076.6389,-4139.4523,-5152.4120,5195.8120,1002.6369,-2520.0327,-5801.8664,-5780.5642,4192.0035,-3242.3924,285780.5140,317789.2731,302279.5509,297272.9105,305505.6082,301774.9101,303383.6942,301910.1249,-234189116.4275,-234134796.2487,-234194405.7090,-234173100.2508,301364.5159,-234180483.7048,-4808.8205,-4584.7513,1237.1511,-751.0106,-564.7799,-3694.0420,-2076.4442,-5719.2919,-1720.1890,-391.3310,-5217.7896,-970.0954,5414.9009,-4564.3597,6370.4865,781.5070,64.8066,4520.2369,5580.2700,-2474.7946,3049.7250,6834.7378,-5398.8369,-3410.8682,5170.4658,5148.9094,5646.3112,1852.5895,-6083.9466,1922.8022,-4783.5675,6276.3283,-6792.6490,-1507.3190,-5151.5202,3143.3914,-5674.4373,-1788.4356,6044.1219,-4049.1727,4238.5283,6309.4168,-4310.4697,-5602.8339,3951.4961,-3112.9185,4221.9795,1959.4365,4691.6577,4800.5565,-5348.8935,-5001.0109,3791.6656,-2762.9340,865.0944,3051.3998,4722.2158,-3909.6162,-1364.8460,5194.3860,-2723.4479,4920.8860,-350.0109,-5615.0470,-2783.8792,-6288.5696,-4209.1748,6487.3853,-1107.5649,4733.1961,-2208.5405,-4199.6797,-2558.6333,2970.8561,-3732.6474,-6560.3390,-2610.6813,-64.9786,-6686.4174,-661.9138,-6237.6667,4902.7403,-1875.5314,-5495.1827,4535.4542,-6788.7917,-3942.9724,-5200.6304,209.0121,909.2700,-3554.0694,-4395.7496,4656.4368,-3417.5673,-5188.5662,3306.5771,-3552.9882,281.5527,-676.1562,-3016.5324,248229.5853,261958.5638,246852.9183,250136.1304,247133.0371,247853.1191,255969.8793,253363.3977,-46024295.0779,-46026210.6429,-46033087.7571,-46032824.4315,252779.0553,-46038367.8066,4381.8955,1828.5982,2058.0303,5239.6127,4373.4427,3920.7050,-4558.7861,3352.7406,5476.1454,4053.3934,-3778.3384,-5459.6790,-4284.6513,4854.5494,552.2432,-5324.1466,-2084.0565,-3308.8178,3847.4538,-4376.8436,169.6284,-688.3324,-2459.8284,-2374.5015,-3374.7078,-4191.3848,3856.1672,-1640.8952,-3189.7439,-4711.6837,488.7667,2661.2085,-745.5787,-5517.9964,4567.7731,998.0810,3954.7489,-5423.6440,-3148.5103,-978.6423,-619.7249,-2099.0738,-4183.6974,-3796.1457,-4697.7966,-5507.1904,3243.5213,4551.6447,2114.0854,2260.9392,-4320.7201,4492.0501,-4148.9732,-5037.9720,-4083.5420,2681.4395,3244.1945,-5203.3154,5588.0537,2181.2364,-6157.2467,-4427.3438,-2471.3540,-4072.2093,-1008.1652,-2883.0144,-5495.0136,2306.8916,2739.0282,-3516.6790,-5920.3127,2660.0728,-3877.6599,-3255.8479,5513.6466,-820.9618,-3207.4043,-5081.0250,778.6955,4425.2673,-987.1811,-4636.3177,-6393.0114,3522.9189,-4255.8623,-103.9228,-4699.1369,4348.1965,3432.0311,5528.0483,-3081.0070,-3384.2699,282.9156,-3069.3621,4505.9312,-5536.7825,-1140.6498,-3616.3138,5493.6118,-5321.7393,-78996.1307,-82157.9419,-83286.9561,-76914.8140,-76758.5589,-86925.6292,-89815.3203,-83597.9795,79135141.8558,79111871.0799,79118273.7016,79116289.7102,-81955.5325,79123107.9464,
7200.000,5125.8467,-1110.7361,3963.8890,-5099.0394,-591.7538,-3570.8210,3773.8086,4536.8238,5522.4298,2992.8408,-1181.3317,4117.2845,-3477.9386,72.3090,-3564.2313,-3997.5896,-6358.0539,-2699.3131,-1867.9385,-3047.7596,-5486.9278,-1093.5908,-2241.8701,6665.6822,-5546.9190,-3361.6223,-4148.4785,3725.4467,1322.9965,2652.3539,4882.6184,-2729.4340,2564.6921,5667.9606,4476.6247,-5662.5024,2987.5883,-2585.1689,-2476.6196,3982.2489,-5043.6506,-3239.9132,5764.6419,2162.7958,-6107.3280,5333.1859,-6401.7687,2299.6165,-2468.9743,-5481.8028,1220.3859,4923.8021,-529.8403,-3198.2813,-4279.0041,-4361.6586,-5526.4750,4798.5063,1368.2993,-4921.7464,-1467.1319,-1322.8633,5932.5440,3744.9429,-4817.8665,2306.7094,3870.8396,-3018.0616,6791.8442,4.4609,1712.1421,4358.6363,3913.2240,1667.2943,2086.2179,-246.5703,4677.9511,5998.6909,1020.7802,6166.5400,4361.3966,-3474.2186,-1707.9744,2208.5891,-4163.2624,1652.7181,-784.1904,3177.9009,-6548.9573,3233.3312,4245.6813,5837.4943,3460.6541,-4626.7300,1570.2796,-549.0302,5863.7637,3126.3511,-108.8238,4879.4312,215180.3985,241348.1457,227279.9556,223733.7769,232209.1070,228787.1732,229332.2742,227706.8338,-214239476.7667,-214191247.9609,-214246499.8636,-214231007.0185,227769.7250,-214231720.2644,1764.8179,5104.7124,-3508.1144,4049.0409,-951.3915,5880.1389,-2063.4322,5249.5830,-2178.6353,-2890.7657,6809.6116,-3323.0588,-2372.2160,6770.1113,-3909.2660,4358.1756,1483.2621,-1102.2052,-6589.2174,5917.0244,-820.8205,-5515.1924,6261.1600,1449.4590,-4165.0547,-2703.7261,-3076.3884,-3120.2148,6599.3765,-5289.5315,2280.6284,-6122.1061,4657.3406,-1956.3558,3388.2593,-208.2928,2884.2067,5657.9331,-6315.6875,2263.3387,-1720.3817,-3277.0793,3818.3855,6489.2273,-1590.9237,4230.2043,-2672.5567,-5096.8558,-5687.4371,-3663.9704,6794.7863,2513.8114,-5316.4025,5866.9458,2989.8154,337.1171,-4040.6709,270.7674,-2479.3991,-1851.7679,6184.5245,-6606.1213,-1825.5564,3629.5668,3806.3518,3639.3260,4715.4235,-6107.0636,-1147.1799,-1939.9460,2739.8664,665.2490,-1355.2259,-3893.6491,5088.5929,6016.7928,-1770.1657,-2881.0603,5657.0020,-2542.6015,3191.0386,-4933.0774,5715.7384,1672.0171,-457.1206,5683.6731,6675.9457,2876.1431,1747.0610,-4839.9924,-129.4284,3613.5891,-3647.2128,5027.1738,1799.9981,-5874.6316,1687.5469,-4008.0572,2738.6304,-1024.6798,311438.3990,332232.3212,314050.2220,318498.0742,314882.6769,315541.3443,322405.3068,319680.1040,-105091550.2234,-105082989.9396,-105106373.4043,-105097814.3082,320169.0960,-105105909.0014,-4334.2934,-4461.0867,-4488.7424,-2406.4614,-6856.5138,254.9403,5422.9983,25.0725,-3432.4324,-5530.5917,-343.9948,4449.9541,5497.3065,-1486.8842,4143.7578,3057.3258,-2296.6096,6300.0766,-521.2923,1487.9373,-4139.2387,-4099.0544,-1915.5037,-1271.3706,-21.9671,5172.6325,-4530.6766,4930.0286,-1762.5516,3612.9178,-4344.4942,1688.8649,4441.3127,3471.8596,-4092.4725,-4008.6517,-5541.2669,2870.2211,-722.6297,5218.7249,4404.6249,5152.6288,237.8721,322.1573,2871.9309,1417.5179,175.1657,-4108.2975,3118.1152,2091.6048,450.0980,-4197.7084,4232.1471,1785.1915,4559.3067,-5365.6279,1000.5413,4971.6189,-6354.6933,-4529.9057,2812.8446,-56.4095,-2605.3728,4564.0994,-3219.0543,5407.1257,3254.9805,1318.1006,825.8610,6658.2587,6146.5562,-5345.8192,5534.6483,5474.9718,-4212.6938,-3413.6114,4631.6652,1888.7888,-3887.8347,-1924.2661,4156.9708,3163.8725,3565.3178,-6381.5218,5498.2880,-3482.7433,455.7458,-5338.3676,1018.8582,-3760.9487,5452.5971,-862.2736,-4810.0294,-1179.0918,-6534.9783,3608.4281,-3220.6175,4539.3306,-6394.8452,4790.2345,-80861.6483,-83798.0167,-83657.5157,-80862.8995,-76953.3301,-85241.6484,-92506.3532,-81740.9441,79157437.3080,79131662.1590,79146756.0991,79135065.2406,-83437.0981,79145147.3635,
