sl_100_5400_20240716 Coordinates.csv
2024/07/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:24 2024,
Start: 2024/07/16 07:47:00.00, Stop: 2024/07/16 09:17:00.00,
TIME_UNITS,STARLINK-3709 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-32207 - X-Coordinate,STARLINK-31421 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-30941 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-30233 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-30123 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-11170 [DTC] - X-Coordinate,STARLINK-31734 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-31370 - X-Coordinate,STARLINK-11176 [DTC] - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-31084 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-3503 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-31279 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-5645 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-31898 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-32207 - Y-Coordinate,STARLINK-31421 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-30941 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-30233 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-30123 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-11170 [DTC] - Y-Coordinate,STARLINK-31734 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-31370 - Y-Coordinate,STARLINK-11176 [DTC] - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-31084 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-3503 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-32207 - Z-Coordinate,STARLINK-31421 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-30941 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-30233 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-30123 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-11170 [DTC] - Z-Coordinate,STARLINK-31734 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-31370 - Z-Coordinate,STARLINK-11176 [DTC] - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-31084 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-3503 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6432.9518,759.7122,5739.4558,3666.2491,6335.9468,4858.9113,-179.5201,1858.5094,5066.5557,-4426.9405,3615.3933,-625.7781,-3040.4459,-6731.8927,-2176.1061,3808.9379,2482.3582,4685.3255,3303.6995,-3753.8541,-1944.3413,3473.3741,2821.3352,6366.0287,-396.7238,4119.3665,-834.9129,-4265.6465,-3060.5992,-2177.4773,-2925.1023,5047.4514,-3087.8302,-2094.4394,3542.6230,-1353.5878,-6200.0241,-4012.4105,5648.4656,-484.8121,4293.5825,5633.9468,2451.7366,-3197.9666,-6476.6033,-5976.8501,4572.0048,-3299.9277,-3826.5574,-2087.9242,3121.0893,-967.5123,-4684.4282,-3822.6243,4297.4238,3619.5561,-3541.9054,2216.1711,4034.9114,4492.2101,-6523.3698,-6327.8888,3984.7435,1458.3072,-1998.7326,4113.9576,-2227.9790,87.4567,-6047.4434,6584.2211,-5259.1524,3417.4796,-3652.8569,222.4488,-2631.0753,-215.9005,6055.2331,-3465.1881,1120.0556,2615.6811,-1162.4245,347.3790,-1311.6302,-1487.0533,-5487.7741,-1285.3201,4432.2273,5205.1768,5747.0245,-6574.2853,741.6694,-4930.7508,3669.9500,5606.8201,5768.3734,2908.0410,1242.2948,-1169.2388,5212.7657,615.0170,349621.3941,378993.6430,369833.4598,363394.8299,371121.6762,367321.4501,369986.9679,369101.2377,-236545913.5412,-236482705.9015,-236535662.5303,-236531891.9260,367307.6114,-236530820.5934,-2099.8815,-4625.4484,-2003.8158,5865.4019,-2445.3982,4049.4145,6579.1689,-4161.8175,-4223.5355,-4259.4136,-4522.4687,-5038.6578,-4112.2927,606.2979,-5266.6107,4867.1462,-4971.3053,3521.9807,-3025.3532,3363.9044,6590.4512,4568.8669,-4249.1239,-899.5901,-5120.2879,3595.5771,-4056.0433,647.3440,-5238.9943,-6470.0085,4633.8082,-336.1789,-5996.4023,3578.3503,-5321.7692,-6094.3790,-2760.5823,2085.5069,287.5867,-5553.5286,-884.5270,-3910.9060,5583.1435,-4438.9893,-481.4932,3477.4442,-3453.3471,2567.7415,-3350.0953,-4985.9496,-5921.4374,1187.8349,-691.7763,3629.0037,1168.1362,-3909.7401,-4618.2815,-6483.7851,2756.0846,-3429.5717,1731.4412,-2668.3812,-5590.3330,3925.2817,-3619.1186,5290.8787,1020.1162,-6266.3449,511.9810,126.8553,4138.3114,-2405.1007,-2514.5876,-1152.5328,3405.7170,-4230.9635,1392.5673,-5531.5492,-5311.2096,-3657.7563,6834.9822,-4544.7855,-6551.1194,-6522.7069,1164.9113,-4936.0548,4267.2590,3331.1348,-1762.1255,-2217.8453,-4550.6286,-2787.6638,-2999.2607,3181.8509,-2664.9287,5128.9385,-4322.1285,3291.2745,2273.5491,6604.9874,30254.2550,37240.2877,20416.9029,22162.5240,20119.8241,21358.1905,29414.7095,25843.2906,13851790.1244,13843448.3093,13849288.1842,13849323.3354,25613.7072,13841137.6661,-1454.3078,-5005.5812,-3323.0248,416.3488,1360.5867,-2831.1648,2126.3865,5198.4614,-1867.8286,-3075.4449,3812.8812,-4731.8305,-4675.3790,1551.2213,-3962.8799,-2940.6625,-4153.8450,3688.0332,-5291.0673,-4669.3078,947.7900,3887.5551,-4594.4636,2299.1708,-4679.7216,-4259.9550,5534.7632,-5425.1348,-3366.8613,617.3859,-4071.0249,-4651.7920,-1553.2875,-5585.9465,-2679.7458,-3029.2476,1381.8578,5229.1188,-4003.4442,-4135.4853,-5380.8157,1029.7949,-3275.7314,4278.7914,2430.2014,-285.3894,3903.0955,5513.3598,4696.7417,-4337.0424,-1826.2844,-6777.9712,-5056.6072,4501.8986,5286.4335,-4475.1997,-3794.7759,-975.7882,-4914.7974,3997.6617,1554.9195,-987.6127,1001.1318,5540.4091,5323.7113,1272.9154,-6512.1530,2942.0538,-3356.8305,-2192.8373,1785.5943,-5528.5640,5313.3788,-6849.9706,5408.8949,-5484.2166,-3090.8759,-2300.8953,4310.8273,5128.1303,191.1533,5206.9414,-1871.6724,-1356.3763,3764.3501,-4706.6846,-3066.6520,-3132.5717,-3433.4679,27.5151,5150.0978,3852.7732,5034.7790,2574.3265,2591.5860,3646.4426,-5256.4786,-6017.1613,3930.6663,-1596.5648,-137861.7015,-140913.1287,-144422.8415,-135777.7111,-138922.9497,-149561.2875,-148235.8366,-142149.4478,80133675.6940,80118954.6073,80108779.5142,80114200.0021,-142339.0005,80124951.6680,
300.000,6087.9054,-1266.3327,4258.1633,4560.0178,5908.6572,5998.1936,1073.5807,-293.6663,3627.7091,-5802.8444,1632.2987,-2709.5299,-4782.9386,-6601.4129,-4014.5338,5122.6920,558.5115,4682.0236,1351.4709,-2247.3907,-468.2993,5136.0476,1773.8862,6440.7269,49.8911,5627.8333,-2903.0696,-4221.6825,-4133.6083,-3164.5634,-843.6073,4845.4881,-4205.0046,-1735.5546,2643.3939,-2824.6425,-6714.7854,-3544.5106,4589.0847,-2408.4767,4221.7186,4688.4602,3904.4174,-3031.5042,-6775.8694,-5141.3539,3717.2770,-1707.7190,-4142.6942,-3800.8239,1410.9433,-844.2487,-5513.1889,-2540.6723,5235.5156,1901.8334,-4478.8898,1047.3348,5542.8696,2644.2897,-5497.9130,-6414.0058,2433.1543,2977.2713,-3595.1234,4949.4056,-820.3892,-1245.6505,-6422.0791,6748.8778,-4588.5008,2151.2592,-5113.5342,2238.9430,-1185.1758,-2321.7257,5595.0930,-4676.4405,-976.1054,483.9149,355.0922,-1541.3199,-2707.5719,-2853.9817,-5748.3056,-3310.0788,5806.1553,5077.0120,5826.9400,-6725.1929,-1045.6036,-4683.1657,2955.3925,5783.7190,5274.7482,4623.5062,-897.5668,-257.0835,6361.1543,2107.9443,348822.9007,378180.0437,369042.9572,362718.7479,370499.1156,366681.5821,369245.6386,368398.7781,-236788589.9349,-236725515.2947,-236778932.1977,-236775248.5576,366634.7904,-236773557.5407,-3271.1272,-3944.1100,-2992.3650,5031.8428,-3589.9754,3274.2569,6825.3216,-4132.4714,-4681.2016,-3231.9709,-5004.5134,-4564.2869,-3619.3208,2129.6884,-4851.2309,4359.1398,-4654.5706,1662.5740,-3947.1946,4872.5188,6896.3486,3711.8027,-5718.1753,-2209.7684,-6353.4667,2829.7570,-3433.0658,2721.6843,-3597.2035,-5596.9411,4985.2689,-2446.8276,-5489.8863,5263.7046,-6332.7936,-4885.8865,-1651.6323,4028.6957,-1315.3450,-5682.9727,-2933.1240,-5086.7334,5469.7560,-2696.9991,1100.0272,4373.6801,-5121.2282,4043.1724,-1310.0340,-4960.5243,-6027.8234,-1087.4255,1055.3275,5213.7411,-622.3401,-3398.4057,-2815.3720,-6787.9909,1624.8236,-3966.5308,2749.8310,-1063.4173,-6020.4742,4718.8117,-2093.0019,3852.1969,2711.7840,-6692.5794,1939.4437,-1444.6764,5190.6745,-4127.2994,-1100.5212,-2033.3907,4891.7963,-4262.9710,-465.3893,-5070.5940,-4994.9212,-4062.5211,6796.7691,-5177.7589,-5546.4222,-5559.7284,2750.9711,-4328.1180,3241.2644,1594.2455,-3249.8085,-696.7023,-5378.2791,-889.0901,-4790.1508,3824.4018,-4232.7015,4532.4067,-4046.3625,4950.6953,1146.9416,5781.4460,37547.8238,45244.4542,28088.8408,29957.1643,27840.9592,29027.3398,37138.0082,33724.7457,8684550.7283,8677297.7721,8682084.4442,8682136.2329,33358.3094,8673963.8550,352.8695,-5465.4624,-4574.0278,-1387.8491,-444.7324,-1144.0798,357.4589,5534.0368,-3455.0523,-1751.8123,4509.4286,-4472.0370,-3468.9696,28.0033,-2919.1578,-1259.5294,-5114.6072,4821.5493,-5536.9542,-4291.6111,-596.4542,2812.7112,-3357.7580,537.1311,-2808.8950,-2890.9119,5251.0019,-4776.6197,-4258.2164,2369.6397,-4587.5339,-4214.6135,250.0611,-4202.1898,-972.8638,-4038.4895,-422.8957,4360.6319,-5023.1784,-3174.6486,-4664.6848,-513.3891,-1654.7607,5634.5463,992.6616,1519.2987,2834.8812,5349.5848,5387.9474,-2994.7264,-3135.1595,-6810.8845,-4060.0204,3797.7568,4471.7744,-5766.2455,-4505.0397,840.4761,-3829.4368,5017.5042,3186.2818,-2425.8754,2437.3137,4139.9338,5303.2958,2678.3996,-6354.2068,1270.7922,-1756.7098,-725.2633,-1.6424,-5134.8595,4533.6769,-6257.0080,4738.7935,-4945.7834,-4080.0883,-547.0207,4704.6432,5456.1714,-1342.5384,4326.6820,-3171.9123,-2749.4394,2249.4133,-4299.1087,-1741.2670,-4437.8757,-1842.9257,1550.2948,4216.7771,4917.4573,4019.0962,385.5029,1173.8320,2481.8395,-5538.8300,-4880.1409,2457.7644,-2949.6069,-137956.4863,-141006.7788,-144466.0021,-135962.0152,-138841.6170,-149491.4653,-148518.2104,-142712.6069,80135572.8568,80120471.7865,80110796.5306,80115980.1311,-142425.7786,80126666.3530,
600.000,5135.8769,-3191.1932,2362.2681,5016.0018,4893.9075,6539.1046,2215.8447,-2423.3602,1800.9296,-6596.1027,-512.6199,-4536.2193,-6045.1084,-5831.9011,-5455.6172,5901.7733,-1447.1970,4265.6598,-710.8058,-551.9494,1058.6686,6297.7675,584.0576,5851.3166,530.0593,6576.6721,-4694.3402,-3814.4455,-4848.5873,-3854.2229,1326.2810,4202.6345,-4906.4553,-1256.3327,1493.2581,-4059.6956,-6565.9046,-2773.7517,3110.8477,-4082.8883,3786.8507,3285.8225,4956.3015,-2628.1542,-6422.0500,-3785.8189,2529.8200,9.7305,-4109.9600,-5120.5070,-456.3336,-535.4921,-5828.9115,-1047.5273,5689.7419,-43.5750,-5028.5964,-234.9434,6513.7538,530.7542,-3925.5473,-5893.1538,629.7154,4157.1355,-4847.9656,5304.1991,603.8868,-2441.5989,-6172.2612,6263.3279,-3463.4941,723.8637,-6092.5003,4052.2205,332.4642,-4187.6427,4623.9077,-5418.4383,-2992.1262,-1691.7980,1850.9617,-3248.3038,-3872.3079,-3957.9624,-5411.8821,-5019.5639,6598.2516,4489.3922,5342.0017,-6230.4110,-2695.7101,-4006.3295,1992.8577,5329.3215,4262.3248,5882.9666,-2961.2316,619.9130,6879.4392,3414.9062,347873.6238,377196.2954,368088.9018,361878.3727,369712.2331,365881.6934,368340.7575,367401.1668,-236918398.5037,-236855482.6230,-236909333.9712,-236905736.6043,365798.7217,-236903429.0712,-4120.8383,-2917.6426,-3736.8630,3692.2200,-4383.4353,2187.0136,6393.2981,-3755.3100,-4696.4613,-1898.7517,-5045.6623,-3692.8875,-2807.0688,3446.5824,-3993.8590,3414.9489,-3931.5208,-383.0500,-4538.7410,5920.1354,6535.9339,2522.1510,-6610.5040,-3285.4658,-6895.2543,1816.7907,-2527.5764,4517.0610,-1613.8896,-4144.5207,4876.1955,-4309.3863,-4435.8551,6414.1176,-6714.4918,-3219.4958,-374.5896,5568.1155,-2834.2120,-5289.4821,-4682.8245,-5773.7683,4826.5497,-658.1674,2565.9001,4849.9164,-6289.8758,5160.1658,863.3117,-4473.7006,-5573.8778,-3239.0351,2665.0818,6305.5901,-2315.7535,-2611.2109,-748.2910,-6419.6293,375.1403,-4167.5448,3531.8302,663.8221,-5884.9203,5073.7820,-388.0842,2009.5727,4181.4751,-6459.9707,3158.0744,-2869.9823,5728.9964,-5470.4577,377.4348,-2616.8262,5919.4997,-3929.3473,-2305.4667,-4109.8774,-4238.3958,-4109.5718,6102.9504,-5337.2950,-4010.1396,-4032.3128,4023.0715,-3344.1515,1909.0936,-327.7697,-4399.1055,905.9321,-5705.6986,1127.4848,-6105.6104,4056.0986,-5369.6401,3519.4348,-3431.1738,6129.5460,-66.0332,4375.1609,44820.8265,53229.7900,35746.0671,37735.5798,35550.0433,36682.2196,44839.2867,41558.6659,3513313.3853,3507144.1085,3510855.5550,3510912.4358,41085.8436,3502789.1151,2122.0203,-5323.1570,-5335.6131,-3043.3361,-2202.3399,665.7223,-1450.0168,5274.2374,-4660.4272,-235.4059,4723.9588,-3736.0838,-1890.9681,-1498.2281,-1564.1441,561.7906,-5530.6443,5438.1227,-5192.1841,-3442.9502,-2076.9684,1436.9233,-1751.1730,-1285.0810,-639.3800,-1212.3159,4402.0397,-3617.7384,-4695.8702,3859.2807,-4591.1388,-3315.1477,2026.4508,-2373.7474,838.2747,-4617.3508,-2182.2790,3022.5545,-5505.9766,-1875.3738,-3452.1820,-2001.6966,144.2719,6392.1044,-551.0691,3160.2993,1463.4836,4611.7698,5501.5008,-1331.6088,-4109.5877,-6123.6909,-2628.5504,2687.5521,3175.4063,-6449.0245,-4737.2510,2566.1843,-2334.2441,5499.0089,4475.4986,-3605.2299,3612.9537,2299.8465,4667.6796,3782.8692,-5526.3378,-537.0309,31.3283,819.7455,-1788.7254,-4192.4824,3267.4327,-5002.1563,3558.3245,-3878.6626,-4634.6251,1265.7560,4595.5626,5173.0257,-2732.7406,2981.8547,-4133.7955,-3834.5861,474.6574,-3433.6688,-224.6374,-5268.3182,-54.1494,2907.3180,2829.1574,5437.7407,2570.7532,-1844.4424,-373.4395,1051.7193,-5226.5316,-3227.3237,719.8016,-3971.8755,-138051.4824,-141100.4810,-144505.1943,-136151.2463,-138763.7603,-149416.0817,-148794.4486,-143255.0160,80137465.7746,80121988.9564,80112822.8036,80117776.5530,-142512.4728,80128380.8201,
