sl_5_86400_20240809 Coordinates.csv
2024/08/09 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:30 2024,
Start: 2024/08/09 07:47:00.00, Stop: 2024/08/10 07:47:00.00,
TIME_UNITS,STARLINK-4293 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-1718 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-1718 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-1718 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-494.0178,4393.3034,-1306.7882,-1161.3059,-4442.8293,167811.4987,180657.1825,174253.1682,167725.7390,175659.4348,171712.2271,170888.2391,170621.3116,-215604327.7150,-215606370.8389,-215607748.9974,-215630967.4904,169965.8757,-215623231.9152,6507.3244,-4799.3807,4426.6371,-5014.5062,5101.6173,360487.9640,368885.3277,362571.2471,361725.6717,362938.0917,362549.4508,371002.3091,366462.5904,-12079157.9536,-12074145.0869,-12092073.6584,-12081643.8201,366460.2927,-12086775.6993,-2304.2745,-2202.4613,5020.4792,4341.9146,1486.6983,-32643.5818,-33569.7687,-34532.9686,-25966.2706,-29001.7276,-39653.5734,-38429.7589,-30812.7829,86879443.5805,86905187.6277,86894380.6776,86871460.6098,-32477.8471,86880851.3227,
3600.000,-1074.1586,-572.2549,-3428.8499,4152.5406,2915.9315,73938.8417,80409.5972,75277.8391,69460.3253,78199.5051,74566.7030,72483.8081,71310.7059,-205081745.6153,-205083824.2032,-205079936.4611,-205110288.3746,72039.4525,-205099810.8200,-6514.9155,5093.9205,-3405.4038,5304.3844,-5625.5186,394791.7545,400151.0337,392270.2441,393178.2570,394010.3151,393069.0369,401057.1107,397029.3084,-67504525.7397,-67493830.5626,-67512498.4253,-67514123.0248,397331.7509,-67512966.8119,-2078.0528,4559.2653,-4825.8248,162.0782,2790.4858,-34795.1334,-35231.8220,-35390.5455,-29151.1353,-28874.6026,-39015.6233,-42014.6698,-35729.4514,86879559.3022,86907421.0281,86894641.2273,86878340.7792,-34116.5446,86884006.4640,
7200.000,2775.7779,-3738.0064,6414.2002,-4511.9166,464.3447,-31592.5776,-24501.2834,-28434.3369,-33399.1712,-24197.3594,-27549.5903,-30006.1916,-29716.2411,-180566331.2271,-180570773.3137,-180562145.3473,-180590505.7881,-30466.9108,-180583315.0843,3690.3795,-4349.9086,2097.2957,-2106.8068,4341.7830,405312.9160,404395.4768,396707.6975,399274.5298,399626.0925,398800.0366,405171.5099,403355.8259,-118304648.4380,-118287865.3722,-118305654.8531,-118320320.0692,402502.0726,-118313429.6513,5143.5533,-3779.7801,1025.7831,-4546.2050,-5382.2351,-35497.0003,-36782.8559,-35903.9008,-33277.1237,-29243.4451,-37463.1781,-44841.3174,-34354.9749,86879934.9428,86909300.1294,86894354.0330,86886929.7737,-35752.4495,86887133.5162,
10800.000,-4744.0303,6315.3713,-5846.9081,3394.7240,-4401.5280,-136846.8968,-127767.1419,-130255.9982,-133326.8278,-124825.5471,-129772.3930,-129912.4881,-131419.7848,-143735545.2946,-143744826.2947,-143732354.6806,-143750707.1998,-130920.9987,-143751476.0317,232.4167,2670.9833,-1.3578,-3035.5512,-2602.1354,382329.9987,381012.8492,375636.4656,380858.4127,379227.3781,380123.7419,383402.8019,380514.6173,-161014354.7259,-160991952.1554,-161007840.9087,-161028915.3978,381658.3707,-161022936.6789,-5036.3266,371.0078,3514.5323,4958.9921,4665.4905,-35817.9532,-38024.6972,-36373.7465,-38432.7730,-30095.8640,-35423.1679,-46984.4929,-38659.8960,86880748.7009,86910888.2279,86893733.5397,86895234.7858,-37385.4334,86890232.4907,
14400.000,5871.2827,-6028.3068,2637.2241,-1802.6898,6743.2869,-230409.4153,-225092.7930,-223673.5276,-221725.6816,-217102.1862,-226003.5327,-220882.0793,-222736.2439,-97106732.6629,-97123161.2153,-97107767.0468,-97117276.8038,-222829.3612,-97121901.4476,-3196.8821,84.4103,-3137.5139,6403.2188,1128.7579,332566.2758,334127.6929,330392.6453,339243.2905,334036.7489,337575.0770,337391.2849,337701.7432,-192721634.4413,-192694997.3557,-192708546.2654,-192726061.9990,336171.2614,-192729562.7848,1780.7107,3276.5757,-5463.3782,-1082.2522,-1116.4603,-36582.8135,-38481.2634,-37111.6723,-40347.4859,-31438.1907,-38395.7328,-48475.2795,-38048.5314,86882148.5834,86912235.6289,86892952.2678,86898111.5521,-39015.3679,86893303.3989,
18000.000,-4764.2613,3573.2971,815.7227,-609.0994,-6155.9790,-306911.7549,-306247.1507,-302666.1400,-297214.0235,-295001.4584,-304901.9212,-297237.7871,-299890.9893,-43865103.1563,-43890492.0619,-43872854.7791,-43880651.2937,-300257.6167,-43879987.5493,4312.1496,-3546.3183,5895.6270,-5565.2916,519.6995,261018.2636,268092.9131,263836.8452,273801.9013,266943.8341,270556.3661,270240.5017,267456.7474,-211266195.2761,-211237554.6506,-211248755.4161,-211263819.1531,269004.4848,-211273219.6884,2556.6560,-4674.2437,3335.7439,-3757.3817,-3140.4426,-37584.9211,-39489.9879,-38356.6062,-39436.9641,-33302.0392,-43765.1325,-49308.3366,-41425.2765,86884242.8210,86913382.9487,86892153.3579,86895391.8935,-40642.1247,86896346.2523,
21600.000,1217.1820,-484.1348,-2890.3952,3799.7918,3187.2041,-361941.2603,-366798.4303,-362086.0352,-354716.3188,-353469.7878,-362759.9003,-354310.6495,-359141.6709,12353822.3211,12318456.7315,12338049.1157,12331901.9194,-358214.0901,12338683.7621,-4249.0037,6235.7095,-6054.7821,1639.7515,-2826.7951,173039.5654,183503.9548,180218.5122,190230.0874,182301.3388,185424.0329,186284.8917,186030.5107,-215386677.1330,-215358918.2799,-215367953.6672,-215386093.7784,184521.3950,-215392816.8240,-5328.9453,2827.1487,1250.1965,5309.6867,5453.2373,-38739.5151,-40857.9488,-40210.7478,-38788.8510,-35754.5184,-48218.0580,-49440.8218,-41840.1959,86887092.8595,86914363.5122,86891460.5578,86892786.7967,-42265.5759,86899361.0621,
25200.000,3136.1482,-2100.6681,3808.3275,-5964.5216,254.8768,-392434.0632,-403516.6994,-398020.5010,-389676.9473,-388807.3489,-396698.9587,-388720.2124,-391663.5012,67712448.2887,67667110.4794,67688777.9560,67688232.7760,-392971.9533,67696597.3891,3896.3952,-6464.5766,2802.1403,2171.1330,5304.5836,74724.7674,85912.4514,84942.2154,94375.1857,85639.5172,88629.2697,90746.8736,87033.0335,-204806484.4800,-204782845.5580,-204789818.6304,-204812185.5396,88200.9839,-204812023.0566,4772.8893,958.3382,-4928.7765,-2268.4004,-4451.9371,-40004.6762,-42364.4053,-42612.1447,-38643.2332,-38920.9076,-51784.0855,-48783.9905,-44081.8999,86890709.3812,86915205.1061,86890986.0091,86892380.5163,-43885.5935,86902347.8398,
28800.000,-5953.9576,4027.6694,-4258.2129,4708.3270,-2605.6897,-396897.4410,-414092.7899,-408095.2022,-399459.8992,-399069.1182,-404980.2364,-398619.9506,-403970.0792,118433076.3078,118378896.7343,118403053.0385,118411470.8485,-402309.0529,118416255.5898,-3288.2028,3765.3955,2028.9649,-3953.4020,-6379.5358,-27365.9719,-18174.0800,-15773.9646,-7436.3012,-16636.4791,-13268.6871,-10784.7819,-12973.3926,-180252385.9291,-180236078.7515,-180240767.1073,-180264329.6768,-13718.0423,-180257796.9676,-1274.8194,-4098.3715,4926.0365,-2767.2871,706.8251,-41356.1883,-43944.4956,-45351.2616,-38992.8157,-43027.6711,-54591.1058,-47211.8769,-45666.2238,86895051.6138,86915931.2753,86890836.4669,86894436.8544,-45502.0499,86905306.5969,
32400.000,6017.4317,-5248.8062,3986.5961,-70.9168,3614.7767,-375491.3249,-397800.2371,-391669.0603,-383244.9760,-384840.6814,-387398.6313,-384121.1285,-383952.4812,161055725.3421,160994918.6632,161022046.9233,161039905.0018,-385649.9788,161037945.7403,1569.1688,499.2769,-5391.6780,4051.9104,4793.4030,-126590.3112,-121865.5625,-115331.1870,-108536.2216,-117043.8395,-113640.7212,-113487.7262,-114855.5728,-143404620.6340,-143398423.7764,-143400109.9046,-143419535.2107,-114641.9707,-143410443.4652,-3041.8200,4390.1657,-1284.0325,5375.2380,3446.8198,-42778.6102,-45570.2483,-48127.1007,-39825.2051,-48163.0215,-56713.8998,-45151.9109,-46700.0981,86900029.9721,86916562.2946,86891118.5057,86898881.0970,-47114.8178,86908237.3447,
36000.000,-3957.7253,5254.7528,-1905.2279,-4774.3943,-4097.4316,-329993.0320,-355638.5087,-349883.1209,-341991.1192,-347178.7288,-345329.7404,-345491.6689,-345749.4876,192674197.6000,192609868.6700,192640224.0886,192664040.7776,-344101.2912,192655735.8324,1572.9752,-4096.3572,5646.4581,-3397.4529,-922.4437,-216625.4459,-218319.0668,-207228.2630,-202313.0095,-206958.0899,-206106.9495,-211230.1705,-208350.9016,-96781929.4828,-96787813.7340,-96785232.9256,-96795127.5393,-208049.2740,-96788627.7420,5443.9588,-1662.8998,-3335.9995,-3332.7424,-5513.1170,-44261.4269,-47226.7762,-50627.8346,-41146.7343,-50055.2035,-58183.5428,-48105.0869,-49459.2134,86905511.8596,86917115.9084,86891943.0935,86905537.2976,-48723.7696,86911140.0946,
39600.000,1460.6690,-3263.9754,-1984.1982,6327.9745,4455.6777,-263657.8305,-290294.2222,-285554.9537,-278339.4079,-285188.4741,-281626.9869,-281909.4691,-279086.6851,211134273.5924,211070091.8923,211103381.7652,211125525.4924,-280377.7652,211115599.8766,-5064.7661,5616.7675,-3579.5451,1658.2319,-3240.7228,-291848.6024,-301174.7149,-285524.6802,-282647.5542,-284889.3951,-284897.8082,-292563.6314,-287217.5898,-43569375.1645,-43588220.4784,-43579653.9167,-43577304.1724,-287912.5668,-43577215.1790,-4487.1221,-2232.7250,5454.3209,-1628.7963,4191.3144,-45797.1512,-48905.0587,-52614.3408,-42989.0208,-49122.8508,-58994.6874,-53452.5950,-49354.8320,86911330.2574,86917607.9043,86893429.6669,86913891.4320,-50328.7785,86914014.8583,
43200.000,449.3176,-544.7438,5731.7193,-4006.9802,-4096.9813,-180989.1703,-205974.2683,-202942.9931,-196424.6544,-204348.3089,-200405.1989,-199507.4852,-199560.3124,215180510.0345,215120296.9040,215155397.5582,215165693.3045,-198624.5882,215162165.0917,6867.2730,-5090.1461,1112.7859,1648.9090,5575.8658,-347668.8731,-364967.2120,-345233.2033,-344334.0868,-345614.7086,-345192.0211,-353637.5035,-350070.8050,12599275.9643,12567825.3527,12584301.5172,12595093.1141,-349087.9853,12590295.0819,720.7567,4566.7537,-3541.5336,5152.1354,-327.2620,-47380.2898,-50599.1182,-53984.2520,-45419.1790,-48452.3872,-59104.4829,-57882.7700,-53154.5479,86917294.5407,86918052.5655,86895709.4028,86921912.1097,-51929.7175,86916861.6470,
46800.000,-1918.8125,4595.8773,-6694.7386,266.3995,2028.1021,-87436.0667,-108133.1854,-107426.2825,-101603.4254,-110335.4213,-106711.6649,-104559.3939,-103735.2938,204541629.8782,204488919.1958,204523694.9958,204518251.0954,-104147.1838,204524083.4596,-5666.0280,3453.3758,865.5629,-5252.2571,-5456.1383,-380789.4477,-405482.1687,-382611.2976,-383471.1641,-384378.2879,-383406.1176,-391375.3855,-386671.9175,67889734.1755,67847251.8486,67873369.2404,67880542.1571,-387646.8039,67879880.4051,3467.9291,-3759.4351,-1025.6723,-4218.3598,-3761.5792,-49006.7416,-52304.7183,-54799.3564,-48562.4975,-48283.6814,-58424.1750,-61425.3186,-52114.8202,86923202.8255,86918463.0355,86898926.4502,86924431.6758,-53526.4599,86919680.4723,
50400.000,3608.9408,-6740.6431,4022.6551,2453.9947,1642.2694,10961.4377,-3116.0749,-5145.5477,-161.7494,-9360.1261,-6015.4531,-3504.2950,-3106.7659,179948693.9956,179906332.1003,179937625.0824,179926121.1016,-3066.3102,179932222.0069,2094.0005,-1267.5527,-2687.4863,6264.8078,3825.5947,-389385.1164,-420031.8014,-395350.0560,-397875.6182,-398305.6096,-397451.7854,-403800.7667,-402039.6583,118528968.5073,118478067.8245,118514848.2925,118511490.4297,-401127.8853,118518706.8034,-5524.7434,336.6589,4807.0510,-402.8815,5527.5630,-50673.4271,-54018.6896,-55269.0047,-52645.4474,-48609.4154,-56827.8045,-64208.1231,-56696.2806,86928855.0430,86918851.6197,86903233.7893,86921429.5745,-55118.8793,86922471.3456,
54000.000,-5252.5446,5857.2995,432.2172,-3692.5728,-5317.6433,107955.4396,102258.1906,97365.6814,100476.9738,91963.1656,96919.2469,97085.1307,97791.6183,143084840.3400,143054683.7557,143078546.5543,143069614.3393,98079.1015,143069452.7673,1774.3464,-1370.3993,4591.6742,-3170.1378,-2065.0392,-373185.9371,-407630.8598,-382678.5730,-387876.1162,-386315.7640,-387171.6819,-390447.5771,-388190.6889,161062707.8223,161006733.2585,161053903.5871,161043039.5383,-388694.7334,161052578.3763,4132.3251,3300.9860,-5037.2091,4652.2987,-3934.1523,-52378.0543,-55738.5493,-55693.9705,-57755.9171,-49417.1936,-54743.3016,-66305.9540,-55032.4507,86934065.8979,86919230.0415,86908775.8243,86918597.9992,-56706.8494,86925234.2785,
57600.000,5587.4883,-2719.3512,-3851.7232,4164.0390,6904.9376,197477.6817,201145.4260,193553.3977,191676.8918,187010.3034,195943.1185,190818.2233,193164.8763,96470053.1138,96452804.5382,96465055.0705,96461594.4425,192755.5541,96455491.6385,-4076.0790,4239.3051,-5429.7870,-2078.9562,559.3917,-333464.1293,-369060.6813,-345402.1786,-354269.9243,-349101.3364,-352564.0369,-352423.9842,-351413.8662,192591079.5104,192533717.7876,192589151.1171,192575849.4606,-351187.1292,192581556.2970,-195.8496,-4671.9650,1505.6120,-4878.0570,-88.0057,-54118.9673,-57462.2692,-56385.8100,-59620.9938,-50713.3508,-57672.5139,-67749.8790,-60042.4111,86938676.8691,86919609.6669,86915641.3262,86917973.4279,-58290.2442,86927969.2824,
61200.000,-3477.8747,-861.1476,4817.6128,-3578.2017,-5498.6248,274007.5865,287126.3754,277224.7611,271854.8572,269583.7769,279515.2861,271847.9194,274557.0353,43288860.7463,43284058.7655,43281224.7690,43282657.9682,274857.5491,43274666.6744,4551.3017,-6207.4438,3685.3099,5647.8079,1192.2687,-272927.3331,-306816.9078,-285877.5248,-295888.0943,-289048.1542,-292575.6770,-292326.5857,-291358.2525,210966308.5345,210911180.6816,210970549.1939,210959027.8791,-291064.1799,210957675.2133,-3888.4271,2799.5657,3123.2071,844.6539,4031.9108,-55895.0511,-59188.1256,-57583.3321,-58662.2432,-52529.5081,-62993.5631,-68534.5437,-58136.6378,86942566.4764,86920001.7086,86923761.5270,86919810.5926,-59868.9379,86930676.3688,
64800.000,-603.0986,3425.1523,-4074.2122,948.1109,2143.3447,332898.8740,354628.8341,342939.2993,335653.0249,334338.3331,343654.8828,335213.3297,339213.1112,-12827246.2850,-12821094.7846,-12840486.3397,-12836657.6298,339101.7425,-12841611.5813,-4096.9994,5865.6065,574.9395,-5405.1001,-3585.2661,-195527.0085,-224944.2294,-207908.8036,-217981.3061,-210062.8923,-213105.8031,-214040.3552,-211737.2624,214939001.1613,214889295.3457,214946285.6234,214939168.6365,-212242.6622,214931276.8567,5533.9889,991.9950,-5451.4524,3902.4733,-5530.3678,-57705.6751,-60914.5946,-59388.5643,-57964.8693,-54932.7856,-67396.4277,-68617.0898,-63169.4216,86945658.1487,86920417.4199,86932747.9244,86924034.1723,-61442.8050,86933355.5494,
68400.000,4616.6388,-4733.9399,2835.2094,3311.6432,1178.0217,370645.9464,399293.6798,386389.5963,378125.2468,377180.6133,385097.3016,377137.6628,381736.0267,-68047804.0540,-68032982.2055,-68067203.2853,-68064214.2930,381367.2132,-68062817.7472,3524.9911,-2802.5773,-4972.5166,2578.5079,5776.6596,-106195.6577,-128769.0740,-116541.9370,-126043.4732,-117315.3112,-120237.4425,-122424.3382,-120604.1753,204243057.2501,204201249.8168,204248790.2140,204246449.4646,-119841.3137,204235991.6600,-3764.8909,-4114.9674,3711.9714,-5276.8006,3630.0554,-59550.6674,-62640.2736,-61739.3758,-57768.5233,-58048.4811,-70910.9454,-67908.7532,-61429.8703,86947925.1837,86920868.2848,86941780.4377,86930467.2918,-63011.7200,86936006.8355,
