sl_100_86400_20240110 Coordinates.csv
2024/01/10 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:25 2024,
Start: 2024/01/10 07:47:00.00, Stop: 2024/01/11 07:47:00.00,
TIME_UNITS,STARLINK-1153 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-31197 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-11204 [DTC] - X-Coordinate,STARLINK-2604 - X-Coordinate,STARLINK-6362 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-30789 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-3760 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-3564 - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-1883 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-11238 [DTC] - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-3267 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-1643 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-5600 - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-30708 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-1331 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-31197 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-11204 [DTC] - Y-Coordinate,STARLINK-2604 - Y-Coordinate,STARLINK-6362 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-30789 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-3760 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-1883 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-11238 [DTC] - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-3267 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-1643 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-5600 - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-30708 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-31197 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-11204 [DTC] - Z-Coordinate,STARLINK-2604 - Z-Coordinate,STARLINK-6362 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-30789 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-3760 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-1883 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-11238 [DTC] - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-3267 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-1643 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-5600 - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-30708 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5533.4030,-1717.2729,-574.1334,5351.6574,5101.3759,2906.3566,-2549.4985,-4721.5168,-6211.4306,-3705.1005,-661.1159,-4013.9854,4319.6262,-6908.8920,-1243.0830,-4951.1509,5611.6597,-4575.1071,1738.9263,-2896.7998,5823.4751,-4337.5949,5829.6533,2434.7057,-4336.4136,2940.9111,5777.4732,-1926.0774,-1516.5465,5571.4675,-3000.2732,2068.1252,4176.8584,-792.8571,-1414.7881,-1451.0108,4399.0745,5394.0271,4031.8981,-413.6304,4469.6635,5469.4887,4438.1171,-1848.7582,-3134.9070,281.2844,2541.1503,-6321.0236,-5773.8888,-227.7200,-4087.9104,3632.3528,6907.0472,5092.1375,-2793.3469,-519.7519,6037.4847,6606.5795,9.3618,-6547.3954,4698.2319,70.5159,-4543.6322,-6672.0616,2213.3601,4326.8785,-2718.0438,-2133.8584,-4479.9026,-3231.2086,-5091.2403,-4166.9223,-20.2841,-5555.2542,-1027.4495,-2191.0645,4284.2902,-406.3879,-1533.5599,-6775.6371,866.8170,-4288.2430,-5923.2641,4301.4819,-3767.8399,-2430.9874,3578.0104,-3776.1626,-4798.2800,-528.5928,-5661.3280,4132.2402,-5713.4949,-4515.9538,-3484.4579,1211.1982,-1100.2722,-4092.6536,4799.9213,6322.1883,-207621.6266,-235892.2595,-220884.0067,-213714.3565,-220988.6400,-217150.7145,-220788.9208,-219063.1900,-216467998.4489,-216487283.5373,-216497963.1540,-216484243.0536,-217643.6844,-216483382.9008,1401.0293,-6616.6778,-4164.4773,-2226.9289,-535.3721,4397.6550,4615.3445,884.3097,-1780.8175,3461.6885,1374.2560,3051.0976,-2968.4015,-121.2021,6695.0546,-2707.6571,-580.9611,4962.7022,-5274.8263,4304.2902,-3618.4225,2001.5276,3288.2198,5767.0105,-2321.0801,6264.9669,380.8724,4960.0527,-4943.7526,3811.0710,-927.7488,-6313.9798,1827.1677,-6783.4301,-5927.4320,6587.4685,4841.8130,104.0781,5581.3095,-4256.0253,3896.2756,-299.5632,325.6933,6448.5872,-5123.7322,-5606.3192,6353.0581,1322.3132,-3764.8414,5083.0520,5399.3130,5631.7627,-545.9716,-768.7622,3662.3018,6550.4666,2794.6656,1341.0530,-6835.9903,-2152.9255,-2087.0557,-4320.7602,-1217.1917,913.1149,-4685.4110,2504.8507,5768.9054,5239.0352,-3079.9523,-5984.8527,-604.6699,-3986.3370,-6553.1541,-3537.7097,5439.6567,-3477.7992,-1125.9807,-6422.2419,4696.6396,784.3415,-4515.8583,879.7138,1974.3398,-424.0433,4024.1768,5947.1897,-2317.0900,-2947.8186,2343.7182,5119.4032,-3193.1190,-506.3264,3781.3275,997.0978,4276.5244,-6202.1800,5627.5493,-3722.3905,-245.0494,2806.6317,232871.5033,234179.9844,247226.2866,245708.6982,248227.9319,246524.7857,238942.0671,242730.3499,245369965.5589,245363546.2660,245362472.4692,245352152.9978,242518.7055,245359405.1558,3920.7847,-1220.7691,-5537.7341,3823.8471,-4669.9044,4485.9847,-4488.6313,4990.7332,2506.2955,4726.0096,-6781.9982,-4609.4038,4537.7879,-674.7378,-1338.1900,-4027.0268,4030.7313,1577.6821,-4183.4040,-4662.9264,939.3516,4997.7902,1817.4679,2711.0800,-4890.1697,-116.4498,3784.9333,-4459.8818,-4445.6220,-1643.6071,-6198.2173,-1083.9836,5230.9024,-242.2757,3138.6727,-1048.3672,-2101.6359,4360.7644,-858.9274,5478.7877,-3606.0004,4238.7806,5048.2199,1802.4110,-3478.3880,3873.3954,1228.8013,2331.6631,734.3728,-4722.2692,-1074.4469,-1510.0889,376.5488,-4631.5191,-5173.9201,-2281.4233,1593.2790,1597.0548,86.9321,644.2013,-4702.2846,-5452.7062,5066.0431,-1752.2083,4603.1350,4640.5753,-2716.9225,4006.6670,-4338.9421,-546.1044,-4682.7229,3814.2362,-2309.0348,2168.2793,3979.0115,-5362.0165,5205.8541,-2613.8964,4844.3312,1252.9716,-5177.3039,-5375.2878,-3066.5797,5392.7624,4174.3399,-2639.0126,-5458.2061,-5049.6477,-4105.2567,4642.2496,2104.5201,5529.8240,598.2570,-5196.2232,4198.9390,2834.1368,3909.5131,-4074.7404,4856.6173,376.8738,-170388.6352,-174024.4451,-176777.0990,-167600.2812,-171596.6517,-182094.7219,-179973.7434,-175566.1556,-145743008.3585,-145763007.5751,-145754688.6867,-145744524.8790,-174525.8619,-145734691.0814,
3600.000,2115.2896,3603.9831,-1919.1617,-1524.2138,-2251.9429,-4266.4901,-1687.6274,5474.2353,4346.0355,847.0339,5442.3417,-611.1875,-1124.7520,5135.0345,-974.9401,3967.6549,-5877.5427,1600.3128,1984.4798,-1167.2181,-3140.2823,4322.9828,-5370.1356,-4558.0812,4029.8391,-3796.8386,-6762.6810,-2150.3904,5292.6019,-1860.1782,4649.5054,407.8466,-4733.0250,3197.8149,3446.0915,-1278.5018,-5962.7444,-3945.2585,-5267.8260,2696.2587,-6223.0684,-2600.3732,-5706.7311,-682.5281,5574.0335,3825.4159,-2160.6569,5585.8344,5163.3445,-3562.9062,2041.8458,-4797.8393,-5151.3038,-5962.9069,-1501.6620,-588.8186,-4608.8084,-4765.8331,1930.4534,5947.6258,-2462.9316,3444.4300,3528.9306,6094.9845,1762.2028,-5833.5192,1344.2281,-1664.1728,2357.2802,4842.1520,4744.0894,4147.0141,-2271.5733,6226.5827,-2193.7789,5683.2953,-1372.2913,3123.7087,-579.4328,5871.5227,1965.1028,2150.0604,2343.6049,-2641.6018,2976.2566,-1034.4646,-2175.2944,6498.2220,-34.6418,-3036.8099,6171.1401,-3520.4069,3689.5821,277.8751,2577.6720,304.3959,-2265.0055,6615.8447,-2050.0266,-5451.8441,-257245.4428,-286778.0040,-272740.4914,-266873.5204,-274834.3998,-270825.7243,-273169.0566,-269551.7566,-272602482.0797,-272618845.8257,-272629479.3893,-272611612.9497,-270884.4115,-272618296.6617,-3595.7611,4278.8799,6598.7911,-588.2181,3722.4958,-371.1348,-3910.6484,-3862.4517,-1116.5066,-6042.0103,-1755.1106,-4400.9553,5467.6266,-1600.6205,-4938.0596,-1278.9695,3532.2568,-4632.0962,3689.4636,-4150.9053,4106.2761,-5116.7989,-11.6599,-2060.2011,-1986.8943,-4248.5417,1445.1819,-5037.8530,3951.1868,-3198.3655,4641.6572,5559.6532,-5053.6465,4721.7212,2318.3046,-6056.3178,-2906.3323,3684.4682,-3593.9569,316.3582,-3026.5957,3309.5549,3331.8993,-4789.5785,4127.9592,3508.0879,-3829.6410,-3691.7583,1270.8190,-5093.2918,-5589.8542,-2306.4090,2047.1598,3375.7140,-4522.4508,-3594.1084,369.8027,1054.2299,4969.7463,334.4332,5266.1817,5182.9595,-3046.0050,-2276.8347,5399.1784,1704.7255,-6610.7264,-3833.6653,-525.8666,3529.9974,-3371.3504,-99.6733,5861.0295,2201.2058,-6429.9697,-28.7187,4853.0765,4104.1124,-6746.9381,-2824.8046,6285.4240,-4619.4580,-1996.4326,4419.1715,-6242.0114,-5047.2125,5817.9387,1541.0232,-4284.2145,-5661.3332,1425.4800,4510.1514,-4473.2939,-2502.5550,-6429.9039,6770.7004,-3513.0289,1598.3037,4151.2963,-557.8030,174546.9873,168714.7653,186449.5216,183344.6087,186661.4127,185684.7146,177626.2907,181030.8664,180938093.3404,180930166.8115,180923976.1716,180919723.5627,180848.9350,180926512.8650,-5540.6212,4101.3558,1018.9657,-6756.5355,5386.1134,-5452.7164,5443.0042,-1791.3145,-5293.2548,-3313.2847,3936.6946,5173.9810,-4130.4893,4376.1767,4763.7068,5523.2264,-1075.3189,-4912.3952,5533.1915,5466.3064,-4610.0093,-1746.0935,-4398.3720,-4648.7783,5267.2258,-3938.7911,287.4889,4247.8170,1675.6639,5868.7587,2240.6705,-3779.4011,-566.0572,3751.3083,-5465.3586,-2885.9935,-1793.3161,-4374.9596,-2737.5983,-6408.1984,-502.1983,-5514.3088,-1310.3590,-4995.6341,127.1592,-4439.2863,-5391.3826,1522.3979,-4456.6211,3070.2498,-3413.2274,4329.3230,-4194.2021,977.5781,5010.7616,5913.7181,-5051.7207,-4927.3332,-4288.5123,3515.3260,3819.0282,3092.9499,-5121.4219,-2473.4671,-3992.9090,-3130.7486,-1596.1800,-5545.0475,6510.9633,-3273.5137,3768.7878,-5544.6971,-2968.3779,2107.9968,-623.1678,3640.6934,-4630.7056,4637.5404,-1459.8722,2371.3300,2118.8692,4683.7623,6225.7358,-4629.1908,-267.1336,4643.3651,3045.5675,1941.2636,5183.2152,-2628.7726,2554.7487,-3916.3506,3686.2750,6472.7906,-384.5323,1427.9552,-5554.0306,907.4991,-5040.3042,-4246.4943,-170015.6476,-174062.7999,-176122.6531,-168856.4633,-169564.5673,-179875.3800,-181984.5976,-173198.8154,-145728633.9250,-145749185.0356,-145744064.6537,-145732200.6201,-174414.5913,-145722874.3976,
7200.000,1336.2109,-5207.0130,3463.8564,-3868.9091,-255.8690,5302.9360,5359.7514,-4270.1111,-1803.6548,1599.8609,-6832.7992,4279.5356,-1709.7719,-1672.9002,3976.2538,-2911.1227,4111.7864,2597.5439,-5507.8920,4718.2386,-1174.9309,-2848.2098,3876.1180,5656.7675,-3599.4893,4141.4309,4760.6113,5216.7430,-6229.7545,-1552.8935,-2519.4756,-3777.4475,1907.7774,-5103.1963,-5316.3073,4127.8526,5196.9601,2105.0009,5124.4467,-5388.9031,5397.6321,-170.0656,3525.3232,4003.3437,-5886.6203,-6566.2131,2547.1281,-2225.1688,-3403.6279,5695.9408,1787.7800,5023.4688,1490.5472,4401.2317,4610.1994,3228.5572,2018.4463,1761.3842,-4166.8404,-3274.3680,290.4708,-5014.2797,-2491.1536,-3011.6044,-4692.5833,5092.1552,1029.0551,5339.7811,-1125.9261,-4920.8229,-3596.2437,-3969.5294,1992.5145,-4616.7548,4200.0122,-6202.4842,-955.2741,-5644.7571,2043.3776,-2725.6004,-3352.0599,-443.5419,2140.7768,1174.4919,-922.1221,4657.9044,767.4605,-6575.1956,4087.0677,5091.2237,-3822.4341,2543.7425,566.9717,3079.9451,-664.9342,-2142.7527,5583.2399,-6160.9113,-364.1351,3065.9192,-291291.3695,-319844.0395,-307610.1646,-303081.4237,-311481.8413,-307769.3982,-308822.7380,-308047.7048,-310137033.1109,-310150222.2181,-310158484.1899,-310141107.7924,-307151.7553,-310152754.6837,5649.9995,-570.1740,-4446.9270,614.3304,-6309.1621,-3223.5069,3149.2494,4852.3715,4586.1779,6750.8594,-448.8498,4961.1872,-6609.7751,3896.0804,1908.4714,5105.4045,-4980.2006,3680.4298,-2127.1131,3985.1674,-4147.9284,5742.7590,-3790.0651,-2218.4362,5384.3313,155.7336,-2751.3769,4322.5778,-1438.6624,-1032.1583,-5732.3968,-1719.4750,4967.7860,-583.5054,1748.5711,2802.2081,-653.1125,-6371.6628,-54.8721,2453.9791,767.5722,-6015.4508,-4480.0727,2157.9612,-1633.8112,-805.5470,-702.6805,4835.3845,2557.3289,3938.8010,3703.5193,-2120.1490,-3925.7790,-4232.2542,4849.6662,-229.2798,-4370.3425,-4165.7321,-849.2498,2582.8802,-6912.9650,-4700.9007,6143.3615,3421.0696,-5016.2954,-4468.2975,4772.6183,2349.1437,4759.6559,941.3879,5903.5463,4185.9462,-1503.0889,619.6481,4311.5673,2406.5849,-6740.4675,-998.8292,5976.9520,4437.5123,-5625.8956,6816.6990,3159.2256,-6750.1357,5690.6969,3360.8473,-6765.7540,-110.3875,5065.9996,4611.0445,1836.6251,-6446.7688,4089.2460,4752.5066,5842.3771,-4470.3130,1314.1410,964.3499,-6650.9456,-2871.8136,106213.1284,92741.4533,114023.3431,109546.0600,113380.9728,112775.1448,105594.4655,107489.0690,104172530.0989,104164835.1530,104153957.2335,104157998.6499,107939.0267,104159793.9013,3777.2629,-4564.1863,4056.6948,5728.9101,-2865.5056,3073.4490,-3046.0248,-2520.5894,4869.0780,-106.3254,1170.7287,-1922.6683,1232.4576,-5501.5625,-5360.6026,-3674.7731,-2546.8675,5261.5205,-3669.6344,-3237.7299,5404.6159,-2618.5228,4318.6059,3102.3152,-2473.6520,5533.8763,-4212.5774,-1507.1022,2349.9832,-6695.1431,2997.1421,5289.9268,-4467.6459,-4510.4908,3959.8089,4648.8130,4433.8334,1774.3009,4664.9214,3646.3750,4278.3441,3434.2197,-3595.1578,5244.3631,3278.2050,1677.8049,6424.6109,-4347.4591,5462.1171,407.6301,5475.3541,-4182.2686,5531.7739,3249.9090,-1778.8786,-6156.7800,4855.4501,5241.2784,5344.1709,-5531.3883,-773.9303,1034.1264,1982.4741,5245.5156,967.1746,-735.9261,4906.5203,3748.2261,-4943.5964,4623.2010,-617.1349,3812.6148,6472.8791,-5145.4046,-3221.1106,1151.4350,698.5752,-3924.8648,-2850.6643,-4588.7602,2225.2683,-1155.3022,-5814.8464,965.6068,-3836.4092,-3908.7110,1225.3179,2256.6814,-1721.7662,-984.9119,-5364.0462,-105.6743,-5505.3937,-4036.3301,-3690.4011,-4847.3517,3909.1622,2864.6960,1551.7078,5499.0256,-169697.8897,-174085.9887,-174992.4879,-171018.6777,-168008.8820,-176745.4052,-183199.9201,-175759.9853,-145713841.8062,-145734537.5868,-145732554.2140,-145717640.6403,-174285.3578,-145711013.0279,
