sl_100_5400_20240304 Coordinates.csv
2024/03/04 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:01 2024,
Start: 2024/03/04 07:47:00.00, Stop: 2024/03/04 09:17:00.00,
TIME_UNITS,STARLINK-31633 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-1487 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-2107 - X-Coordinate,STARLINK-2524 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-5911 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-31063 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-1622 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-5238 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-3451 - X-Coordinate,STARLINK-1707 - X-Coordinate,STARLINK-4296 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-6086 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-5521 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-31125 - X-Coordinate,STARLINK-5539 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-4320 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-32184 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-31522 - X-Coordinate,STARLINK-6053 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-1487 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-2107 - Y-Coordinate,STARLINK-2524 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-5911 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-31063 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-1622 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-5238 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-3451 - Y-Coordinate,STARLINK-1707 - Y-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-6086 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-5521 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,STARLINK-5539 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-4320 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-32184 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-1487 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-2107 - Z-Coordinate,STARLINK-2524 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-5911 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-31063 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-1622 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-5238 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-3451 - Z-Coordinate,STARLINK-1707 - Z-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-6086 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-5521 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,STARLINK-5539 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-4320 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-32184 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6432.1670,3745.2349,-5336.0687,5707.7079,4405.1081,-5023.5763,-4234.8926,-4043.8632,-2205.6992,-1824.0503,-2049.9882,-5061.8277,471.5262,1588.4862,-3231.6096,5394.9306,-4036.4301,-6036.9517,570.7532,6154.1112,-6101.0192,-366.7588,177.4575,-3172.6614,-1522.5311,4655.1383,-4586.6330,-1294.2413,5890.6032,-6765.7983,-3700.6113,-3508.6790,-4286.4899,4456.2898,-6.6952,-5161.9857,-4883.0656,-3787.4197,271.6668,5785.9534,4181.4012,-565.5589,3390.2721,-1748.3342,3580.4771,3971.9689,401.8051,-4437.5524,-2455.8324,-2487.4475,4547.3179,-3431.6468,-5834.9834,-114.1927,-393.0131,-4966.6453,-1562.4640,5565.9050,959.7471,1191.0429,5245.9273,-4439.5736,5721.2582,-1774.1250,5532.7811,-4271.2083,1959.7271,3893.9153,-3392.6335,4777.8277,6331.2227,-2870.6685,3519.5859,4740.3329,-4763.9337,-4400.4265,2787.6590,1862.0928,3824.1324,-1703.0465,-1172.8029,3098.3870,3634.7158,6064.6380,-1416.8382,470.9934,2159.5884,6661.7361,-3218.1574,-2412.7527,-5958.6071,-2139.9963,-6735.0950,-2618.8839,-2474.2289,-6493.2448,0.0000,-199.9762,-4451.8816,1378.3630,-306866.5884,-329260.4245,-327274.8620,-321705.6511,-328175.1412,-324565.9493,-320580.2731,-321155.8962,-244051437.6125,-244048873.1617,-244056600.5752,-244026442.6562,-321579.1554,-244037520.6989,2135.2788,2021.6187,1502.7198,-2991.9632,3014.4499,450.6179,2421.4631,5313.0704,-6017.7031,-3970.4144,3616.9039,-1736.0051,-6941.3427,-5983.1516,-3699.8782,-2828.2880,-5446.0895,386.9232,-5122.5460,-986.2388,-2073.0520,4165.1890,-984.6984,2946.6436,-4911.8983,3793.9987,-2243.8100,-5222.5647,-3373.7232,193.5485,-5711.5013,-2987.1161,-2184.8096,4883.9360,-4155.0931,-1460.3864,715.2404,-2394.1879,-4182.0093,3336.1313,-1357.4980,-4098.7987,-4421.6194,-2722.3597,5425.7175,5687.9514,-5685.2269,4091.3318,-5203.0750,-4897.6018,5216.1004,5397.5979,-331.4557,4543.1045,-5330.1541,-1064.4308,-6390.6909,3848.6615,-1000.7900,-6431.9274,4515.4795,-1900.3553,-1499.8529,-3764.2461,1485.7919,2749.7038,-4006.7131,3917.6754,2693.2100,-4746.7252,-2735.2781,5742.2991,-2402.5189,2290.9630,2034.8800,-548.5065,5593.5823,6578.4949,4825.0660,-5710.2968,4952.9034,-2738.7850,5310.1878,-2048.8973,-5073.7707,4754.5617,2043.4316,1114.5845,5679.2787,-4969.2818,2891.1086,4708.1803,-1199.7010,-4311.4228,-2534.2717,2310.8589,0.0000,1140.3251,3898.1386,6756.8082,-92387.1065,-120139.0363,-102608.6927,-98128.8228,-102465.7214,-100423.1513,-107858.3071,-102494.3508,197483325.4348,197478830.0757,197495181.3090,197500170.3904,-103232.2933,197498233.1809,747.6406,-5463.6707,4161.1993,2518.6848,4422.2778,4643.9585,-4820.4674,-1820.8883,-2480.6238,-5384.6595,-5536.7006,-4423.6399,52.1616,3107.4480,4754.7382,3340.1067,760.6089,-3404.7045,4609.3178,3004.9601,-2559.4102,-5518.7019,-6877.8771,5425.5174,4647.6213,3250.6677,-4554.8212,4361.8624,-1434.9214,1003.1253,-1264.9662,5170.0185,-4888.4179,2036.9167,-5539.2333,4200.1249,4732.7123,-5276.6450,5343.1846,1840.7495,5355.5998,5421.6109,-3759.5942,-6157.4553,-2433.1969,-153.6250,-3971.4801,-3208.7591,-3889.1355,4227.3774,-57.7213,-2697.1813,-3726.5724,5218.4897,-4429.5517,-4562.0186,2188.4959,1443.1234,6794.6086,2301.5419,392.6639,-5008.1229,3608.5069,-5533.0908,-3666.2765,-4732.2291,5297.1349,4165.3915,-5432.8380,-1613.5902,739.3891,-2586.6917,-5456.3402,-4540.3446,4604.5660,5346.6757,-2978.0196,1167.1596,3152.9046,-3560.7480,4705.7518,-5476.6612,-2587.2684,-2633.7588,-4520.6049,5032.0050,-6189.9143,1577.7846,-2302.3586,-4103.6874,2109.4684,4615.8607,-1164.1308,4728.4617,5965.8477,-639.2833,0.0000,-6851.1855,-3417.7485,-879.1947,-175254.1735,-179849.0243,-181827.5418,-172788.6912,-176541.6889,-187086.4944,-185194.1872,-178050.0232,-97313981.4224,-97288573.6720,-97301931.3098,-97320160.6784,-179614.1446,-97312773.4521,
300.000,6422.6885,4920.7777,-5097.1164,4261.8327,4981.3069,-3756.0768,-3892.8998,-2563.9138,-3462.0359,-3805.2647,-161.9631,-5907.1564,-746.1837,-23.9117,-3862.0069,5665.9473,-4949.4496,-5049.8392,-1018.1031,4920.0641,-5855.8283,1744.7565,2044.5550,-1982.4513,-3389.5736,5908.7250,-4323.8699,-3066.9319,5115.7340,-6647.7749,-4710.9143,-5136.0067,-4183.2477,5509.4222,-2147.9248,-5947.1330,-3534.9715,-4140.1282,-1877.3114,5729.2052,2847.4436,-2629.0803,2551.4829,-2301.2302,5012.4366,4779.8173,-1210.0718,-3844.5075,-3778.6074,-4340.1159,5213.8876,-1593.6982,-4801.7536,1875.0479,-2356.4753,-4910.9055,-2930.4267,5688.6434,827.1112,-531.5979,5847.5447,-5890.7776,4273.6464,-3576.9110,6456.1596,-2958.4350,364.3228,4203.6611,-2334.3777,3967.4606,5278.7892,-1261.2985,1855.2823,5538.9825,-4019.3427,-5765.3147,3556.3961,3166.6390,4260.8031,-3486.6209,909.6257,1411.6676,4195.2871,4729.8046,-3416.5440,38.5713,2363.6455,6926.9145,-2236.7506,-4263.1818,-4790.8854,-21.1397,-6431.4254,-4416.3601,-597.4327,-5613.1210,0.0000,-2217.9024,-3905.2420,1874.8180,-304891.9267,-326666.3539,-325003.0357,-319397.4935,-325968.2615,-322378.5422,-318277.6490,-319252.5555,-248303645.1324,-248300946.9943,-248309061.4025,-248278708.3775,-319313.2323,-248289811.9229,530.9092,292.5057,3427.1332,-3721.8557,958.5269,2094.3712,4267.1094,5447.4586,-4688.8403,-3424.7124,4624.9591,85.4071,-6668.0001,-5331.1271,-1695.1990,-3786.3303,-4125.6201,2088.2140,-5953.7447,-2184.9262,-262.7818,4400.3897,298.3674,4641.9284,-3833.7892,3019.5697,-201.8109,-4044.3049,-4683.6274,1406.9803,-5039.9297,-1865.8294,-70.6998,4179.2767,-4080.0985,364.5186,2321.6208,-264.4127,-3712.2540,1843.0971,-3067.9198,-3358.3718,-5798.6920,-619.3035,4694.7158,4752.8637,-4661.5404,5427.5598,-3639.2854,-4266.7937,4161.4216,5583.3724,1219.1848,3714.5832,-4501.0324,1106.9540,-5267.1898,2429.7538,1278.8368,-5954.4694,3450.2053,-1469.0287,-2639.2234,-2562.3631,215.6993,4431.8509,-5253.7316,1984.3737,4472.0012,-5671.4781,-3918.4119,5483.4422,-3802.2033,3268.3360,3971.2863,361.9519,4068.1462,5602.0171,3132.3023,-5514.7788,5350.8374,-4117.4333,3779.7235,-3000.3190,-4673.9927,6129.6613,-153.3812,-392.6331,6525.9434,-4395.4090,3077.3557,5098.4079,398.4272,-3971.5421,-1493.7149,3276.6767,0.0000,2023.3075,5301.9591,6029.6274,-98732.0651,-126936.7600,-109178.5637,-104871.0626,-109199.3182,-107100.3382,-114509.3860,-109520.2161,192109122.4723,192104183.5996,192120445.1169,192126602.4141,-109943.2185,192124084.6833,2221.8414,-4864.9340,3216.4047,3978.3266,4723.1198,5338.1657,-3696.3351,-3415.3814,-3642.8575,-4677.3539,-5150.2610,-3646.2925,1832.9684,4418.7518,5378.9228,1360.8271,2233.3093,-4281.8046,3369.2189,4343.1119,-3704.5679,-5053.0672,-6636.3036,4766.2297,4675.2857,1621.7331,-5299.8980,4712.1952,94.3935,-821.6634,547.3477,4256.7427,-5435.6817,261.0889,-5166.2297,3308.0871,5371.0560,-5542.0197,5366.9628,3426.7937,5520.8380,5321.8059,-2242.7177,-6535.3220,-996.1013,1639.5525,-5007.1817,-1572.3159,-4551.1431,3320.3688,-1846.5315,-3805.8283,-4848.8200,5528.1683,-4730.4205,-4611.4297,3422.4956,3094.9633,6764.4576,3509.8857,-1410.4281,-3397.0670,4769.1518,-5345.6104,-2125.7980,-4449.7715,4497.8929,5121.2984,-4778.2718,186.7802,2205.6344,-4032.3037,-5480.5526,-2636.5503,4015.8552,3860.9650,-4329.1926,2581.9554,4455.4512,-2367.1433,4313.0476,-5305.9644,-4028.8326,-4068.7318,-3828.8849,3256.6968,-6445.8861,56.5019,-549.0225,-3137.8408,3981.7383,4696.4372,-2579.5163,3542.6113,6747.3629,-2384.7805,0.0000,-6264.9506,-1821.9669,-2911.2573,-175285.1946,-179877.8347,-181814.2239,-172893.1191,-176381.6021,-186954.1637,-185415.6618,-177910.1183,-97309384.3902,-97283789.2761,-97297340.8502,-97315013.2729,-179630.0725,-97307916.3541,
600.000,5766.9704,5648.3860,-4393.5144,2385.2580,5120.6754,-2145.2493,-3194.9140,-805.0253,-4409.4537,-5413.2207,1708.1158,-6206.7296,-1911.4998,-1673.1696,-4156.9939,5371.7947,-5376.9841,-3599.7946,-2474.1389,3209.1397,-5069.5367,3668.5878,3639.9480,-647.5358,-4951.3445,6545.8674,-3675.0480,-4572.7880,3844.9427,-5845.1357,-5257.8335,-6268.9750,-3715.4934,6013.1215,-4071.4878,-6145.9443,-1862.5045,-4146.0078,-3842.4488,5132.0101,1280.3656,-4438.7975,1461.4825,-2706.1780,5954.4808,5131.7190,-2748.5338,-2870.8640,-4778.3934,-5767.7606,5378.9130,415.7486,-3325.3972,3707.5756,-4115.8899,-4402.4458,-4047.1851,5270.7704,510.5005,-2230.8732,5882.0468,-6743.8757,2416.8549,-5056.1295,6708.0396,-1397.8102,-1225.9627,4153.7918,-1098.8656,2761.6043,3709.4353,505.1179,47.7146,5717.7811,-2924.3721,-6560.1351,4021.9779,4189.3919,4323.1317,-4920.5598,2888.5837,-377.0486,4386.6879,2926.9067,-5081.3242,-443.4700,2406.1888,6522.0139,-1038.9704,-5684.2609,-3120.3589,2092.6901,-5516.1216,-5764.0192,1291.6447,-4169.5399,0.0000,-4034.6679,-2974.1172,2219.1336,-302787.2121,-323931.7121,-322589.3090,-316948.0133,-323616.4419,-320051.7876,-315838.4067,-317199.1093,-252437525.5491,-252434678.0887,-252443173.6827,-252412686.6879,-316907.3654,-252423777.9896,-1147.3787,-1426.0364,5008.1777,-4126.6518,-1183.4710,3571.6004,5667.3686,5071.4098,-2897.2647,-2594.5768,5223.1478,1872.6916,-5744.6370,-4182.8005,476.5753,-4345.0231,-2373.7664,3622.1648,-6214.6748,-3214.6382,1597.9889,4255.6239,1625.8572,5902.1584,-2423.8551,1950.8731,1882.4013,-2507.5714,-5540.8163,2485.0787,-3863.4416,-606.4437,2063.6585,3061.6329,-3660.0692,2127.1383,3737.6298,1885.6504,-2914.1546,139.3788,-4516.1662,-2329.0474,-6541.5048,1527.6476,3517.7422,3338.6684,-3215.6285,6195.6819,-1742.2672,-3254.5830,2680.3042,5262.9826,2695.4574,2573.8768,-3277.8432,3167.7426,-3638.2746,744.4602,3413.4824,-4919.3814,2032.1388,-933.7224,-3570.2425,-1159.7061,-1052.9248,5708.5370,-6011.4003,-155.0808,5829.8443,-6034.6832,-4742.6011,4713.7602,-4873.4209,3922.3932,5526.2608,1186.9678,2136.3309,4081.2842,1115.5747,-4805.4083,5269.8137,-5122.4331,1865.1281,-3700.6170,-3859.9404,6835.9824,-2328.1076,-1861.2588,6722.3394,-3415.4756,3001.2006,5040.2965,1981.0695,-3275.6068,-213.1023,3943.6104,0.0000,2609.5859,6149.1815,4685.7047,-105035.7031,-133677.3997,-115699.5600,-111563.0651,-115886.1649,-113732.0421,-121106.5637,-116545.0990,186643396.3484,186638013.1200,186654175.0718,186661505.4444,-116604.4799,186658409.7137,3445.9379,-3745.1791,1927.6163,5009.7996,4519.1723,5443.3529,-2163.9693,-4642.9149,-4405.4336,-3470.8420,-4212.0207,-2480.6533,3419.3999,5256.2629,5404.5783,-763.1758,3454.9043,-4703.2092,1766.2051,5214.0448,-4453.8683,-4045.9639,-5693.4231,3600.0076,4203.3251,-188.7063,-5457.0852,4557.7680,1613.5908,-2555.0532,2300.6991,2887.4277,-5384.3945,-1542.8834,-4239.8810,2043.7014,5411.9773,-5213.6390,4781.7503,4645.2039,5095.9667,4625.8259,-462.5142,-6224.1055,547.3518,3257.4784,-5511.6505,239.7776,-4729.5327,2058.2364,-3436.7304,-4509.2698,-5453.1663,5244.6723,-4528.0196,-4145.2414,4290.2258,4413.4235,6014.5532,4342.7949,-3062.6184,-1426.4754,5419.0928,-4585.4474,-344.3463,-3693.8157,3216.7052,5526.7049,-3616.8216,1967.0428,3435.9027,-5045.0011,-4917.7357,-452.8409,2997.7567,1965.2382,-5216.0326,3720.5174,5278.3624,-921.0268,3459.4482,-4551.7693,-5040.5178,-5067.0187,-2729.2780,1134.3126,-5995.6970,-1470.8426,1263.4080,-1828.6582,5431.2090,4275.2232,-3719.7983,1975.1404,6811.7448,-3873.9944,0.0000,-5015.2866,-22.4721,-4634.5916,-175316.3882,-179906.5108,-181796.6304,-173002.3866,-176224.8743,-186816.3274,-185630.8272,-177905.4490,-97304786.5308,-97279007.2588,-97292753.9211,-97309854.3855,-179645.8832,-97303059.0928,
