sl_100_86400_20240121 Coordinates.csv
2024/01/21 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:37 2024,
Start: 2024/01/21 07:47:00.00, Stop: 2024/01/22 07:47:00.00,
TIME_UNITS,STARLINK-5991 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-32258 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-31337 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-1626 - X-Coordinate,STARLINK-1850 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-6210 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-32367 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-1571 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-3826 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-1633 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-31227 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-5200 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-32045 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-2405 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-32258 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-31337 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-1626 - Y-Coordinate,STARLINK-1850 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-32367 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-1571 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-3826 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-1633 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-31227 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-5200 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-32045 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-32258 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-31337 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-1626 - Z-Coordinate,STARLINK-1850 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-32367 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-1571 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-3826 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-1633 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-31227 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-5200 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-32045 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5837.5589,5691.6336,-1438.1429,1221.4261,-6854.1168,-5014.1145,4887.9514,0.0000,2321.0584,3649.3433,-4764.1813,-3972.0715,-4148.0516,4071.1366,3779.9919,1791.5881,2883.7919,-5599.7572,4694.1008,-5923.1080,4356.6684,-5884.3300,5248.4281,-2961.3656,-4439.0603,3685.5119,-1926.4633,-1881.4332,2983.2900,3897.0060,-4920.6918,-5908.9658,5159.4572,3767.7347,4163.4134,-2417.5082,3161.9396,-3717.8930,-3400.3988,4396.3003,-144.7600,1442.8466,-1361.0234,-5920.1845,-4111.4676,-4170.2213,-4991.1474,-51.9500,4736.2562,-3806.1261,-2290.3656,3207.3485,5142.6385,-5808.2105,-5296.7278,2372.3494,-4720.8928,4376.7493,5766.1023,4472.8671,3462.7708,6537.5854,-614.8505,1881.1528,-2002.1937,371.6553,-649.2729,-1542.3358,2132.6532,-1912.1203,-2114.0658,2253.0587,1067.5526,-4200.5653,6039.4487,5029.2326,-4504.1464,1562.0134,-4104.2440,-5811.1066,-1906.5204,-2917.9448,-6700.6376,5511.0044,6725.8668,-1279.4761,3086.7320,-5426.4573,3178.8793,1997.6192,-3715.5317,-3627.1554,-375.0637,-472.9348,6836.9498,-5946.2883,283.9092,-2010.3215,4275.1196,-4230.1603,345492.0595,326807.3715,339168.3123,346461.2308,338825.8825,342899.9354,340753.9166,344218.2549,-221387890.5962,-221399894.8728,-221392474.4148,-221358151.1227,343173.4100,-221370277.9654,3559.6952,520.2093,5792.6396,-5182.2177,-787.3515,562.1507,-323.2426,0.0000,-1338.5557,-4701.8124,-4975.6795,1073.2097,4867.2747,-1896.8959,1823.7086,6607.2734,-3138.6083,-2116.9748,168.6943,1552.9020,-2752.4458,1569.3847,-4292.4472,-5335.4152,-5113.1141,5854.2176,4883.0378,-3704.2814,4038.1504,1608.2734,-4154.6330,-1343.0019,837.4855,-5174.6131,-3489.0884,-807.3970,4058.0838,4311.0248,-2566.1705,5323.7649,6802.9626,-4390.3880,3902.6473,3595.4937,-3157.0840,-3992.3759,809.9701,5148.4840,-3618.1863,-2865.8474,3583.9473,4758.8967,2751.2552,591.3359,2081.6663,5762.8288,2254.1275,248.8072,3805.2541,5209.9388,5550.9437,996.6879,-6362.9449,-4899.0161,-4920.1221,-6378.5608,-4187.8281,5162.8769,-4932.9450,-6036.3072,-4957.0025,3577.0112,-1566.0335,-3730.9305,160.0220,2430.9973,561.6445,-5302.7686,1247.4132,3680.1036,-4180.6547,-4192.3031,-917.5220,-3836.8122,-1465.2706,4144.3662,3074.1559,1750.4352,-6019.0913,6468.1952,3489.4891,2866.2606,-6926.2814,-6615.2608,440.0440,1969.8332,2548.0124,-6409.7669,-4857.8827,-5124.7759,-69334.7786,-74895.7619,-59208.4986,-59430.6167,-58297.8858,-59248.2770,-67386.2620,-63503.1349,235452409.6077,235437810.7634,235455786.6000,235443960.0492,-63290.7859,235445223.2589,-1214.6594,3923.9194,-3545.5982,4438.2333,582.4300,4590.4266,-4782.5324,0.0000,-6421.8249,3588.5088,796.5781,-5439.6068,-2679.1415,-5270.7902,5493.9058,-1091.4069,5486.5982,-3274.4318,5087.3090,3246.7215,-4658.5811,-3295.9396,-1444.2163,3308.6225,-1636.7992,690.1216,-4402.5322,-5547.2115,4614.9960,-5522.8459,-2583.9475,3330.7220,4553.0208,2621.5709,-4213.0453,-6473.4663,-4639.7214,-3763.2414,5444.1180,-456.0921,591.5462,-5163.1661,-5470.7813,-643.8997,-4536.4476,-3688.9988,4571.1872,-4656.3208,-3524.7906,-5027.5199,-5485.2645,3869.3349,-3546.2123,-3542.2735,3758.1313,2780.7329,-4539.5211,5371.3935,483.0370,-974.4273,-2311.8785,2089.1134,2385.5451,4386.5552,-4478.8521,2697.7098,-5497.1118,-4349.7689,4378.2173,-2662.3842,4337.2450,-5486.3886,-6685.2493,4057.0698,3394.2904,4076.4445,5230.6242,-4182.2208,5469.8326,914.0664,-5197.1988,4685.4143,1509.5283,-1296.7171,-706.3954,5417.7910,5377.4555,3936.4017,1339.3461,-1162.4898,-4709.0888,-5066.9534,502.0898,-1213.1540,-66.1903,-2977.3319,-6467.0804,-500.6540,-2511.6869,1974.9342,169868.0701,168629.1809,165864.8760,175011.2161,171068.1069,160557.9953,162631.0456,166625.9433,-141096801.8551,-141067879.0794,-141087367.7311,-141090043.0104,168106.1259,-141089349.8622,
3600.000,-3424.2510,-4074.7126,-2272.9197,1897.0159,5230.9750,3435.2911,-5901.1032,0.0000,1259.9961,-356.2036,5687.2314,3008.2821,3035.3821,-3699.3095,-4948.0385,-3005.8700,1593.2629,4486.4751,-6055.8474,5632.1256,-440.6093,2484.4535,-3401.5052,4694.2873,5210.8248,-4369.5459,-29.5768,5439.2292,-6207.4482,-4735.0645,5124.2893,6857.8205,-4608.8814,-279.4906,-2313.7537,5386.6361,-5864.2361,1490.6193,6214.6550,-4587.5942,-1955.5385,2881.7619,-2559.9517,3875.9563,5578.6570,4084.5434,5694.2381,-3572.9170,-808.6478,4360.7300,-1626.2733,-5303.2708,-4736.6433,2947.0853,5172.8311,-4138.8812,4801.5754,-3299.5080,-5597.1822,-5023.9320,-3957.4291,-6654.6015,2420.6935,64.1495,5249.9969,1911.0778,4596.0873,-2363.5377,644.6974,4224.6474,4580.6203,-5327.7478,-5707.3378,6286.4462,-3968.0070,-3857.2035,5264.1355,2214.9243,2070.9264,3094.4050,4697.9757,5968.6609,4740.3836,-3314.8870,-5285.8672,-1735.3431,-6201.3217,1891.7150,-107.5295,-3962.7385,562.1021,-689.6703,1918.6041,2739.7628,-5230.7545,2596.0465,-4460.8389,3469.9448,-737.0403,4299.1140,354743.8826,334569.1427,345121.0340,351415.3577,342967.4189,347064.0775,346277.0495,346717.2379,-274790536.6831,-274803346.0139,-274798845.2197,-274765508.0217,347921.4075,-274773784.9428,-4561.1730,3180.8253,-4545.5130,6383.2754,-1155.4551,-4775.2215,3318.3284,0.0000,4150.0239,2717.3843,2841.1015,-5310.3345,-6015.5994,5340.7091,2237.1359,-4158.6921,2216.8193,-2230.1578,2717.8432,-4044.6240,4311.5946,-3386.6329,5607.1998,5056.1417,3855.9067,-4212.8800,-6840.7376,1655.9205,-1419.8612,-4985.7096,568.5681,-216.0769,3187.8548,4389.8791,6354.0786,-1900.0609,-3540.5481,-6653.3247,93.6334,-2869.9383,-4667.3842,3770.6414,-5480.1429,-2860.9621,-909.1111,-439.3373,-3716.5153,-5320.3926,4081.5203,-1480.1374,-5091.1484,-4453.6435,1787.9881,-4114.9540,-4394.4937,-5088.1678,-4917.4882,3845.5863,-1841.6263,-3521.2484,-2267.8482,1192.5968,5947.2550,6837.5945,4053.1340,6614.7493,2807.9933,-3485.5547,6671.4371,2755.7034,5165.7952,-623.8231,1742.3661,2925.1904,3168.1420,1573.1948,-3841.2707,3554.4374,-4808.0031,-4786.0591,874.0186,2106.5455,-1316.0843,5365.7536,2764.5085,-6039.1043,-1261.4201,-3721.7185,5536.6209,-3732.3892,-5890.2516,-4754.8562,5157.2428,3569.7557,1536.4802,-3430.9036,-827.6183,3326.0017,5122.8898,1936.7791,18804.0857,9456.8041,29561.6802,27556.4903,29340.3851,29129.1154,20780.0246,24236.5579,170094383.9267,170071979.4857,170091244.5017,170092497.1677,24361.0860,170087824.7205,-3961.9966,-4632.3084,4715.6530,-1954.9722,-4394.5826,-3476.2080,982.4147,0.0000,5431.0390,-6394.0329,2766.7313,3025.9255,-1632.9966,2373.8204,-4299.9780,4648.0922,-6398.6108,4618.4401,-2005.8174,179.0476,5412.5156,5489.6188,-2244.0036,795.9007,-2558.4047,3379.4773,310.6248,3943.9510,-2466.8509,975.3591,4632.2978,887.3966,-4096.8420,-5349.4879,1205.2288,3961.6566,998.1092,194.6894,-3052.9071,4300.6782,-4596.6277,5031.3913,3210.3974,5007.7989,3917.5848,5467.1404,-555.6524,2647.8031,5518.9465,5156.3638,4410.5947,150.7879,4561.6661,4567.6190,704.3564,1885.8908,816.0555,-4751.8516,3629.2711,-3240.5228,5213.9250,1554.9297,2305.4651,-323.2737,2045.3662,868.1629,4360.2568,5480.7401,-1804.2920,4647.7374,-536.7031,4363.2119,3541.7564,-166.5005,-4727.1745,-5534.0379,-2373.7289,5506.8701,-4593.5202,-3962.2532,5011.1111,-2847.7673,-4890.2009,-2647.1985,-3512.7967,-2974.2510,-2829.2530,-5545.1453,-4185.0272,4178.1092,3609.7640,4878.6646,-4261.8586,5007.3011,-4157.4891,5425.2800,5262.5887,4707.0303,4614.2382,-5092.2284,171457.2605,169224.7263,167165.4431,174378.2913,173725.8136,163419.4208,161263.2791,170132.3785,-141075731.7778,-141046210.1736,-141067978.1524,-141062069.8528,168850.9121,-141066050.0122,
7200.000,-265.9269,2017.6494,5584.5400,-3913.6343,-1893.3687,-1127.1830,4015.0749,0.0000,-2858.4084,-4021.7681,-5061.5724,-1388.0539,-252.7525,2403.9373,5068.5614,4340.8551,-5446.3496,-2399.4280,5176.4620,-3173.6218,-2944.6085,1316.3678,-73.7753,-4694.6122,-4495.0833,4220.2860,1842.8781,-6924.8203,6535.2396,2073.8606,-4596.4875,-4795.4029,3362.3305,-3901.8999,-208.1789,-6432.7940,5856.9171,1396.6258,-6622.0033,3989.1761,4393.0599,-5941.2102,4463.2742,526.6768,-5558.2402,-3660.9321,-3379.7978,5512.8219,-3352.5021,-4538.3461,4096.6094,5146.8492,3284.4105,363.1955,-2085.5326,4238.9167,-2986.9759,2232.9129,3792.8094,4243.9868,4357.6625,4305.0533,-3686.2694,-1899.8622,-6389.3767,-3725.3636,-6729.3106,5831.6465,-2776.1687,-5820.7092,-4952.9652,6746.2831,6725.7465,-5699.4698,1367.0869,2591.6485,-4320.8609,-5706.4219,-465.1644,920.4726,-6483.9444,-6900.0967,-1536.0127,-829.9484,1489.0166,3353.0480,6766.8009,1660.8017,-3595.3184,5310.9449,2032.7971,3808.0914,-3872.5208,-4892.1067,1360.3386,1362.0882,6859.2468,-4315.4931,-3266.6963,-4020.8527,341004.2041,321017.7221,329145.5135,334363.7359,325401.4131,329139.5376,329443.0913,332022.5181,-309446998.4379,-309457969.9172,-309456062.6744,-309431927.2985,330655.2795,-309431238.7946,1471.7605,-6127.2594,2743.9724,-5464.6910,3774.3251,6731.7423,-4286.6663,0.0000,-6197.5605,-1376.0930,795.6563,6461.7430,4862.4261,-6180.5668,-4695.1616,91.5402,-2378.5807,5877.8209,-3987.6433,5069.1025,-5538.2757,5256.9758,-5224.9979,-2515.8927,-648.6074,478.0440,5254.0123,-69.4657,-1245.3039,5194.6658,3426.8142,1979.4201,-5953.4161,-3178.3757,-6348.0454,2514.7149,1772.7850,5678.6769,1579.8207,-1345.3913,541.7820,-3052.9273,5031.0328,2382.3440,4001.3578,4713.0489,4466.5932,4108.1092,-4442.9317,4778.7724,5551.8388,2157.4599,-5575.3840,6453.7123,4526.5613,1373.2239,5243.5619,-6444.8096,-1711.7983,-156.5968,-2019.2119,-3359.3833,-2214.6461,-5225.8950,-2208.6424,-4340.5682,-1560.4705,1850.2079,-6077.8349,1224.0890,-3211.3138,-1441.4039,527.1974,-894.7635,-6001.1235,-5343.1687,5063.6129,-1811.3715,6861.9012,5087.8248,1654.2612,70.4465,4204.6942,-4944.1400,-3885.1508,5960.0492,-279.2730,5556.6240,-3853.9295,-493.2843,6623.4969,5555.9896,-1628.6183,1210.7926,-3966.7751,4996.3631,462.1891,1899.9664,-4663.5908,2366.6851,107574.4022,93044.4172,116290.2062,112703.9130,114922.1931,115002.6454,107772.0732,110966.7207,93141122.4688,93110194.1812,93130358.9126,93139588.5362,110374.9701,93134666.9530,6770.7354,2541.8855,-3080.8965,-1722.7125,5476.9753,-238.8114,3497.4032,0.0000,-1345.6177,5496.3718,-4680.4712,1655.2883,4921.6471,1966.6076,422.6711,-5408.1917,3605.2065,-2498.6858,-2323.0547,-3517.1749,-2981.8907,-4312.0244,4542.6194,-4467.0491,5267.6533,-5509.5699,3975.1743,51.8761,-1541.0764,4108.1614,-3912.5338,-4585.8337,1164.3608,4740.3166,2607.4531,805.9626,3228.3485,3500.7841,-1258.2099,-5496.6064,5193.2290,-1832.2994,1298.4131,-6515.9553,-698.6455,-3362.2683,-3901.8220,932.7904,-4119.5795,-2123.0986,-713.1669,-4110.9497,-2168.5841,-2199.5725,-4669.4907,-5178.9727,3380.5653,1284.7590,-5542.3349,5470.3130,-5010.8344,-4286.0444,-5306.8783,-4000.4695,1582.4585,-3934.3427,-630.8312,-3241.8240,-1872.8901,-3437.6586,-3626.9674,-566.1507,1645.7794,-3858.6451,3182.3247,3545.1333,-1947.7369,-3491.6732,1062.4876,4617.4797,-1818.0699,-719.2762,5281.4221,4640.0778,5516.7749,-1242.5676,-1474.0381,3792.5855,4502.1651,-4334.1341,-350.8712,-1276.1587,5532.2799,-4481.1333,5407.5720,-4614.1844,-1049.5580,-4813.7266,-3974.6803,5120.3111,172810.1632,169802.1749,168902.5806,172805.2562,175873.3438,167159.3299,160656.7276,168519.7451,-141053992.6275,-141024685.9717,-141048482.4997,-141036308.1964,169580.5672,-141042708.1014,
