sl_5_86400_20241108 Coordinates.csv
2024/11/08 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:25 2024,
Start: 2024/11/08 07:47:00.00, Stop: 2024/11/09 07:47:00.00,
TIME_UNITS,STARLINK-1595 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1595 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1595 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3883.7120,3727.9817,-3404.7536,-2394.0330,3538.9736,283351.8237,266248.3301,286310.5912,286648.1246,285521.7634,285885.4216,277422.6526,282157.3948,-101789679.3408,-101798119.3663,-101781023.8009,-101782204.7656,281905.2664,-101777426.5582,3676.0182,3630.1117,-2629.3732,3792.1605,5569.4277,189727.2557,215748.7162,211089.2848,204875.0383,212938.3026,209102.6407,208178.3451,207665.4044,-87764077.1844,-87710317.2243,-87766340.3543,-87760417.7858,207272.5691,-87752999.2362,-4394.6533,4578.7099,5407.7616,-5283.2231,-1337.4192,-147169.2669,-150341.7630,-153573.3627,-145317.7953,-147943.9218,-158633.2478,-157791.4170,-149880.2712,52835324.8567,52812598.4580,52814605.6331,52814529.1778,-151635.6135,52823302.8372,
3600.000,-6293.4262,-5641.2372,6283.2185,188.7952,-4089.5052,228237.7893,203562.3689,226789.7306,225503.7528,224784.4760,225623.9036,217724.5905,221396.2616,-75534043.7443,-75551703.7636,-75519239.3832,-75519605.8778,221361.2318,-75521357.7755,-2811.5563,-51.2320,308.8721,-6468.1788,-1695.3466,254656.5101,276440.5665,273971.2462,268600.7858,277396.9428,273902.6442,271772.6688,270765.9965,-111116992.3572,-111071184.4165,-111121610.0314,-111116311.9711,271302.4103,-111106728.1946,579.3446,-4042.7193,-2883.6283,2461.7785,5062.6927,-146125.3250,-149392.4564,-151634.1068,-145869.5258,-145178.6635,-155214.7968,-158595.7856,-152253.3716,52815591.6651,52790330.1976,52800704.3324,52799004.9251,-150567.4325,52803299.6461,
7200.000,5852.3218,6215.4275,-6629.6338,1359.4488,3710.6471,158453.8853,127623.7418,152669.3209,149804.6357,149691.9540,150286.5429,144098.3105,146133.7518,-44131146.5748,-44155215.4289,-44110314.5844,-44110993.6348,146687.7059,-44117641.8362,890.6912,-2888.4638,1328.9882,6534.5317,-3557.0577,304236.7990,319415.7950,319612.6687,315228.8017,324414.4433,321106.0936,318754.4716,318832.5297,-126859204.0729,-126823165.1866,-126861556.5871,-126854169.4465,318219.3950,-126849377.3353,3573.1853,1058.8253,-1463.3748,1845.7566,-4351.8147,-145111.4105,-148440.6092,-149394.7184,-147356.8017,-142898.0322,-150864.6255,-158639.2629,-147858.4911,52795072.0412,52768134.6948,52787184.8125,52785217.4729,-149484.9851,52783306.0804,
10800.000,-3464.9673,-4622.2565,4023.5725,-2897.6237,-2379.7236,78143.6207,43302.3702,68617.2895,62992.8123,65184.7950,63833.7468,60898.2846,63482.8618,-9731093.5912,-9758511.5808,-9707171.6541,-9714148.5552,62597.8891,-9716621.6840,2326.2212,4500.0817,-2800.0658,-3763.7564,6293.7404,335177.5313,341946.6608,345009.1699,342812.4812,351054.5065,345788.8293,346139.9394,344604.9675,-133919099.3145,-133893687.6799,-133915432.6239,-133905624.1235,345020.4592,-133909191.8528,-5521.8627,2544.1141,4872.2457,-5045.4955,-209.5505,-144125.2558,-147484.0917,-147165.3344,-149727.7102,-141088.7578,-146218.7245,-157992.7234,-149855.1387,52773800.0690,52746023.8115,52773012.6382,52769205.4386,-148388.3508,52763322.1554,
14400.000,843.4931,1063.8903,29.2912,4631.8430,-566.4517,-7810.5252,-44015.6291,-19993.6555,-28883.8410,-23281.6525,-27099.6135,-26814.0743,-26859.2834,25312415.2729,25284645.9642,25335006.3858,25320644.9568,-25589.5933,25327726.4733,-5563.4660,-5056.2807,4494.2944,-228.1024,-4906.4071,345283.3963,342609.4703,348455.8397,351366.0508,355665.3049,346568.2021,352045.3322,350036.0224,-131819265.4796,-131804417.9916,-131808441.0987,-131804514.4852,349972.9985,-131808753.3158,4015.7474,-4633.3668,-5262.9769,5135.7582,4565.8505,-143165.2504,-146521.1728,-145249.6097,-148351.4557,-139757.6469,-147007.4140,-156684.2504,-145962.6954,52751859.1804,52724010.0290,52757277.5326,52746310.2302,-147277.6105,52743347.8863,
18000.000,1017.4220,2967.2136,-3311.4219,-5706.5399,4419.9783,-94073.3203,-128769.6319,-107459.0647,-117133.9018,-110051.6540,-113818.4307,-113576.0450,-110942.7189,58603089.7538,58577651.5750,58620461.1493,58608408.6732,-112286.8208,58618869.4122,6843.6627,4885.5501,-5595.0046,3320.7945,1263.4335,333621.2078,321369.2808,329697.3044,335906.8467,337976.8909,328057.8118,335858.2978,333121.4102,-120708772.3796,-120703631.9032,-120692513.8835,-120699198.7537,332727.1729,-120697263.1950,-29.3475,3920.9226,2353.0062,-2101.0903,-4922.2714,-142230.3323,-145550.3878,-143863.3610,-144671.3985,-138937.3829,-149566.1219,-154705.7639,-147218.2359,52729376.7531,52702106.6787,52739606.0819,52720618.2305,-146152.8469,52723383.2882,
21600.000,-2441.9072,-5683.8453,4613.9323,4732.8044,-6401.1389,-175180.6632,-205575.7004,-188156.0955,-197671.7367,-189613.0854,-192876.8129,-193838.0124,-193317.4321,87865874.4330,87844957.1163,87876010.6103,87874750.8906,-191990.4877,87881605.7447,-5092.8654,-3884.5108,4746.3714,-4533.8354,1862.1601,300612.2683,279576.6321,289950.6553,297932.9556,299093.9749,289854.4368,298313.1375,293417.2342,-101352625.4962,-101355722.1962,-101334441.3501,-101347471.5447,294340.7598,-101339961.6171,-3999.4758,-864.8471,2003.0995,-2245.4957,927.4282,-141319.9220,-144570.4421,-143076.7496,-141321.8689,-138696.8723,-151170.4977,-152011.2782,-144157.4325,52706515.8623,52680328.2044,52720122.0358,52695880.5642,-145014.1441,52703428.3763,
25200.000,3975.9328,6174.8200,-4407.2300,-1394.9275,4296.7806,-245881.7428,-269565.0718,-256940.4896,-265740.2995,-256947.1971,-260085.7850,-262250.0530,-258621.6967,111102404.2507,111087604.9230,111105473.8709,111117640.3687,-259631.1900,111117559.6865,1238.1329,1599.8171,-1459.0276,4357.4990,-3443.8169,248041.8070,219877.0189,231796.9652,240611.8888,241368.9144,233576.3753,241466.1379,238556.8163,-75079130.7504,-75088582.2593,-75062926.5685,-75074111.4621,237214.7755,-75065430.6411,5515.4928,-2730.8642,-5132.1738,5191.4719,3864.4186,-140433.8862,-143580.1380,-142795.5017,-138472.4261,-139164.4295,-151890.2893,-148508.2489,-144392.5423,52683464.7205,52658690.4718,52699173.6549,52673167.0650,-143861.5878,52683483.1657,
28800.000,-5327.0797,-4805.5168,3739.5744,-2924.3686,803.0622,-301478.1419,-316688.6982,-309478.5508,-317103.7165,-307918.7100,-311420.0051,-313798.0701,-311503.7461,126727473.4413,126719761.7708,126725466.9926,126747969.0140,-310895.9259,126741652.8050,2537.1960,1784.8022,-2891.2080,-3832.0012,4112.5257,178982.1179,146039.2840,158967.8067,167921.5059,168073.2622,162352.2713,168529.7523,163248.3666,-43688783.1979,-43702486.6658,-43677775.9829,-43679303.6810,164943.7465,-43674410.5868,-3617.9796,4664.6678,5041.1322,-4978.7195,-5272.9094,-139572.5261,-142578.3098,-142786.1962,-136108.1104,-140568.0447,-151849.7137,-144073.9872,-142392.1400,52660424.4898,52637211.1384,52677135.6668,52652788.4581,-142695.2655,52663547.6714,
