sl_100_86400_20240903 Coordinates.csv
2024/09/03 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:56 2024,
Start: 2024/09/03 07:47:00.00, Stop: 2024/09/04 07:47:00.00,
TIME_UNITS,STARLINK-30084 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-5521 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-6238 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-32141 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-3399 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-11260 [DTC] - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-31339 - X-Coordinate,STARLINK-30923 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-1504 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-3181 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-3184 - X-Coordinate,STARLINK-3633 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-31098 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-1316 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-5521 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-6238 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-32141 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-3399 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-11260 [DTC] - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-31339 - Y-Coordinate,STARLINK-30923 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-1504 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-3181 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-3184 - Y-Coordinate,STARLINK-3633 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-31098 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-1316 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-5521 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-6238 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-32141 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-3399 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-11260 [DTC] - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-31339 - Z-Coordinate,STARLINK-30923 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-1504 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-3181 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-3184 - Z-Coordinate,STARLINK-3633 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-31098 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-1316 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4403.0898,-5552.4866,977.2370,5414.5393,-1360.4144,489.3758,3080.5986,-3755.0660,6164.1010,-1155.6432,1550.3831,-397.6063,-3521.9942,-4042.5822,-2088.9845,-4718.8144,5735.0366,-6294.8275,5373.4785,-589.1018,-2141.2284,-485.0516,-1633.9510,2306.2518,-2919.4112,1862.3744,-1953.1939,-3335.2840,4026.2483,-2498.2716,-5434.6171,4987.6769,-147.7140,966.8821,378.5308,5353.1352,-5298.0619,2472.4562,1468.9659,5469.0517,2644.5436,-2137.7583,-4835.5038,4642.3937,-3393.6057,-3881.5190,2400.8381,-4408.7745,2317.0465,-3082.8091,-6376.0518,-2924.8618,-3006.7984,-80.9213,-2407.4040,752.2166,-4611.3046,-358.8131,2114.8068,-4687.9477,1681.2133,3219.7619,2677.0326,4586.7029,3686.0433,-607.7825,4230.0471,2774.4620,-6638.4616,5464.7797,1778.0201,-585.8746,-2526.1683,-4630.6213,1437.3343,-1691.3217,2661.9578,-6038.1316,108.2738,2558.8055,3894.2262,85.7709,1608.0696,2276.2478,2156.0148,3885.0233,4642.5701,3061.4633,5968.3511,5256.7383,601.8068,2448.1213,179.9599,-1064.1843,-5900.8372,2194.6632,6522.5628,5829.2680,6744.9390,3854.5638,-175768.0476,-159256.8629,-155128.6780,-160695.5546,-153949.4166,-157348.0156,-161653.6255,-161006.7216,-191261594.3711,-191234143.2000,-191244932.4626,-191261184.2336,-160597.7339,-191260522.8798,5361.6031,269.9424,-2090.9365,3373.9264,-5099.9083,2709.8000,-6111.8598,-5819.9893,-2641.1878,-2121.1967,-5162.5129,5211.8295,-3520.3377,3140.8697,4136.8767,4691.7545,-398.3438,-1816.4788,-3824.8276,5764.1568,4454.6370,6654.9819,5892.1549,-4605.1428,2853.2983,5469.6435,5902.2332,2505.4283,-3728.0627,-3173.1421,-1820.4961,138.8426,4232.5328,-1274.0503,5676.4264,3240.0343,-4421.3484,-6408.2880,-6290.8181,906.6855,4492.4133,-6577.2682,-1596.8558,5029.2526,4104.1325,-5073.5750,5045.3741,-3403.3846,-5143.6982,-6180.5753,-1098.0613,-6051.9316,-4602.8380,6231.5308,6009.1173,6207.7986,-3723.7091,5595.8618,-6302.5683,72.8029,4469.5248,-4715.8396,-4272.0731,-1825.1207,4465.0220,3264.5509,2786.1686,-3220.7081,621.2486,367.2611,5120.6549,5426.1680,4527.1068,2639.4151,-1971.4957,3853.5381,-5230.1261,-2409.7263,-6059.0972,3419.4292,-5464.9737,5980.0362,-3874.7700,3475.6457,-2063.1384,-5570.8873,-4978.7683,4776.9454,1344.0288,3016.0201,-5330.3375,5885.5755,-5110.8836,-6650.6582,1407.1650,5766.1693,2299.1299,-1688.0376,1404.1696,-3320.0490,360007.8440,384833.8883,364627.9006,361298.6026,365707.8252,363724.3967,371052.5186,366652.0408,-36076984.5928,-36022228.7960,-36046934.9571,-36049592.6941,366556.7255,-36058256.3238,24.1404,3999.1054,6541.1665,2692.6104,-4479.0546,6366.4721,1051.9545,-144.9948,1697.5197,6511.0940,4357.1814,-4551.6774,-4678.0632,4671.3021,5128.3893,1954.1200,3839.4159,-2244.6948,2083.7836,-3821.5649,-4861.1112,-1579.0431,3268.2826,-4653.8986,5366.9605,-3635.2794,3067.2855,-5525.6927,-4066.1446,-5301.9498,3690.7815,4641.9115,5470.1326,6749.1566,-3809.0404,-2781.6191,-863.0364,-833.8750,2432.3315,-4176.0187,4553.3847,-179.3558,-4716.9790,-1019.1443,-4437.4909,-2666.7447,-4118.3055,-4112.0374,-4043.9276,418.8345,-2462.9806,-1676.1118,4028.7772,-2830.1644,2452.1122,2503.7024,-3383.7589,-4058.6110,-1964.1791,-5138.7388,4996.1178,3928.5060,4574.6541,-4853.3500,-3615.2203,-6111.6933,-4575.9205,5494.3085,-1448.0432,4247.3211,4319.1006,4272.2935,-4615.3995,-4264.0103,-6513.2925,5491.4755,-3523.6796,2361.7026,-3381.9693,-5449.3747,1674.1364,-3521.6867,5491.7390,-5538.2413,6260.2983,136.5013,-1248.4644,-3964.8439,3220.7656,3351.0274,4204.9296,2678.2834,-4693.7219,-1593.7509,-3335.9012,3162.9128,-236.2935,-3122.3904,-665.3195,-4709.0455,61893.4668,58666.1044,55427.6387,63911.2229,60989.0834,50324.9005,51443.3253,55704.4266,84140842.2305,84157255.9409,84132106.5607,84139244.3813,57452.0251,84148934.4746,
3600.000,-5294.2000,2341.4169,171.1097,-6394.3693,3922.8994,-3848.9976,-505.1283,4279.9024,-5117.3417,5261.2745,2522.4344,-1879.3647,6375.8139,1857.0673,-55.6705,1381.3115,-2698.0233,4444.1169,-4292.8578,-2134.4485,-2157.7263,-1904.7518,-2023.8369,1606.9771,-1116.4292,-4915.5249,-248.4954,1218.0516,-3073.6809,6289.8619,4374.7112,-4679.1757,-4022.9907,446.0210,-3396.5299,-4149.6410,3868.3576,-635.0397,104.3314,-4326.7078,-5302.1266,3247.4029,5480.7649,-5146.0446,-842.3406,4114.4821,-5348.9402,4087.7876,145.1971,3920.3448,4160.3218,4077.6800,5252.0517,-1797.8788,-677.0874,-2802.9463,6638.8894,-1630.3990,-583.0446,825.9092,-4467.9459,-1185.0286,856.2809,-4790.5286,-6266.3817,-3432.2552,-5632.9132,-3628.9544,4058.3433,-6215.0734,-4950.7433,-3310.6856,-1397.4650,852.4415,2422.8450,-2367.2840,-1079.8931,6556.5526,3158.1342,-5262.8008,-866.5096,-3353.7775,2524.0114,-5718.6092,-6276.2783,-998.0417,-1782.6247,-5263.5373,-3795.4295,-4159.4150,3814.8776,-3611.4947,3526.5495,2658.9357,2529.0884,-4359.4302,-5517.7896,-2340.0167,-5262.7927,323.9793,-260858.6959,-250686.9474,-243000.9132,-248605.4691,-240984.6895,-243867.8960,-249098.7810,-247457.2335,-175359638.1859,-175342259.4690,-175350194.1377,-175365797.0116,-247963.7769,-175359156.0169,-2917.8968,-3440.7891,-3257.1727,-2126.8948,5656.0131,-4583.6164,5112.6396,3606.7498,3832.8076,1352.8365,4775.8383,-6610.3746,2332.8965,-6087.0797,-6611.3557,-5142.7638,3150.2997,-991.7172,4925.0273,-6565.6131,-3921.9992,-4255.5724,-4656.9261,5526.6294,-5640.1323,-4729.4411,-6920.6797,-5854.9036,6089.3301,235.9142,-2657.8712,4143.5616,-3556.6578,-3934.4616,-2331.5814,631.6032,2593.3926,5990.8869,6620.3750,3002.1607,-4362.8192,4705.8985,-2296.6986,-3290.8994,-4170.2107,1494.7368,-4247.0557,-772.5591,6852.0379,4329.7679,-1594.2518,4935.0552,519.6049,-6350.7744,-4437.8189,-5586.6878,1540.0065,-6724.7597,6489.4239,-2347.1172,-1076.7258,6779.8941,6394.8174,4794.1969,-2694.8897,-945.4445,1549.1848,5751.6766,-3327.4375,2695.5115,-4570.5584,-4186.8688,-5507.5618,-5367.4785,4175.4978,-4909.8724,6686.2559,952.4692,3966.8395,-63.0835,4721.1865,-3814.5768,4811.9226,-1384.3235,1709.5138,5070.4152,4683.7183,-4491.0460,1837.7628,666.7333,3821.8775,-2467.6208,5249.7623,4045.8601,-3340.0187,-2610.3057,-172.9691,4411.0192,692.0834,4365.2285,303123.9231,333237.3919,311081.5294,309626.0478,314011.6560,311679.9832,318041.2123,314936.7166,-84376957.2723,-84314655.5832,-84343757.6454,-84352759.5877,314489.7102,-84357285.0771,-3408.4009,-5451.9439,-6133.9941,1591.8020,701.7421,-3536.9170,-4653.0373,4070.0094,2634.0074,-4341.6488,-4359.7033,873.1176,733.6764,-2769.2677,-2046.5894,-4451.9087,-5543.8015,5203.1041,2265.8048,665.1053,5277.0677,5013.7971,-4732.3394,3863.2361,-3544.0390,-13.8931,412.8996,3471.5540,-302.2696,2172.0147,-4515.4969,-2742.2222,-4379.9044,-5707.9418,5452.5620,5395.6791,5153.4991,-3410.6589,1951.7667,4505.2565,-922.3990,-3903.6173,3568.5142,-3258.5522,5458.1630,5347.2686,1202.4440,5517.9693,1059.4243,3698.5388,5283.0654,-2654.0625,-4329.6887,-1813.1675,-5281.4401,2507.7749,-372.9046,42.3430,-2372.5093,6483.4153,-5177.4776,-881.1055,-2236.9417,1387.3631,-44.5251,5964.0388,3512.0902,-1445.6151,4348.7972,-1500.2615,-1661.6223,-4437.2333,3969.3769,4112.6451,4996.7590,-4279.0632,-987.7867,1983.7329,4724.2131,4481.4020,-4989.6707,4715.4636,-4289.4001,3631.6870,-2439.6364,-4417.2741,4759.4843,-93.7387,-5491.0706,-5509.2890,-4175.5099,-5367.0065,2839.9104,4931.7776,5496.1386,-4728.8876,4159.7222,4638.0425,4428.5268,5358.8146,60357.5850,56939.9036,54631.4399,60741.8191,61133.4593,51019.0347,47914.8714,57517.4786,84131912.0567,84143374.9161,84118432.8603,84126487.9296,55849.3748,84137403.2152,
7200.000,4980.5341,843.2098,-3328.7005,4848.8267,-4558.4419,4517.9702,-3203.8033,-4147.8289,1539.7222,-6803.9500,-5608.1863,3069.1251,-5713.2696,352.1596,1599.9018,2683.6823,-432.4481,-1801.0947,914.7549,3875.2995,5555.2567,4734.2299,5410.3108,-4446.5679,3517.6515,5522.4672,2491.2760,386.0763,389.2621,-5512.2806,-2372.6918,2755.8714,6378.0818,-3532.7840,5965.6383,2390.5645,-2011.1246,-2350.6255,-2243.6685,2712.2139,5532.0242,-4085.6465,-4903.0374,4182.5048,4604.6970,-4173.3188,6133.8658,-3657.1471,-2259.4181,-4140.2959,-1190.7286,-4184.8137,-5892.2644,3294.0438,4406.6944,3913.6291,-5432.6595,2857.2917,-1842.7435,2066.9193,6368.5347,-1097.6777,-3431.7351,3234.8019,5743.7856,6528.0391,5081.5439,3092.2614,40.5054,4849.7044,6083.4077,6188.0353,4321.1096,2521.6299,-3998.2152,4811.3204,-1351.0345,-4404.9348,-5982.2963,6504.4219,-3259.9054,6095.3972,-4986.0990,6895.3602,6296.3331,-3385.4701,-2459.8127,5133.8975,1233.2038,2814.3256,-6566.2510,4767.1919,-5561.5479,-4538.7665,1210.9936,5943.6648,2832.7113,-1594.9806,2167.9642,-3831.8328,-328494.4120,-326358.9294,-315305.7578,-320783.8371,-312546.6421,-315260.1754,-320107.5272,-319792.4387,-147493462.2373,-147488268.4727,-147491689.7686,-147502556.6846,-319439.6292,-147493980.5816,-956.7871,6081.6415,5719.2292,-485.2736,-3858.7680,5087.6145,-2939.8599,529.0358,-4111.4322,-1389.4218,-3696.3719,5247.9473,-141.5767,6879.9489,6317.0328,4767.2515,-5772.5961,4471.3836,-4440.4823,4981.9085,3306.8882,491.0799,2768.0315,-5271.2878,5612.1960,1670.6607,5340.1638,6869.6114,-5179.7407,2089.4713,6094.7684,-6117.0799,2638.1498,5837.5598,-1048.4633,-4888.6678,1491.5811,-3451.4874,-4065.4595,-6018.0181,2556.8413,-677.4033,4900.6281,-438.8823,4096.4597,2856.0415,2150.9506,4707.7642,-6043.1922,-289.4585,4798.7418,-1395.7353,3153.0657,3103.9813,2212.8292,1195.2747,1496.6267,4884.2375,-4132.7748,5216.9892,-1675.3302,-6289.4798,-5599.5310,-5371.9703,-393.9753,70.2296,-4548.9400,-5175.1459,5531.3656,-4463.2165,2659.9468,2473.5177,5344.6412,6278.2457,-5653.6588,4965.4421,-4716.1422,1512.7633,-1367.5566,-2235.5639,-3211.2753,1206.3533,-4781.5987,-219.6305,676.7536,-2763.4189,-3662.6859,2214.7296,-5249.7272,-4641.3300,-1554.6510,-1735.2704,-4085.9115,-81.6764,5316.0142,-962.8272,-3070.7229,-6068.0663,-3653.8337,-5072.0769,226814.5127,260174.7827,237484.5257,237887.9966,241991.2435,239903.4368,244633.5308,241307.9059,-126900968.3505,-126834248.4445,-126868082.2956,-126883166.0036,242026.8760,-126880702.9012,4723.2013,3038.9226,2106.2412,-4929.9386,3482.0193,-1401.5867,5381.8080,-5527.7192,-5353.5061,-365.8089,1723.2282,3310.1060,3726.8250,-818.6914,-2336.9588,4254.8942,3781.5567,-4973.6957,-5232.5452,2870.2238,-2494.8704,-4937.6973,3334.9547,-769.0042,-1320.1321,3630.8121,-3666.5882,714.7143,4418.4578,3092.4850,1931.2012,-1238.3334,580.1909,1291.9459,-3187.7679,-4155.9064,-6488.8426,5505.8778,-5117.7682,-2142.3648,-3302.6678,5531.9279,-292.3390,5484.3036,-3169.9049,-4727.4049,2416.3418,-3517.0989,2541.6056,-5541.6327,-4846.0722,5329.1527,1358.2197,5121.1973,4854.9563,-5359.1123,3847.5543,3970.4004,5239.0107,-4107.6097,2116.8260,-2719.0048,-1821.7093,2913.0727,3650.6568,-2394.0442,173.5297,-3469.0227,-4000.3441,-2171.3781,-2016.8885,1915.9784,-953.8389,-888.5396,-616.5223,421.4980,4759.5552,-5123.1805,-3242.8168,-752.0470,5179.6337,-3093.2699,395.0272,507.1851,-2856.0712,5192.5851,-5335.0284,4064.4605,4325.6419,4300.5306,989.8017,4694.6849,702.4315,-5226.8005,-4265.5135,3434.3201,-5520.6459,-2686.7065,-5467.4295,-2758.5288,58766.1656,55199.1524,54157.2767,56622.3599,60774.5258,52622.2312,45135.0495,52646.7424,84123317.2822,84129440.0213,84105416.6518,84116136.9412,54242.3565,84125851.7357,
