sl_100_5400_20240226 Coordinates.csv
2024/02/26 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:20 2024,
Start: 2024/02/26 07:47:00.00, Stop: 2024/02/26 09:17:00.00,
TIME_UNITS,STARLINK-5604 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-4511 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-4445 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-1084 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-2519 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-1906 - X-Coordinate,STARLINK-5697 - X-Coordinate,STARLINK-4786 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-11294 [DTC] - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-31750 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-4620 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-30459 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-5276 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-31518 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-5095 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-2010 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-4511 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-4445 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-1084 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-2519 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-1906 - Y-Coordinate,STARLINK-5697 - Y-Coordinate,STARLINK-4786 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-11294 [DTC] - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-31750 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-4620 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-30459 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-5276 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-31518 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-5095 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-4511 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-4445 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-1084 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-2519 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-1906 - Z-Coordinate,STARLINK-5697 - Z-Coordinate,STARLINK-4786 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-11294 [DTC] - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-31750 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-4620 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-30459 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-5276 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-31518 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-5095 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2814.7209,-6807.4305,6034.0236,4266.7297,-420.6145,-2075.8912,-734.0608,1188.4567,2389.8593,-2014.7579,-3268.4756,-5884.9510,1795.9269,-2284.9784,-2335.0579,5027.9004,775.5946,-4002.8425,-2822.1072,-2635.6837,1260.1771,5354.1104,-5865.7727,4139.6286,413.6239,-1401.3127,6654.7729,-1845.8400,2445.2400,6831.8362,1029.3270,-1607.5418,0.0000,1958.3630,5968.6886,-2778.3223,423.1781,5252.0852,-2281.3699,-457.8827,2989.7132,4372.0820,1698.0666,-1349.0228,-6766.4250,-2417.1161,4239.4682,-75.6313,65.7365,976.1859,-4072.9414,32.6845,-2682.7467,2419.6638,5947.4765,-1563.6323,-273.9696,-4391.3089,-2434.3600,-2667.0748,-6467.2064,1658.1089,4260.7324,-1269.8715,2704.5043,-4845.5921,-5612.8258,-959.2152,3191.2309,-246.4018,-785.6191,3467.7799,6650.2001,811.9971,-3574.8788,-5329.7401,-2097.1776,6474.7504,2589.2789,4749.1222,-4839.0325,-4296.2219,-4457.0215,-2379.9732,-6647.4140,4189.9213,5120.5658,-2195.8337,-3129.6496,6255.7113,-3516.0382,-2321.1538,-222.9244,-5964.6526,174.5827,5261.1756,2287.5374,6511.8889,4158.0976,-4351.1828,49114.5132,26906.9504,28079.1472,34150.3205,27217.0697,31046.7802,34099.7675,32459.1825,-239962188.7377,-239965655.9280,-239970676.1725,-239942462.7467,33669.4955,-239946352.0288,-3358.2638,197.5712,-1546.8388,-45.9323,-4712.4456,6540.1697,5887.4433,-6692.0992,3805.5814,-5724.9311,-4491.0382,-1487.0918,4177.4699,4460.3168,6483.2313,766.0117,5308.4988,2658.1007,-3131.7887,5985.8220,-3963.9462,-837.0393,-3607.9320,2974.3490,6882.8392,-5115.1035,2016.7287,-4988.1676,4766.3635,1043.7949,2274.2427,6622.6800,0.0000,-4345.1141,1272.8856,-3120.3083,5444.0038,-1424.6558,3633.9704,-6300.5508,-5290.8302,-118.2538,-4172.8557,6105.0771,-1020.1487,5424.3316,-1599.8502,-4344.2143,-5321.2861,4078.2619,5312.2499,-5814.0903,2296.5579,-4885.4897,1706.4282,4746.8216,6326.9827,2585.4041,-4133.7167,4119.3548,2124.8983,6609.2584,1906.8089,6552.4160,3441.9936,-3301.4154,987.2723,-539.2834,-3676.6155,5676.7013,4351.0919,-4886.6518,-1128.9641,620.5032,-3926.1192,3931.6722,5150.3345,-55.6674,-4092.7009,-2452.6012,4101.9400,-4209.6433,3462.6175,80.4272,1938.6384,5196.1030,-2764.4529,5866.6523,4378.8236,963.3749,-5901.6080,-1527.9882,6818.0890,-1845.5408,5072.9484,318.6240,-3460.7414,164.5821,-851.3010,84.3083,-401597.8904,-405805.8583,-402978.0335,-399152.9856,-402680.7226,-401085.8912,-408947.1152,-405283.4937,204257289.0848,204238727.5470,204244733.3727,204258222.1723,-404230.1510,204251461.0847,5393.1179,1232.7733,2590.9452,-5455.9680,5051.9472,1011.0733,-3623.9025,-548.2371,-5269.6778,-3336.8337,4145.8219,-3373.8515,-5221.6520,-4642.7386,792.5546,-4722.8740,4390.1838,-5021.6082,-5533.6385,-2324.6360,5521.9645,4187.5061,-915.6367,-4711.6828,-810.1323,-4502.7971,-143.3130,-4445.7780,-4406.8419,597.6912,-6495.0563,1280.9534,0.0000,5010.3973,3144.2994,-5533.5423,-4290.8315,4105.1353,5422.1230,-2308.0931,3093.9764,5375.2328,-5270.5410,2734.1192,389.2711,-3556.0620,-5248.8393,-5390.6478,4122.1852,-5522.5891,-1334.9680,-3575.2043,5968.3078,4100.6853,-3127.4200,4633.7749,2839.3339,-4720.6664,-4991.2504,-4885.3245,457.6463,341.5325,-5148.3979,1847.5037,5364.5789,-3686.0009,-3966.5277,6846.8468,-4949.7155,-3862.7757,-5246.0047,3455.2713,1297.2239,-6876.2689,-4448.8970,2114.0809,4109.5820,2486.1608,4808.3640,-4398.5272,-2772.2165,-3493.4135,3821.5768,-6535.2324,-446.4328,1414.8660,-3567.1643,-2505.4495,-4367.4351,-2634.3661,952.2488,6367.1887,-1142.5175,2978.6032,4718.9980,-4518.3293,-5541.9835,2363.2418,-5510.5400,5389.5139,24920.4457,19429.0920,18226.3580,27280.2508,23499.6450,12958.4128,14878.9076,19663.3760,-106766145.5982,-106785147.9285,-106760257.9296,-106749629.2185,20442.0486,-106754629.7988,
300.000,864.5953,-6116.4050,6025.4428,4474.2484,-2210.7783,-465.5518,-994.8055,-335.7468,4288.1227,-3483.3396,-4988.3208,-6609.1336,3243.4971,-1050.7515,-746.5516,5214.6136,2664.0393,-2136.2442,-2605.6784,-1247.2991,-887.1039,3958.0109,-5558.4416,5087.5173,1591.2683,-2504.6663,6535.9181,-3007.6069,4168.0665,6596.6644,2637.9274,-123.2240,0.0000,-157.6131,6608.3705,-4188.0031,2389.0150,3961.3746,-682.8307,-1774.6181,1641.4784,4656.2431,-457.7167,216.5625,-6497.2811,-637.8647,3987.5204,-2111.6705,-1575.8068,3049.0907,-2827.7229,-1796.2485,-4393.6900,472.8486,6750.5292,579.4410,1032.8573,-3026.7293,-3507.8334,-574.0201,-5566.9305,3052.2363,5268.1326,124.5700,3867.2663,-6118.9782,-4228.9545,1087.9378,2230.7243,1590.9614,1088.6351,1657.9616,6345.1261,-1231.2866,-4030.3638,-5186.0704,-208.4852,6652.5147,1413.2600,2978.4686,-4269.2793,-3893.8595,-3568.9225,-2175.9814,-5815.1071,5369.8453,3473.5698,-596.0196,-1134.9898,5497.8493,-4263.3006,-4122.4792,987.6764,-6759.9282,2293.6567,5538.4722,429.1827,6814.7471,2293.4462,-4629.5200,57691.0887,35698.5292,36680.7232,42768.2989,35735.0980,39552.7532,42723.3057,41310.6575,-244362673.9880,-244365737.1182,-244371016.5968,-244343781.3496,42249.2205,-244346912.9725,-2824.2504,1404.1979,-2918.3051,-2122.1579,-3560.2108,6471.2338,4373.8640,-6733.9536,3153.6138,-5730.3600,-3603.7795,112.9138,2586.8242,5810.9390,6515.5053,-1350.4919,4321.5913,3647.9502,-1094.6166,6770.6241,-4288.2066,-2248.3449,-3945.9245,1044.7479,6266.8101,-5880.9518,1335.1733,-3347.5928,4603.7153,-508.8585,767.3641,6930.5338,0.0000,-4183.3523,-336.5529,-1480.4155,5551.9303,-3107.7687,4961.9999,-6463.2219,-6378.5945,-2153.5894,-4145.2919,6689.8197,243.0101,5005.5741,-3583.9097,-4641.0666,-4163.1809,3596.3459,6207.2967,-4937.0288,2842.1553,-4549.6692,522.4990,5096.8674,6767.3885,4243.8562,-2312.2912,4207.0859,3419.6110,5982.2969,2986.7620,6010.8104,1608.2979,-2426.4121,2302.6963,-1536.4740,-5306.6132,6075.1102,5125.4477,-4823.7191,-2624.1830,1602.9835,-1968.1985,4633.0186,4675.0110,-1662.2587,-5568.7094,-3385.8449,5341.6785,-2723.6261,5126.3432,2253.9194,3253.2719,4210.4301,-3946.0610,5428.0230,4402.8050,-510.2548,-4776.0396,-525.2034,6810.8021,-690.3153,4850.8235,-1700.5248,-4540.4066,-1105.6999,-1688.1662,2127.8513,-400367.6318,-404912.9153,-402037.2557,-398387.9225,-401894.8771,-400241.4557,-408091.3394,-404386.6255,198971013.5147,198952211.6717,198957820.1322,198971845.7966,-403428.9504,198965157.8795,6287.8674,2912.8769,854.6754,-4842.8091,5507.1105,2446.2291,-5312.6970,1008.3539,-4430.5295,-1727.4913,3192.8498,-2125.2005,-5544.0325,-3433.8817,2253.0645,-4376.1702,4719.8790,-5517.3292,-6357.0015,-872.9813,5349.4949,5114.3357,1326.1375,-4604.9893,-2533.5547,-2745.6996,1960.5945,-5273.6556,-3089.2121,2077.9989,-6393.4215,-255.0965,0.0000,5502.5271,1837.5753,-5324.4073,-3418.5466,4594.0106,4767.8346,-534.8141,1774.3866,4660.1486,-5539.7453,1338.8586,2161.2056,-4739.2597,-4397.4629,-4684.0425,5047.0556,-5084.8645,211.0536,-4357.6507,4553.5768,5058.6589,-1485.9576,4488.1212,1154.5687,-4590.9948,-5502.8554,-5470.5606,1960.3259,-1209.3818,-3406.8561,3432.4458,5512.6940,-2150.5042,-5003.5912,6674.7644,-3880.9821,-2784.7620,-4428.6004,4668.7007,-245.0044,-6651.5115,-5279.9503,17.6771,5087.9835,1057.0294,3686.7437,-5252.6782,-1072.2312,-5080.5677,2732.8754,-6210.4430,-1940.1813,-127.3235,-4353.2258,-3964.0877,-5232.5359,-4065.7936,2660.7771,5568.2216,672.5885,1308.0046,4387.9084,-3823.7816,-5208.2531,618.3599,-6346.3890,4694.4914,24796.4358,19300.8866,18116.6635,27054.0175,23537.9455,12968.1110,14534.7414,19113.6811,-106761733.6943,-106780685.6414,-106756070.2023,-106744853.1617,20303.9224,-106750128.4154,
600.000,-1204.4049,-4821.9396,5373.7275,4291.9194,-3822.5735,1210.7421,-1074.5965,-1835.5911,5764.2176,-4592.1160,-6224.0401,-6703.1621,4420.6142,253.8570,933.4356,4939.3299,4321.3586,-81.8446,-2208.3716,253.3285,-2933.4040,2184.3458,-4657.8352,5583.8452,2641.0457,-3323.6496,5761.4948,-3929.2154,5465.0068,5728.0591,4036.7925,1375.4162,0.0000,-2271.5858,6594.4825,-5228.1193,4108.6160,2296.1194,940.5935,-2892.6569,143.4124,4530.1061,-2573.8081,1747.2627,-5567.9240,1237.6261,3391.6627,-3918.8075,-3094.5900,4826.5476,-1292.5288,-3474.2743,-5655.1945,-1550.4846,6887.9221,2652.9561,2225.5036,-1407.1387,-4292.3871,1583.9884,-4094.7571,4146.8681,5678.6675,1542.1168,4701.7019,-6782.5897,-2452.6541,3058.3361,1094.4683,3249.9311,2820.3400,-341.2992,5406.3798,-3182.8023,-4147.8111,-4516.1466,1732.4132,6190.8336,132.3316,925.5535,-3285.7571,-3154.7117,-2343.4555,-1834.2096,-4417.4138,6003.6280,1484.3091,1103.7199,987.2368,4201.1985,-4617.3310,-5533.5060,2107.5592,-6883.9317,4188.2926,5314.3903,-1436.3690,6445.3106,223.1651,-4500.2715,66235.8670,44473.1190,45265.3086,51368.8730,44238.9170,48038.7683,51325.2274,50208.2076,-248646721.3116,-248649377.4231,-248654897.0605,-248628670.3219,50810.1021,-248631034.2894,-2081.1808,2504.1501,-3967.1116,-3972.1337,-2103.2333,5786.6411,2393.2834,-6088.8268,2239.8644,-5180.7530,-2398.3620,1683.0228,778.5883,6572.0572,5927.1021,-3326.0600,2953.7443,4340.0863,1070.6323,6900.5393,-4246.0048,-3481.6737,-3839.9233,-963.6540,5036.6845,-6070.2987,493.3411,-1397.7995,4018.7370,-2031.6087,-753.9750,6567.4723,0.0000,-3667.3759,-1895.4872,262.6522,5153.6076,-4508.7896,5830.3082,-5925.7666,-6816.6791,-3956.8294,-3772.3123,6596.9842,1505.6321,4133.5831,-5206.4333,-4527.8551,-2592.0943,2817.7253,6470.9425,-3587.9672,3021.7321,-3794.3250,-696.4136,4970.3929,6545.6570,5519.9713,-285.5438,3940.6215,4384.5666,4742.6710,3782.5985,4889.6077,-352.7609,-1334.9705,3444.3636,-2283.4790,-6421.4178,5886.5483,5417.6757,-4328.5329,-3859.8595,2329.9278,186.2478,4863.8254,3783.6411,-3098.6610,-6479.2770,-4042.3996,6044.4740,-926.7697,6263.6821,4203.1587,4271.8725,2794.9998,-4768.6333,4437.0130,4050.0763,-1972.9271,-3167.0070,462.5436,6124.3604,518.6336,4201.5493,-3538.6054,-5218.2490,-2259.7643,-2434.3153,3941.9758,-398954.4961,-403827.1429,-400915.3245,-397440.3001,-400930.4030,-399218.9456,-407048.7848,-403221.9026,193589960.0222,193570930.1677,193576133.7526,193590623.4350,-402445.6089,193584073.3223,6516.7550,4279.3972,-981.0124,-3711.1163,5371.6388,3619.6560,-6439.5152,2451.3852,-3116.5691,67.4214,1898.3295,-650.0780,-5272.8770,-1841.2832,3472.5396,-3563.3715,4545.2912,-5428.9252,-6510.0806,671.8791,4601.4144,5474.6533,3426.5759,-4008.1628,-3987.1893,-697.8445,3856.4034,-5538.7339,-1441.5899,3336.0275,-5618.1977,-1763.8844,0.0000,5402.9012,328.4423,-4547.3860,-2182.3784,4566.7493,3600.5420,1301.1828,255.3839,3446.9111,-5218.3065,-206.5978,3693.5055,-5414.1330,-3076.5381,-3475.2380,5383.4854,-4104.7272,1733.3597,-4652.4417,2653.2901,5449.7233,314.6682,3838.1770,-653.3598,-3973.6958,-5425.0212,-5470.2072,3242.7100,-2624.5365,-1303.4511,4648.7301,5070.3344,-384.0334,-5509.0868,5792.7764,-2399.0960,-1400.5487,-3123.1282,5379.6267,-1760.2957,-5724.2630,-5546.3521,-2080.6308,5518.6017,-485.0812,2152.3848,-5543.8635,743.1129,-6130.8959,1336.8097,-5230.3685,-3226.8563,-1655.2401,-4652.0896,-4963.5582,-5539.0009,-5048.2417,4084.5661,4179.1960,2415.0677,-503.4742,3587.7310,-2721.9945,-4316.2718,-1192.8162,-6512.8008,3497.0924,24671.9635,19174.0853,18011.1230,26822.8204,23572.7608,12983.1817,14196.7643,18654.3902,-106757316.3538,-106776221.0443,-106751880.9659,-106740104.1107,20165.7858,-106745626.8429,
