sl_100_86400_20241015 Coordinates.csv
2024/10/15 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:22 2024,
Start: 2024/10/15 07:47:00.00, Stop: 2024/10/16 07:47:00.00,
TIME_UNITS,STARLINK-1987 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-1880 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-32167 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-3790 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-4434 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-31347 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-1749 - X-Coordinate,STARLINK-1838 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-5593 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-5630 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-2743 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-5375 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-1880 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-3790 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-4434 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-31347 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,STARLINK-1838 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-5593 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-5630 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-2743 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-1880 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-3790 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-4434 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-31347 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,STARLINK-1838 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-5593 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-5630 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-2743 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6837.0478,-5527.2206,5828.9842,-1932.9874,-4325.3024,-4074.1968,-4692.4711,-4804.9128,-803.4813,-228.0951,4413.6657,-3461.3448,2000.0766,-1119.8176,4695.0972,-6223.1720,120.9008,-4619.8116,4710.3585,1833.1791,-5102.2136,-1598.6592,3256.7819,355.7654,6289.7524,971.2609,-1910.2500,-470.8169,5283.7909,6342.8471,4764.5757,3841.6429,615.1091,5119.5577,-5561.2370,3167.5304,-4899.4053,5522.3398,4293.8980,-292.6501,4290.2712,-1914.3082,1762.6306,3339.6379,-6141.6828,6232.2358,6190.2112,-3296.2401,-5167.8412,2828.5279,-5496.5219,-1193.5758,-2098.3160,-856.9404,4851.4417,4284.4374,3544.8685,-3002.6618,4280.6403,-4130.2188,3414.8481,1016.0618,4790.8697,-5295.1370,-5537.2553,-1671.2411,5961.8825,2875.4826,-4251.2298,2960.2656,3670.3213,2614.4620,5204.2513,-4449.7739,4367.0535,-2363.8503,4043.6476,2141.6725,-5608.4451,-4570.1253,-3059.0383,5698.4560,4140.0616,-4633.1486,2386.4673,-3183.2689,2313.5607,-4689.8349,1683.4181,-3718.1783,4674.9352,6575.3287,1699.3990,-3936.5163,4604.7358,-6098.0982,3182.4425,6518.0916,2926.0122,4612.6364,308800.0512,300159.2717,309568.1953,307457.1977,309640.3532,308419.4846,300314.0419,303733.0857,-140084122.1220,-140095807.9565,-140091600.4455,-140107311.3441,304066.2928,-140099228.4749,920.5530,-4004.5998,-2863.5827,1473.2688,-4333.0257,758.8556,5016.5228,-3294.0583,6658.5995,4067.4561,-5186.2767,4374.0541,-3739.6707,-4373.9822,-1250.5947,-1508.7246,3056.4433,-2889.4540,-1367.5557,-3761.6757,-1694.4941,6613.7011,-2568.2223,-6645.5823,2288.9969,-2938.2327,-161.6197,-4020.1871,-2134.2368,1383.1374,1204.3403,5246.7051,-5048.3479,-163.5362,-227.2451,2968.9458,3225.4704,-118.8762,816.3550,-5238.4893,-3885.1757,-4073.6111,3843.5432,2686.4040,2812.3851,796.8043,1924.0663,5230.9368,1069.8749,-6086.9372,613.8197,2239.0547,4850.8610,4075.1499,4342.9163,633.1338,5831.0232,3053.3372,93.1226,-414.4727,2564.4766,-1539.7939,-211.3725,-1527.4221,-2777.3186,-5913.0606,3291.1023,-5092.8507,-5163.9954,5605.4307,5265.8643,-4733.0485,935.2437,-3109.5595,-387.7765,-5152.9174,1190.2974,-6308.1866,-3824.2602,-4804.5400,641.7588,-1262.1801,-123.3455,-5115.1947,3380.8363,-3856.6313,-5117.5559,2587.1298,-5379.0342,-4626.4665,134.3715,173.3588,-5743.7069,-1645.1122,-2269.1714,3206.2943,-4811.6219,-1973.3587,3628.7108,2295.9204,-198347.2816,-172697.2506,-188777.0875,-194730.8034,-186918.7925,-190609.8999,-188022.1821,-188982.8534,-72111458.5533,-72089925.6623,-72081089.6902,-72104080.9653,-190665.6415,-72103235.9827,-629.7417,625.5783,-2096.5225,6505.3227,3227.6050,5529.2774,1059.8151,-3749.0876,-1730.6020,5260.6687,-1259.1731,4114.2114,-5513.3520,5232.4556,4659.0152,2608.5120,6234.7520,4281.1541,-4885.6834,-5515.3808,-4235.9056,721.8754,-5542.8340,1879.1546,-1787.9838,6205.6509,6662.1666,-5374.8247,3958.9710,-2400.8637,4749.7271,2025.9146,-4723.4051,4666.3951,4100.0919,-5308.7600,-3690.2117,4169.5821,-5373.3728,4400.4409,-3435.7032,5252.7333,5474.3945,5190.0366,1483.8852,-2947.6906,2128.6466,-3151.1431,4492.3771,1672.9553,-4215.1073,6464.2097,-4499.6007,5523.3430,2433.3244,-5409.0504,1137.4688,5422.6605,-5321.6097,-5459.0822,5441.5592,-6700.9200,-4993.3844,-4034.7873,2949.3083,-2772.4405,-406.7350,-3735.5805,-1367.9672,-2773.0215,2301.8636,-4352.2467,-4496.3198,-4228.5004,5350.7507,-3985.7367,5481.2948,-1871.2590,1450.6049,1984.5272,-6205.8187,3706.5796,5531.2600,491.1379,5418.0053,4820.8709,4092.0455,-4413.2006,-3849.6799,3392.8304,5088.1707,-1357.5412,3451.4030,-5451.7099,-4672.7765,-627.5950,3823.0386,-1222.9737,-5118.5470,-4650.9985,-27182.8609,-27983.2707,-29599.8488,-21256.8834,-23993.9185,-34673.4886,-33729.7953,-26990.3394,65357774.7186,65337985.1261,65357236.7483,65358153.3869,-27627.1575,65368800.5068,
3600.000,5483.8214,5461.0479,-2182.8028,-1088.9451,4207.0984,3070.0280,3866.5909,4108.9227,-1475.0327,-4957.5187,-1598.8581,1467.3473,-2262.3590,4577.5507,-4922.6337,6698.5136,-2597.2828,5217.3736,-5187.5494,1496.4857,3332.6384,-911.8432,-616.1116,1176.0494,-6400.1959,-123.9674,4362.7364,5138.8329,-1333.9436,-6626.6465,-6653.8788,-5628.9237,3176.8557,-4162.6445,2883.2657,-5006.6728,4526.6115,-2705.8824,-3742.5207,2844.4513,702.5162,5327.7680,-5437.1911,-4822.3105,4944.0315,-4446.1442,-6325.5470,1364.6125,4879.8842,17.5916,1572.4843,-1007.0535,-1973.7661,-3206.6993,-3148.4583,-5642.1499,-4052.2270,-764.4587,-5166.7976,3834.2383,-6203.6020,-5678.1519,-5941.1851,6798.6228,4855.0905,3679.4933,-5612.3798,-733.2307,4339.7972,-3814.4873,-5619.3088,1452.5599,-4569.2221,3974.7993,-5036.0299,4590.0729,-5630.0651,599.6557,1944.4815,5465.2873,-2055.7297,-2287.9083,-4094.2579,4712.6620,-6040.4549,4815.8510,729.1807,3494.2652,1339.8026,5599.3509,-2730.1644,-3593.5645,-183.9250,4574.7112,-3058.9711,3639.0637,813.5280,-3914.1637,-6057.3394,-5515.8704,347819.4607,334782.3464,348131.2033,344827.4844,347679.6446,347049.3300,338943.4290,342943.5715,-116581541.4697,-116596376.4530,-116597236.5592,-116602823.3822,342107.9286,-116597438.0778,-2322.7818,1784.6598,4582.6265,-4719.0564,497.8265,-4775.1970,-4379.6309,-657.7710,-4575.3050,-2972.1335,4777.2083,-6668.8833,6412.3204,1669.9342,4585.0878,-0.7317,-5663.1723,-1156.3380,4336.4582,5838.8073,-2600.1760,-4945.1307,5711.9187,6353.9594,-700.9720,-2486.9075,4086.5013,3372.2973,-642.6829,171.0465,1278.3983,-3254.6437,5333.9676,4050.7793,-3010.4974,1304.2502,-5223.4620,3207.3180,3473.5893,6226.4277,4005.1982,3713.8342,-2799.8677,2274.6851,-3922.4519,2483.4801,-66.6865,-6794.1572,-4460.2841,4797.2183,-1879.3352,-5613.4509,-5159.2609,-4675.4561,-1556.6653,2781.0266,-3027.9972,-5170.8945,3776.1691,-4074.6199,-65.9130,1736.5196,3114.5738,-495.4551,-1306.8378,1705.6576,-19.5527,6878.0257,1747.7313,-2066.2592,-3465.1593,5183.7797,3098.4017,-1346.8191,3903.1885,5183.8231,2320.4073,4672.7969,3291.5255,3554.9786,1341.8956,3461.8040,4168.8606,2601.4515,-1267.5053,5004.3363,2379.8247,-5696.5453,6680.4272,3766.7529,3816.7086,2512.4922,6875.9729,-2611.3153,5596.7213,-3886.5711,4087.4906,3152.1148,-2691.6800,1631.4021,-111694.2943,-92489.2366,-108096.5978,-112641.3038,-104301.0623,-107885.6948,-106633.0594,-110043.6627,-105930732.1496,-105911985.0598,-105900514.9621,-105929380.2501,-108528.5874,-105921880.4775,-3540.4489,3730.3894,4545.7736,-4992.9981,-5482.5042,-3960.9940,3763.5507,5525.3089,4975.6899,-3331.5279,4743.3329,-1226.1870,1438.0977,-4918.1016,-417.6614,1726.0453,-3092.1226,-4427.7684,1453.5711,3385.9853,5368.8925,-4645.4417,3843.4657,2465.6153,-2555.2324,-6486.9024,-3542.1695,2716.3705,-6789.1540,-1984.8894,-965.6105,2022.8339,3085.0636,-3797.4274,-5526.8582,4485.1463,-432.9040,-5515.6700,4663.2573,-377.7977,5349.7694,-2416.1732,-3257.8190,-4127.3959,2828.0177,4699.6507,2558.0069,-336.0500,-2106.3049,-4990.4675,6497.7587,-3982.2081,4185.7913,-3984.8481,-6002.3286,2885.2685,-4724.9415,-4538.0499,2364.8841,3947.6983,-3086.3719,3586.9785,1682.0512,-350.2899,-4681.6681,5367.5691,3865.8615,520.9298,4961.4425,5377.3663,1707.5399,4364.7802,4190.1995,5429.3372,-2723.9432,-25.7863,-3301.2384,5057.3114,-5802.4385,2329.1932,6484.6064,-5541.5596,-3711.9717,-4351.1183,-2923.4350,-348.0774,-6494.0785,1850.3781,346.8030,1119.0787,-5089.7488,5077.7697,744.6797,4474.3607,2721.3492,4408.6592,-5536.7345,4745.8420,1970.5470,3867.8221,-25908.0384,-26268.3720,-26877.0775,-20983.0902,-20404.7297,-30468.8787,-33748.2416,-26076.3612,65337011.7096,65316213.8596,65331672.1481,65338020.4220,-25753.4117,65346302.9055,
7200.000,-1825.7935,-3501.1858,-2329.8533,2162.5782,-3889.4656,-1892.3228,-340.2688,-3282.0169,4391.4160,6334.2907,-2567.6423,791.4616,1883.3984,-6729.6479,2036.5915,-4308.0144,2908.1350,-4934.9828,3723.3160,-3346.3752,-1460.0139,4176.4331,-1205.5185,-2960.1812,4033.6238,-3057.6311,-2882.0876,-6139.1260,-4051.2039,4098.6671,5134.3946,5025.4728,-5397.0003,2591.8040,-229.4992,5484.6079,-2115.7056,-43.3838,2983.9408,-3859.2024,-5247.8636,-6200.8128,6689.3386,4405.9856,-1264.5505,1966.9435,3293.5569,1134.9522,-3217.1310,-3793.8038,2199.2322,1466.8171,5019.8423,5404.6971,1737.7711,5192.1545,4171.7552,3297.8338,3878.8619,-2840.0002,6628.8868,6738.8718,4797.7607,-4611.9930,-3200.1516,-5063.1612,3302.8317,-1522.6534,-3658.4490,4626.1363,5160.0047,-4693.4859,3313.5938,-3293.1915,4183.4387,-4806.4024,5464.3604,-4163.6288,1488.8428,-4525.3706,6268.3039,-1265.2194,3302.4221,-3904.9515,6564.7894,-3952.6070,-4684.6436,-1469.0270,-3577.4961,-4791.3550,1030.4508,-1049.3213,-1665.6544,-4482.3646,1090.0578,643.2265,-4781.0912,-272.8968,6387.3507,5245.3978,361479.1051,348426.5587,364449.6286,360065.1824,363605.8340,362869.8215,356201.1697,357066.4529,-85124906.2973,-85141216.1842,-85147897.1919,-85140923.5657,358383.0991,-85141868.3709,3760.1435,2174.2768,-5313.3212,6581.4545,3723.1296,6652.8325,2615.0847,4666.1605,1335.0480,820.5906,-3591.5540,6454.8316,-5736.8291,478.1832,-4854.8073,2053.6844,6033.1273,4490.1559,-5079.7351,-5998.7680,6141.3286,1510.7657,-6809.2823,-3323.5119,-1871.3383,5500.8616,-6084.3614,-1414.8766,567.1448,-2214.2422,-2816.3708,-764.7657,-4338.3636,-6403.6865,5961.9145,-4079.5389,5026.1075,-5993.5636,-6151.3066,-4076.3138,-3357.7406,-2407.4651,1499.0964,-5068.8341,4133.8927,-5571.0913,-2645.7042,5814.5141,5944.9029,-2558.1615,4249.4158,6744.5778,4588.2664,4328.9975,-2877.3811,-4365.6545,-1322.6904,6026.1071,-5108.8920,6229.5096,-1615.4585,526.3303,-4218.6061,2337.1700,5184.3500,2979.2390,-4003.6149,-6067.9622,3056.7801,-2208.8324,-389.6389,-4793.7866,-5937.1447,5252.0888,-5282.7901,-2977.6214,-4145.1297,-2090.0600,912.2763,-268.2838,-110.7983,-5559.9015,-6062.5349,1580.2924,-613.5744,-3708.7005,-281.0275,6530.3970,-4704.7992,-635.5550,-6568.5302,-5119.5168,-4984.0118,5220.5491,-6796.8660,4194.7810,-3214.7111,-4396.4351,1176.9574,-4473.0232,-18113.4939,-6053.6396,-20445.5804,-23475.3017,-14989.8928,-18294.7249,-17963.9898,-18216.5374,-132496781.6985,-132481503.4366,-132470040.6480,-132497690.0147,-19483.5016,-132487765.1475,5512.2249,-5483.1115,-3594.3363,568.2415,4341.7686,-99.8582,-6435.3540,-3934.5263,-5192.2368,-1915.8832,-5341.9485,-2422.0868,3441.6530,1520.8724,-4211.5198,-5014.3086,-1868.0086,1888.6943,2856.2326,824.8754,-2646.9033,5194.6534,223.8922,-5301.9829,5298.8973,2925.2385,-1708.3230,2343.2045,5600.2517,5105.1863,-3543.2127,-4541.2987,391.3303,620.4782,3490.9389,-519.4828,4260.8052,3460.0196,-1097.4058,-3939.2319,-2547.6041,-1932.3236,-985.3958,-549.8721,-5407.3312,-3641.2641,-5367.0843,3597.4374,-1569.3974,5178.4858,-5048.6978,-830.5250,-1371.5764,-25.0896,6076.7014,1386.2829,5347.9866,800.1108,2327.1136,327.1100,-1190.8815,1589.5365,2648.8074,4447.1616,3156.1930,-3299.1574,-4431.8005,2985.4979,-4891.8469,-4650.6002,-4451.3366,-1769.1997,-1380.0721,-2973.2087,-1602.2859,3990.3661,-942.7141,-5120.9588,6710.2578,-5240.6941,-2993.5643,3907.5386,-444.2724,5477.7572,-1772.7387,-4356.6548,5120.2817,1806.2850,3395.5823,-4846.9616,1899.4362,-4223.5692,-4504.8022,-736.3314,844.8555,-5469.2816,3833.4258,-5341.1425,2377.5085,-775.7670,-24546.0613,-24544.4733,-23850.1892,-21655.0385,-17311.2633,-25344.9307,-33014.7715,-23815.0218,65316849.3784,65294967.7927,65306574.5234,65320243.7325,-23876.6887,65323804.2642,
