sl_100_5400_20240223 Coordinates.csv
2024/02/23 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:29 2024,
Start: 2024/02/23 07:47:00.00, Stop: 2024/02/23 09:17:00.00,
TIME_UNITS,STARLINK-4695 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-31632 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-2109 - X-Coordinate,STARLINK-31750 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-31060 - X-Coordinate,STARLINK-2739 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-2657 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-3119 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-1590 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-32207 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-32192 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-31245 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-5579 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-30511 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-31632 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-2109 - Y-Coordinate,STARLINK-31750 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-31060 - Y-Coordinate,STARLINK-2739 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-2657 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-3119 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-1590 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-32207 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-32192 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-5579 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-31632 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-2109 - Z-Coordinate,STARLINK-31750 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-31060 - Z-Coordinate,STARLINK-2739 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-2657 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-3119 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-1590 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-32207 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-32192 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-5579 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3544.2782,3922.5929,5292.5375,-1856.9312,3228.6025,-6060.9798,-3479.5604,-3922.4601,4260.7646,-4068.3061,-6665.1395,-2172.2614,-4883.1039,2372.2496,-6359.8980,-4324.9892,2372.8821,5162.0501,951.4155,5073.4046,-100.8982,479.5575,-4488.3990,-3196.7189,6352.5237,-6685.8318,3290.4132,3998.2496,5252.6708,3407.6190,4013.0740,2739.3071,3676.9561,-6244.0091,-1493.7850,-3358.5083,-2778.2588,749.5418,5574.8202,-6568.8533,-2477.1867,-4230.0736,-1006.5260,-159.0603,-5711.5915,2735.4198,-3279.9960,3036.5706,4120.4520,3249.7653,-1470.7804,-4644.2346,5659.5601,-3086.0751,2608.9101,839.1802,1738.7428,-720.5790,-5947.9332,-3068.9530,-3389.6757,2130.4007,-5996.5682,-2335.8116,4176.2201,-3903.9288,-6349.5809,2464.3406,-3905.9462,-1217.6966,4267.7135,-4095.1485,-3257.9866,-3929.1682,-2807.7689,-2042.8194,-4167.2633,3309.6096,-4212.1499,-3285.3356,-2823.4559,1277.5476,3494.2096,-29.1330,-3512.4086,-979.6292,-1926.5152,6346.5630,5168.7145,-4173.3327,-3860.6373,2330.2531,4707.3306,5791.8024,-2616.0241,1347.8009,-5870.9284,1678.0300,872.7053,6909.1707,233069.7843,210003.2126,211959.9880,218224.9180,211121.4545,215030.4947,217663.6985,216338.3235,-238228425.9192,-238248824.5627,-238241416.4818,-238214424.3838,217482.7526,-238219454.1087,3513.6191,-3038.0027,-2975.5498,3730.0178,-4493.2282,1386.8234,-3574.6097,3615.4381,1252.5376,-879.4475,-539.7921,6382.7875,4708.7128,4741.1915,-816.7377,5347.4798,-3616.4939,2204.4618,-5922.1483,-504.3730,-5420.6614,4782.2484,263.1776,3691.1617,-367.1772,693.0549,1137.3862,946.9778,3634.8724,-3043.1999,5585.3514,-3995.1817,2175.2140,-2502.8139,6087.1395,5999.8514,5776.4005,-6911.9316,1129.4071,2082.4004,4413.8489,1331.7110,-6609.2792,-5247.4556,-785.5853,-6151.3929,-4752.5516,4253.0477,-632.4119,3888.5438,-5563.4072,3622.0560,-2416.3192,-4148.1431,4654.5287,3881.2996,-4332.7816,4049.8518,-109.5139,-5483.5518,2612.0276,-5339.0302,-3338.2759,-5574.8400,3020.7872,3358.9299,2607.8570,-4501.3316,-1567.3554,5292.6899,-487.6326,1704.7168,5790.9906,1514.1176,5962.2312,-5888.2273,-756.4940,-5450.0814,3080.5188,-2726.3044,3191.0621,6772.7482,-5738.5057,-1113.6471,2811.2866,-5124.6431,-3838.6730,-1272.0313,-2404.7452,4417.5900,5131.0619,-5959.8111,-2552.0270,514.0150,-3422.5356,-4846.5949,1936.6251,-3.2782,6720.5049,415.3984,-307332.1953,-334879.8462,-314755.0574,-311232.6796,-314393.1641,-313000.4718,-321010.7500,-317212.3611,207042092.5840,207000189.6867,207021358.5474,207035065.3409,-316275.9743,207028396.3034,-4800.8429,4722.1636,3344.6369,5533.0048,4177.8521,2799.1747,4645.6091,-4444.3371,5299.2876,5530.8830,-1347.6819,191.1968,1448.6708,-4455.4107,-2614.9620,-40.8565,-5441.8328,-3712.2848,3467.2136,4520.2428,-4373.9264,-4980.5898,-5289.1524,4895.5069,2800.0572,-1318.5179,-6017.3203,-5338.5832,2704.5141,-5224.2634,-772.3042,-4945.9999,5331.9948,1258.8038,2691.5264,-1047.1010,-2467.1557,29.3725,-3987.3836,727.3553,4570.5392,-5332.7069,1842.8015,-4541.4604,-3649.2283,-1668.2372,3770.8945,-4545.6758,5513.6966,4559.6565,3839.7162,3526.7494,-3208.0811,-4557.7012,4309.3564,-5711.7613,5111.2628,-5486.2024,-3601.5724,-2917.4113,5433.3509,3885.1111,904.4750,3379.9396,4635.8078,4567.1576,1006.9553,-4377.0409,-5507.8250,-4348.2050,5414.8204,5214.3968,-1970.2164,5497.8289,-2176.8362,2783.8462,-5479.5891,2685.4876,4459.9367,5319.2006,5443.2362,-785.2126,1774.1557,-6860.6522,-5304.7844,4538.5676,-5431.9557,2446.1263,-3957.7298,3089.7865,2570.0155,-2692.8523,-4420.1051,3672.7681,5420.9590,-4800.8326,3101.9885,6728.7651,775.1244,477.7578,132137.1737,128634.0015,125840.2594,134900.9288,131108.0466,120568.6157,122501.3574,127053.4277,-110584084.2357,-110557906.8685,-110584174.1452,-110567249.5919,128057.2304,-110571865.4353,
300.000,-2773.3961,1962.0487,3666.7901,118.8884,1836.2717,-5926.7012,-4885.0288,-2055.2242,4064.8012,-4358.0088,-6744.6648,-884.5731,-3815.3526,4109.4875,-5581.0401,-3166.0194,801.6245,4696.7288,-358.5511,4942.1762,-1701.4068,2339.7042,-3548.0863,-1130.0767,5157.1321,-6556.4425,4630.3676,3992.4382,6368.0919,2485.1433,4903.5981,640.3677,4987.6114,-6685.6620,54.5484,-2798.7262,-950.8926,97.7230,5131.4378,-5697.6658,-1315.3664,-4005.1548,-2446.6324,-2203.8465,-6276.6229,1644.6413,-4816.9718,3749.1969,3825.3513,4550.2406,-3044.3422,-2835.0937,5262.2879,-4802.0779,4006.6815,2304.3207,206.3200,1438.8511,-4872.8582,-4424.2140,-2332.1264,972.0375,-6083.7849,-3236.9832,5004.8191,-1930.0865,-5675.7338,1321.1178,-4758.0627,-623.3476,3384.8443,-3749.2497,-1746.3086,-2751.0824,-1043.1684,-3693.6809,-4713.9217,1662.6408,-3133.1216,-4078.7043,-858.3918,2369.0809,3050.1290,1853.4048,-3814.1959,-2423.0987,-3498.2490,5179.8488,5084.1393,-2303.9035,-3019.1880,491.7618,3141.2762,5079.3493,-3871.0461,-24.5544,-5870.3043,3372.4873,2350.5774,6558.5266,239480.3737,217018.6347,218657.8448,224930.4184,217728.0213,221628.3077,224379.5329,223325.6401,-242689903.9426,-242709866.1066,-242702605.5387,-242676686.2232,224151.8979,-242680980.5525,5191.3334,-3766.2566,-4072.8887,4577.6024,-5848.7220,3063.7676,-1941.1303,4646.2929,-905.5615,1256.7506,992.7813,6381.1962,5794.7426,4597.0873,620.5034,5826.1768,-4967.2660,342.3019,-6658.1106,-2590.7931,-6030.8471,5195.8759,2203.3729,4076.4226,-1019.2831,1911.6622,2347.3694,-1259.3693,2424.4795,-4804.4059,4768.1572,-4169.9138,559.8007,-1360.7649,6700.0218,6273.2516,5751.2907,-6638.2859,-886.2239,3077.3319,5806.1392,3351.7710,-5671.8597,-5323.2323,968.3335,-6735.0414,-4391.7364,2352.6533,-2743.4656,2144.3601,-5756.0060,4499.9895,-4096.2257,-2988.1184,3034.7176,4878.0327,-5542.1056,4232.9648,1372.2950,-5184.1795,4406.3431,-6437.2115,-1998.8324,-4021.5249,1031.1317,3915.9891,3956.7356,-5860.6245,373.1950,6440.9236,-2477.9402,3698.8073,5701.4184,3341.4255,5952.9366,-5572.1857,1270.5706,-5310.3674,4822.4305,-682.7792,4131.0663,6018.3675,-6236.6735,159.1525,4402.9164,-3691.3681,-2337.7578,-2374.7306,-4010.8044,4964.2912,6167.5794,-5788.6106,-3995.4432,-1389.4625,-1646.0530,-3568.1202,3362.2488,1298.3844,6356.8176,-1104.4856,-302305.9845,-330377.3704,-309974.1908,-306628.2762,-309762.7513,-308310.8098,-316316.2277,-312448.9167,201792936.2547,201750243.5377,201771613.0739,201785873.1402,-311633.4817,201779178.7665,-3648.1964,5372.2354,4242.5507,5197.1094,3242.2452,1415.7392,4340.6690,-4732.3939,5518.4147,5229.4109,198.2814,1989.7587,-79.7430,-3150.9517,-4054.2135,-1834.3269,-4796.6999,-4808.4570,1889.2906,3912.2710,-3041.5106,-3928.3174,-5545.4766,5467.8249,4545.3372,500.4468,-4622.6919,-5278.2105,1309.9934,-4348.0769,1043.4442,-5489.6971,4637.7511,-562.1946,1288.3105,1078.2378,-3632.7306,-2069.6878,-4597.5519,2459.3714,3330.7840,-4563.7362,3148.1649,-3870.7746,-2492.0754,124.3253,2261.2144,-5328.2214,5062.1390,4601.1726,2342.4190,4338.8734,-1916.4708,-3937.7205,4666.0094,-4391.9312,4145.1585,-5199.2670,-4769.3460,-1237.9781,4794.7967,2405.0535,2623.1060,4612.6859,4684.8772,5319.6428,-536.1271,-3064.2180,-5027.0712,-2553.5459,5492.5292,4374.6509,-3534.7843,5405.5352,-3414.0984,1397.2297,-4912.2253,4107.3637,3751.1116,5423.3372,5475.0386,-2511.6300,-338.7990,-6696.9015,-3800.8017,5319.7320,-5500.5513,3921.4332,-2492.9669,4063.3218,844.4712,-3802.6115,-4730.3921,4422.3454,5499.3595,-5968.8583,1450.9067,5920.9122,-782.9522,1968.9959,132014.9959,128519.3186,125765.9203,134710.5729,131182.2221,120613.8279,122192.6761,126583.2931,-110579717.3841,-110553752.3607,-110580109.0921,-110562611.2161,127954.8042,-110567531.9338,
600.000,-1769.1676,-189.3580,1691.8235,2053.7352,296.1860,-5196.8363,-5820.6206,-7.2357,3527.3182,-4274.2204,-6135.5878,520.2238,-2377.9425,5424.1067,-4270.4769,-1670.8915,-804.7276,3770.4517,-1612.4263,4344.1126,-3109.2880,3942.5469,-2314.2999,1047.9441,3446.1453,-5752.5398,5434.4395,3619.4527,6865.7742,1366.7494,5315.6691,-1526.7225,5817.0881,-6441.9472,1584.8608,-1942.0580,993.3624,-591.0494,4233.7257,-4256.7769,-54.8725,-3436.9115,-3679.7729,-4022.5838,-6215.8599,390.0067,-5859.3722,4151.6224,3207.6283,5423.8002,-4296.1738,-745.5552,4371.4930,-6055.5178,5042.5763,3493.7294,-1306.6065,3440.8247,-3348.8393,-5331.7921,-1094.9223,-255.0434,-5584.3568,-3869.9763,5391.4128,235.7720,-4450.5789,71.3702,-5188.9680,0.5533,2222.3398,-3069.2917,-33.4074,-1353.9493,844.3148,-4959.5456,-4844.6509,-178.9271,-1777.5645,-4508.8814,1165.0237,3255.4703,2292.0488,3484.4197,-3774.3608,-3677.7345,-4767.9221,3503.6120,4521.8941,-190.9660,-1886.4656,-1417.8320,1299.1107,3895.6514,-4794.8949,-1457.1681,-5296.3819,4655.1040,3596.2946,5576.1406,245781.5326,223937.9414,225258.4436,231538.3204,224239.9836,228125.7273,230993.7899,230269.0334,-247035741.4552,-247055244.9298,-247048133.9852,-247023322.5057,230721.9841,-247026863.5186,6354.6460,-4170.5540,-4816.3973,5024.3082,-6647.6039,4417.4583,-142.3347,5272.2224,-2982.9703,3254.6327,2426.0162,5701.2646,6320.6239,4029.6464,2037.4568,5729.0665,-5864.9959,-1590.0086,-6741.4364,-4403.7078,-6074.9640,5130.9265,3958.6801,4119.0299,-1627.6400,2939.6716,3357.1994,-3328.6463,992.1694,-6102.0186,3469.2178,-3994.4535,-1070.7453,-72.6997,6632.8317,5916.2738,5180.7904,-5694.6296,-2837.7588,3794.9173,6604.2679,5034.0180,-4190.4178,-4920.3732,2603.1864,-6653.8905,-3613.7141,226.6774,-4581.1245,208.6136,-5395.1706,4971.3413,-5369.7965,-1570.1881,1135.7451,5420.5222,-6227.6051,4043.6120,2766.8690,-4381.5284,5780.3978,-6905.5076,-436.7650,-2073.4001,-1041.3133,4139.4001,4927.4800,-6596.1302,2246.0520,6938.1817,-4248.0409,5307.9626,5076.6447,4869.8221,5393.5578,-4699.8623,3147.6394,-4679.3475,6090.5971,1409.9136,4716.7979,4669.0701,-6102.8300,1492.1042,5525.8522,-1922.7163,-650.5512,-3285.8536,-5205.7877,5043.9497,6587.2214,-5087.5782,-5091.5646,-3183.4059,257.8066,-1976.6845,4440.7082,2527.9428,5343.3233,-2536.2714,-297146.8408,-325726.9540,-305053.7233,-301882.8529,-304995.4267,-303484.4740,-311476.2444,-307468.4116,196447662.7241,196404186.9491,196425761.1330,196440500.4288,-306850.3183,196433841.6113,-2104.1116,5427.7943,4686.6718,4305.0842,1960.1071,-126.8945,3548.1631,-4517.2569,5143.9569,4367.3375,1721.9271,3556.8693,-1599.6567,-1508.2447,-5058.8988,-3426.8958,-3643.4352,-5343.9661,108.8513,2864.2086,-1388.2204,-2454.0406,-5212.6266,5451.8759,5808.5586,2263.7688,-2738.2600,-4604.5863,-224.4818,-3008.7559,2746.7371,-5445.3894,3426.5221,-2320.7002,-259.6172,3089.0926,-4398.9635,-3949.2429,-4719.4861,3927.4736,1717.2385,-3307.8733,4116.7733,-2787.7234,-1055.1444,1903.5501,505.9642,-5540.7433,4065.5395,4126.0484,592.9993,4673.4374,-420.1945,-2889.2708,4508.0357,-2607.6602,2734.3624,-4339.0615,-5432.6490,574.3460,3640.7513,668.3794,4059.4708,5350.6692,4233.5182,5491.8534,-2021.9677,-1395.5487,-4009.4233,-488.4188,4978.8574,3049.8153,-4721.2162,4734.5329,-4287.5422,-145.9700,-3818.7812,5087.1400,2629.5197,4920.0639,4917.5718,-3969.9103,-2415.7756,-5825.5006,-1894.4610,5528.5376,-4980.4207,4974.7363,-762.1205,4580.1438,-972.0978,-4507.6465,-4537.7006,4687.8716,4988.7999,-6506.3631,-356.5027,4482.9036,-2253.0809,3249.7200,131892.4606,128404.5349,125695.6788,134515.1953,131252.8540,120664.3510,121890.1275,126216.6280,-110575344.8231,-110549598.3147,-110576041.1244,-110557995.8222,127852.3080,-110563198.2329,
