sl_100_5400_20240405 Coordinates.csv
2024/04/05 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:19 2024,
Start: 2024/04/05 07:47:00.00, Stop: 2024/04/05 09:17:00.00,
TIME_UNITS,STARLINK-3566 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-1335 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-1671 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-1641 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-6084 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-11160 [DTC] - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-30438 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-30849 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-3763 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-2041 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-1908 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-1846 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-31041 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-2703 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-30241 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-1709 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-1335 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-1671 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-1641 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-6084 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-11160 [DTC] - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-30438 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-30849 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-3763 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-2041 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-1908 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-1846 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-2703 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-30241 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-1709 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-1335 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-1671 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-1641 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-6084 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-11160 [DTC] - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-30438 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-30849 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-3763 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-2041 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-1908 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-1846 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-2703 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-30241 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-1709 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1627.0183,1981.8428,2173.7129,2230.1045,-3434.6593,5319.9479,-3953.1148,147.7429,-5243.0056,4912.9923,2135.3298,-5103.0173,-5604.0016,-3602.0278,-5893.3738,5301.2638,3797.3195,-2914.1861,-590.0822,-3948.3698,1883.9235,1965.3632,-6210.1253,-3553.8778,6751.6188,2842.1195,5486.6871,5695.2522,-2409.7649,889.5576,-4010.4009,6671.6912,-3918.6476,-4752.2630,4931.6122,-4258.5694,4725.8557,661.6524,3651.8025,4109.4499,-3932.6386,-1621.0858,1627.4755,-777.5226,-2678.4384,3622.6777,2627.6923,6262.0570,3124.5163,-6651.6081,-5565.5172,6413.2638,2984.6418,-6442.0971,3024.3703,4698.6798,-5794.5618,-2877.7904,-3430.8579,-5034.5946,4626.7293,-4690.5886,-909.3507,-6031.0389,-4194.9179,6506.1753,-4362.8290,-762.8980,4818.8256,6024.9663,-5116.4355,-1887.1527,-5258.7219,1333.1829,-1507.0240,2972.4703,-3896.5644,-354.4674,-681.7670,5140.1012,-576.7110,5974.2555,5784.4369,688.6065,-4728.0227,6113.3526,5096.7531,1398.8598,5460.3994,-6468.1545,3326.6908,-1130.2914,1000.7848,5458.0927,-6006.5150,-2677.1878,2784.3393,2177.2406,2569.1585,-5284.0692,-317427.0440,-329956.3788,-332732.7517,-330195.2968,-333488.6379,-331498.7270,-324179.0010,-327751.7199,-261406930.0094,-261397723.7287,-261405350.2421,-261395199.4656,-327444.4238,-261390676.8670,-4690.1214,-3628.5577,962.1229,3510.1213,-5938.5302,4355.1532,-3195.7104,-4669.3279,4531.4230,4888.7209,1049.1134,4683.6214,-3889.2798,-2821.8636,552.7320,4284.7389,-5599.0192,-5993.2952,3745.2748,5261.4295,-1951.3026,-6369.0203,-2979.1455,-4800.4761,-976.3539,6032.0772,-1564.4777,-3529.6303,1269.3544,6587.3726,-3321.5594,-102.0574,-4218.3557,-509.4664,-3310.9467,4664.8346,2123.5084,-6178.1458,3406.2502,4340.2992,-4902.9579,6658.2058,-5154.7411,-2268.1060,6293.5547,2073.2241,-6071.4308,-153.7145,4190.5672,734.2705,-2826.5338,2137.1470,4235.8295,-1574.7304,-3164.5813,-1716.2156,-2578.1153,3475.1999,2958.7226,-4290.5119,3289.2125,4375.4509,6395.6925,3364.0110,-465.1679,-1274.1175,5073.4822,-6466.6439,-3637.9917,-1425.1730,-2783.5827,5167.2181,-4498.4810,4806.7195,-6743.5604,-5199.8722,5545.6878,-1311.8309,-6897.1491,-1791.9739,4562.1207,2680.5750,3409.8569,-5926.0947,-822.4919,1360.0397,-387.9185,2674.3458,4271.0046,1908.8319,-4576.9583,5384.4990,-4039.8163,-939.7847,2098.8762,-5764.6353,6010.0142,-5618.0350,-4476.7361,-1554.8201,130970.2759,110198.6486,121012.8178,127574.4331,120460.6573,124064.3141,119843.1856,123137.9327,160231563.5052,160213971.4704,160214663.5859,160230615.3830,123242.9380,160235183.1336,-4822.9466,5440.6194,6524.6049,5428.5287,-909.3078,790.2229,4713.8618,5110.2457,-208.1172,-255.3554,6523.1727,181.4897,-29.7623,-5242.5233,3591.1517,-886.6895,-1547.5445,-653.8516,-5830.7530,1778.1683,-6406.5530,-1461.3900,-846.1866,3531.0523,-1168.1931,1419.8177,-3948.8102,1714.3369,-6404.1234,1537.9826,-4592.2799,1898.1293,3681.9018,-4807.6445,3602.0448,2859.6679,-4640.5818,3109.6419,-4653.3889,-3527.9608,-2662.6071,198.6186,4312.1742,-6523.0079,1052.9619,-5545.0858,-2066.1215,2971.5077,-4571.8350,-1800.2472,3020.4168,1556.9232,-4618.3666,2031.2246,5275.6922,4774.0974,2846.3753,5258.7266,-5235.6501,-1850.6383,-3994.2605,-2650.6639,-2537.8585,817.5602,5495.0891,2050.1462,-1766.1794,-2349.3239,3400.6044,3129.4093,-3763.6157,4225.8843,149.9838,4647.3207,626.5930,-3504.2112,-800.2553,6801.1632,-201.4490,4103.9664,-5088.5360,2234.9159,1771.5877,3533.5833,-4736.8865,2972.5442,-4684.5587,-6270.4017,59.0523,-1618.4068,-3891.4854,-4233.3096,5436.8265,4139.7968,2757.4022,-2795.0581,2054.0685,-3445.4073,4626.3920,-4204.4231,-95768.5400,-100461.7738,-101713.2045,-92760.1638,-96370.3470,-106939.4256,-105181.8677,-97794.2980,-47563001.8139,-47581825.4722,-47557063.2631,-47547461.9909,-99524.7736,-47551164.8285,
300.000,-3481.4418,-104.1089,2972.0362,3778.9035,-4422.0640,5975.5331,-5034.9297,-1793.1968,-4239.5643,5560.9545,2943.6910,-4075.7042,-6171.9715,-5196.9478,-4651.1103,5972.8713,2534.8140,-3787.2181,998.2965,-2730.2894,-249.9961,287.2624,-6397.0985,-4067.5074,5946.7279,4222.8977,4161.8092,4381.1051,-2328.7676,2344.4379,-4907.0622,6726.7013,-5375.4332,-3882.8048,5151.6051,-2448.3352,3678.9142,957.1161,4929.5741,5607.3920,-5352.5183,-381.4740,-265.3285,-454.1048,-1317.4021,4515.4302,1118.3864,6488.9168,4838.9355,-6638.8502,-5564.8144,6276.7185,4718.3301,-6097.7134,1010.7769,4704.6939,-5020.9287,-1662.0613,-2530.6244,-5508.6709,5043.0712,-2965.3347,819.9474,-5200.5952,-4533.2781,5472.7970,-3501.5731,-1948.9176,4379.4054,6148.5030,-4845.0773,-639.0050,-5804.8601,3346.8836,-2922.2994,2005.2825,-2352.5347,1551.1386,-1845.5339,3733.5348,1236.8351,6711.2161,5725.1216,-1189.6937,-3965.6735,5415.5316,5605.5006,3392.3226,5942.3692,-6193.7821,1299.0838,706.3104,-1035.1963,4054.3810,-4665.8458,-3485.8321,4249.6076,210.7710,788.6223,-4636.2489,-320109.7697,-332286.9952,-335338.6945,-332685.1619,-336067.1801,-334124.0292,-326722.6254,-330356.0259,-264841637.6568,-264831974.2336,-264839533.6721,-264829660.9537,-329986.0503,-264825418.9170,-4713.8370,-4291.3196,-1071.5528,1962.0188,-5242.9264,3340.3606,-1336.3769,-3774.0195,5248.2661,3843.2955,-985.2657,5367.7466,-2451.6899,-2759.1859,1909.9081,3268.2797,-6459.0611,-4965.2015,2351.8992,6239.8544,-2506.4595,-6200.2396,-1397.9480,-3051.2324,-2095.7933,5352.9844,-3141.9281,-4189.3331,3339.7447,5710.9982,-1368.8006,-1654.5204,-3637.5793,1432.7677,-4357.9956,5166.3661,617.0057,-4810.0000,1664.2994,3364.1510,-4044.6946,6654.8386,-4544.5303,-4264.2118,6207.8717,112.7208,-5808.7085,-1826.4589,3056.1231,1982.2925,-921.3293,464.6295,3097.2420,136.4529,-3997.7420,-3559.4331,-1442.2389,5073.0894,4739.1267,-2624.9628,1264.9016,5015.8870,5822.4387,3622.6485,1622.2258,-2683.3670,5967.5120,-5416.6079,-5059.2731,-2851.5991,-933.2530,6296.1874,-3393.9769,4033.1429,-6227.0510,-6354.5858,5992.9109,-55.1179,-6488.6008,-3379.0504,5329.1565,1622.6976,3907.5318,-5259.6103,1162.1443,-201.2691,-2127.1625,2887.0710,3126.3210,3112.1075,-4996.4428,6051.4146,-4654.8719,-2298.5577,3389.7012,-4304.0707,5452.4270,-5439.5402,-5557.2252,297.8719,124432.2239,103387.1196,114232.0665,120663.7737,113505.9022,117144.7628,113008.0452,115739.8478,154486620.8428,154469096.1842,154469318.1983,154484883.4070,116337.1692,154490168.9368,-3681.9558,5317.0088,6183.8640,5351.2084,907.3505,-1025.5586,4574.6887,5520.1864,1588.3218,1542.6566,6210.9087,-1614.3046,-1564.1507,-3714.1842,4757.1962,931.4928,-24.3340,-2419.7142,-6469.7075,258.6018,-6485.7788,-2837.4658,-2300.7919,4718.6030,-2856.7098,-122.9452,-4577.4972,3325.8484,-5644.4154,2900.6254,-4717.1953,400.8053,2146.3130,-5369.0902,1661.8746,3920.2521,-5871.6264,4917.0042,-4418.4866,-2324.2449,-1254.0468,-1609.1691,5203.3337,-5468.4417,2755.2718,-5269.1754,-3613.0952,1627.4417,-3932.5118,-13.8944,4031.4204,2912.9756,-4039.8517,3299.1414,5476.0283,3610.6861,4581.8831,4419.8114,-4366.5602,-3155.4205,-4598.7622,-3771.8440,-3688.8783,2854.3324,4984.0191,3314.1052,27.2983,-3845.6950,1809.4254,1489.2153,-4873.2496,2846.0151,-1649.0668,4360.4697,-917.6886,-1933.6581,-2268.3110,6759.9963,1594.7996,4593.9316,-4135.5705,475.6307,-460.5790,4357.0649,-5328.7248,4320.2375,-3481.1375,-5346.7037,-1730.5508,176.5751,-4528.9358,-3326.7698,4914.5834,5106.0653,3847.9761,-4187.9756,571.2433,-4306.2339,4068.5082,-5141.4974,-95606.5886,-100339.8748,-101549.9232,-92720.2927,-96065.6875,-106658.6857,-105254.5390,-97780.7786,-47557336.2423,-47576124.3104,-47551640.8175,-47542224.7915,-99394.2747,-47545430.6101,
600.000,-4972.5887,-2157.9331,3543.2508,4981.8082,-4978.1614,6044.4746,-5666.3093,-3589.5729,-2805.2604,5672.0475,3528.0655,-2633.0894,-6120.0934,-6253.8007,-2969.5869,6044.0989,1027.3057,-4270.1995,2547.0127,-1235.4381,-2337.1705,-1443.7412,-5978.8054,-4233.7981,4552.1290,5173.4151,2459.7663,2618.3636,-2087.0429,3588.8151,-5373.5077,6132.2948,-6269.3979,-2655.9479,4863.4464,-389.8938,2314.8262,1080.4519,5738.8274,6560.3693,-6222.1231,915.0255,-2165.3106,-5.7668,201.4108,5016.5326,-533.2844,6095.3171,6097.3844,-5968.8384,-5059.2722,5548.6121,6008.4367,-5181.1984,-1084.7093,4280.1735,-3772.3122,-329.1991,-1428.6189,-5460.2789,5017.7299,-944.5217,2499.4648,-3825.8642,-4477.8608,3916.0454,-2291.7444,-2984.7035,3525.1326,5675.9281,-4144.0425,640.8443,-5787.2228,5029.2305,-4063.4814,862.2055,-553.0699,3236.1447,-2844.9068,1973.1638,2892.3009,6780.2902,5048.0520,-2981.3901,-2831.8492,4211.2864,5589.8508,5025.8751,5849.9348,-5306.7934,-861.8620,2451.2389,-2939.6969,2272.8824,-2879.9717,-3999.5117,5299.3901,-1796.5104,-1039.5207,-3577.5007,-322659.9784,-334476.8761,-337796.8458,-335028.4836,-338494.4638,-336601.9062,-329125.6116,-332764.6018,-268150102.2421,-268139987.1162,-268147460.0186,-268137808.9650,-332382.0407,-268133914.3173,-4307.6318,-4570.0020,-2962.3955,257.5986,-4019.9656,1984.4565,627.2204,-2559.0404,5459.9202,2405.8960,-2885.3641,5534.4899,-751.8615,-2464.7457,3127.5700,1911.1479,-6694.2950,-3380.4324,780.8305,6579.2465,-2891.6845,-5415.5273,336.4696,-993.8048,-3039.6613,4126.6133,-4453.1777,-4467.7921,5067.4496,4256.6521,698.6681,-3043.2373,-2704.9729,3258.5798,-4946.3969,5203.9330,-1006.9750,-2925.3069,-216.9029,2085.1189,-2785.7389,5975.6920,-3531.6623,-5794.7938,5521.3866,-1829.1578,-4997.9582,-3308.7792,1663.8808,3033.9627,1092.7476,-1276.1350,1697.2202,1860.7534,-4482.8252,-5031.1845,-110.1562,6187.9911,6058.3646,-682.0914,-884.5610,5207.6242,4707.7284,3547.5988,3531.2076,-3864.8944,6268.2230,-3837.6335,-5970.6435,-3983.2376,1037.2607,6813.1963,-1938.6228,2890.6483,-5106.0103,-6881.3875,5845.9710,1285.9687,-5437.0830,-4658.4479,5587.9125,408.9382,3975.9232,-4115.3363,3054.5735,-1782.8374,-3629.6544,2876.6674,1657.8457,4009.8660,-4962.3973,6156.3108,-4844.1569,-3481.3403,4389.1112,-2417.7493,4370.7462,-4772.7895,-6126.7059,2156.3209,117837.6403,96528.5782,107399.1161,113701.8140,106498.8438,110168.9404,106122.1813,108335.3898,148668087.8828,148650641.9964,148650400.4807,148665619.2464,109378.9673,148671563.1092,-2145.2659,4601.2393,5187.3713,4679.2362,2626.2093,-2731.0234,3946.8587,5338.8375,3214.5459,3175.5142,5239.8532,-3237.0824,-2922.8871,-1793.0687,5412.8221,2647.2261,1501.4592,-3897.9949,-6426.3248,-1290.1243,-5881.5109,-3895.3957,-3509.9348,5403.0963,-4238.1812,-1651.8948,-4718.4466,4578.7743,-4289.5630,3937.5034,-4340.4836,-1139.3581,371.1479,-5318.1885,-455.0017,4561.6378,-6482.9319,6202.0935,-3689.2162,-872.5060,295.2168,-3238.9586,5534.5773,-3834.6365,4160.9131,-4432.7126,-4773.5270,109.2370,-2874.8268,1773.9265,4611.5797,3957.6722,-3031.0231,4214.3976,5072.2718,2058.5035,5831.2999,3108.2574,-3029.0122,-4113.3387,-4713.8039,-4491.1866,-4446.8893,4588.0634,3940.1854,4224.3557,1817.8107,-4929.2130,24.4089,-310.0278,-5463.0265,1162.4190,-3270.8562,3583.9772,-2363.9808,-156.5985,-3482.0824,6000.1797,3220.1956,4567.8640,-2726.1732,-1334.8836,-2643.7490,4714.9944,-5303.2566,5205.8816,-1905.4616,-3858.9043,-3334.9753,1952.6297,-4668.7934,-2065.7373,3848.0621,5522.7319,4527.2142,-5135.4337,-972.6907,-4708.5154,3075.6871,-5529.0126,-95445.2690,-100217.7182,-101382.4621,-92685.3165,-95764.4497,-106372.4604,-105320.9764,-97896.8110,-47551665.2598,-47570420.9309,-47546216.9721,-47537016.8594,-99263.7001,-47539696.3642,
