sl_100_5400_20240418 Coordinates.csv
2024/04/18 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:15 2024,
Start: 2024/04/18 07:47:00.00, Stop: 2024/04/18 09:17:00.00,
TIME_UNITS,STARLINK-1522 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-1921 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-1504 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-6268 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-11251 [DTC] - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-32249 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-32381 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-30869 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-31314 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-30899 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-30121 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-1722 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-11157 [DTC] - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-5483 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-3555 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-1921 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-1504 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-6268 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-11251 [DTC] - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-32249 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-32381 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-30869 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-31314 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-30899 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-30121 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-1722 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-11157 [DTC] - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-1921 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-1504 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-6268 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-11251 [DTC] - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-32249 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-32381 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-30869 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-31314 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-30899 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-30121 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-1722 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-11157 [DTC] - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2485.9170,6328.6532,-5989.0833,-2034.2327,1467.7150,1149.4593,-5817.5045,-1816.8244,-1076.0833,6395.5744,4150.0374,3799.8796,-4682.4880,-6502.1287,-4960.4377,3930.5935,-3721.5578,4715.1636,2114.1206,1672.6332,4986.8537,-6729.5900,6693.5009,2259.9128,-4896.2708,-4535.2447,5354.5016,-6260.1769,5897.9628,-3193.8585,-3541.2018,4333.7975,-1837.9883,2448.9717,-3806.6028,5744.1618,-4394.0050,5756.5349,-5722.6664,0.0000,-5135.5727,4180.4511,0.0000,1140.7293,-148.4173,409.5257,1815.9964,1483.3961,1244.2456,5526.9882,3572.5691,-2897.7249,-3872.3104,6635.6689,-6495.9144,4912.4976,2538.1147,955.9462,-5357.4665,-4322.0719,-1843.5947,4424.5357,1311.2608,6554.6297,-1716.5777,-4458.7092,4154.5402,815.2879,662.9543,-5764.0762,-4030.1165,6486.3606,-2222.9948,2385.8780,198.2620,884.1057,-1027.4305,2427.1678,-3515.6330,3523.3337,-2112.4975,-1216.3391,2429.6679,-4374.1079,1086.7160,-6779.9216,813.4010,-1507.7806,-5494.9218,-2449.2192,-1810.1318,5310.0123,4850.9089,-5505.4068,5081.8263,-3367.5548,-4883.6310,-1116.1013,5985.3140,-4138.3375,381640.3104,395795.4246,380313.8521,381401.6751,379752.7244,380882.2409,388967.7201,385257.7220,-266203247.4019,-266212093.6788,-266220643.8654,-266214404.6745,385036.1677,-266216050.5740,3450.9508,-2438.7636,3430.5691,3860.4156,5511.2137,4611.6453,-1483.4716,2332.8782,-5017.6811,2554.2667,480.3121,5597.5185,-4874.4772,-713.7652,-4251.3003,-4066.0614,-3957.2153,4971.0944,-4317.3123,-6661.4253,-1326.5612,-1257.8836,-603.5218,4581.3346,3127.9124,-4768.5260,-4013.7169,2832.7677,-2628.8817,5347.2947,-2439.0104,-5067.5822,-6427.2698,-4757.4876,5775.8799,1059.8001,-1267.3341,-3220.7130,-3282.2134,0.0000,-1683.2742,-1019.3046,0.0000,-4956.9751,-6235.2681,-6888.9706,4748.4034,5321.0247,6820.8193,-4191.2511,5818.1948,5880.8052,-5682.5505,-912.8393,1239.5896,1429.4270,6278.6877,6021.7255,-4196.3860,3665.8311,6528.2785,5240.1238,-5829.3616,47.4864,-3779.8948,-2417.4815,-1078.2468,6545.6092,4726.1764,-3385.6217,983.7077,-1875.1883,-5094.6512,-5103.8688,-6641.1487,6624.5723,6495.6884,4687.9852,3559.1170,-2929.4629,5572.8141,-6159.8553,-6130.9438,3369.7719,5023.8170,1193.2944,-5342.3265,5164.2570,3043.1883,6476.9469,-6117.7477,-2533.2586,4922.9840,-2999.6739,-3883.7905,-3263.0859,2012.8196,-6721.8669,-3468.0537,1658.6404,-33196.5571,-62772.3537,-49189.5014,-42278.3480,-49965.6383,-46030.0042,-48503.3805,-45021.3857,142024214.7832,142031836.3051,142039229.8998,142048706.9428,-45917.0248,142037624.5916,5465.8355,-1377.3561,740.2205,5116.1870,-3944.5573,5067.9492,-3287.0223,-6298.7725,4659.2996,-978.5840,5390.2141,-1446.2805,1475.3302,2342.5228,2276.8069,4033.5333,-4321.9119,966.2905,4979.0030,120.6266,4628.5610,633.2649,-363.0532,-4671.7618,-3816.0836,-2147.7604,-1504.4006,-823.1180,2526.5082,3047.0953,-5426.9531,-1887.4454,-1825.1660,4414.4114,667.6841,-3539.7415,-5108.2625,-2161.7530,1758.8873,0.0000,4340.6237,5418.3397,0.0000,4536.9638,3065.6018,788.0785,-4725.2782,-4206.7696,253.0133,-96.0853,493.3477,2304.7248,-1029.0283,-1533.9630,-2046.1514,-4691.9681,1472.0906,-3318.7238,-937.6618,3826.8763,713.2739,-1077.0046,-3534.5666,2217.4911,5527.4096,4724.1826,5425.2971,1806.9761,-5015.7587,-1891.0189,-5544.0076,-1669.7156,4142.7137,-4100.7144,1544.6510,-1869.1892,-2216.2950,-4506.1959,-4799.5126,4933.9207,-3584.7074,2979.8228,2151.7262,-4229.7462,-4667.9809,-709.0085,-4329.6739,4356.7051,-2911.3562,333.1377,2671.9735,3352.9380,-625.1054,2992.6802,2674.8781,4955.8242,-4321.1491,1287.5367,-585.4248,5285.2510,115261.2339,114054.0614,111220.6980,120131.9481,116586.4786,106004.5114,107704.8822,111815.2341,-26019034.8623,-26003513.0072,-26011431.6490,-26028049.7117,113393.1873,-26027616.0273,
300.000,4287.9988,5904.8208,-5263.2793,-483.9669,3065.7585,1770.2231,-6632.7798,376.8265,-3127.2075,6573.1600,4566.4622,4832.2507,-5081.3949,-6945.2255,-5125.5970,3983.2233,-5322.0832,5527.7778,2.3433,142.7988,4498.4178,-6810.5916,6316.4676,4059.4816,-5917.5615,-4871.5629,4023.1719,-5645.8732,4490.7107,-2256.0425,-4187.4705,3481.3452,-3066.1328,463.9475,-2716.5824,4907.3448,-5424.4437,4378.6583,-5663.6384,0.0000,-5064.9078,3074.4954,0.0000,-887.9040,-859.8710,808.0844,3693.7132,3150.7424,2659.5281,4374.9898,4485.7931,-2467.3518,-4028.0363,5768.8452,-6445.7945,5462.2918,3690.5235,2542.2101,-5866.0886,-2456.1620,-244.8330,5511.0757,-623.4307,6798.9561,-3647.2798,-5244.9708,3034.3713,1977.1014,2551.4779,-5735.3572,-3333.1760,6461.5562,-4092.8567,2047.4578,-1345.9513,2428.4099,508.5298,3953.3081,-2720.1393,1522.8440,-358.5898,-1703.0104,1015.8988,-2658.1066,3045.9680,-6413.9503,-962.9792,-153.4462,-5200.1829,-1238.1081,-3160.1589,5156.6954,5775.2344,-6345.4081,4561.4559,-3946.8457,-3450.2734,-2523.6137,4836.2162,-3812.1012,382230.9107,397038.4740,381150.5389,382378.3311,380653.5970,381729.8805,389874.7331,386087.2257,-269239260.8399,-269247996.1783,-269257010.2775,-269251076.5626,385961.6350,-269252142.0391,2372.4662,-3580.2737,4400.3103,5184.5043,5703.1428,2767.1039,-252.6795,2378.4793,-4584.3754,1956.5189,-1594.8848,4935.5291,-3501.5502,-98.6195,-2686.9681,-5264.1788,-2793.9915,4077.6044,-4203.1261,-6721.3928,-3352.0752,255.0856,-1792.6912,4413.3822,3184.5957,-3260.3191,-4576.9849,3873.3426,-3788.3491,6409.3524,-363.9495,-5989.2333,-6212.3788,-4492.3740,6293.4726,-592.9088,420.0460,-3924.3640,-1784.9265,0.0000,439.6064,-2893.3562,0.0000,-5484.4912,-4991.7724,-6236.3078,3709.1516,4045.1982,6280.0716,-5186.8074,5000.0624,6495.5795,-4782.4692,-2359.4343,2505.2445,-602.5563,5859.1992,4883.7348,-2664.5449,4087.5491,6453.2388,4193.2884,-5366.9160,-1216.0450,-2849.8036,-421.1318,-2944.5143,5589.5572,5053.7211,-3902.7171,3024.3213,-2528.4693,-4600.9836,-6267.0537,-6688.7991,6488.9219,6878.8680,3186.5602,5226.7363,-3759.8142,5060.5573,-4836.4458,-6830.4433,3149.4914,4133.1866,2346.3760,-4451.6116,6228.4372,4399.5443,6662.9261,-6080.1114,-4032.4818,3732.9986,-2664.2235,-5133.1550,-1201.0415,3613.6316,-5872.0175,-4533.4991,3651.9947,-25249.0828,-54412.9911,-40915.9387,-34106.8748,-41855.8967,-37897.5683,-40270.2850,-36468.7034,136177817.1992,136185154.4185,136192328.9189,136202266.3159,-37752.1035,136191272.0723,4895.5561,432.5260,-1068.6661,4257.2914,-2479.6179,6119.3373,-1665.3953,-6529.0118,4155.0212,1146.4008,4809.1921,357.7606,3122.9314,260.2272,3787.3654,2170.9500,-3470.8424,-849.8823,5497.6774,-1416.5400,4073.8263,-917.8472,1466.8742,-3457.2020,-1772.4517,-3683.7039,-3149.9383,993.2602,3679.8626,1393.2285,-5501.6845,-106.1669,-37.4726,5265.5419,-1142.6772,-4713.5900,-4171.4306,-3690.6864,3365.2646,0.0000,4711.4064,5482.0042,0.0000,3949.8743,4753.6052,2944.1279,-4557.0963,-4681.6905,-1282.6903,1433.4237,-1325.7670,219.9239,-3045.9573,-2896.1636,-270.9523,-4240.6476,-328.9056,-4228.3461,-2386.1946,4899.1739,2191.0858,464.7274,-4359.4987,456.6986,5135.6950,4512.6804,5475.5945,3404.7669,-3984.2071,337.0457,-5261.5055,446.0626,3187.9880,-2252.0751,9.4185,-369.0938,-751.2347,-4731.6352,-3651.5558,5373.5399,-4757.6921,4686.7700,679.7622,-5604.5880,-4673.8307,1106.4034,-5215.8149,3022.8019,-1230.4146,-1467.8908,959.1126,1741.9095,919.3377,969.7868,968.2703,5433.1325,-4648.3211,2685.7271,-2066.4162,4468.1714,115109.0292,113931.1432,111144.1139,119929.6101,116649.1794,106044.8433,107392.0127,111993.0863,-26013495.8801,-25997690.3058,-26005616.7483,-26021880.7990,113282.4730,-26021887.6421,
600.000,5685.4410,4891.3427,-4013.2787,1076.2243,4341.4664,2291.1904,-6768.8072,2532.4341,-4874.1877,6088.5783,4561.3590,5386.6983,-5004.7179,-6682.2607,-4817.5065,3655.7672,-6415.3939,5797.6102,-2122.4588,-1414.6374,3614.1009,-6215.2156,5252.8539,5441.9049,-6308.6493,-4761.9666,2265.8110,-4464.6358,2650.0294,-1111.2088,-4479.5566,2285.1858,-3990.2549,-1590.2677,-1348.6969,3598.3358,-5931.7877,2560.9049,-5044.6010,0.0000,-4548.9003,1717.3748,0.0000,-2805.8316,-1545.9415,1077.8680,5233.2633,4549.1174,3829.7880,2791.0150,4951.0582,-1789.0784,-3810.3358,4331.6178,-5756.2919,5521.7756,4481.3440,3919.4575,-5807.3070,-329.2638,1398.7786,6068.0377,-2523.0824,6369.1428,-5233.8775,-5562.4199,1666.6912,2974.3833,4163.7018,-5086.5671,-2364.7071,5778.4226,-5558.8741,1531.5227,-2752.8219,3734.5960,1988.2569,5133.3342,-1697.4199,-624.8565,1465.3632,-2078.8044,-489.5165,-648.2712,4730.3262,-5407.2242,-2684.6258,1183.9106,-4399.3294,110.7670,-4186.8041,4471.6389,6146.6881,-6535.8059,3599.7757,-4180.2303,-1696.1325,-3712.5191,3212.6875,-3157.7118,382657.0321,398104.3923,381816.1488,383182.4723,381386.6851,382406.9897,390603.3731,386719.6964,-272146900.8476,-272155512.2368,-272164979.7667,-272159374.8127,386713.9350,-272159862.3179,1111.8062,-4370.0739,4947.3202,5974.5627,5351.9230,656.2516,985.1938,2270.4956,-3747.5816,1145.7934,-3483.5497,3779.5153,-1760.9944,523.0079,-832.1818,-5912.5980,-1394.0424,2771.8825,-3733.9721,-6114.5083,-5051.8787,1751.5382,-2804.8408,3844.0771,2874.2245,-1409.3975,-4705.9948,4538.6430,-4616.5733,6836.3054,1729.2690,-6317.3203,-5382.3085,-3840.3677,6199.6344,-2226.8751,2027.6373,-4282.9270,-74.1744,0.0000,2528.6792,-4512.9928,0.0000,-5486.1545,-3252.5779,-4909.4436,2352.4880,2409.3151,5129.8637,-5691.1766,3660.0962,6449.2747,-3377.7352,-3599.1602,3519.1693,-2557.4578,4858.7959,3294.3460,-851.5288,4144.8931,5728.4714,2737.8271,-4421.2419,-2353.6778,-1692.1284,1595.7575,-4551.2919,4061.9114,4919.0711,-3992.0762,4779.5948,-2930.5804,-3691.8277,-6792.4035,-6054.6190,5726.9588,6598.0484,1407.5149,6378.8666,-4246.3515,4094.9811,-3022.0138,-6869.1283,2680.5232,2885.8209,3278.3922,-3163.9307,6687.4943,5309.6838,6196.6998,-5443.9061,-5090.4830,2175.1500,-2070.0226,-5869.4476,976.7203,4882.4501,-4454.8824,-5179.8171,5276.5783,-17293.8430,-46028.2184,-32623.0468,-25915.4742,-33726.1367,-29749.7838,-32018.0308,-27994.3260,130266563.2997,130273620.2384,130280556.7233,130290914.7529,-29568.5246,130280060.1289,3801.2482,2195.7781,-2763.6251,2900.6578,-749.3912,6522.0462,141.5607,-6071.6092,3206.6352,3149.6532,3689.2212,2123.1848,4434.0592,-1849.7674,4890.1427,77.5821,-2249.8857,-2574.6066,5426.7153,-2797.8894,3083.7319,-2368.2655,3124.9994,-1871.1614,459.5158,-4824.1733,-4447.7502,2702.5781,4439.6928,-409.6431,-4987.1542,1686.4796,1754.2170,5555.7350,-2831.4202,-5361.2571,-2773.7807,-4826.6052,4594.6250,0.0000,4578.7025,4957.4391,0.0000,2918.8582,5936.9511,4786.6335,-3903.6760,-4658.8000,-2681.4389,2809.5747,-2997.5596,-1888.2784,-4740.1954,-3940.3497,1533.3928,-3337.8200,-2094.6907,-4687.8957,-3572.3719,5426.3073,3422.5321,1956.8250,-4720.5396,-1353.2673,4191.3140,3818.9171,4938.0412,4623.0289,-2524.9575,2529.1737,-4415.3455,2514.4344,1892.4313,-165.9306,-1526.8899,1170.4248,794.0768,-4453.3998,-2113.0283,5187.8376,-5427.4070,5896.1630,-864.8413,-6387.7339,-4182.6531,2802.5795,-5543.3067,1364.3929,582.8921,-3111.8416,-857.1023,-68.9921,2365.5079,-1156.2381,-841.9683,5302.4130,-4455.1670,3796.4811,-3327.2006,3170.3462,114956.4088,113808.1261,111071.5379,119722.2338,116708.3054,106090.5288,107085.2247,112264.0676,-26007960.7208,-25991873.3922,-25999814.6021,-26015711.9409,113171.6956,-26016159.2853,
