sl_100_5400_20241118 Coordinates.csv
2024/11/18 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:01 2024,
Start: 2024/11/18 07:47:00.00, Stop: 2024/11/18 09:17:00.00,
TIME_UNITS,STARLINK-2088 - X-Coordinate,STARLINK-1628 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-11140 [DTC] - X-Coordinate,STARLINK-3796 - X-Coordinate,STARLINK-1640 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-5164 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-30999 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-6176 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-31673 - X-Coordinate,STARLINK-31480 - X-Coordinate,STARLINK-1869 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-3184 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-32155 - X-Coordinate,STARLINK-3128 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-31700 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-6058 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-5863 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-1628 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-11140 [DTC] - Y-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-1640 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-5164 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-30999 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-6176 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-31673 - Y-Coordinate,STARLINK-31480 - Y-Coordinate,STARLINK-1869 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-3184 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-32155 - Y-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-31700 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-6058 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-1628 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-11140 [DTC] - Z-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-1640 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-5164 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-30999 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-6176 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-31673 - Z-Coordinate,STARLINK-31480 - Z-Coordinate,STARLINK-1869 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-3184 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-32155 - Z-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-31700 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-6058 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-97.8457,4892.4571,2082.1859,-407.9270,-6471.6735,-671.6911,-4265.5537,-5739.4205,460.8529,-5123.8142,40.2938,4202.6526,1565.8455,-5027.5733,3552.7377,228.2718,1440.6055,5071.9336,3496.9917,6031.2919,-1272.2991,-2243.8607,-307.8920,-229.1181,-684.8269,-3987.8355,6597.8933,3049.2120,4172.9423,-4015.4400,-2550.0135,3894.7134,1184.4483,-5046.3120,-4280.9897,4730.7563,-2290.1565,-4599.5917,-432.4462,-6474.0611,-3774.2363,-3746.8143,5173.0006,-3143.7939,5204.6628,4135.0482,5872.0486,-2596.5883,978.6028,3179.9194,3310.9573,-5451.4987,3889.9822,1665.2622,5560.3823,-1039.7745,-2375.1320,-2512.3453,-1301.5030,1877.1172,-4792.7695,522.4527,-4310.5195,-4247.5903,3285.6539,-892.3870,-6351.6045,2169.7368,-6446.9665,2271.7018,-5868.1072,990.1084,5041.2326,-3313.3852,-1473.2042,-3473.3758,1776.5156,-3780.3698,-1877.1535,-5532.6649,-4720.4546,3370.9117,5467.1668,-4560.8367,3217.1528,6728.9251,3645.9444,6503.6545,5489.5517,-5315.8463,94.2900,2251.3804,-5208.7380,-2204.7260,-1000.7482,2376.0348,2502.7716,-4432.6125,2283.7060,3141.7689,-23674.9748,-43868.7850,-23044.9119,-21716.0157,-24186.8338,-23183.0139,-31364.9004,-26243.8516,-83709955.0515,-83753711.2397,-83732306.6940,-83733728.3978,-26800.5585,-83724863.9099,-5008.2391,3794.2511,4035.4480,-6721.3157,1782.5177,4745.8573,-5373.4131,3313.6301,6780.3179,4646.4057,-6045.7033,-886.5891,-4008.0567,3504.2125,-3800.5039,-4164.8569,3865.5125,1907.5311,-2957.2573,-3399.9325,-5760.9686,-4858.6817,5394.7592,-5330.9543,6264.4464,608.6395,1708.9143,6182.0508,-128.1070,-4285.9343,-4042.5740,-5600.9916,-2877.3341,-3525.7389,-5263.7926,-4877.3992,1627.6158,-2274.4698,-6124.3074,2398.1351,-4679.7145,4640.5191,-575.9629,-6069.4365,949.5664,-242.8143,3585.7834,4399.0586,-6087.4833,-6029.5797,-2635.0301,573.6356,-1285.1859,4436.6667,903.9659,6851.2107,-4438.3116,4172.5056,-6705.6213,5942.7661,2314.0159,-4881.0720,-2546.7085,414.0903,-3070.6934,4639.8291,2706.8041,4590.2488,494.7578,-6525.2170,-796.9214,-4082.1097,141.7812,-3728.9994,-6581.3154,-3124.0671,3893.3676,1875.6344,-5314.8283,1272.4841,1611.8471,-835.2567,-2280.3642,4639.6233,-2891.5066,-1138.9075,-4156.0232,-499.8055,3990.7494,-616.3806,6314.1271,3725.5774,528.4913,-6240.1211,6855.4295,3517.4512,-83.0744,3973.6378,6523.8435,-4992.2593,-342333.8961,-315307.4881,-321343.3230,-327381.7142,-319611.5911,-323317.5913,-325675.1841,-326688.2025,-92199151.6523,-92148953.2654,-92172665.3222,-92181390.5896,-325807.0022,-92185474.9538,4772.1499,3077.3928,-5223.2228,1658.9735,1213.8861,-4993.1798,885.9137,1976.7293,794.6907,111.4951,3392.2277,-5426.1288,-5429.3222,3200.9435,-4591.9441,-5532.8591,-5462.9745,-4305.5016,5177.2704,-151.8380,3416.4933,4404.4358,-4353.7077,-4435.9245,-2927.5623,5379.1655,1181.2392,-552.6723,5507.6574,3683.2520,-5010.6850,1344.0756,6207.9758,3148.1535,1378.2294,1296.6687,-6364.3429,4559.9693,-3072.4781,320.1396,3451.9905,-3545.8495,4554.6428,-640.1243,-4495.0565,-5463.8833,-877.4515,4386.3602,-3013.0844,-217.5629,5459.8338,-4254.9972,-5463.7801,4780.2306,4008.1835,-303.9610,-4480.2608,4902.1143,1083.4741,2874.0215,4440.4119,-4888.4437,-4637.8114,-5447.3420,-5022.4897,-5065.7517,-551.1643,-4730.0881,2453.7159,329.3229,-3587.0449,-5501.0942,-4473.9594,4791.9934,-1020.4331,-5107.3843,-5321.2550,-5484.1306,3912.7128,-3789.8114,4644.5800,6001.7604,3612.7349,-2390.8938,-5403.1509,-136.0173,4150.6184,2352.8718,-687.1668,4426.6865,2878.8304,-5264.3979,-4554.9371,-2072.1073,-346.0380,5454.0698,-6490.1154,3530.8538,580.8329,-3690.3534,182076.9197,178226.3214,175739.3439,183958.7342,181377.7441,170685.2125,171485.0596,176243.5456,48327126.3761,48334136.9354,48310401.1367,48321236.7593,177662.8210,48329964.4090,
300.000,-1848.1623,4921.1072,3417.9817,-1914.8308,-5996.9288,1042.6467,-4860.5200,-5265.2987,1658.5983,-4088.7228,-1727.3306,4046.7564,-262.2167,-4629.1159,1657.4657,-1928.3966,3447.6213,4565.4515,2655.3296,5176.0490,-2831.0280,-3782.5277,1725.5080,-2239.0890,-981.8263,-3450.5497,6869.5749,4038.2900,4100.9180,-4747.3399,-3589.2666,2935.5650,-897.4041,-6199.3634,-4806.9194,3380.6242,-2039.2293,-4342.5796,-2086.9283,-5815.0937,-4601.8704,-2577.4430,3863.6557,-4386.6322,4941.4530,4041.5598,6212.3095,-1491.5381,-554.6434,1708.8495,2125.2044,-4486.3014,3017.0260,3575.9609,6407.3166,496.2896,-4170.0007,-1303.5755,-2476.3889,3229.5719,-3303.8122,-1390.9595,-5296.5316,-3448.0607,2352.0239,1146.6951,-5434.5728,3985.8602,-5420.1123,1058.2733,-4968.2952,-1183.0993,5731.5381,-3923.5768,-2644.5588,-5133.8646,3773.7357,-2984.1108,-3380.5005,-4073.2153,-3763.8723,1519.2740,4277.6376,-2992.4346,1330.7199,6212.2840,2902.6490,6548.2296,6221.3799,-6420.7039,-374.6929,3591.7692,-4413.3284,-3449.9637,536.2210,4221.1021,1704.1195,-2638.0952,3545.3561,2924.0416,-16414.1317,-37250.7136,-16115.6282,-14940.1207,-17378.7782,-16328.8446,-24488.1261,-19054.7984,-81672443.3167,-81717104.1187,-81695157.3982,-81696411.4658,-19984.4286,-81687440.1383,-3884.5208,2058.1369,2348.2141,-5951.4090,3236.4882,5587.9224,-4172.1024,4482.4535,6560.3814,5321.1206,-5177.6748,-2956.2508,-4997.2956,4893.4915,-4814.7467,-4019.6921,3106.6110,-10.0266,-4748.9991,-4294.5593,-4500.3606,-3381.9482,4787.3143,-5446.5353,4953.7215,2733.4705,528.3507,5468.9252,-2263.4884,-2404.3785,-2195.9937,-5351.2833,-2202.2778,-2671.6572,-3948.2232,-5251.6912,3664.4860,-235.5744,-5129.7360,3429.5530,-2881.6826,5998.5897,-2139.0006,-5199.7751,-1173.6131,-2378.1239,2026.4136,5800.8505,-5280.1053,-6465.7719,-4377.0547,2447.7317,-3274.5926,4370.0786,-486.2101,6678.9105,-4206.7130,5619.6054,-6417.7351,4610.2297,3847.1662,-4024.3506,-647.9141,2436.9294,-4831.0257,4033.1352,3628.5920,3455.1323,1731.5895,-6675.7128,804.5740,-4133.8551,-1528.2005,-1736.2343,-6233.6179,-2103.3726,3328.1927,3824.6879,-3881.2804,2499.4637,3555.1917,267.8682,-1301.1495,4905.8053,-3969.0807,-2275.7061,-5645.8191,-2099.3081,2655.4388,113.4347,6896.0914,2003.1210,2522.0039,-5010.0456,6665.5178,2523.6379,-2137.8965,4321.8331,5591.5010,-6060.4781,-342805.1280,-316128.0025,-321920.6239,-327912.8729,-320066.8630,-323751.9913,-326219.8415,-327329.2957,-94004743.8928,-93955155.7705,-93978801.5301,-93987615.0652,-326310.9027,-93991112.8712,5417.1595,4395.9945,-5541.3746,2997.7351,-336.9011,-3948.4397,2607.0476,196.3855,-1031.5633,-1686.2255,4271.9332,-4772.2641,-4790.6867,1566.6960,-4714.2134,-5304.1320,-5032.3299,-5202.0794,4265.4639,1643.0170,4265.5573,4721.0678,-4717.9150,-3669.8636,-4774.0108,5082.9907,-633.2404,1256.7482,5082.4663,4441.3110,-5499.9420,3324.4782,6522.9201,1504.8656,3035.1000,2968.7328,-5551.3840,5309.6161,-4058.5605,-1486.9142,4308.3961,-2347.8953,5321.2512,912.4998,-4733.0176,-5001.9544,-2328.8071,3080.0288,-4349.3276,1329.2085,4904.3123,-4694.3767,-5177.8499,3667.5056,2556.7662,-1809.2556,-3212.3576,3807.3484,-732.4319,3923.8290,4724.4316,-5465.0449,-4254.5947,-5482.6929,-4071.1261,-5514.2564,-2300.0061,-4508.5760,3927.5750,-1477.3754,-4755.0025,-5423.8844,-3203.2577,5424.3560,807.2007,-4138.3429,-4616.3663,-4934.6725,4535.9195,-4874.3844,4433.2773,6759.0093,5302.6080,-3877.1968,-5511.8850,1672.4659,2741.9759,904.9292,870.6997,2650.9389,716.2016,-5454.3216,-4724.5608,-3331.8200,-1848.1298,4857.0632,-6397.3907,4716.1708,2062.6995,-1765.2304,182095.3347,178226.1967,175808.5621,183866.0958,181551.2078,170862.7646,171311.6185,176582.4686,48325938.9719,48332494.9347,48308834.5189,48319542.1683,177675.8900,48328521.8310,
600.000,-3458.0077,4503.9620,4468.0606,-3264.4996,-4909.4624,2620.3142,-4997.0868,-4268.7162,2697.5310,-2634.5025,-3359.9301,3543.3819,-2028.9766,-3784.6835,-377.9837,-3894.0565,5114.0093,3657.2609,1597.7723,3798.3329,-4138.5924,-4990.8236,3612.2047,-4017.6118,-1106.4767,-2599.4464,6459.0576,4637.5419,3678.6271,-5062.6857,-4332.0537,1644.7345,-2917.4004,-6731.2228,-4886.1382,1674.1119,-1655.5867,-3701.6208,-3567.7271,-4570.3243,-5025.6738,-1181.4820,2206.5901,-5198.2525,4246.9746,3593.2313,5966.2697,-261.5169,-2073.7955,51.5616,778.9512,-3124.0800,1889.7177,5084.7566,6627.3901,2001.3092,-5501.8787,-6.5266,-3412.7823,4296.6726,-1523.8887,-3201.7726,-5777.4617,-2364.9842,1212.8967,3098.0338,-3971.4945,5436.3797,-3864.4732,-276.2483,-3608.8468,-3235.6652,5828.7916,-4205.9128,-3549.8422,-6294.9998,5383.2396,-1946.9569,-4584.6103,-2210.6704,-2464.7200,-538.7580,2590.9437,-1108.1014,-657.6052,5048.0979,1901.3339,5962.5237,6322.7594,-6878.3764,-813.0575,4613.6139,-3233.5818,-4393.6318,2038.6547,5662.3953,812.9028,-569.1763,4483.1003,2431.7018,-9144.2065,-30616.6325,-9179.2363,-8155.3305,-10564.5755,-9469.5874,-17598.2061,-11926.7212,-79596005.1626,-79641556.8466,-79619059.6675,-79620129.7433,-13158.9163,-79611088.2688,-2420.0261,93.1897,463.1903,-4611.8168,4363.5046,5905.8299,-2540.0982,5203.4916,5664.4851,5481.1268,-3834.2263,-4725.0880,-5534.0501,5785.7503,-5405.7469,-3538.0546,2086.1210,-1957.5063,-6074.1616,-4779.5031,-2800.1945,-1606.3075,3759.3247,-5068.1309,3112.1067,4571.3667,-711.8158,4204.0198,-4167.5520,-290.4771,-154.9611,-4586.6460,-1385.0764,-1568.2750,-2224.3440,-5130.6495,5331.0634,1848.7037,-3643.3051,4134.7642,-805.0520,6776.5740,-3538.5657,-3805.1979,-3193.7873,-4264.6640,254.0397,6581.8922,-3962.1411,-6247.7437,-5705.5015,4113.8855,-4944.7373,3872.0802,-1800.9722,5864.3280,-3557.0886,6519.5156,-5488.9168,2825.9091,5043.4780,-2821.8610,1290.8063,4241.3584,-6079.2782,3085.4861,4215.8687,2025.9623,2839.6210,-6167.6353,2369.8915,-3837.9392,-3004.4172,422.2868,-5234.7629,-920.1213,2472.6416,5406.0336,-2082.1859,3521.6335,5151.1564,1257.1435,-247.1627,4726.5672,-4708.8842,-3195.5858,-6569.2025,-3487.6371,1041.7343,797.0763,6727.9608,110.5973,4292.0421,-3296.3120,5834.8245,1331.7606,-4005.8585,4293.5927,4113.2511,-6506.3444,-343120.9195,-316810.2119,-322356.7719,-328302.7498,-320382.8750,-324043.1766,-326619.2931,-327731.7425,-95765314.9026,-95716360.1127,-95739928.8722,-95748829.8650,-326672.2931,-95751733.0105,5480.3814,5240.7604,-5265.4552,4015.8440,-1849.8553,-2479.5336,4047.1182,-1605.1541,-2743.1066,-3302.3576,4694.8346,-3606.0288,-3639.3400,-236.5567,-4334.3691,-4508.4489,-4043.8957,-5540.7164,2894.1034,3261.2169,4635.2948,4533.0247,-4579.6428,-2512.3938,-6114.3109,4192.8003,-2379.5104,2930.4373,4109.8416,4724.5804,-5400.4651,4951.9506,6146.1811,-300.7377,4365.6721,4320.7749,-4152.4407,5475.4999,-4598.1764,-3133.3976,4704.1489,-899.2137,5515.7263,2364.4200,-4467.5551,-3988.1639,-3531.3464,1414.5745,-5206.7402,2726.3925,3819.6794,-4633.7845,-4313.9935,2127.0634,829.6902,-3121.2233,-1570.5109,2301.8855,-2469.4055,4541.1031,4503.4582,-5457.3805,-3394.9666,-4929.9242,-2646.9024,-5373.1175,-3802.1227,-3806.7250,4978.1733,-3124.9269,-5413.2428,-4765.1611,-1560.1775,5473.8358,2543.9987,-2724.8856,-3395.7149,-3855.4196,4659.2641,-5414.0222,3723.8594,6796.7778,6427.4661,-4948.9160,-5029.7155,3293.2207,1037.6736,-639.8286,2330.6284,593.2681,-1522.8317,-5036.2396,-4391.0784,-4235.6063,-3152.7718,3736.8219,-5630.2019,5394.9499,3323.8969,346.9264,182113.2575,178225.9171,175881.2108,183768.2760,181720.9394,171045.7571,171143.9771,177009.1178,48324752.8245,48330852.8733,48307273.1691,48317862.8182,177688.8341,48327079.3421,
