sl_100_5400_20240509 Coordinates.csv
2024/05/09 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:33 2024,
Start: 2024/05/09 07:47:00.00, Stop: 2024/05/09 09:17:00.00,
TIME_UNITS,STARLINK-1705 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-3099 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-2763 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-4484 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-1603 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-6284 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-6324 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-30789 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-31823 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-5437 - X-Coordinate,STARLINK-30767 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-4097 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-1590 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-30226 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-31418 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-3099 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-2763 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-4484 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-1603 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-6284 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-6324 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-30789 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-31823 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-5437 - Y-Coordinate,STARLINK-30767 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-4097 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-1590 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-30226 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-31418 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-3099 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-2763 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-4484 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-1603 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-6284 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-6324 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-30789 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-31823 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-5437 - Z-Coordinate,STARLINK-30767 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-4097 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-1590 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-30226 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-31418 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4625.1103,-3425.3134,4041.7106,-6151.8366,5379.7055,1087.8496,-3376.0594,-5128.9450,5868.0396,145.2826,344.4728,4451.9282,-6242.9837,6011.6072,5055.5164,-3929.2579,1339.7923,4675.5329,6029.4685,993.1294,5472.1008,1224.8085,5536.0214,840.7570,-3092.0968,998.5975,-1075.1406,1796.1031,2939.9576,-5256.3740,2503.3867,-4596.1677,5329.9697,-1240.8578,-6073.1105,-4398.6628,-4259.5129,-3763.4449,1591.0669,5918.6278,-6680.2991,-4019.9475,-2625.1459,-3278.5646,-3974.9763,5472.6117,5106.0037,6719.0989,2386.5807,5124.3078,-3530.6155,-3037.2217,1436.1771,4691.7747,1643.8528,2064.9615,4976.3094,3979.1932,-3920.5773,-5147.3308,1624.5112,538.5385,332.2785,6272.4006,-6240.1494,4109.7064,4172.2656,-5261.5529,4535.9529,3633.7859,-465.8254,4374.1184,-3847.2176,3188.6816,1589.7453,6487.4221,263.6916,-4278.2195,5083.7766,3949.6928,3649.0755,-6433.1032,-3143.4299,4112.3776,-281.7018,-5200.3003,3513.9708,-358.0942,-4028.7642,6284.7508,5276.0476,2403.6037,-4370.6635,5893.5592,-1042.6027,-935.8164,-2499.1681,3754.1571,6022.7501,6743.7814,-75764.6189,-58089.4561,-73946.4360,-75236.7295,-74081.7726,-74412.3639,-65968.1949,-69926.7966,-269255868.4572,-269218006.0716,-269235737.2023,-269243118.6092,-70548.7523,-269238674.2195,-4810.6489,-3283.6698,-5348.9241,3219.2888,-2915.3363,5241.6506,-4237.1112,2179.3682,3700.6691,5851.7382,-4623.9975,-625.3438,983.0963,-528.0140,-1229.1704,-5621.0371,4130.9601,-4169.9298,1400.0307,-5500.1057,4164.5863,-4513.4134,-1715.2794,-6800.7169,-3368.7056,6627.1598,-4265.1333,4723.0473,142.6277,1881.3001,-6292.4833,-5019.5335,-3798.3776,-5642.0117,604.1759,-5282.1874,837.8574,5515.3175,6569.5050,-1487.0453,693.9230,1767.4580,-6191.5476,-4760.8902,2373.9121,3039.2964,-4314.1202,-384.9796,5984.1631,2942.6940,5767.4063,-3815.4200,6627.4810,-2128.3378,3805.9496,-5155.8494,-2087.2174,-3184.0342,5122.3019,44.3321,-6277.9803,6610.9490,-5091.9001,164.8984,855.5282,-3684.9716,-2919.4127,2544.3509,688.7172,3630.8235,-5311.2163,-3139.0247,-5675.9292,-3957.4119,6631.0296,111.9809,-5124.6095,-1024.7128,-3976.1950,3772.4635,-4480.2561,-2453.2963,6152.5845,4192.3674,-3045.4139,1280.0473,4215.8023,6697.0145,5501.1645,199.2678,-4498.8163,377.4476,3190.8031,1498.2634,-6784.7012,5246.7182,6472.9790,-5363.3942,1880.7155,-471.4802,346082.4458,314686.9312,324367.2118,331164.0691,323356.1582,327418.9766,327985.4982,328360.9326,110203404.1274,110160555.1228,110179361.1832,110206538.5627,329008.1895,110199050.8141,1854.7879,-4762.1389,-1728.5763,-214.6172,-3279.5297,-4391.1927,3996.9169,4089.8860,336.1598,3715.8768,-5052.6391,-5290.5559,2804.7664,-3432.2302,-4591.9181,-1057.8848,-5393.1719,2700.3348,3110.6757,4090.1510,913.4255,5092.3966,3791.0911,-499.5709,5182.8621,1717.6366,-5358.8698,4760.7691,6279.3330,-3931.1367,863.7096,456.4477,-2308.8874,3831.0046,-3291.0575,934.4607,5400.3286,1812.9924,-940.4062,3289.4673,-1707.1138,-5352.7599,-1341.7422,3799.7426,-5151.6701,2708.1393,1350.8226,-1696.1475,-2533.7961,-3642.9871,1471.5049,-4916.6468,-790.6848,4622.0419,5529.2667,4118.5171,4161.9233,-4712.6417,2498.7772,-4586.8911,2408.8675,-1493.3163,4691.7897,-2964.5236,2932.4665,4191.3872,4727.3372,-3514.3310,5198.3368,-4669.9662,4431.3315,4367.4554,1058.4803,4711.1879,-1373.1736,-2431.9985,-4647.3198,-5261.9460,2543.9342,-4096.8551,3827.4407,-702.5026,632.7722,-3483.2829,6233.1047,4354.2366,-4251.2514,-1788.1681,79.4160,2917.9976,112.5494,6500.6366,-4348.3011,3294.1467,-676.3735,-4443.4715,-137.1250,1921.8741,-2352.2342,913.8723,161019.0763,156989.7593,154972.3570,163825.9204,160372.1106,149776.9312,151389.7740,155536.8654,7609245.3097,7629450.8017,7603009.7511,7622804.7080,157127.8498,7619383.7229,
300.000,-4984.5056,-5115.2450,3121.6762,-6081.6391,3783.3689,2785.5051,-4978.0415,-3455.9042,5405.5327,1954.4161,-1486.5764,4611.3278,-5047.9784,6173.1435,4027.3231,-5103.7201,3077.2961,3029.8650,6690.1077,-754.2016,5962.2978,-431.1211,5653.2803,-708.5148,-3906.9017,2234.4921,-2869.1590,3052.2531,4100.6208,-4912.7516,889.3466,-5170.1786,4536.9729,-3097.0507,-4871.4950,-5215.6419,-4164.2241,-2276.8507,2944.4590,4642.1230,-6651.6908,-3558.3376,-3498.6592,-4814.8369,-2181.6125,6475.4500,4084.3962,6665.3112,3262.4391,5268.9409,-2102.1971,-3802.5629,2811.5664,2962.7571,3581.3557,176.8663,4467.9451,2584.2159,-3082.8564,-5194.4048,128.3594,1775.7772,-1807.5912,5461.5810,-6699.5016,3035.5995,5479.8805,-5116.7687,5317.8461,4802.1353,-2423.0802,3405.9788,-4812.7859,1463.6268,2215.1672,5593.2585,-1380.3340,-5143.4966,4533.0125,5489.1874,2437.9905,-6376.2902,-1591.8936,4776.9151,-1844.8093,-3690.7884,5177.3781,940.8252,-2596.6293,5482.5509,4261.8620,3097.7570,-3402.3537,6706.2339,-2163.1940,893.4675,-999.6250,2225.6305,6668.3203,6500.0556,-83068.2116,-64736.0962,-80941.3426,-82066.7343,-80960.4014,-81348.1952,-72886.1725,-76964.9431,-271595680.0740,-271556865.4316,-271574955.5162,-271583160.4201,-77424.2023,-271578405.6269,-3357.2969,-2400.5415,-6177.1880,2683.1662,-4027.4984,5548.7633,-3751.7812,3169.9956,3933.3880,6135.3682,-5312.2038,-2631.2976,2161.2178,-2288.6171,-3116.5941,-4674.1078,2829.6890,-4517.2132,-180.3875,-4651.0552,2640.5660,-5540.7652,-3287.3363,-6538.3282,-1378.0612,6549.9007,-3050.8399,3075.9754,-1516.8811,3758.3869,-6354.7883,-3848.4820,-5180.0471,-5568.2926,1906.8457,-3902.8311,2902.1547,5571.0681,5675.1957,-2963.6388,1934.5532,3755.7755,-5073.6705,-4410.1782,3540.7125,1705.9933,-5460.2040,-1920.8370,4622.5706,940.2886,5806.0858,-1859.5136,5798.5891,-3231.0807,2878.2975,-4670.2479,-3996.2922,-4776.6212,6148.0502,2124.9863,-5714.5338,6552.1347,-4837.1671,-1545.1262,1617.1488,-5309.4723,-3170.7318,4068.3964,-1134.3568,1823.2765,-4456.0803,-4884.9997,-4943.8748,-5198.1787,6547.9760,-1216.1992,-5856.7972,817.5833,-5190.0995,2573.1236,-5888.0985,-1140.2604,6412.6841,2293.9099,-1507.4979,2594.4226,3181.9646,5988.5260,6093.8541,-1510.6548,-5208.8276,-1659.0272,4924.6487,280.6514,-6088.6578,4419.7355,6722.6436,-5414.6423,715.9287,-1974.8726,344343.1874,313381.6182,322871.3886,329619.2629,321728.3677,325792.0383,326473.7278,327225.8108,104298401.5796,104255859.4980,104274638.5297,104300866.2714,327439.5838,104294018.0422,3438.7637,-3640.8834,66.6953,2008.3115,-4203.6610,-3062.2580,2550.1925,5076.2510,-1891.7592,2575.3508,-4073.1321,-4472.4559,4198.1691,-2200.1470,-4714.4846,484.3240,-5519.6963,4114.1720,1796.6721,5073.8923,2360.2058,4116.4157,2287.2135,-1994.4287,5531.9057,-78.0478,-5524.7076,5423.2346,5385.0635,-2888.9765,2323.9028,2226.4725,-855.2919,2733.7731,-4552.0279,2378.7437,4718.7864,3408.1710,-2391.7100,4207.7021,84.3588,-4600.0210,-3010.7398,2292.6612,-5538.8841,1308.0128,-194.5451,-182.7101,-3991.0385,-4421.9047,3119.3361,-5480.8929,-2259.4813,5354.6839,5163.6047,5093.6494,3245.6451,-4322.7256,765.4989,-4004.0893,3892.3409,328.8009,4624.2140,-3994.4107,903.0680,3263.4863,2869.3049,-1938.5449,4304.8841,-4670.5293,4724.9163,3551.6324,-750.8213,4343.6516,749.6976,-3906.8505,-3421.7071,-4462.1510,822.3854,-3138.6494,2728.9331,-2442.0264,2109.4835,-4306.8750,6520.4493,5222.0607,-3355.3305,-3383.0878,1610.8461,3960.7043,-1679.2234,5986.7336,-3515.3511,1677.2451,-2416.3889,-5274.3674,1393.7329,3500.0215,-584.3225,-643.3139,161074.5732,157053.2108,155085.4157,163809.5727,160620.9055,150005.9053,151265.7736,155446.5512,7614713.8981,7634578.4079,7608114.4972,7628508.2349,157204.4709,7624701.8232,
600.000,-4883.8073,-6252.9794,1890.7675,-5338.6659,1828.2916,4183.9102,-6032.6760,-1450.7371,4371.5335,3556.2278,-3135.4959,4365.1655,-3360.3426,5752.7340,2649.7847,-5787.7469,4549.5659,1052.4155,6706.7552,-2467.6335,5891.8742,-2007.4061,5229.6020,-2206.1374,-4393.7029,3249.1089,-4417.8109,4064.0044,4895.6575,-4096.1169,-834.9454,-5227.0662,3312.0477,-4638.7218,-3207.4187,-5547.5834,-3710.6975,-537.6485,4021.8764,2931.7316,-5964.0586,-2796.5464,-4048.8343,-5860.8957,-201.1416,6817.7817,2644.7304,5967.4322,3860.3369,4946.7630,-438.6070,-4253.0570,3923.5001,960.6138,5181.4657,-1760.5000,3534.9032,976.1124,-1946.8353,-4767.0312,-1418.1089,2830.1674,-3776.0456,4145.1861,-6481.2302,1698.8559,6212.4507,-4457.3717,5612.6937,5545.6526,-4169.2571,2142.4242,-5310.8720,-372.9550,2625.2381,4161.0088,-2857.1565,-5523.2669,3543.3215,6475.5324,1016.9639,-5699.1405,130.6117,4999.4079,-3282.9220,-1837.7447,6344.1757,2183.9041,-886.6518,4170.0335,2815.2913,3550.0081,-2139.6293,6854.8247,-3094.2867,2673.0306,609.1831,439.5729,6591.9650,5592.8490,-90331.5936,-71354.3214,-87899.6724,-88861.7529,-87799.7785,-88245.5673,-79774.3384,-84020.1233,-273806001.0918,-273766238.3162,-273784694.6047,-273793659.4662,-84264.8759,-273788644.7320,-1551.6687,-1299.8387,-6392.1408,1880.9322,-4791.8261,5331.5377,-2889.8499,3901.9056,3717.7966,5842.1546,-5493.9501,-4361.0276,3171.0211,-3812.4494,-4727.0780,-3271.6359,1297.7746,-4440.3337,-1726.7824,-3382.8810,845.2808,-6046.5060,-4515.9155,-5628.9647,731.4482,5821.5161,-1586.4805,1153.5097,-2973.1125,5242.6562,-5782.1035,-2261.3820,-6056.2681,-4977.2921,3070.1283,-2134.1210,4670.3397,5101.4940,4202.2075,-4190.8215,2984.5883,5370.7325,-3430.3446,-3644.5803,4413.9745,211.7954,-6050.5147,-3269.3117,2800.5950,-1165.3839,5291.6681,267.4591,4379.2001,-4071.2609,1720.2252,-3769.0378,-5490.4497,-5929.8618,6559.4182,3984.5532,-4606.4430,5803.7154,-4159.0184,-3138.2624,2202.8219,-6422.5661,-3043.1201,5155.3843,-2813.6218,-135.0109,-3209.2262,-6161.2463,-3719.6193,-5964.7448,5797.1073,-2466.0651,-6032.3183,2543.0005,-5887.3010,1142.8439,-6727.7146,310.6275,6063.5353,160.1792,123.5411,3703.6327,1873.3921,4702.0788,6073.8222,-3106.3160,-5419.6537,-3495.4633,6186.2259,-945.9635,-4780.6055,3204.5750,6326.9183,-4934.7353,-519.5185,-3283.2112,342448.5721,311936.7621,321233.2891,327932.2462,319960.0920,324019.3917,324816.9198,325954.0558,98343764.9928,98301554.6567,98320302.5387,98345519.9234,325727.3767,98339354.6626,4653.5783,-2092.9105,1854.7575,4017.2516,-4680.5126,-1404.3321,805.9689,5515.6466,-3918.4811,1159.4538,-2643.8733,-3178.4419,5138.9473,-733.4396,-4335.0003,1974.7382,-5055.1893,5066.3498,290.0052,5514.0414,3554.5562,2697.3110,537.9857,-3270.1337,5285.3598,-1865.3606,-5101.1358,5508.7177,3917.1564,-1523.2215,3523.3897,3746.1118,689.6530,1344.0510,-5327.1265,3568.6277,3532.7723,4636.2632,-3574.9487,4675.9089,1866.7458,-3353.8759,-4347.2442,538.8134,-5333.6022,-239.0465,-1718.0677,1350.2253,-5020.0606,-4730.3475,4431.3478,-5458.4734,-3475.3001,5512.9035,4241.8507,5520.4149,1964.2867,-3472.5659,-1050.2475,-2986.1083,4956.6058,2113.5119,4062.4927,-4598.7481,-1222.3426,1986.4083,706.6522,-144.7072,2951.9386,-4174.3032,4513.7181,2356.1657,-2479.9939,3511.5289,2792.9257,-4963.6073,-1828.4838,-3170.1023,-987.0081,-1828.9128,1338.3566,-3919.0416,3360.6438,-4649.0789,6116.1256,5524.9114,-2101.9093,-4617.6324,2960.8943,4579.5581,-3291.5044,4837.1529,-2307.8757,-120.3820,-3893.9378,-5543.9020,2775.6441,4685.2832,1251.8670,-2128.2883,161129.6776,157116.5612,155202.3980,163788.1299,160866.0676,150240.2003,151147.7848,155482.0195,7620186.8949,7639705.4863,7613222.8835,7634192.5914,157280.9811,7630019.8158,
